"GeographyCode","KS103EW0001","KS103EW0002","KS103EW0003","KS103EW0004","KS103EW0005","KS103EW0006","KS103EW0007","KS103EW0008","KS103EW0009","KS103EW0010","KS103EW0011","KS103EW0012","KS103EW0013"
"E00021192",248,114,94,1,8,17,14,45.9677419354839,37.9032258064516,0.403225806451613,3.2258064516129,6.85483870967742,5.64516129032258
"E00021193",314,238,53,7,4,11,1,75.7961783439491,16.8789808917197,2.22929936305732,1.27388535031847,3.5031847133758,0.318471337579618
"E00021194",413,200,172,0,13,20,8,48.4261501210654,41.6464891041162,0,3.14769975786925,4.84261501210654,1.93704600484262
"E00021195",295,160,96,0,13,8,18,54.2372881355932,32.5423728813559,0,4.40677966101695,2.71186440677966,6.10169491525424
"E00021196",251,109,107,0,11,12,12,43.4262948207171,42.6294820717131,0,4.38247011952191,4.7808764940239,4.7808764940239
"E00021197",464,329,94,2,11,20,8,70.9051724137931,20.2586206896552,0.431034482758621,2.37068965517241,4.31034482758621,1.72413793103448
"E00021198",221,101,94,0,5,7,14,45.7013574660633,42.5339366515837,0,2.26244343891403,3.16742081447964,6.33484162895928
"E00021199",144,80,27,2,13,21,1,55.5555555555556,18.75,1.38888888888889,9.02777777777778,14.5833333333333,0.694444444444444
"E00021200",252,138,78,0,10,19,7,54.7619047619048,30.952380952381,0,3.96825396825397,7.53968253968254,2.77777777777778
"E00021201",247,139,71,0,3,17,17,56.2753036437247,28.7449392712551,0,1.21457489878543,6.88259109311741,6.88259109311741
"E00021202",191,86,73,1,7,15,9,45.0261780104712,38.2198952879581,0.523560209424084,3.66492146596859,7.85340314136126,4.71204188481675
"E00021203",203,92,73,0,11,13,14,45.320197044335,35.9605911330049,0,5.41871921182266,6.40394088669951,6.89655172413793
"E00021204",342,201,111,0,5,16,9,58.7719298245614,32.4561403508772,0,1.46198830409357,4.67836257309941,2.63157894736842
"E00021205",254,120,107,0,10,8,9,47.244094488189,42.1259842519685,0,3.93700787401575,3.1496062992126,3.54330708661417
"E00021206",164,65,79,0,9,2,9,39.6341463414634,48.1707317073171,0,5.48780487804878,1.21951219512195,5.48780487804878
"E00021207",251,171,44,0,7,19,10,68.1274900398406,17.5298804780877,0,2.78884462151394,7.56972111553785,3.98406374501992
"E00021208",233,123,82,2,13,4,9,52.7896995708155,35.1931330472103,0.858369098712446,5.5793991416309,1.71673819742489,3.86266094420601
"E00021209",184,84,80,0,5,8,7,45.6521739130435,43.4782608695652,0,2.71739130434783,4.34782608695652,3.80434782608696
"E00021210",232,116,92,0,7,5,12,50,39.6551724137931,0,3.01724137931034,2.1551724137931,5.17241379310345
"E00021211",302,182,86,1,8,18,7,60.2649006622517,28.476821192053,0.33112582781457,2.64900662251656,5.96026490066225,2.31788079470199
"E00021212",206,101,73,0,10,14,8,49.0291262135922,35.4368932038835,0,4.85436893203883,6.79611650485437,3.88349514563107
"E00021213",312,145,124,0,11,18,14,46.474358974359,39.7435897435897,0,3.52564102564103,5.76923076923077,4.48717948717949
"E00021214",408,256,115,2,10,14,11,62.7450980392157,28.1862745098039,0.490196078431373,2.45098039215686,3.43137254901961,2.69607843137255
"E00021215",429,346,59,2,8,10,4,80.6526806526807,13.7529137529138,0.466200466200466,1.86480186480186,2.33100233100233,0.932400932400932
"E00021216",265,145,68,4,13,31,4,54.7169811320755,25.6603773584906,1.50943396226415,4.90566037735849,11.6981132075472,1.50943396226415
"E00021217",432,304,92,0,9,19,8,70.3703703703704,21.2962962962963,0,2.08333333333333,4.39814814814815,1.85185185185185
"E00021218",409,193,168,2,19,22,5,47.1882640586797,41.0757946210269,0.488997555012225,4.64547677261614,5.37897310513447,1.22249388753056
"E00021219",213,82,91,0,4,20,16,38.4976525821596,42.7230046948357,0,1.87793427230047,9.38967136150235,7.51173708920188
"E00021220",295,145,124,4,6,11,5,49.1525423728814,42.0338983050847,1.35593220338983,2.03389830508475,3.72881355932203,1.69491525423729
"E00021223",355,230,83,3,6,25,8,64.7887323943662,23.3802816901408,0.845070422535211,1.69014084507042,7.04225352112676,2.25352112676056
"E00021224",340,184,106,2,9,19,20,54.1176470588235,31.1764705882353,0.588235294117647,2.64705882352941,5.58823529411765,5.88235294117647
"E00021225",244,112,76,1,11,32,12,45.9016393442623,31.1475409836066,0.409836065573771,4.50819672131148,13.1147540983607,4.91803278688525
"E00021227",225,98,88,0,10,19,10,43.5555555555556,39.1111111111111,0,4.44444444444444,8.44444444444444,4.44444444444444
"E00021228",290,128,114,2,7,20,19,44.1379310344828,39.3103448275862,0.689655172413793,2.41379310344828,6.89655172413793,6.55172413793103
"E00021229",221,108,80,0,12,16,5,48.868778280543,36.1990950226244,0,5.42986425339367,7.23981900452489,2.26244343891403
"E00021230",217,95,84,3,8,16,11,43.778801843318,38.7096774193548,1.38248847926267,3.68663594470046,7.37327188940092,5.06912442396313
"E00021231",185,87,49,4,12,18,15,47.027027027027,26.4864864864865,2.16216216216216,6.48648648648649,9.72972972972973,8.10810810810811
"E00021235",248,96,111,0,15,14,12,38.7096774193548,44.758064516129,0,6.04838709677419,5.64516129032258,4.83870967741935
"E00021236",241,122,93,2,6,11,7,50.6224066390041,38.5892116182573,0.829875518672199,2.4896265560166,4.5643153526971,2.9045643153527
"E00021238",367,215,121,5,7,17,2,58.58310626703,32.9700272479564,1.36239782016349,1.90735694822888,4.63215258855586,0.544959128065395
"E00021239",253,114,126,4,1,8,0,45.0592885375494,49.802371541502,1.58102766798419,0.395256916996047,3.16205533596838,0
"E00021240",284,170,79,0,7,22,6,59.8591549295775,27.8169014084507,0,2.46478873239437,7.74647887323944,2.11267605633803
"E00021241",252,152,72,3,3,16,6,60.3174603174603,28.5714285714286,1.19047619047619,1.19047619047619,6.34920634920635,2.38095238095238
"E00021243",275,127,113,2,7,19,7,46.1818181818182,41.0909090909091,0.727272727272727,2.54545454545455,6.90909090909091,2.54545454545455
"E00021244",203,76,61,2,14,36,14,37.4384236453202,30.0492610837438,0.985221674876847,6.89655172413793,17.7339901477833,6.89655172413793
"E00021245",195,95,53,0,9,24,14,48.7179487179487,27.1794871794872,0,4.61538461538462,12.3076923076923,7.17948717948718
"E00021246",395,193,144,0,12,22,24,48.8607594936709,36.4556962025316,0,3.0379746835443,5.56962025316456,6.07594936708861
"E00021247",274,133,97,0,8,22,14,48.5401459854015,35.4014598540146,0,2.91970802919708,8.02919708029197,5.10948905109489
"E00021248",239,101,107,0,11,16,4,42.2594142259414,44.7698744769874,0,4.60251046025105,6.69456066945607,1.67364016736402
"E00021249",249,119,81,0,14,26,9,47.7911646586345,32.5301204819277,0,5.62248995983936,10.4417670682731,3.6144578313253
"E00021251",223,107,76,0,9,10,21,47.9820627802691,34.0807174887892,0,4.03587443946188,4.48430493273543,9.41704035874439
"E00021252",242,131,80,2,4,20,5,54.1322314049587,33.0578512396694,0.826446280991736,1.65289256198347,8.26446280991736,2.06611570247934
"E00021253",243,138,63,0,12,20,10,56.7901234567901,25.9259259259259,0,4.93827160493827,8.23045267489712,4.11522633744856
"E00021254",204,106,81,2,4,9,2,51.9607843137255,39.7058823529412,0.980392156862745,1.96078431372549,4.41176470588235,0.980392156862745
"E00021255",193,102,67,6,7,11,0,52.8497409326425,34.7150259067358,3.10880829015544,3.62694300518135,5.69948186528497,0
"E00021256",214,131,65,2,2,9,5,61.214953271028,30.3738317757009,0.934579439252336,0.934579439252336,4.20560747663551,2.33644859813084
"E00021257",209,106,83,2,1,9,8,50.7177033492823,39.7129186602871,0.956937799043062,0.478468899521531,4.30622009569378,3.82775119617225
"E00021258",266,123,88,0,12,24,19,46.2406015037594,33.0827067669173,0,4.51127819548872,9.02255639097744,7.14285714285714
"E00021259",305,164,102,0,7,23,9,53.7704918032787,33.4426229508197,0,2.29508196721311,7.54098360655738,2.95081967213115
"E00021260",255,145,65,4,9,19,13,56.8627450980392,25.4901960784314,1.56862745098039,3.52941176470588,7.45098039215686,5.09803921568627
"E00021261",217,120,71,0,2,13,11,55.2995391705069,32.7188940092166,0,0.921658986175115,5.99078341013825,5.06912442396313
"E00021262",218,95,88,0,11,16,8,43.5779816513761,40.3669724770642,0,5.04587155963303,7.3394495412844,3.6697247706422
"E00021263",327,176,104,4,13,18,12,53.822629969419,31.8042813455657,1.22324159021407,3.97553516819572,5.5045871559633,3.6697247706422
"E00021266",231,160,44,1,10,11,5,69.2640692640693,19.047619047619,0.432900432900433,4.32900432900433,4.76190476190476,2.16450216450216
"E00021267",257,127,79,2,10,22,17,49.4163424124514,30.7392996108949,0.778210116731518,3.89105058365759,8.56031128404669,6.6147859922179
"E00021268",203,121,54,0,9,10,9,59.6059113300493,26.6009852216749,0,4.43349753694581,4.92610837438424,4.43349753694581
"E00021271",330,172,98,0,19,23,18,52.1212121212121,29.6969696969697,0,5.75757575757576,6.96969696969697,5.45454545454545
"E00021272",182,94,52,1,10,17,8,51.6483516483517,28.5714285714286,0.549450549450549,5.49450549450549,9.34065934065934,4.3956043956044
"E00021273",237,97,68,2,10,36,24,40.9282700421941,28.6919831223629,0.843881856540084,4.21940928270042,15.1898734177215,10.126582278481
"E00021274",385,201,114,1,18,31,20,52.2077922077922,29.6103896103896,0.25974025974026,4.67532467532468,8.05194805194805,5.19480519480519
"E00021275",206,95,64,0,11,23,13,46.1165048543689,31.0679611650485,0,5.33980582524272,11.1650485436893,6.31067961165049
"E00021277",208,101,64,0,8,22,13,48.5576923076923,30.7692307692308,0,3.84615384615385,10.5769230769231,6.25
"E00021278",148,89,37,2,5,12,3,60.1351351351351,25,1.35135135135135,3.37837837837838,8.10810810810811,2.02702702702703
"E00021279",322,146,107,2,13,32,22,45.3416149068323,33.2298136645963,0.62111801242236,4.03726708074534,9.93788819875776,6.83229813664596
"E00021280",245,150,50,2,10,19,14,61.2244897959184,20.4081632653061,0.816326530612245,4.08163265306122,7.75510204081633,5.71428571428571
"E00021281",436,285,101,1,13,30,6,65.3669724770642,23.1651376146789,0.229357798165138,2.98165137614679,6.88073394495413,1.37614678899083
"E00021282",343,207,81,1,14,29,11,60.3498542274053,23.6151603498542,0.291545189504373,4.08163265306122,8.45481049562682,3.2069970845481
"E00021285",112,79,23,2,2,6,0,70.5357142857143,20.5357142857143,1.78571428571429,1.78571428571429,5.35714285714286,0
"E00021286",209,140,47,3,4,10,5,66.9856459330144,22.488038277512,1.43540669856459,1.91387559808612,4.78468899521531,2.39234449760766
"E00021287",266,196,55,2,5,8,0,73.6842105263158,20.6766917293233,0.75187969924812,1.8796992481203,3.00751879699248,0
"E00021288",225,159,53,3,5,5,0,70.6666666666667,23.5555555555556,1.33333333333333,2.22222222222222,2.22222222222222,0
"E00021289",210,87,86,0,14,18,5,41.4285714285714,40.9523809523809,0,6.66666666666667,8.57142857142857,2.38095238095238
"E00021290",247,110,86,2,15,19,15,44.5344129554656,34.8178137651822,0.809716599190283,6.07287449392713,7.69230769230769,6.07287449392713
"E00021291",369,271,70,4,6,15,3,73.4417344173442,18.970189701897,1.0840108401084,1.6260162601626,4.0650406504065,0.813008130081301
"E00021292",231,111,70,0,12,23,15,48.0519480519481,30.3030303030303,0,5.19480519480519,9.95670995670996,6.49350649350649
"E00021294",367,167,130,1,21,28,20,45.5040871934605,35.4223433242507,0.272479564032698,5.72207084468665,7.62942779291553,5.44959128065395
"E00021295",327,197,98,4,8,13,7,60.2446483180428,29.9694189602446,1.22324159021407,2.44648318042813,3.97553516819572,2.14067278287462
"E00021296",300,194,80,4,7,9,6,64.6666666666667,26.6666666666667,1.33333333333333,2.33333333333333,3,2
"E00021297",338,173,99,6,18,25,17,51.1834319526627,29.2899408284024,1.77514792899408,5.32544378698225,7.39644970414201,5.02958579881657
"E00021298",365,229,98,4,8,20,6,62.7397260273973,26.8493150684932,1.0958904109589,2.19178082191781,5.47945205479452,1.64383561643836
"E00021299",371,220,115,2,7,19,8,59.2991913746631,30.9973045822102,0.539083557951483,1.88679245283019,5.12129380053908,2.15633423180593
"E00021300",426,267,117,9,8,20,5,62.6760563380282,27.4647887323944,2.11267605633803,1.87793427230047,4.69483568075117,1.17370892018779
"E00021301",331,140,132,0,16,24,19,42.2960725075529,39.8791540785499,0,4.83383685800604,7.25075528700906,5.74018126888217
"E00021302",384,240,97,8,14,12,13,62.5,25.2604166666667,2.08333333333333,3.64583333333333,3.125,3.38541666666667
"E00021303",286,143,101,0,16,18,8,50,35.3146853146853,0,5.59440559440559,6.29370629370629,2.7972027972028
"E00021304",296,185,76,0,12,9,14,62.5,25.6756756756757,0,4.05405405405405,3.04054054054054,4.72972972972973
"E00021305",214,126,66,1,6,10,5,58.8785046728972,30.8411214953271,0.467289719626168,2.80373831775701,4.67289719626168,2.33644859813084
"E00021306",231,117,78,6,8,13,9,50.6493506493506,33.7662337662338,2.5974025974026,3.46320346320346,5.62770562770563,3.8961038961039
"E00021307",436,338,72,3,7,13,3,77.5229357798165,16.5137614678899,0.688073394495413,1.60550458715596,2.98165137614679,0.688073394495413
"E00021308",371,231,104,0,8,17,11,62.2641509433962,28.0323450134771,0,2.15633423180593,4.5822102425876,2.96495956873315
"E00021309",177,126,36,0,5,9,1,71.1864406779661,20.3389830508475,0,2.82485875706215,5.08474576271187,0.564971751412429
"E00021310",215,110,68,0,3,18,16,51.1627906976744,31.6279069767442,0,1.3953488372093,8.37209302325581,7.44186046511628
"E00021311",246,113,88,0,12,18,15,45.9349593495935,35.7723577235772,0,4.8780487804878,7.31707317073171,6.09756097560976
"E00021312",241,119,82,3,11,16,10,49.3775933609959,34.0248962655602,1.2448132780083,4.5643153526971,6.63900414937759,4.149377593361
"E00021313",404,274,86,1,8,17,18,67.8217821782178,21.2871287128713,0.247524752475248,1.98019801980198,4.20792079207921,4.45544554455445
"E00021314",305,163,99,6,8,25,4,53.4426229508197,32.4590163934426,1.9672131147541,2.62295081967213,8.19672131147541,1.31147540983607
"E00021315",135,34,35,0,10,27,29,25.1851851851852,25.9259259259259,0,7.40740740740741,20,21.4814814814815
"E00021316",247,134,77,0,5,16,15,54.251012145749,31.1740890688259,0,2.02429149797571,6.47773279352227,6.07287449392713
"E00021317",264,148,85,2,9,12,8,56.0606060606061,32.1969696969697,0.757575757575758,3.40909090909091,4.54545454545455,3.03030303030303
"E00021318",262,165,56,0,11,20,10,62.9770992366412,21.3740458015267,0,4.19847328244275,7.63358778625954,3.81679389312977
"E00021319",268,174,55,0,6,24,9,64.9253731343284,20.5223880597015,0,2.23880597014925,8.95522388059701,3.35820895522388
"E00021320",257,151,65,2,5,21,13,58.7548638132296,25.2918287937743,0.778210116731518,1.94552529182879,8.17120622568093,5.05836575875486
"E00021321",248,144,81,4,1,12,6,58.0645161290323,32.6612903225806,1.61290322580645,0.403225806451613,4.83870967741935,2.41935483870968
"E00021322",243,119,91,0,9,14,10,48.9711934156379,37.4485596707819,0,3.7037037037037,5.76131687242798,4.11522633744856
"E00021323",290,138,90,0,11,26,25,47.5862068965517,31.0344827586207,0,3.79310344827586,8.96551724137931,8.62068965517241
"E00021324",339,191,93,0,8,20,27,56.3421828908555,27.4336283185841,0,2.3598820058997,5.89970501474926,7.9646017699115
"E00021325",309,157,110,2,8,24,8,50.8090614886731,35.5987055016181,0.647249190938511,2.58899676375405,7.76699029126214,2.58899676375405
"E00021326",303,153,116,0,12,13,9,50.4950495049505,38.2838283828383,0,3.96039603960396,4.29042904290429,2.97029702970297
"E00021327",342,186,95,2,16,27,16,54.3859649122807,27.7777777777778,0.584795321637427,4.67836257309941,7.89473684210526,4.67836257309941
"E00021328",309,152,110,2,15,24,6,49.1909385113269,35.5987055016181,0.647249190938511,4.85436893203883,7.76699029126214,1.94174757281553
"E00021329",326,157,102,0,13,29,25,48.159509202454,31.2883435582822,0,3.98773006134969,8.89570552147239,7.66871165644172
"E00021330",264,126,96,0,11,22,9,47.7272727272727,36.3636363636364,0,4.16666666666667,8.33333333333333,3.40909090909091
"E00021331",155,76,58,0,5,10,6,49.0322580645161,37.4193548387097,0,3.2258064516129,6.45161290322581,3.87096774193548
"E00021332",333,156,134,2,10,17,14,46.8468468468468,40.2402402402402,0.600600600600601,3.003003003003,5.10510510510511,4.2042042042042
"E00021333",262,121,98,2,11,17,13,46.1832061068702,37.4045801526718,0.763358778625954,4.19847328244275,6.48854961832061,4.9618320610687
"E00021334",294,120,115,2,19,22,16,40.8163265306122,39.1156462585034,0.680272108843537,6.46258503401361,7.48299319727891,5.4421768707483
"E00021335",423,204,144,3,17,31,24,48.2269503546099,34.0425531914894,0.709219858156028,4.01891252955083,7.32860520094563,5.67375886524823
"E00021336",189,70,80,0,14,15,10,37.037037037037,42.3280423280423,0,7.40740740740741,7.93650793650794,5.29100529100529
"E00021337",247,110,110,4,7,8,8,44.5344129554656,44.5344129554656,1.61943319838057,2.83400809716599,3.23886639676113,3.23886639676113
"E00021338",297,117,144,4,11,4,17,39.3939393939394,48.4848484848485,1.34680134680135,3.7037037037037,1.34680134680135,5.72390572390572
"E00021339",272,164,71,2,10,17,8,60.2941176470588,26.1029411764706,0.735294117647059,3.67647058823529,6.25,2.94117647058824
"E00021340",336,208,80,1,15,20,12,61.9047619047619,23.8095238095238,0.297619047619048,4.46428571428571,5.95238095238095,3.57142857142857
"E00021342",213,82,96,0,9,21,5,38.4976525821596,45.0704225352113,0,4.22535211267606,9.85915492957746,2.34741784037559
"E00021344",385,164,165,1,15,19,21,42.5974025974026,42.8571428571429,0.25974025974026,3.8961038961039,4.93506493506494,5.45454545454545
"E00021345",236,104,100,0,11,12,9,44.0677966101695,42.3728813559322,0,4.66101694915254,5.08474576271187,3.8135593220339
"E00021346",228,97,87,2,12,18,12,42.5438596491228,38.1578947368421,0.87719298245614,5.26315789473684,7.89473684210526,5.26315789473684
"E00021347",259,114,110,0,16,15,4,44.015444015444,42.4710424710425,0,6.17760617760618,5.79150579150579,1.54440154440154
"E00021349",293,143,120,2,7,10,11,48.8054607508532,40.9556313993174,0.68259385665529,2.38907849829352,3.41296928327645,3.7542662116041
"E00021350",252,112,95,0,12,19,14,44.4444444444444,37.6984126984127,0,4.76190476190476,7.53968253968254,5.55555555555556
"E00021351",254,106,112,2,8,16,10,41.7322834645669,44.0944881889764,0.78740157480315,3.1496062992126,6.2992125984252,3.93700787401575
"E00021352",200,98,76,1,11,8,6,49,38,0.5,5.5,4,3
"E00021353",231,92,94,0,10,18,17,39.8268398268398,40.6926406926407,0,4.32900432900433,7.79220779220779,7.35930735930736
"E00021354",357,186,133,0,10,16,12,52.1008403361345,37.2549019607843,0,2.80112044817927,4.48179271708683,3.36134453781513
"E00021355",266,181,57,2,11,10,5,68.0451127819549,21.4285714285714,0.75187969924812,4.13533834586466,3.7593984962406,1.8796992481203
"E00021357",284,94,143,0,12,15,20,33.0985915492958,50.3521126760563,0,4.22535211267606,5.28169014084507,7.04225352112676
"E00021359",246,97,109,4,10,14,12,39.4308943089431,44.3089430894309,1.6260162601626,4.0650406504065,5.69105691056911,4.8780487804878
"E00021360",309,121,147,1,11,14,15,39.1585760517799,47.5728155339806,0.323624595469256,3.55987055016181,4.53074433656958,4.85436893203883
"E00021361",242,123,77,0,15,19,8,50.8264462809917,31.8181818181818,0,6.19834710743802,7.85123966942149,3.30578512396694
"E00021363",269,119,109,0,11,15,15,44.2379182156134,40.5204460966543,0,4.08921933085502,5.57620817843866,5.57620817843866
"E00021364",419,200,171,0,11,17,20,47.7326968973747,40.8114558472554,0,2.62529832935561,4.05727923627685,4.77326968973747
"E00021365",229,122,65,0,11,18,13,53.2751091703057,28.3842794759825,0,4.80349344978166,7.86026200873363,5.67685589519651
"E00021366",261,98,102,2,9,29,21,37.5478927203065,39.0804597701149,0.766283524904214,3.44827586206897,11.1111111111111,8.04597701149425
"E00021367",243,101,79,0,16,16,31,41.5637860082305,32.5102880658436,0,6.5843621399177,6.5843621399177,12.7572016460905
"E00021368",298,149,105,0,13,16,15,50,35.2348993288591,0,4.36241610738255,5.36912751677852,5.03355704697987
"E00021369",144,59,60,2,8,9,6,40.9722222222222,41.6666666666667,1.38888888888889,5.55555555555556,6.25,4.16666666666667
"E00021370",416,185,173,0,20,26,12,44.4711538461538,41.5865384615385,0,4.80769230769231,6.25,2.88461538461538
"E00021371",121,59,49,0,6,4,3,48.7603305785124,40.495867768595,0,4.95867768595041,3.30578512396694,2.47933884297521
"E00021372",285,142,99,2,11,22,9,49.8245614035088,34.7368421052632,0.701754385964912,3.85964912280702,7.71929824561404,3.15789473684211
"E00021374",293,116,131,0,7,21,18,39.5904436860068,44.7098976109215,0,2.38907849829352,7.16723549488055,6.14334470989761
"E00021375",266,119,96,0,8,19,24,44.7368421052632,36.0902255639098,0,3.00751879699248,7.14285714285714,9.02255639097744
"E00021376",270,105,115,0,14,22,14,38.8888888888889,42.5925925925926,0,5.18518518518519,8.14814814814815,5.18518518518519
"E00021377",411,223,129,4,15,22,18,54.2579075425791,31.3868613138686,0.97323600973236,3.64963503649635,5.35279805352798,4.37956204379562
"E00021378",338,171,113,0,19,21,14,50.5917159763314,33.4319526627219,0,5.62130177514793,6.21301775147929,4.14201183431953
"E00021379",230,90,84,0,11,30,15,39.1304347826087,36.5217391304348,0,4.78260869565217,13.0434782608696,6.52173913043478
"E00021380",288,151,55,2,28,43,9,52.4305555555556,19.0972222222222,0.694444444444444,9.72222222222222,14.9305555555556,3.125
