"GeographyCode","KS101EW0001","KS101EW0002","KS101EW0003","KS101EW0004","KS101EW0005","KS101EW0006","KS101EW0007","KS101EW0008","KS101EW0009","KS101EW0010","KS101EW0011","KS101EW0012"
"E02000864",8297,4020,4277,8296,1,38,126.19,65.7500594341865,48.4512474388333,51.5487525611667,99.9879474508859,0.0120525491141376
"E02000865",7051,3474,3577,6977,74,31,46.37,152.059521242182,49.2696071479223,50.7303928520777,98.9505034746844,1.04949652531556
"E02000866",9662,4778,4884,9610,52,65,113.42,85.1877975665667,49.4514593251915,50.5485406748085,99.4618091492445,0.538190850755537
"E02000867",9761,4900,4861,9761,0,67,80.92,120.625308947108,50.1997746132568,49.8002253867432,100,0
"E02000868",6632,3341,3291,6416,216,36,35.92,184.632516703786,50.3769601930036,49.6230398069964,96.7430639324487,3.25693606755127
"E02000869",5705,2956,2749,5679,26,24,32.23,177.00899782811,51.8141980718668,48.1858019281332,99.54425942156,0.455740578439965
"E02000870",6477,3242,3235,6430,47,24,39.5,163.974683544304,50.0540373629767,49.9459626370233,99.2743554114559,0.725644588544079
"E02000871",8591,4379,4212,8591,0,55,66.9,128.415545590433,50.9719473868001,49.0280526131999,100,0
"E02000872",7501,3901,3600,7480,21,31,45.66,164.279456855015,52.0063991467804,47.9936008532196,99.7200373283562,0.279962671643781
"E02000873",8713,4315,4398,7467,1246,111,50.48,172.603011093502,49.523700218065,50.476299781935,85.6995294387696,14.3004705612303
"E02000874",7129,3632,3497,6879,250,59,34.29,207.903178769321,50.9468368635152,49.0531631364848,96.4931968017955,3.50680319820452
"E02000875",9440,4781,4659,9379,61,51,66.76,141.402037147993,50.646186440678,49.353813559322,99.353813559322,0.646186440677966
"E02000876",7037,3748,3289,6900,137,45,53.86,130.653546230969,53.261332954384,46.738667045616,98.0531476481455,1.94685235185448
"E02000877",9803,4969,4834,9748,55,49,80.79,121.339274662706,50.6885647250842,49.3114352749158,99.4389472610425,0.561052738957462
"E02000878",10286,5492,4794,9451,835,88,63.84,161.121553884712,53.3929613066304,46.6070386933696,91.8821699397239,8.1178300602761
"E02000879",7634,3839,3795,7417,217,35,44.39,171.97567019599,50.2881844380404,49.7118155619597,97.1574534975111,2.84254650248887
"E02000880",5776,3022,2754,5634,142,26,37.23,155.143701316143,52.319944598338,47.6800554016621,97.5415512465374,2.4584487534626
"E02000881",6909,3448,3461,6909,0,52,70.49,98.0139026812314,49.9059198147344,50.0940801852656,100,0
"E02000882",8604,4340,4264,8563,41,39,57.43,149.817168727146,50.4416550441655,49.5583449558345,99.5234774523477,0.476522547652255
"E02000883",7950,3977,3973,7853,97,59,47.3,168.076109936575,50.0251572327044,49.9748427672956,98.7798742138365,1.22012578616352
"E02000884",9086,5060,4026,9021,65,59,54.55,166.562786434464,55.6900726392252,44.3099273607748,99.2846136913933,0.715386308606648
"E02000885",6895,3502,3393,6873,22,43,33.79,204.054453980468,50.7904278462654,49.2095721537346,99.680928208847,0.319071791153009
"E02000886",7326,3931,3395,7326,0,33,48.93,149.724095646842,53.6582036582037,46.3417963417963,100,0
"E02000887",8660,4359,4301,8585,75,43,58.26,148.644009612084,50.3348729792148,49.6651270207852,99.1339491916859,0.866050808314088
"E02000888",8215,4361,3854,8210,5,30,52.7,155.882352941176,53.0858186244674,46.9141813755326,99.9391357273281,0.0608642726719416
"E02000889",6616,3607,3009,6549,67,37,57.96,114.147688060732,54.5193470374849,45.4806529625151,98.9873035066505,1.01269649334946
"E02000890",5795,3152,2643,5795,0,35,56.26,103.003910415926,54.3917169974116,45.6082830025884,100,0
"E02000891",12678,6719,5959,12678,0,76,152.57,83.0962836730681,52.9973181889888,47.0026818110112,100,0
"E02000893",6783,3410,3373,6783,0,41,71.83,94.431296115829,50.2727406752175,49.7272593247825,100,0
"E02000894",10137,5320,4817,10137,0,41,54.8,184.981751824818,52.4810101607971,47.5189898392029,100,0
"E02006853",7064,3680,3384,7063,1,36,49.95,141.421421421421,52.0951302378256,47.9048697621744,99.9858437146093,0.0141562853907135
"E02006854",5883,3251,2632,5883,0,38,91.33,64.4147596627614,55.2609212986572,44.7390787013429,100,0
