"GeographyCode","QS401EW0001","QS401EW0002","QS401EW0003","QS401EW0004","QS401EW0005","QS401EW0006","QS401EW0007","QS401EW0008","QS401EW0009","QS401EW0010","QS401EW0011","QS401EW0012"
"E01004197",2285,2285,355,8,83,264,1930,1636,213,81,0,0
"E01004198",1522,1507,303,39,50,214,1204,1158,30,16,0,15
"E01004199",1637,1588,61,8,6,47,1527,1492,15,20,0,49
"E01004200",1394,1370,348,24,52,272,1022,805,158,59,0,24
"E01004201",1533,1518,392,44,31,317,1126,941,170,15,0,15
"E01004202",1705,1658,149,24,42,83,1509,1408,77,24,0,47
"E01004203",1779,1738,149,10,38,101,1589,1461,31,97,0,41
"E01004204",1538,1538,160,37,47,76,1378,1329,48,1,0,0
"E01004205",2106,2061,474,62,120,292,1587,1565,15,7,0,45
"E01004206",1491,1477,116,10,19,87,1361,1332,22,7,0,14
"E01004207",1342,1329,343,35,50,258,986,842,139,5,0,13
"E01004208",1842,1822,247,19,18,210,1575,1399,104,72,0,20
"E01004209",1366,1351,30,7,12,11,1321,1281,20,20,0,15
"E01004211",1461,1431,353,22,94,237,1077,841,114,122,1,30
"E01004212",1604,1560,122,15,19,88,1438,1370,55,13,0,44
"E01004214",1669,1661,66,6,15,45,1595,1582,10,3,0,8
"E01004215",2756,2707,395,33,84,278,2309,2283,17,9,3,49
"E01004216",1619,1611,183,3,21,159,1428,1403,25,0,0,8
"E01004217",1745,1745,583,25,269,289,1161,1129,24,8,1,0
"E01004218",1750,1750,773,50,202,521,977,950,27,0,0,0
"E01004219",2294,2282,208,41,13,154,2074,1975,73,26,0,12
"E01004221",1881,1881,402,30,101,271,1479,1436,30,13,0,0
"E01004222",2479,2471,730,83,128,519,1741,1652,33,56,0,8
"E01004223",2079,2079,734,79,95,560,1345,1213,126,6,0,0
"E01004224",2000,2000,453,39,88,326,1547,1441,47,59,0,0
"E01004225",2178,2161,416,10,34,372,1745,1529,187,29,0,17
