"GeographyCode","QS202EW0001","QS202EW0002","QS202EW0003","QS202EW0004","QS202EW0005","QS202EW0006"
"E01004197",964,338,370,48,89,119
"E01004198",606,243,252,25,34,52
"E01004199",574,187,291,37,25,34
"E01004200",585,177,225,11,65,107
"E01004201",619,216,264,23,38,78
"E01004202",713,230,297,20,83,83
"E01004203",689,194,296,21,68,110
"E01004204",631,249,257,22,38,65
"E01004205",688,201,385,31,21,50
"E01004206",554,222,248,21,25,38
"E01004207",515,189,243,20,16,47
"E01004208",788,280,292,10,87,119
"E01004209",466,154,238,25,17,32
"E01004211",720,315,243,8,78,76
"E01004212",720,318,293,22,31,56
"E01004214",665,252,308,41,32,32
"E01004215",1168,408,500,62,100,98
"E01004216",737,235,307,27,78,90
"E01004217",779,303,358,22,57,39
"E01004218",731,215,317,24,93,82
"E01004219",851,258,408,41,71,73
"E01004221",802,250,340,27,102,83
"E01004222",1048,402,455,49,61,81
"E01004223",938,355,392,65,71,55
"E01004224",806,250,358,41,70,87
"E01004225",1147,436,434,20,165,92
"E01004226",676,203,320,46,53,54
"E01004228",769,246,318,31,94,80
"E01004229",551,163,264,30,45,49
"E01004230",803,230,388,48,63,74
"E01004231",629,172,328,50,20,59
"E01004232",603,159,284,18,51,91
"E01004233",751,306,327,30,37,51
"E01004234",903,251,412,37,95,108
"E01004235",513,172,272,23,30,16
"E01004236",497,116,295,28,24,34
"E01004237",506,200,200,16,49,41
"E01004238",1058,345,513,56,62,82
"E01004239",533,139,304,31,34,25
"E01004240",574,136,326,42,34,36
"E01004241",570,185,282,39,25,39
"E01004242",898,264,452,38,59,85
"E01004243",614,168,326,50,32,38
"E01004244",686,257,322,35,28,44
"E01004245",433,92,265,36,20,20
"E01004246",747,236,352,37,68,54
"E01004247",714,230,349,53,30,52
"E01004248",441,134,221,41,29,16
"E01004249",758,261,364,47,53,33
"E01004250",866,269,442,59,47,49
"E01004251",779,262,379,41,39,58
"E01004252",1107,389,476,37,104,101
"E01004253",829,244,403,64,44,74
"E01004254",1046,357,412,16,139,122
"E01004255",647,250,296,24,41,36
"E01004256",611,170,349,26,25,41
"E01004257",618,145,352,43,38,40
"E01004258",713,273,290,24,90,36
"E01004259",812,334,275,30,74,99
"E01004260",636,168,311,24,48,85
"E01004261",550,175,236,10,16,113
"E01004262",495,170,216,16,25,68
"E01004263",529,165,267,28,22,47
"E01004264",457,96,284,27,13,37
"E01004266",583,176,292,24,37,54
"E01004267",707,246,312,31,53,65
"E01004268",688,248,321,39,47,33
"E01004269",726,249,300,32,35,110
"E01004270",745,155,346,28,47,169
"E01004271",548,158,302,27,21,40
"E01004272",639,166,372,39,32,30
"E01004273",594,150,339,43,36,26
"E01004274",654,159,352,33,53,57
"E01004275",768,218,366,31,85,68
"E01004276",996,342,409,22,126,97
"E01004277",898,363,305,11,160,59
"E01004280",769,252,349,28,81,59
"E01004281",831,307,347,29,91,57
"E01004283",756,258,367,20,55,56
"E01004284",884,316,387,26,94,61
"E01004285",658,162,397,20,39,40
"E01004286",817,259,436,33,50,39
"E01004287",854,306,404,32,63,49
"E01004288",525,149,293,22,34,27
"E01004289",670,236,294,22,45,73
"E01004290",575,230,196,10,57,82
"E01004291",1051,533,325,21,121,51
"E01004292",818,309,278,13,110,108
"E01004293",1133,522,385,19,135,72
"E01004294",877,401,288,23,89,76
"E01004295",500,134,281,22,24,39
"E01004296",684,268,285,23,52,56
"E01004297",909,364,342,14,130,59
"E01004298",635,239,296,27,28,45
"E01004300",522,205,245,16,36,20
"E01004301",413,114,233,8,23,35
"E01004302",637,174,368,18,38,39
"E01004303",967,358,393,37,90,89
"E01004304",653,196,349,17,37,54
"E01004305",699,218,367,25,40,49
"E01004306",687,205,280,16,73,113
"E01004307",1014,471,301,17,123,102
"E01004308",504,148,237,13,37,69
"E01004309",902,323,428,26,43,82
"E01004310",793,320,329,7,52,85
"E01004311",644,244,277,15,41,67
"E01004312",628,236,265,21,30,76
"E01004313",812,247,377,35,58,95
"E01004314",493,165,194,15,63,56
"E01004315",718,281,266,21,70,80
"E01004316",455,159,185,25,26,60
"E01004317",1193,407,476,27,103,180
"E01004318",630,254,254,28,37,57
"E01004319",595,160,313,19,25,78
"E01004321",711,315,299,7,43,47
"E01004322",502,207,203,15,38,39
"E01004323",480,142,232,9,35,62
"E01004324",485,133,279,16,16,41
"E01004325",1033,284,423,19,93,214
"E01004326",623,240,240,19,50,74
"E01032764",643,243,244,21,68,67
"E01032765",645,215,288,25,44,73
"E01032766",601,222,230,12,59,78
"E01032767",767,292,251,8,80,136
"E01032768",696,276,255,13,102,50
"E01032769",593,218,227,17,87,44
"E01032770",572,212,230,18,63,49
"E01032771",546,239,190,13,71,33
"E01032772",544,281,185,11,37,30
"E01032773",852,407,276,28,94,47
"E01032774",583,211,242,30,63,37
"E01032775",600,245,224,17,70,44
"E01032776",631,317,198,13,66,37
"E01032777",514,178,216,20,55,45
"E01032778",564,205,226,19,58,56
"E01032779",565,220,200,18,77,50
"E01032780",647,194,249,13,106,85
"E01032781",771,271,306,18,111,65
"E01032782",776,364,261,31,68,52
"E01032783",661,275,234,23,75,54
"E01032784",692,214,318,30,60,70
"E01032785",616,181,265,20,77,73
"E01032786",674,269,299,21,34,51
"E01032787",793,208,432,39,38,76
