"GeographyCode","KS101EW0001","KS101EW0002","KS101EW0003","KS101EW0004","KS101EW0005","KS101EW0006","KS101EW0007","KS101EW0008","KS101EW0009","KS101EW0010","KS101EW0011","KS101EW0012"
"E01032774",1298,647,651,1297,1,4,20.42,63.5651322233105,49.8459167950693,50.1540832049307,99.9229583975347,0.0770416024653313
"E01032775",1108,625,483,1108,0,2,3.5,316.571428571429,56.4079422382672,43.5920577617328,100,0
"E01032776",1076,606,470,1076,0,4,8.06,133.498759305211,56.3197026022305,43.6802973977695,100,0
"E01032777",1141,585,556,1141,0,13,11.59,98.4469370146678,51.2708150744961,48.7291849255039,100,0
"E01032778",1108,602,506,1108,0,5,31.29,35.4106743368488,54.3321299638989,45.6678700361011,100,0
"E01032779",1089,574,515,1089,0,3,2.98,365.436241610738,52.7089072543618,47.2910927456382,100,0
"E01032780",1333,736,597,1333,0,6,35.24,37.8263337116913,55.2138034508627,44.7861965491373,100,0
"E01032781",1535,838,697,1535,0,7,5.45,281.651376146789,54.5928338762215,45.4071661237785,100,0
"E01032782",1614,891,723,1614,0,12,7.67,210.430247718383,55.2044609665427,44.7955390334572,100,0
"E01032783",1383,693,690,1383,0,7,8.24,167.839805825243,50.1084598698482,49.8915401301518,100,0
"E01032784",1516,725,791,1516,0,14,6.48,233.950617283951,47.8232189973615,52.1767810026385,100,0
"E01032785",1348,709,639,1348,0,13,7.27,185.419532324622,52.5964391691395,47.4035608308605,100,0
"E01032786",1561,775,786,1561,0,8,5.83,267.753001715266,49.6476617552851,50.3523382447149,100,0
"E01032787",2567,1298,1269,2567,0,22,10.61,241.941564561734,50.5648617062719,49.4351382937281,100,0
