"GeographyCode","KS101EW0001","KS101EW0002","KS101EW0003","KS101EW0004","KS101EW0005","KS101EW0006","KS101EW0007","KS101EW0008","KS101EW0009","KS101EW0010","KS101EW0011","KS101EW0012"
"E01004197",2329,1150,1179,2285,44,14,16.99,137.08063566804,49.3774151996565,50.6225848003435,98.1107771575784,1.88922284242164
"E01004198",1529,733,796,1522,7,10,9.5,160.947368421053,47.9398299542184,52.0601700457816,99.5421844342708,0.457815565729235
"E01004199",1637,818,819,1637,0,6,6.9,237.246376811594,49.9694563225412,50.0305436774588,100,0
"E01004200",1566,793,773,1394,172,9,5.73,273.298429319372,50.6385696040868,49.3614303959132,89.0166028097063,10.9833971902937
"E01004201",1556,773,783,1533,23,1,12.98,119.876733436055,49.6786632390746,50.3213367609254,98.5218508997429,1.47814910025707
"E01004202",1705,879,826,1705,0,7,11.22,151.960784313725,51.5542521994135,48.4457478005865,100,0
"E01004203",1779,902,877,1779,0,7,10.52,169.106463878327,50.7026419336706,49.2973580663294,100,0
"E01004204",1582,767,815,1538,44,13,8.45,187.218934911243,48.4829329962073,51.5170670037927,97.2187104930468,2.78128950695322
"E01004205",2106,1143,963,2106,0,10,13.51,155.884529977794,54.2735042735043,45.7264957264957,100,0
"E01004206",1492,751,741,1491,1,13,7.69,194.018205461638,50.3351206434316,49.6648793565684,99.9329758713137,0.0670241286863271
"E01004207",1416,704,712,1342,74,7,6.86,206.413994169096,49.7175141242938,50.2824858757062,94.774011299435,5.22598870056497
"E01004208",1976,1066,910,1842,134,12,16.18,122.1260815822,53.9473684210526,46.0526315789474,93.2186234817814,6.78137651821862
"E01004209",1366,697,669,1366,0,13,8.04,169.900497512438,51.0248901903367,48.9751098096633,100,0
"E01004211",1463,788,675,1461,2,10,16.48,88.7742718446602,53.8619275461381,46.1380724538619,99.8632946001367,0.136705399863295
"E01004212",1780,933,847,1604,176,17,8.78,202.733485193622,52.4157303370786,47.5842696629213,90.1123595505618,9.8876404494382
"E01004214",1669,828,841,1669,0,9,6.72,248.363095238095,49.6105452366687,50.3894547633313,100,0
"E01004215",2756,1422,1334,2756,0,16,30.15,91.4096185737977,51.5965166908563,48.4034833091437,100,0
"E01004216",1619,859,760,1619,0,7,9.07,178.500551267916,53.0574428659666,46.9425571340334,100,0
"E01004217",1745,850,895,1745,0,10,41.34,42.2109337203677,48.7106017191977,51.2893982808023,100,0
"E01004218",1750,873,877,1750,0,15,14.7,119.047619047619,49.8857142857143,50.1142857142857,100,0
"E01004219",2294,1187,1107,2294,0,27,19.95,114.987468671679,51.743679163034,48.256320836966,100,0
"E01004221",1881,1007,874,1881,0,2,13.31,141.322314049587,53.5353535353535,46.4646464646465,100,0
"E01004222",2480,1225,1255,2479,1,16,13.82,179.4500723589,49.3951612903226,50.6048387096774,99.9596774193548,0.0403225806451613
"E01004223",2079,976,1103,2079,0,8,59.24,35.0945307224848,46.9456469456469,53.0543530543531,100,0
"E01004224",2000,993,1007,2000,0,8,43.86,45.5996352029184,49.65,50.35,100,0
"E01004225",2178,1140,1038,2178,0,8,12.55,173.545816733068,52.3415977961432,47.6584022038567,100,0
"E01004226",1738,826,912,1738,0,6,9.27,187.486515641855,47.5258918296893,52.4741081703107,100,0
"E01004228",1857,881,976,1849,8,11,12.67,146.566692975533,47.4421109316101,52.5578890683899,99.569197630587,0.430802369413032
"E01004229",1484,762,722,1484,0,11,10.42,142.418426103647,51.3477088948787,48.6522911051213,100,0
"E01004230",2101,1064,1037,2091,10,18,15.79,133.058898036732,50.6425511661114,49.3574488338886,99.5240361732508,0.475963826749167
"E01004231",1793,856,937,1793,0,14,10.84,165.405904059041,47.7412158393754,52.2587841606246,100,0
"E01004232",1665,824,841,1631,34,11,19.33,86.1355406104501,49.4894894894895,50.5105105105105,97.957957957958,2.04204204204204
"E01004233",1821,884,937,1821,0,10,8.32,218.870192307692,48.5447556287754,51.4552443712246,100,0
"E01004234",2218,1125,1093,2218,0,15,57.31,38.701797243064,50.7213706041479,49.2786293958521,100,0
"E01004235",1372,722,650,1372,0,4,3.97,345.591939546599,52.6239067055394,47.3760932944606,100,0
"E01004236",1679,860,819,1679,0,11,10.22,164.285714285714,51.2209648600357,48.7790351399643,100,0
"E01004237",1158,578,580,1158,0,7,6.53,177.335375191424,49.9136442141624,50.0863557858377,100,0
"E01004238",2733,1382,1351,2733,0,22,35.51,76.9642354266404,50.567142334431,49.432857665569,100,0
"E01004239",1649,837,812,1649,0,11,10.67,154.545454545455,50.758035172832,49.241964827168,100,0
"E01004240",1815,890,925,1815,0,6,8.66,209.584295612009,49.0358126721763,50.9641873278237,100,0
"E01004241",1621,773,848,1621,0,6,11.68,138.784246575342,47.6866132017273,52.3133867982727,100,0
"E01004242",2453,1267,1186,2433,20,22,20.17,121.616261774913,51.6510395434162,48.3489604565838,99.1846718304117,0.815328169588259
"E01004243",1789,890,899,1789,0,13,11.66,153.430531732419,49.7484628283958,50.2515371716042,100,0
"E01004244",1885,993,892,1788,97,9,13.75,137.090909090909,52.6790450928382,47.3209549071618,94.8541114058355,5.14588859416446
"E01004245",1539,746,793,1539,0,3,21.23,72.4917569477155,48.4730344379467,51.5269655620533,100,0
"E01004246",1977,1026,951,1977,0,18,20.35,97.1498771498771,51.896813353566,48.103186646434,100,0
"E01004247",1934,976,958,1934,0,23,11.9,162.521008403361,50.4653567735264,49.5346432264736,100,0
"E01004248",1344,636,708,1344,0,11,10.69,125.724976613658,47.3214285714286,52.6785714285714,100,0
"E01004249",2049,1040,1009,2049,0,20,18.22,112.458836443469,50.7564665690581,49.2435334309419,100,0
"E01004250",2342,1118,1224,2342,0,14,9.99,234.434434434434,47.7369769427839,52.2630230572161,100,0
"E01004251",2082,1105,977,2082,0,5,12.73,163.550667714061,53.073967339097,46.926032660903,100,0
"E01004252",2707,1420,1287,2707,0,13,16.1,168.136645962733,52.4565940155153,47.5434059844847,100,0
"E01004253",2340,1160,1180,2266,74,18,15.26,153.342070773263,49.5726495726496,50.4273504273504,96.8376068376068,3.16239316239316
"E01004254",2120,1178,942,2120,0,10,17.06,124.267291910903,55.5660377358491,44.4339622641509,100,0
"E01004255",1618,847,771,1618,0,7,9.39,172.310969116081,52.3485784919654,47.6514215080346,100,0
"E01004256",1729,874,855,1729,0,9,14.33,120.655966503838,50.5494505494505,49.4505494505495,100,0
"E01004257",1884,905,979,1883,1,3,12.57,149.880668257757,48.036093418259,51.963906581741,99.9469214437367,0.0530785562632696
"E01004258",1506,801,705,1506,0,11,9.75,154.461538461538,53.1872509960159,46.8127490039841,100,0
"E01004259",1723,893,830,1694,29,2,13.33,129.257314328582,51.8282066163668,48.1717933836332,98.3168891468369,1.68311085316309
"E01004260",1790,924,866,1790,0,14,9.81,182.466870540265,51.6201117318436,48.3798882681564,100,0
"E01004261",2525,1177,1348,1655,870,43,16.62,151.925391095066,46.6138613861386,53.3861386138614,65.5445544554455,34.4554455445545
"E01004262",1742,864,878,1366,376,28,14.68,118.66485013624,49.5981630309989,50.4018369690011,78.4156142365098,21.5843857634902
"E01004263",1419,698,721,1401,18,5,8.15,174.110429447853,49.1895701198027,50.8104298801973,98.7315010570825,1.26849894291755
"E01004264",1537,790,747,1537,0,19,6.08,252.796052631579,51.3988288874431,48.6011711125569,100,0
"E01004266",1545,727,818,1545,0,3,8.21,188.185140073082,47.0550161812298,52.9449838187702,100,0
"E01004267",1767,926,841,1754,13,12,21.08,83.8235294117647,52.4052065647991,47.5947934352009,99.2642897566497,0.735710243350311
"E01004268",1784,925,859,1756,28,5,5.17,345.067698259188,51.8497757847534,48.1502242152466,98.4304932735426,1.5695067264574
"E01004269",1975,1023,952,1920,55,11,15.52,127.255154639175,51.7974683544304,48.2025316455696,97.2151898734177,2.78481012658228
"E01004270",2236,1181,1055,2236,0,12,29.34,76.2099522835719,52.8175313059034,47.1824686940966,100,0
"E01004271",1589,769,820,1589,0,8,9.59,165.693430656934,48.3952171176841,51.6047828823159,100,0
"E01004272",2099,1061,1038,2099,0,8,9.48,221.413502109705,50.5478799428299,49.4521200571701,100,0
"E01004273",1904,935,969,1904,0,10,16.86,112.930011862396,49.1071428571429,50.8928571428571,100,0
"E01004274",1973,1014,959,1973,0,15,8.49,232.391048292108,51.3938165230613,48.6061834769387,100,0
"E01004275",1879,948,931,1879,0,7,13.87,135.472242249459,50.4523682810005,49.5476317189995,100,0
"E01004276",2024,1096,928,2024,0,2,8.14,248.648648648649,54.1501976284585,45.8498023715415,100,0
"E01004277",1630,938,692,1630,0,12,43.08,37.8365831012071,57.5460122699387,42.4539877300613,100,0
"E01004280",1879,941,938,1879,0,13,13.63,137.857666911225,50.0798296966472,49.9201703033528,100,0
"E01004281",1770,944,826,1770,0,8,12.56,140.923566878981,53.3333333333333,46.6666666666667,100,0
"E01004283",2317,1153,1164,2143,174,17,15.11,153.342157511582,49.7626240828658,50.2373759171342,92.4902891670263,7.50971083297367
"E01004284",2302,1153,1149,2302,0,9,19.08,120.649895178197,50.0868809730669,49.9131190269331,100,0
"E01004285",2318,1165,1153,2318,0,12,12.47,185.88612670409,50.2588438308887,49.7411561691113,100,0
"E01004286",2364,1201,1163,2353,11,11,15.6,151.538461538462,50.8037225042301,49.1962774957699,99.5346869712352,0.465313028764805
"E01004287",2171,1113,1058,2171,0,9,8.53,254.513481828839,51.2666973744818,48.7333026255182,100,0
"E01004288",1620,821,799,1590,30,7,10.28,157.587548638132,50.679012345679,49.320987654321,98.1481481481482,1.85185185185185
"E01004289",1844,936,908,1844,0,4,10.49,175.786463298379,50.7592190889371,49.2407809110629,100,0
"E01004290",1302,637,665,1259,43,5,10.26,126.900584795322,48.9247311827957,51.0752688172043,96.6973886328725,3.3026113671275
"E01004291",1844,1013,831,1844,0,11,11.59,159.102674719586,54.9349240780911,45.0650759219089,100,0
"E01004292",1738,973,765,1738,0,6,15,115.866666666667,55.9838895281933,44.0161104718067,100,0
"E01004293",2125,1160,965,2125,0,17,32.63,65.1241189089795,54.5882352941177,45.4117647058823,100,0
"E01004294",1757,1004,753,1690,67,7,21.33,82.3722456633849,57.1428571428571,42.8571428571429,96.1866818440524,3.81331815594764
"E01004295",1516,769,747,1516,0,13,8.13,186.469864698647,50.7255936675462,49.2744063324538,100,0
"E01004296",1605,861,744,1605,0,11,13.5,118.888888888889,53.6448598130841,46.3551401869159,100,0
"E01004297",1826,979,847,1826,0,7,12.04,151.661129568106,53.6144578313253,46.3855421686747,100,0
"E01004298",1637,798,839,1629,8,8,9.18,178.322440087146,48.7477092241906,51.2522907758094,99.5113011606598,0.488698839340257
"E01004300",1349,703,646,1349,0,9,5.22,258.429118773946,52.112676056338,47.887323943662,100,0
"E01004301",1324,685,639,1324,0,13,8.18,161.858190709046,51.7371601208459,48.2628398791541,100,0
"E01004302",1987,1035,952,1987,0,5,4.98,398.995983935743,52.0885757423251,47.9114242576749,100,0
"E01004303",2362,1220,1142,2362,0,7,22.17,106.540369869193,51.6511430990686,48.3488569009314,100,0
"E01004304",1957,986,971,1955,2,16,10.28,190.369649805447,50.3832396525294,49.6167603474706,99.8978027593255,0.102197240674502
"E01004305",1952,1015,937,1940,12,10,9.11,214.270032930845,51.9979508196721,48.0020491803279,99.3852459016393,0.614754098360656
"E01004306",1799,968,831,1799,0,12,12.18,147.701149425287,53.8076709282935,46.1923290717065,100,0
"E01004307",2186,1175,1011,1857,329,38,21.46,101.863932898416,53.7511436413541,46.2488563586459,84.9496797804209,15.0503202195791
"E01004308",1478,765,713,1469,9,6,8.33,177.430972388956,51.7591339648173,48.2408660351827,99.3910690121786,0.60893098782138
"E01004309",2852,1470,1382,2433,419,19,12.68,224.921135646688,51.5427769985975,48.4572230014025,85.3085553997195,14.6914446002805
"E01004310",1971,1114,857,1893,78,13,9.19,214.472252448313,56.519533231862,43.480466768138,96.0426179604262,3.95738203957382
"E01004311",1518,749,769,1518,0,4,8.47,179.220779220779,49.3412384716733,50.6587615283267,100,0
"E01004312",1614,861,753,1614,0,6,6.87,234.934497816594,53.3457249070632,46.6542750929368,100,0
"E01004313",2043,988,1055,2043,0,6,8.21,248.84287454324,48.3602545276554,51.6397454723446,100,0
"E01004314",1100,545,555,1100,0,5,8.33,132.052821128451,49.5454545454545,50.4545454545455,100,0
"E01004315",1628,863,765,1628,0,10,9.56,170.292887029289,53.009828009828,46.990171990172,100,0
"E01004316",1138,592,546,1134,4,3,3.52,323.295454545455,52.0210896309315,47.9789103690685,99.6485061511424,0.351493848857645
"E01004317",2706,1460,1246,2689,17,16,27.06,100,53.9541759053954,46.0458240946046,99.3717664449372,0.628233555062823
"E01004318",1459,799,660,1433,26,5,5.87,248.55195911414,54.7635366689513,45.2364633310487,98.2179575051405,1.78204249485949
"E01004319",1886,999,887,1886,0,17,8.97,210.25641025641,52.9692470837752,47.0307529162248,100,0
"E01004321",1822,970,852,1769,53,5,10.43,174.688398849473,53.238199780461,46.761800219539,97.0911086717892,2.90889132821076
"E01004322",1292,681,611,1160,132,8,14.18,91.114245416079,52.7089783281734,47.2910216718266,89.7832817337461,10.2167182662539
"E01004323",1466,757,709,1466,0,6,7.07,207.355021216407,51.6371077762619,48.3628922237381,100,0
"E01004324",1574,825,749,1570,4,7,7.61,206.833114323259,52.4142312579415,47.5857687420584,99.7458703939009,0.254129606099111
"E01004325",2487,1402,1085,2475,12,22,13.65,182.197802197802,56.3731403297145,43.6268596702855,99.5174909529554,0.482509047044632
"E01004326",1444,759,685,1438,6,5,8.37,172.520908004779,52.5623268698061,47.4376731301939,99.584487534626,0.415512465373961
"E01032764",1302,658,644,1302,0,10,32.53,40.0245926836766,50.5376344086022,49.4623655913978,100,0
"E01032765",1488,759,729,1488,0,10,8.1,183.703703703704,51.008064516129,48.991935483871,100,0
"E01032766",1307,731,576,1307,0,7,8.07,161.957868649318,55.92960979342,44.07039020658,100,0
"E01032767",1584,958,626,1584,0,8,13.43,117.944899478779,60.479797979798,39.520202020202,100,0
"E01032768",1307,750,557,1307,0,2,7.06,185.127478753541,57.3833205814843,42.6166794185157,100,0
"E01032769",1235,671,564,1230,5,3,10.31,119.786614936954,54.331983805668,45.668016194332,99.5951417004049,0.404858299595142
"E01032770",1191,610,581,1191,0,8,4.38,271.917808219178,51.2174643157011,48.7825356842989,100,0
"E01032771",1104,584,520,1104,0,7,35.13,31.4261315115286,52.8985507246377,47.1014492753623,100,0
"E01032772",1135,622,513,1135,0,5,8.14,139.434889434889,54.8017621145374,45.1982378854626,100,0
"E01032773",1561,860,701,1561,0,6,3.38,461.834319526627,55.0928891736067,44.9071108263933,100,0
