"GeographyCode","QS801EW0001","QS801EW0002","QS801EW0003","QS801EW0004","QS801EW0005","QS801EW0006","QS801EW0007","QS801EW0008","QS801EW0009","QS801EW0010","QS801EW0011","QS801EW0012","QS801EW0013"
"E00021610",323,209,0,2,2,5,6,3,29,17,19,20,11
"E00021611",397,228,0,0,4,9,13,38,20,16,21,32,16
"E00021612",214,130,1,0,3,1,5,3,13,5,17,19,17
"E00021613",188,97,0,0,2,1,4,2,15,8,18,28,13
"E00021614",263,161,0,1,3,3,4,5,24,15,14,22,11
"E00021615",218,143,0,0,0,1,8,6,14,3,16,24,3
"E00021616",438,224,0,0,8,12,29,55,38,11,17,27,17
"E00021617",166,88,0,0,1,2,1,5,18,7,11,16,17
"E00021618",282,146,0,0,1,4,9,30,29,20,17,20,6
"E00021619",463,259,0,5,8,9,15,38,43,13,20,35,18
"E00021620",246,126,0,1,3,6,10,12,24,12,17,23,12
"E00021621",333,185,0,0,1,10,11,41,31,11,11,18,14
"E00021622",247,109,0,0,0,0,1,10,16,13,34,43,21
"E00021623",189,123,0,0,3,3,5,16,24,4,4,3,4
"E00021624",292,183,0,0,1,2,4,6,19,18,21,20,18
"E00021625",510,301,0,0,1,7,6,9,35,23,42,52,34
"E00021626",329,166,0,0,3,5,6,10,12,26,28,42,31
"E00021627",372,204,0,0,0,4,9,14,21,23,31,45,21
"E00021628",214,156,0,1,5,2,4,4,14,7,8,11,2
"E00021629",229,138,0,0,1,2,1,3,15,14,13,35,7
"E00021630",262,181,1,3,2,2,7,11,19,6,16,10,4
"E00021631",305,190,0,0,0,2,2,9,24,12,30,32,4
"E00021632",229,117,0,0,0,3,3,10,21,12,25,29,9
"E00021633",214,141,0,0,0,1,3,6,19,10,7,19,8
"E00021634",283,170,0,0,2,5,14,12,23,10,7,25,15
"E00021635",227,123,0,0,1,1,4,8,12,13,22,25,18
"E00021636",335,214,0,1,6,6,20,34,18,9,11,6,10
"E00021637",509,236,0,0,2,6,25,36,67,41,42,38,16
"E00021639",347,199,0,0,7,11,24,37,29,9,13,15,3
"E00021640",397,225,1,2,4,4,13,40,39,19,15,25,10
"E00021641",415,218,0,1,6,14,23,44,30,19,21,31,8
"E00021642",335,171,0,0,4,7,6,36,35,13,21,26,16
"E00021643",246,146,0,0,1,8,4,16,31,8,16,12,4
"E00021644",327,193,0,2,6,12,11,23,30,9,21,14,6
"E00021646",498,278,0,0,6,10,22,56,39,21,22,27,17
"E00021648",202,136,0,0,0,3,1,3,14,9,18,12,6
"E00021649",434,213,0,0,2,18,13,33,35,24,33,33,30
"E00021650",265,177,0,0,0,2,8,17,15,13,16,12,5
"E00021651",251,114,0,0,1,1,6,6,24,14,28,28,29
"E00021652",276,161,0,0,2,2,5,8,17,9,22,36,14
"E00021653",547,245,0,2,5,7,24,64,47,28,37,59,29
"E00021654",379,237,1,0,0,2,19,28,44,24,11,8,5
"E00021655",274,134,1,1,0,11,23,32,22,10,15,18,7
"E00021656",386,246,0,3,4,8,9,13,18,9,13,40,23
"E00021657",204,103,0,0,2,0,4,4,10,9,29,24,19
"E00021658",177,108,0,0,1,0,6,7,12,8,8,21,6
"E00021659",335,193,0,0,2,4,15,33,28,15,22,15,8
"E00021660",278,157,0,1,4,9,7,16,16,16,15,30,7
"E00021661",488,253,0,1,4,6,18,37,36,31,26,39,37
"E00021662",566,349,0,0,2,10,16,54,45,11,30,31,18
"E00021663",236,140,0,0,2,11,5,13,34,13,10,6,2
"E00021665",473,289,0,0,4,14,12,36,36,26,29,20,7
"E00021666",564,320,0,0,1,11,21,46,54,21,30,32,28
"E00021667",490,233,0,2,4,11,31,43,48,18,35,48,17
"E00021668",511,265,0,11,15,15,11,25,38,32,33,39,27
"E00021669",488,241,0,1,4,10,29,46,38,39,31,38,11
"E00021670",402,223,0,2,1,4,16,26,33,33,14,39,11
"E00021671",351,189,0,0,1,7,21,46,38,9,18,12,10
"E00021672",416,225,0,1,5,18,29,38,24,8,20,34,14
"E00021673",452,228,0,0,7,18,37,53,31,13,19,32,14
"E00021674",378,176,0,0,2,9,18,36,28,23,20,41,25
"E00021675",518,276,0,4,5,18,17,57,59,25,12,28,17
"E00021676",293,145,0,0,3,0,2,8,14,14,22,47,38
"E00021677",345,177,0,0,1,20,27,34,18,11,12,22,23
"E00021678",438,261,0,1,2,9,18,22,37,18,24,31,15
"E00021679",150,75,0,0,0,2,2,21,9,5,11,15,10
"E00021680",494,255,0,0,5,12,35,38,39,26,32,34,18
"E00021681",262,112,0,0,1,4,5,7,27,14,25,49,18
"E00021682",545,251,0,4,11,19,37,52,40,23,24,46,38
"E00021683",509,246,0,0,4,21,31,49,46,22,22,41,27
"E00021685",568,289,0,1,5,11,21,54,42,32,28,47,38
"E00021686",531,175,0,0,2,4,5,11,39,16,39,79,161
"E00021687",435,235,0,1,7,13,9,14,28,22,34,41,31
"E00021688",381,191,0,0,1,16,18,50,19,13,20,32,21
"E00021689",399,141,0,0,1,2,1,9,27,11,39,59,109
"E00021690",445,197,1,2,3,7,12,43,32,22,51,47,28
"E00021691",315,173,0,0,1,5,12,30,25,11,12,34,12
"E00021692",271,150,0,0,1,7,5,4,23,14,15,29,23
"E00021693",430,202,0,1,1,11,14,34,39,23,25,50,30
"E00021694",454,222,0,0,10,15,20,41,48,21,22,33,22
"E00021695",372,230,0,1,0,8,6,24,28,23,12,23,17
"E00021696",527,322,0,0,2,15,24,46,38,20,17,24,19
"E00021697",305,175,0,1,1,3,10,22,30,11,15,26,11
"E00021698",340,250,0,0,3,12,8,16,20,7,4,14,6
"E00021699",390,251,1,2,6,9,19,27,23,10,10,17,15
"E00021700",511,271,0,1,11,10,11,41,46,19,29,55,17
"E00021701",442,269,0,1,8,4,10,22,27,22,31,28,20
"E00021702",370,231,0,1,4,7,11,18,36,13,14,23,12
"E00021703",315,186,0,0,0,7,7,19,25,11,24,28,8
"E00021704",375,223,0,6,2,4,7,23,31,20,16,30,13
"E00021705",431,249,0,0,2,6,11,36,37,20,29,29,12
"E00021706",338,179,0,1,7,10,23,33,30,8,13,19,15
"E00021707",377,225,0,1,0,5,18,23,27,23,21,25,9
"E00021708",298,186,0,0,1,10,9,20,17,9,15,16,15
"E00021709",324,167,0,2,1,15,6,27,20,7,12,34,33
"E00021710",313,179,0,2,3,8,8,31,29,14,16,18,5
"E00021711",471,225,0,2,0,4,11,31,47,19,34,49,49
"E00021712",297,141,0,0,2,8,6,18,29,16,30,28,19
"E00021713",295,176,0,0,2,5,9,30,28,9,8,18,10
"E00021714",209,128,0,0,6,5,11,19,21,6,1,7,5
"E00021715",361,218,0,0,1,7,8,40,29,14,11,24,9
"E00021716",280,153,0,2,14,18,14,13,14,9,20,14,9
"E00021717",253,124,0,0,5,6,8,29,26,13,15,15,12
"E00021718",361,207,0,0,2,3,13,20,28,21,16,32,19
"E00021719",163,94,0,0,2,5,7,14,10,10,10,6,5
"E00021722",342,164,0,0,1,3,5,18,33,30,10,27,51
"E00021723",295,188,0,0,0,2,10,16,25,15,14,10,15
"E00021724",260,174,0,1,2,3,3,7,13,6,13,22,16
"E00021725",232,170,0,1,6,1,4,5,11,11,3,12,8
"E00021726",268,170,0,0,0,2,9,17,30,9,10,14,7
"E00021727",249,159,0,0,1,4,6,10,20,15,20,11,3
"E00021728",253,155,0,1,1,2,6,6,31,10,7,29,5
"E00021729",190,123,0,0,3,2,4,13,19,4,10,8,4
"E00021730",370,214,0,1,3,8,6,31,37,25,16,20,9
"E00021731",396,252,0,0,0,2,11,31,34,17,11,30,8
"E00021732",268,164,0,0,5,4,9,21,23,13,14,7,8
"E00021733",578,313,0,0,2,14,40,28,43,41,29,39,29
"E00021734",599,314,1,2,12,23,34,62,46,30,23,41,11
"E00021735",481,223,0,0,2,19,44,36,28,27,29,51,22
"E00021736",492,257,0,0,2,10,28,54,38,14,25,36,28
"E00021737",283,150,0,0,2,0,13,24,24,9,23,22,16
"E00021738",332,182,0,1,2,7,31,44,23,17,15,3,7
"E00021739",273,119,0,0,0,2,7,13,16,20,22,60,14
"E00021740",393,187,0,2,4,3,23,33,39,25,26,33,18
"E00021741",223,100,0,0,0,0,2,4,13,11,34,33,26
"E00021742",547,256,0,1,4,8,15,39,49,40,45,65,25
"E00021743",313,119,0,0,0,12,30,32,34,13,17,41,15
"E00021744",568,268,0,1,2,3,13,35,52,30,42,77,45
"E00021745",233,128,1,0,3,3,7,19,21,10,15,16,10
"E00021746",233,116,0,0,0,2,4,8,13,15,25,34,16
"E00021748",534,247,0,1,5,21,34,42,29,28,40,50,37
"E00021750",449,219,0,0,4,14,25,46,39,23,19,33,27
"E00021752",422,213,0,2,3,15,21,34,34,26,19,29,26
"E00021753",282,165,0,0,3,7,10,27,32,8,16,6,8
"E00021754",204,131,1,0,1,3,6,8,13,7,13,19,2
"E00021755",358,206,0,1,2,8,12,27,20,17,20,32,13
"E00021756",217,117,0,1,2,4,4,11,23,10,17,23,5
"E00021757",248,122,0,0,4,9,14,19,27,10,12,24,7
"E00021758",322,165,0,0,4,7,13,34,30,18,19,14,18
"E00021759",373,181,0,0,6,8,16,51,28,19,12,35,17
"E00021760",351,198,0,0,2,6,21,37,41,11,20,10,5
"E00021761",341,165,0,1,1,1,5,6,26,15,28,38,55
"E00021762",312,169,0,1,0,8,13,25,35,17,13,18,13
"E00021763",394,229,1,2,4,7,13,38,25,11,26,26,12
"E00021764",467,285,1,0,4,11,24,48,19,9,18,22,26
"E00021766",413,225,0,0,3,11,33,54,25,15,14,18,15
"E00021767",233,134,0,2,2,5,5,16,18,17,11,19,4
"E00167078",503,283,0,2,0,6,7,16,23,19,30,42,75
"E00167079",222,88,0,0,0,1,2,5,15,19,26,35,31
"E00167080",390,249,0,0,0,2,4,10,37,24,27,28,9
"E00167081",279,149,0,0,0,2,3,9,16,13,28,27,32
"E00167082",309,154,0,0,2,0,5,16,25,17,20,37,33
"E00167083",343,211,0,0,2,7,8,34,26,9,13,19,14
"E00167084",231,128,0,0,0,0,6,6,27,19,18,19,8
"E00167085",267,150,0,1,3,5,8,9,23,14,15,23,16
"E00167086",368,162,0,0,3,5,14,26,37,19,36,54,12
"E00167087",282,129,0,0,0,2,8,6,24,23,39,39,12
"E00167088",210,147,0,0,1,2,2,4,17,3,12,15,7
"E00167089",171,104,1,0,3,3,3,7,10,5,9,19,7
"E00167090",195,110,0,0,0,1,2,8,18,19,22,14,1
"E00167091",331,215,0,0,2,0,4,9,16,10,25,33,17
"E00167092",294,215,0,0,1,3,5,13,18,6,10,16,7
"E00167093",196,117,0,0,0,1,3,4,13,11,13,25,9
"E00167094",292,146,0,0,4,11,4,16,21,13,21,40,16
"E00167095",379,199,0,0,12,13,22,39,33,16,14,16,15
"E00167096",131,78,0,0,0,0,1,2,10,4,11,15,10
"E00167097",259,127,0,0,2,0,1,17,20,23,32,20,17
"E00167098",131,48,0,0,0,0,2,0,3,9,21,29,19
"E00167099",110,46,0,0,0,1,2,4,8,2,15,23,9
"E00167100",519,248,0,0,2,1,2,10,15,29,46,117,49
"E00167101",256,129,0,0,2,1,2,5,18,9,19,41,30
"E00167102",300,151,0,0,3,1,4,14,32,9,24,45,17
"E00167103",206,89,0,0,0,0,1,5,16,23,25,25,22
"E00167104",216,117,0,0,0,4,3,7,19,9,14,28,15
"E00167105",479,287,0,1,4,12,20,50,54,13,22,11,5
"E00167106",314,174,0,0,1,3,4,11,19,20,25,38,19
"E00167107",238,133,0,1,1,2,5,12,16,13,23,21,11
"E00167108",400,245,0,0,4,2,7,24,21,13,30,33,21
"E00167109",261,121,0,0,0,1,4,11,28,15,28,29,24
"E00167110",293,133,0,0,0,2,8,15,41,14,28,35,17
"E00167111",282,67,0,0,0,0,2,2,12,19,47,84,49
"E00167112",795,286,0,0,1,9,10,25,54,69,88,135,118
"E00167113",473,243,0,1,3,2,9,37,47,50,33,31,17
"E00167114",464,265,0,0,3,7,20,39,31,19,22,41,17
"E00167115",727,283,0,0,1,5,11,21,69,53,64,101,119
"E00167116",280,179,0,0,2,2,6,20,16,15,12,17,11
"E00167117",133,41,0,0,0,3,0,5,8,9,11,20,36
"E00167118",244,96,0,0,0,0,1,6,14,19,31,43,34
"E00167119",305,148,0,0,0,2,11,21,28,7,23,37,28
"E00167120",283,126,0,0,0,0,7,20,23,17,29,30,31
"E00167121",265,86,0,0,0,0,1,7,25,20,30,63,33
"E00167122",202,71,0,0,1,2,5,3,19,12,22,40,27
"E00167123",347,221,0,0,2,3,18,22,35,23,13,6,4
"E00167124",308,151,0,0,0,3,4,19,33,27,39,20,12
"E00167125",173,77,0,1,0,1,3,2,14,14,18,27,16
"E00167126",367,127,0,0,0,4,4,10,21,35,55,66,45
"E00167127",265,126,0,0,2,5,9,6,19,14,32,29,23
"E00167128",276,143,0,0,1,1,4,23,34,28,17,16,9
"E00167129",615,265,0,1,1,3,12,15,47,50,70,99,52
"E00167130",834,356,0,0,0,3,7,25,78,82,94,105,84
"E00167131",145,82,0,1,1,4,4,7,16,2,10,8,10
"E00167132",393,108,0,0,0,3,6,3,19,22,42,77,113
"E00167133",175,85,0,0,3,3,8,9,12,10,11,20,14
"E00167134",222,121,0,0,0,1,7,8,18,11,19,24,13
"E00167135",269,139,0,0,0,1,4,6,17,15,18,40,29
"E00167136",178,109,0,0,0,2,4,12,14,7,7,13,10
"E00167137",222,79,0,0,1,2,4,5,18,18,24,47,24
"E00167138",230,91,0,0,0,1,3,5,11,20,27,34,38
"E00167139",305,97,0,0,0,0,2,5,23,25,46,67,40
"E00167140",246,108,0,0,0,0,2,4,18,14,27,41,32
"E00167141",313,97,0,0,0,1,1,8,21,30,38,74,43
"E00167142",453,186,0,0,2,1,13,14,40,38,48,70,41
"E00167143",337,182,0,0,5,5,9,33,40,13,15,25,10
"E00167144",428,214,0,1,3,13,20,62,51,7,29,22,6
"E00167145",196,60,0,0,0,1,4,6,7,21,30,44,23
"E00167146",300,102,0,1,0,2,2,4,26,37,39,57,30
"E00167147",277,186,0,0,1,0,2,15,15,22,16,12,8
"E00167148",188,47,0,0,0,0,1,3,7,19,27,55,29
"E00167149",167,81,0,0,0,0,2,5,10,13,17,25,14
"E00167150",366,108,0,0,0,0,2,8,24,25,52,100,47
"E00167151",423,151,4,0,1,5,1,8,32,30,64,69,58
"E00167152",164,48,0,0,0,1,2,4,12,13,23,36,25
"E00167153",402,199,0,0,0,1,6,19,54,33,28,35,27
"E00167154",205,104,0,0,0,0,4,7,20,5,18,29,18
"E00167155",310,162,0,0,3,0,5,8,8,16,33,43,32
"E00167156",336,161,0,0,0,7,11,40,43,26,12,31,5
"E00167157",317,118,0,0,0,0,2,4,20,20,44,62,47
"E00167158",257,97,0,0,0,1,4,1,24,15,35,39,41
"E00167159",211,79,0,0,0,1,6,6,23,20,18,38,20
"E00167160",316,195,0,0,2,3,11,21,15,9,18,30,12
"E00167161",312,170,0,2,3,6,7,25,30,14,15,29,11
"E00167162",337,119,0,0,0,2,5,2,24,17,53,69,46
"E00167163",260,97,0,0,0,2,7,6,15,16,34,54,29
"E00167164",118,75,0,0,0,0,2,5,5,7,6,10,8
"E00167165",228,96,0,0,1,0,4,4,23,21,27,30,22
"E00167166",464,261,0,1,1,2,3,17,23,19,31,75,31
"E00167167",267,124,0,0,3,3,1,6,11,20,23,55,21
"E00167168",281,147,0,0,0,3,1,12,28,15,28,34,13
"E00167169",375,190,0,0,0,3,6,23,60,33,31,22,7
"E00167170",171,77,0,0,1,1,3,6,12,9,22,24,16
"E00167171",211,99,0,0,2,9,11,15,22,9,10,23,11
"E00167172",203,133,0,0,1,0,3,9,19,3,11,19,5
"E00167173",473,241,0,0,2,27,41,66,40,13,14,18,11
"E00167174",240,122,0,0,1,3,2,9,18,18,21,28,18
"E00167175",212,129,0,0,1,2,1,6,13,10,16,19,15
"E00167176",344,202,0,0,1,6,5,16,34,12,21,27,20
"E00167177",264,141,0,0,2,0,1,5,21,15,21,36,22
"E00167178",321,194,0,0,1,5,6,33,22,14,13,20,13
"E00167179",240,113,0,0,0,0,1,6,18,14,25,38,25
"E00167180",311,172,0,0,0,3,2,22,39,13,33,18,9
"E00167181",160,67,0,0,1,2,5,11,7,9,18,21,19
"E00167182",149,100,0,0,0,1,3,15,16,4,5,4,1
"E00167183",139,77,0,0,0,0,11,2,13,5,13,13,5
"E00167184",175,104,0,0,2,4,4,8,13,5,13,16,6
"E00167185",247,187,0,0,4,10,8,16,10,2,3,6,1
"E00167186",243,178,0,0,0,3,1,4,7,7,14,17,12
"E00167187",288,198,0,0,2,4,5,10,16,9,14,21,9
"E00167188",304,201,0,0,0,2,2,8,16,12,29,19,15
"E00167189",273,202,0,0,2,0,4,6,12,6,11,17,13
"E00167190",210,145,0,1,1,2,2,8,11,5,11,12,12
"E00167191",216,143,0,0,1,0,3,5,7,10,24,15,8
"E00167192",230,145,0,0,2,0,0,14,12,8,15,26,8
"E00167193",220,169,0,0,3,9,5,9,10,4,3,6,2
"E00167194",287,202,0,0,1,0,1,12,16,6,22,20,7
"E00167195",189,134,0,0,0,0,1,7,10,3,9,16,9
"E00167196",204,154,0,0,3,4,5,10,17,5,2,4,0
"E00167197",246,178,0,1,8,7,5,15,7,5,7,10,3
"E00167198",535,359,0,0,5,5,13,28,48,10,18,30,19
"E00167199",171,110,0,0,0,0,3,5,4,7,18,18,6
"E00167200",218,135,0,0,1,0,1,13,15,20,11,19,3
"E00167201",319,231,0,0,4,8,5,16,23,17,7,3,5
"E00167202",197,131,1,0,9,7,2,10,10,8,9,6,4
"E00167203",384,199,0,0,4,15,18,49,21,11,21,41,5
"E00167204",239,160,0,0,0,2,0,3,11,13,13,22,15
"E00167205",326,188,0,1,2,1,8,23,37,15,26,21,4
"E00167206",387,216,0,0,5,9,11,38,36,17,24,22,9
"E00167207",335,207,0,0,0,1,5,14,24,22,25,27,10
"E00167208",266,162,0,0,0,1,2,9,22,11,28,18,13
"E00167209",376,221,0,0,1,4,7,17,31,22,32,31,10
"E00167210",141,96,0,0,0,2,3,2,8,3,11,14,2
"E00167211",398,216,0,1,2,2,6,24,38,32,21,37,19
"E00167212",282,154,0,0,0,1,14,18,35,16,15,19,10
"E00167213",397,197,0,0,5,9,25,51,37,20,18,17,18
"E00167214",362,198,0,1,0,5,12,28,39,11,25,26,17
"E00167215",327,148,0,0,1,3,12,25,26,19,30,35,28
"E00167216",379,213,0,0,1,4,11,40,48,16,26,17,3
"E00167217",278,132,0,1,4,8,9,39,27,10,16,22,10
"E00167218",303,168,0,0,0,1,3,20,29,17,23,32,10
"E00167219",307,181,0,0,2,6,11,34,31,22,10,9,1
"E00167220",228,93,0,0,0,1,1,8,13,10,26,46,30
"E00167221",419,253,0,5,3,9,10,29,25,20,26,26,13
"E00167222",322,159,0,0,2,5,14,35,28,18,20,23,18
"E00167223",393,239,0,0,1,4,12,30,30,27,31,10,9
"E00167224",351,223,0,0,0,3,3,21,37,16,28,17,3
"E00167225",402,234,0,0,0,7,12,36,46,24,26,11,6
"E00167226",226,99,0,0,0,0,2,5,15,20,30,40,15
"E00167227",336,171,0,0,2,3,11,20,30,22,28,25,24
"E00167228",292,193,0,0,1,1,3,13,24,13,20,14,10
"E00167229",341,233,0,0,3,5,7,22,25,15,10,16,5
"E00167230",196,87,0,0,0,0,3,4,13,14,25,41,9
"E00167231",260,100,0,0,0,0,6,30,19,19,19,36,31
"E00167232",200,95,0,0,2,6,4,7,19,13,29,19,6
"E00167233",213,132,0,0,1,2,4,17,21,9,14,11,2
"E00167234",378,234,0,0,2,6,12,36,37,12,19,14,6
"E00167235",462,266,1,0,2,9,24,39,34,19,17,39,12
"E00167236",180,68,0,0,0,0,0,2,7,15,19,47,22
"E00167237",192,112,0,0,0,1,2,7,13,9,20,18,10
"E00167238",349,225,0,1,3,3,9,26,24,21,16,19,2
"E00167239",188,111,0,0,0,1,2,9,27,16,11,8,3
"E00167240",481,296,0,0,3,12,21,60,55,10,13,7,4
"E00167241",380,188,0,0,3,7,13,36,36,16,28,25,28
"E00167242",191,115,0,0,2,3,4,3,20,7,13,15,9
"E00167243",283,145,0,0,0,0,1,10,13,9,27,52,26
"E00167244",255,122,0,0,0,2,4,5,19,4,22,48,29
"E00167245",302,174,0,0,1,6,15,28,18,12,20,17,11
"E00167246",226,184,0,0,6,2,6,7,7,3,9,2,0
"E00167247",171,125,0,1,0,1,2,6,7,4,10,13,2
"E00167248",369,110,0,0,0,1,5,4,30,23,44,71,81
"E00167249",352,79,0,0,0,1,3,10,24,24,42,69,100
"E00167250",428,257,0,0,3,0,16,27,54,33,16,14,8
"E00167251",1055,526,0,0,0,0,0,7,39,12,24,61,386
"E00167252",381,246,0,0,2,1,12,23,40,15,17,19,6
"E00167253",310,191,0,0,0,1,3,15,19,25,32,20,4
"E00167254",255,144,0,0,4,5,5,11,12,7,10,26,31
"E00167255",382,228,0,0,1,11,18,35,25,15,22,22,5
"E00167256",280,176,0,0,0,3,2,8,23,29,14,16,9
"E00167257",367,226,0,0,0,1,8,25,36,21,28,17,5
"E00167258",393,209,0,0,2,18,19,83,32,8,5,16,1
"E00167259",255,144,0,0,1,5,18,32,28,7,5,12,3
"E00167260",574,388,0,3,12,12,24,53,39,12,9,19,3
"E00167261",401,213,0,0,1,8,15,32,34,18,31,33,16
"E00167262",91,44,0,0,0,0,4,3,10,4,8,11,7
"E00167263",192,110,0,0,0,0,0,3,10,13,20,27,9
"E00167264",287,171,0,0,4,14,13,14,21,11,18,10,11
"E00167265",371,236,0,1,9,12,10,20,23,7,13,29,11
"E00167266",315,210,1,1,6,8,6,11,21,10,12,27,2
