"GeographyCode","QS611EW0001","QS611EW0002","QS611EW0003","QS611EW0004","QS611EW0005"
"E00021320",102,33,38,7,24
"E00021321",98,29,28,16,25
"E00021322",94,18,25,16,35
"E00021323",94,14,23,16,41
"E00021324",122,43,49,12,18
"E00021325",131,38,48,8,37
"E00021326",116,12,31,21,52
"E00021327",155,56,44,22,33
"E00021328",116,17,35,15,49
"E00021329",155,21,37,21,76
"E00021330",106,24,32,14,36
"E00021331",79,14,21,15,29
"E00021332",111,8,31,12,60
"E00021333",108,15,27,12,54
"E00021334",122,16,32,26,48
"E00021335",149,13,42,26,68
"E00021336",77,5,19,12,41
"E00021337",76,12,23,8,33
"E00021338",125,10,34,12,69
"E00021339",114,25,47,12,30
"E00021340",197,45,86,15,51
"E00021342",91,10,18,19,44
"E00021344",114,11,36,9,58
"E00021345",111,19,32,11,49
"E00021346",100,16,32,9,43
"E00021347",148,17,49,21,61
"E00021349",121,19,40,11,51
"E00021350",93,9,36,9,39
"E00021351",116,9,28,19,60
"E00021352",113,21,38,18,36
"E00021353",97,5,23,21,48
"E00021354",122,12,37,23,50
"E00021355",140,51,47,16,26
"E00021357",93,4,22,16,51
"E00021359",91,11,32,14,34
"E00021360",111,11,29,11,60
"E00021361",119,9,42,15,53
"E00021363",115,10,30,17,58
"E00021364",140,16,32,34,58
"E00021365",124,27,29,21,47
"E00021366",107,10,27,14,56
"E00021367",91,18,23,13,37
"E00021368",125,14,35,19,57
"E00021369",56,4,12,9,31
"E00021370",160,14,46,23,77
"E00021371",45,3,12,4,26
"E00021372",127,28,33,16,50
"E00021374",93,7,22,12,52
"E00021375",114,10,33,12,59
"E00021376",107,7,28,16,56
"E00021377",196,31,60,32,73
"E00021378",159,26,42,31,60
"E00021379",103,17,37,18,31
"E00021380",101,18,38,15,30
"E00021381",127,11,30,18,68
"E00021382",106,9,26,16,55
"E00021383",128,12,32,19,65
"E00021384",112,63,41,4,4
"E00021385",134,35,46,15,38
"E00021386",107,15,33,14,45
"E00021387",201,37,60,29,75
"E00021388",122,13,30,24,55
"E00021391",138,10,30,27,71
"E00021392",140,29,63,21,27
"E00021393",120,9,26,17,68
"E00021394",116,9,31,16,60
"E00021395",99,14,20,11,54
"E00021396",118,5,28,25,60
"E00021397",146,12,32,27,75
"E00021398",145,26,40,19,60
"E00021399",148,78,41,8,21
"E00021400",121,19,38,13,51
"E00021402",88,10,31,17,30
"E00021404",142,102,32,3,5
"E00021405",106,24,30,21,31
"E00021406",123,19,30,21,53
"E00021407",173,16,47,21,89
"E00021408",164,81,54,13,16
"E00021409",138,101,32,1,4
"E00021410",97,24,25,16,32
"E00021411",119,23,36,18,42
"E00021412",124,19,24,20,61
"E00021413",132,19,30,18,65
"E00021414",98,10,20,11,57
"E00021415",111,9,29,17,56
"E00021416",97,15,26,17,39
"E00021417",97,13,23,14,47
"E00021418",116,82,29,2,3
"E00021419",121,10,30,20,61
"E00021420",114,43,34,14,23
"E00021421",183,23,56,25,79
"E00021422",76,5,20,12,39
"E00021423",127,18,31,14,64
"E00021424",101,71,23,4,3
"E00021425",128,89,32,2,5
"E00021426",90,10,25,9,46
"E00021427",121,84,32,3,2
"E00021428",125,21,29,25,50
"E00021429",56,17,25,3,11
"E00021430",108,16,20,19,53
"E00021431",101,11,30,20,40
"E00021432",113,16,23,22,52
"E00021433",223,63,66,28,66
"E00021434",97,11,27,20,39
"E00021437",95,6,30,15,44
"E00021438",75,6,24,15,30
"E00021439",61,9,19,7,26
"E00021440",103,25,26,11,41
"E00021441",112,46,37,3,26
"E00021442",100,13,31,22,34
"E00021443",82,17,26,15,24
"E00021444",96,22,43,12,19
"E00021445",97,5,30,14,48
"E00021446",107,13,21,15,58
"E00021447",120,56,40,10,14
"E00021448",118,22,43,12,41
"E00021449",122,34,48,9,31
"E00021450",58,22,19,8,9
"E00021451",121,22,32,20,47
"E00021452",103,29,37,4,33
"E00021453",97,23,28,8,38
"E00021454",98,19,26,14,39
"E00021455",121,17,25,22,57
"E00021458",137,51,53,11,22
"E00021459",133,54,54,9,16
"E00021460",159,53,56,19,31
"E00021461",104,31,40,9,24
"E00021462",107,19,29,17,42
"E00021463",110,22,35,18,35
"E00021464",115,27,50,8,30
"E00021465",106,14,36,13,43
"E00021466",124,11,51,23,39
"E00021467",110,8,36,12,54
"E00021468",90,19,36,4,31
"E00021469",128,11,39,16,62
"E00021470",89,15,33,15,26
"E00021471",114,24,29,17,44
"E00021473",77,16,30,4,27
"E00021474",105,10,33,6,56
"E00021475",101,17,45,9,30
"E00021476",107,14,32,15,46
"E00021477",148,46,47,18,37
"E00021478",112,43,24,13,32
"E00021479",146,37,65,14,30
"E00021480",142,65,38,15,24
"E00021481",114,15,39,14,46
"E00021482",110,32,42,11,25
"E00021483",222,97,74,11,40
"E00021484",108,47,40,9,12
"E00021485",114,12,42,17,43
"E00021486",101,8,27,20,46
"E00021487",62,7,26,3,26
"E00021488",140,24,36,20,60
"E00021489",102,12,31,11,48
"E00021490",103,13,30,18,42
"E00021491",72,5,26,12,29
"E00021492",121,10,28,17,66
"E00021493",112,5,22,19,66
"E00021494",145,19,46,23,57
"E00021495",174,32,48,18,76
"E00021496",91,10,20,10,51
"E00021497",116,9,27,16,64
"E00021498",111,8,35,14,54
"E00021499",115,43,34,12,26
"E00021500",134,48,50,13,23
"E00021501",114,21,24,14,55
"E00021502",126,13,37,20,56
"E00021503",119,13,33,19,54
"E00021504",150,27,40,26,57
"E00021505",77,13,12,14,38
"E00021506",124,30,32,19,43
"E00021507",145,37,61,11,36
"E00021508",118,27,38,13,40
"E00021509",132,19,31,20,62
"E00021510",113,85,20,0,8
"E00021511",105,79,23,0,3
"E00021516",94,35,28,16,15
"E00021517",133,58,39,9,27
"E00021518",138,60,43,14,21
"E00021519",179,94,51,16,18
"E00021520",94,57,26,7,4
"E00021521",82,19,25,19,19
"E00021522",117,21,25,12,59
"E00021524",181,56,58,18,49
"E00021525",132,62,42,13,15
"E00021526",167,93,55,8,11
"E00021527",143,82,40,9,12
"E00021528",72,23,14,15,20
"E00021529",81,27,17,8,29
"E00021531",166,25,51,21,69
"E00021532",136,87,41,5,3
"E00021533",138,89,41,4,4
"E00021534",124,74,40,7,3
"E00021535",109,43,40,11,15
"E00021536",116,71,30,4,11
"E00021537",157,98,43,3,13
"E00021538",298,208,74,7,9
"E00021539",135,97,34,1,3
"E00021541",138,83,35,3,17
"E00021542",101,71,26,3,1
"E00021543",136,93,38,0,5
"E00021544",82,63,16,2,1
"E00021546",100,80,17,1,2
"E00021547",93,26,30,14,23
"E00021549",107,19,31,14,43
"E00021550",138,17,38,26,57
"E00021552",79,18,26,9,26
"E00021553",94,13,24,6,51
"E00021554",120,49,37,9,25
"E00021555",137,29,38,18,52
"E00021556",147,92,35,9,11
"E00021557",164,101,46,6,11
"E00021559",129,41,40,17,31
"E00021560",134,35,26,26,47
"E00021561",136,38,57,22,19
"E00021562",125,41,45,14,25
"E00021563",98,30,35,8,25
"E00021564",76,15,16,10,35
"E00021565",76,12,25,10,29
"E00021566",144,30,73,17,24
"E00021567",119,40,43,10,26
"E00021569",128,41,49,18,20
"E00021572",125,22,57,10,36
"E00021574",78,16,25,10,27
"E00021577",103,14,32,19,38
"E00021579",96,17,29,11,39
"E00021580",108,9,29,14,56
"E00021582",80,14,17,11,38
"E00021583",129,23,41,10,55
"E00021584",88,22,24,10,32
"E00021585",132,15,37,18,62
"E00021586",105,17,28,9,51
"E00021587",99,10,21,22,46
"E00021588",110,8,31,12,59
"E00021590",103,9,27,9,58
"E00021591",118,6,31,9,72
"E00021592",90,30,26,10,24
"E00021593",82,9,21,15,37
"E00021594",99,10,36,11,42
"E00021595",109,27,34,9,39
"E00021596",126,43,33,20,30
"E00021597",109,24,31,14,40
"E00021598",105,63,28,6,8
"E00021599",157,99,41,6,11
"E00021600",146,83,49,8,6
"E00021601",101,72,24,3,2
"E00021602",119,63,36,7,13
"E00021603",102,69,26,5,2
"E00021604",134,41,39,17,37
"E00021605",123,75,38,7,3
"E00021606",149,106,32,6,5
"E00021607",91,13,25,13,40
"E00021608",108,51,35,5,17
"E00021610",131,62,29,9,31
"E00021611",138,81,30,8,19
"E00021612",130,85,39,2,4
"E00021613",121,86,33,2,0
"E00021614",154,93,51,6,4
"E00021615",141,86,43,6,6
"E00021616",104,19,27,8,50
"E00021617",105,62,38,3,2
"E00021618",90,5,18,14,53
"E00021619",142,24,48,13,57
"E00021620",113,39,41,9,24
"E00021621",98,17,25,11,45
"E00021622",130,89,34,3,4
"E00021623",84,17,19,16,32
"E00021624",156,87,49,10,10
"E00021625",242,160,65,6,11
"E00021626",181,118,47,4,12
"E00021627",197,112,61,7,17
"E00021628",103,43,30,27,3
"E00021629",120,83,25,11,1
"E00021630",110,34,35,17,24
"E00021631",140,91,41,4,4
"E00021632",112,83,23,2,4
"E00021633",102,79,21,1,1
"E00021634",129,78,34,4,13
"E00021635",114,88,20,2,4
"E00021636",100,21,24,14,41
"E00021637",160,36,44,16,64
"E00021639",69,4,21,13,31
"E00021640",119,21,34,20,44
"E00021641",110,34,27,11,38
"E00021642",104,20,22,14,48
"E00021643",77,13,25,7,32
"E00021644",102,18,19,16,49
"E00021646",134,17,31,16,70
"E00021648",101,58,36,4,3
"E00021649",103,17,26,11,49
"E00021650",96,48,25,6,17
"E00021651",131,87,36,5,3
"E00021652",136,90,36,3,7
"E00021653",153,18,39,20,76
"E00021654",131,18,38,26,49
"E00021655",69,6,11,10,42
"E00021656",123,30,55,13,25
"E00021657",109,71,31,3,4
"E00021658",86,66,17,1,2
"E00021659",129,30,46,8,45
"E00021660",84,26,22,11,25
"E00021661",176,50,64,12,50
"E00021662",153,20,49,22,62
"E00021663",115,19,35,15,46
"E00021665",125,12,45,15,53
"E00021666",211,81,53,17,60
"E00021667",125,10,33,21,61
"E00021668",191,58,68,13,52
"E00021669",112,11,29,14,58
"E00021670",107,12,23,12,60
"E00021671",87,12,24,10,41
"E00021672",125,42,33,9,41
"E00021673",103,22,34,15,32
"E00021674",147,49,51,10,37
"E00021675",135,16,28,16,75
"E00021676",164,81,69,5,9
"E00021677",101,23,27,11,40
"E00021678",148,61,51,11,25
"E00021679",56,19,20,6,11
"E00021680",180,77,63,10,30
"E00021681",143,88,41,3,11
"E00021682",117,23,32,9,53
"E00021683",134,20,35,12,67
"E00021685",201,71,75,11,44
"E00021686",181,88,61,10,22
"E00021687",166,79,56,13,18
"E00021688",129,43,37,9,40
"E00021689",157,73,65,8,11
"E00021690",199,69,70,11,49
"E00021691",111,34,33,15,29
"E00021692",144,92,31,6,15
"E00021693",189,77,66,17,29
"E00021694",143,29,58,16,40
"E00021695",145,65,56,11,13
"E00021696",178,81,47,12,38
"E00021697",131,25,43,15,48
"E00021698",120,68,31,6,15
"E00021699",140,33,47,16,44
"E00021700",197,73,64,22,38
"E00021701",159,68,51,17,23
"E00021702",97,10,17,14,56
"E00021703",102,30,27,15,30
"E00021704",134,38,46,13,37
"E00021705",156,47,50,15,44
"E00021706",92,11,25,15,41
"E00021707",137,36,40,11,50
"E00021708",101,32,17,13,39
"E00021709",91,14,25,10,42
"E00021710",90,17,29,13,31
"E00021711",192,54,75,15,48
"E00021712",126,47,38,11,30
"E00021713",91,17,21,14,39
"E00021714",93,14,25,14,40
"E00021715",128,20,45,12,51
"E00021716",90,12,27,22,29
"E00021717",96,24,27,9,36
"E00021718",144,53,45,10,36
"E00021719",52,11,19,5,17
"E00021722",154,46,42,13,53
"E00021723",103,32,32,8,31
"E00021724",111,42,51,6,12
"E00021725",86,46,23,8,9
"E00021726",91,14,27,14,36
"E00021727",93,11,28,14,40
"E00021728",89,20,25,9,35
"E00021729",57,12,22,9,14
"E00021730",142,28,39,21,54
"E00021731",136,31,45,11,49
"E00021732",83,40,19,6,18
"E00021733",234,72,114,14,34
"E00021734",161,37,49,9,66
"E00021735",122,17,35,16,54
"E00021736",104,12,28,22,42
"E00021737",94,24,42,7,21
"E00021738",98,16,29,16,37
"E00021739",123,36,55,9,23
"E00021740",148,33,55,14,46
"E00021741",123,83,36,2,2
"E00021742",201,61,61,15,64
"E00021743",124,18,44,10,52
"E00021744",237,152,53,9,23
"E00021745",73,13,15,8,37
"E00021746",141,84,43,5,9
"E00021748",176,67,52,17,40
"E00021750",100,19,22,8,51
"E00021752",116,23,31,10,52
"E00021753",96,12,26,17,41
"E00021754",56,11,23,6,16
"E00021755",110,37,32,13,28
"E00021756",90,34,27,10,19
"E00021757",80,11,19,15,35
"E00021758",119,28,32,16,43
"E00021759",89,11,25,7,46
"E00021760",105,13,23,16,53
"E00021761",97,32,45,5,15
"E00021762",89,25,27,10,27
"E00021763",104,15,34,16,39
"E00021764",101,33,28,12,28
"E00021766",90,23,24,11,32
"E00021767",112,35,38,9,30
"E00167078",111,54,36,3,18
"E00167079",116,61,39,7,9
"E00167080",136,48,34,17,37
"E00167081",110,61,35,8,6
"E00167082",137,58,56,9,14
"E00167083",116,31,34,17,34
"E00167084",111,39,38,14,20
"E00167085",115,39,37,11,28
"E00167086",133,58,32,8,35
"E00167087",143,106,24,4,9
"E00167088",111,57,40,3,11
"E00167089",69,26,29,2,12
"E00167090",100,25,39,10,26
"E00167091",140,64,49,7,20
"E00167092",118,44,39,16,19
"E00167093",97,46,31,5,15
"E00167094",116,74,31,2,9
"E00167095",84,20,18,13,33
"E00167096",65,40,23,1,1
"E00167097",133,70,36,6,21
"E00167098",76,46,21,3,6
"E00167099",73,37,31,2,3
"E00167100",224,153,54,8,9
"E00167101",145,99,41,2,3
"E00167102",127,41,43,8,35
"E00167103",126,90,33,2,1
"E00167104",116,80,28,3,5
"E00167105",119,16,34,16,53
"E00167106",155,97,43,8,7
"E00167107",119,65,33,6,15
"E00167108",134,32,46,18,38
"E00167109",119,53,46,8,12
"E00167110",114,61,30,5,18
"E00167111",149,102,39,3,5
"E00167112",378,236,88,19,35
"E00167113",161,54,40,10,57
"E00167114",113,19,27,20,47
"E00167115",382,181,131,15,55
"E00167116",101,22,25,16,38
"E00167117",50,32,10,4,4
"E00167118",135,99,25,3,8
"E00167119",129,65,32,9,23
"E00167120",138,67,37,10,24
"E00167121",139,95,34,4,6
"E00167122",117,71,34,1,11
"E00167123",112,23,36,9,44
"E00167124",135,46,58,7,24
"E00167125",89,54,29,2,4
"E00167126",177,110,46,9,12
"E00167127",116,63,35,7,11
"E00167128",93,10,23,20,40
"E00167129",318,165,92,19,42
"E00167130",464,245,130,19,70
"E00167131",29,3,4,9,13
"E00167132",289,178,91,8,12
"E00167133",72,23,22,10,17
"E00167134",131,75,43,4,9
"E00167135",129,94,29,2,4
"E00167136",49,7,15,4,23
"E00167137",134,91,37,2,4
"E00167138",132,65,36,7,24
"E00167139",211,111,80,5,15
"E00167140",129,54,41,8,26
"E00167141",167,102,53,3,9
"E00167142",209,140,55,5,9
"E00167143",102,24,21,10,47
"E00167144",97,9,17,10,61
"E00167145",100,69,25,5,1
"E00167146",156,99,40,8,9
"E00167147",109,27,29,11,42
"E00167148",118,84,28,3,3
"E00167149",82,47,16,3,16
"E00167150",209,123,59,9,18
"E00167151",234,153,63,10,8
"E00167152",115,73,38,2,2
"E00167153",124,37,34,10,43
"E00167154",107,66,30,4,7
"E00167155",137,75,40,10,12
"E00167156",111,14,25,15,57
"E00167157",190,137,48,4,1
"E00167158",157,124,27,1,5
"E00167159",116,77,35,1,3
"E00167160",104,33,37,4,30
"E00167161",85,13,13,11,48
"E00167162",188,126,49,5,8
"E00167163",117,64,35,9,9
"E00167164",54,17,18,6,13
"E00167165",129,85,37,4,3
"E00167166",180,83,72,4,21
"E00167167",127,66,50,6,5
"E00167168",145,71,52,4,18
"E00167169",130,24,36,22,48
"E00167170",79,53,21,3,2
"E00167171",59,9,18,4,28
"E00167172",103,36,47,8,12
"E00167173",126,21,32,15,58
"E00167174",133,83,38,2,10
"E00167175",113,73,35,3,2
"E00167176",180,63,63,11,43
"E00167177",127,62,49,7,9
"E00167178",126,46,46,9,25
"E00167179",129,49,61,5,14
"E00167180",118,33,34,13,38
"E00167181",48,23,16,1,8
"E00167182",64,16,10,7,31
"E00167183",66,46,17,0,3
"E00167184",89,29,35,8,17
"E00167185",74,9,18,16,31
"E00167186",115,55,39,11,10
"E00167187",114,50,29,19,16
"E00167188",140,70,52,11,7
"E00167189",112,37,44,10,21
"E00167190",92,41,34,8,9
"E00167191",119,58,45,9,7
"E00167192",102,44,33,6,19
"E00167193",89,6,36,14,33
"E00167194",122,44,39,11,28
"E00167195",94,47,31,5,11
"E00167196",64,5,15,11,33
"E00167197",85,20,24,14,27
"E00167198",151,28,38,25,60
"E00167199",64,24,25,3,12
"E00167200",105,45,40,10,10
"E00167201",105,7,38,20,40
"E00167202",79,5,20,18,36
"E00167203",119,53,32,7,27
"E00167204",120,77,31,6,6
"E00167205",100,12,35,13,40
"E00167206",102,19,25,12,46
"E00167207",113,56,24,7,26
"E00167208",130,75,44,6,5
"E00167209",168,60,69,14,25
"E00167210",72,43,22,3,4
"E00167211",127,29,48,11,39
"E00167212",113,11,40,19,43
"E00167213",95,9,23,15,48
"E00167214",123,31,34,17,41
"E00167215",142,37,59,13,33
"E00167216",99,15,20,8,56
"E00167217",76,15,15,14,32
"E00167218",121,44,38,11,28
"E00167219",87,6,24,10,47
"E00167220",135,83,41,6,5
"E00167221",127,29,45,10,43
"E00167222",81,7,20,11,43
"E00167223",131,24,45,16,46
"E00167224",139,21,51,18,49
"E00167225",98,18,27,11,42
"E00167226",129,68,55,2,4
"E00167227",116,50,24,14,28
"E00167228",111,22,34,12,43
"E00167229",100,20,25,16,39
"E00167230",118,67,29,13,9
"E00167231",96,32,28,8,28
"E00167232",105,40,39,9,17
"E00167233",85,31,27,14,13
"E00167234",106,16,24,19,47
"E00167235",116,21,30,16,49
"E00167236",93,65,23,3,2
"E00167237",100,72,24,1,3
"E00167238",118,19,43,16,40
"E00167239",78,18,27,4,29
"E00167240",122,11,35,16,60
"E00167241",93,7,27,14,45
"E00167242",87,30,28,15,14
"E00167243",133,67,44,13,9
"E00167244",111,45,42,9,15
"E00167245",125,37,46,11,31
"E00167246",77,13,32,8,24
"E00167247",78,44,26,3,5
"E00167248",254,148,87,9,10
"E00167249",233,138,79,7,9
"E00167250",100,16,21,9,54
"E00167251",111,4,103,2,2
"E00167252",133,32,49,15,37
"E00167253",137,48,52,14,23
"E00167254",81,13,48,2,18
"E00167255",109,27,37,10,35
"E00167256",126,48,54,7,17
"E00167257",165,70,64,13,18
"E00167258",77,9,12,9,47
"E00167259",68,11,19,7,31
"E00167260",122,14,34,14,60
"E00167261",145,57,40,15,33
"E00167262",43,24,15,1,3
"E00167263",102,49,46,3,4
"E00167264",107,28,39,17,23
"E00167265",93,26,33,6,28
"E00167266",98,29,40,9,20
