"GeographyCode","QS803EW0001","QS803EW0002","QS803EW0003","QS803EW0004","QS803EW0005","QS803EW0006"
"E01004197",2329,1399,160,154,164,452
"E01004198",1529,935,68,74,99,353
"E01004199",1637,1017,66,58,81,415
"E01004200",1566,955,143,118,97,253
"E01004201",1556,1056,56,64,106,274
"E01004202",1705,990,112,125,150,328
"E01004203",1779,1139,140,119,119,262
"E01004204",1582,893,85,67,126,411
"E01004205",2106,1053,153,137,151,612
"E01004206",1492,758,99,111,102,422
"E01004207",1416,857,134,70,70,285
"E01004208",1976,1095,233,181,126,341
"E01004209",1366,758,70,78,96,364
"E01004211",1463,870,108,101,102,282
"E01004212",1780,826,337,134,131,352
"E01004214",1669,1067,57,79,109,357
"E01004215",2756,1399,290,299,334,434
"E01004216",1619,840,174,167,197,241
"E01004217",1745,1124,115,144,124,238
"E01004218",1750,1021,159,156,152,262
"E01004219",2294,1098,171,223,237,565
"E01004221",1881,1065,167,173,203,273
"E01004222",2480,1785,58,68,139,430
"E01004223",2079,1481,57,68,101,372
"E01004224",2000,1345,81,96,135,343
"E01004225",2178,1521,116,159,150,232
"E01004226",1738,1144,79,76,141,298
"E01004228",1857,1418,59,73,89,218
"E01004229",1484,918,88,86,104,288
"E01004230",2101,1388,111,131,131,340
"E01004231",1793,1048,109,119,168,349
"E01004232",1665,1160,100,69,86,250
"E01004233",1821,1188,63,77,115,378
"E01004234",2218,1680,85,95,105,253
"E01004235",1372,766,55,73,102,376
"E01004236",1679,937,80,86,103,473
"E01004237",1158,677,60,70,113,238
"E01004238",2733,1399,219,211,255,649
"E01004239",1649,994,46,76,113,420
"E01004240",1815,1129,56,76,124,430
"E01004241",1621,912,55,102,122,430
"E01004242",2453,1371,141,156,213,572
"E01004243",1789,1080,72,92,126,419
"E01004244",1885,1127,99,85,141,433
"E01004245",1539,938,47,49,106,399
"E01004246",1977,1204,131,116,188,338
"E01004247",1934,1035,155,135,214,395
"E01004248",1344,880,26,43,77,318
"E01004249",2049,1186,90,107,186,480
"E01004250",2342,1537,71,91,176,467
"E01004251",2082,1212,110,115,178,467
"E01004252",2707,1500,166,196,267,578
"E01004253",2340,1462,132,110,178,458
"E01004254",2120,1076,199,260,264,321
"E01004255",1618,806,108,122,167,415
"E01004256",1729,926,100,129,157,417
"E01004257",1884,1101,109,112,169,393
"E01004258",1506,902,99,92,123,290
"E01004259",1723,1083,96,134,119,291
"E01004260",1790,1048,119,117,149,357
"E01004261",2525,1274,600,124,115,412
"E01004262",1742,969,286,98,97,292
"E01004263",1419,967,48,64,67,273
"E01004264",1537,753,131,117,130,406
"E01004266",1545,1112,63,58,80,232
