"GeographyCode","QS101EW0001","QS101EW0002","QS101EW0003","QS101EW0004"
"E00021141",340,333,7,0
"E00021143",393,393,0,0
"E00021145",256,241,15,0
"E00021146",462,293,169,0
"E00021147",210,205,5,0
"E00021148",279,279,0,0
"E00021149",353,353,0,0
"E00021150",298,298,0,0
"E00021151",275,275,0,0
"E00021152",379,379,0,0
"E00021153",344,341,3,0
"E00021154",401,401,0,0
"E00021155",359,359,0,0
"E00021156",237,237,0,0
"E00021157",331,331,0,0
"E00021158",340,340,0,0
"E00021159",571,571,0,0
"E00021160",322,322,0,0
"E00021161",391,391,0,0
"E00021162",375,375,0,0
"E00021163",353,309,44,0
"E00021164",279,279,0,0
"E00021165",338,338,0,0
"E00021166",387,387,0,0
"E00021167",305,305,0,0
"E00021168",374,374,0,0
"E00021169",467,467,0,0
"E00021170",466,466,0,0
"E00021171",660,660,0,0
"E00021172",281,275,6,0
"E00021173",372,372,0,0
"E00021174",228,228,0,0
"E00021175",300,288,12,0
"E00021176",298,298,0,0
"E00021177",425,425,0,0
"E00021179",327,327,0,0
"E00021180",444,444,0,0
"E00021181",230,230,0,0
"E00021182",343,343,0,0
"E00021183",231,231,0,0
"E00021184",169,169,0,0
"E00021185",304,299,5,0
"E00021186",440,440,0,0
"E00021187",307,307,0,0
"E00021188",302,302,0,0
"E00021189",397,397,0,0
"E00021190",476,452,24,0
"E00021191",396,396,0,0
"E00021192",329,329,0,0
"E00021193",323,323,0,0
"E00021194",563,563,0,0
"E00021195",392,392,0,0
"E00021196",381,381,0,0
"E00021197",519,415,104,0
"E00021198",313,313,0,0
"E00021199",182,182,0,0
"E00021200",322,322,0,0
"E00021201",321,321,0,0
"E00021202",285,285,0,0
"E00021203",246,246,0,0
"E00021204",401,401,0,0
"E00021205",336,336,0,0
"E00021206",239,239,0,0
"E00021207",258,256,2,0
"E00021208",299,299,0,0
"E00021209",246,246,0,0
"E00021210",289,289,0,0
"E00021211",372,372,0,0
"E00021212",270,270,0,0
"E00021213",415,415,0,0
"E00021214",511,442,69,0
"E00021215",454,344,110,0
"E00021216",326,325,1,0
"E00021217",524,452,72,0
"E00021218",491,491,0,0
"E00021219",250,250,0,0
"E00021220",348,348,0,0
"E00021223",388,388,0,0
"E00021224",409,409,0,0
"E00021225",292,292,0,0
"E00021227",269,269,0,0
"E00021228",359,359,0,0
"E00021229",309,309,0,0
"E00021230",248,248,0,0
"E00021231",210,210,0,0
"E00021235",368,368,0,0
"E00021236",324,324,0,0
"E00021238",398,398,0,0
"E00021239",286,286,0,0
"E00021240",304,304,0,0
"E00021241",274,274,0,0
"E00021243",398,398,0,0
"E00021244",254,254,0,0
"E00021245",246,246,0,0
"E00021246",517,517,0,0
"E00021247",402,402,0,0
"E00021248",380,380,0,0
"E00021249",329,329,0,0
"E00021251",292,292,0,0
"E00021252",267,267,0,0
"E00021253",304,304,0,0
"E00021254",237,237,0,0
"E00021255",221,221,0,0
"E00021256",242,242,0,0
"E00021257",242,242,0,0
"E00021258",360,360,0,0
"E00021259",399,399,0,0
"E00021260",320,320,0,0
"E00021261",278,278,0,0
"E00021262",305,305,0,0
"E00021263",401,401,0,0
"E00021266",281,281,0,0
"E00021267",329,329,0,0
"E00021268",253,253,0,0
"E00021271",392,392,0,0
"E00021272",221,221,0,0
"E00021273",286,285,1,0
"E00021274",549,549,0,0
"E00021275",259,259,0,0
"E00021277",249,249,0,0
"E00021278",199,199,0,0
"E00021279",444,444,0,0
"E00021280",287,287,0,0
"E00021281",531,531,0,0
"E00021282",407,407,0,0
"E00021285",123,123,0,0
"E00021286",230,230,0,0
"E00021287",278,278,0,0
"E00021288",239,239,0,0
"E00021289",330,330,0,0
"E00021290",342,342,0,0
"E00021291",374,374,0,0
"E00021292",312,312,0,0
"E00021294",578,578,0,0
"E00021295",379,379,0,0
"E00021296",341,341,0,0
"E00021297",418,415,3,0
"E00021298",417,417,0,0
"E00021299",438,438,0,0
"E00021300",492,488,4,0
"E00021301",522,522,0,0
"E00021302",463,463,0,0
"E00021303",349,349,0,0
"E00021304",361,351,10,0
"E00021305",255,255,0,0
"E00021306",264,264,0,0
"E00021307",470,456,14,0
"E00021308",448,432,16,0
"E00021309",189,189,0,0
"E00021310",259,259,0,0
"E00021311",335,335,0,0
"E00021312",316,316,0,0
"E00021313",484,484,0,0
"E00021314",370,370,0,0
"E00021315",138,138,0,0
"E00021316",322,322,0,0
"E00021317",328,328,0,0
"E00021318",303,303,0,0
"E00021319",330,330,0,0
"E00021320",322,317,5,0
"E00021321",302,302,0,0
"E00021322",315,315,0,0
"E00021323",374,374,0,0
"E00021324",380,380,0,0
"E00021325",413,413,0,0
"E00021326",433,433,0,0
"E00021327",397,397,0,0
"E00021328",434,434,0,0
"E00021329",398,398,0,0
"E00021330",334,334,0,0
"E00021331",200,200,0,0
"E00021332",491,491,0,0
"E00021333",351,351,0,0
"E00021334",377,377,0,0
"E00021335",564,564,0,0
"E00021336",300,300,0,0
"E00021337",339,339,0,0
"E00021338",452,452,0,0
"E00021339",331,331,0,0
"E00021340",383,383,0,0
"E00021342",342,342,0,0
"E00021344",534,534,0,0
"E00021345",348,348,0,0
"E00021346",341,341,0,0
"E00021347",408,408,0,0
"E00021349",399,399,0,0
"E00021350",354,354,0,0
"E00021351",381,381,0,0
"E00021352",284,284,0,0
"E00021353",308,308,0,0
"E00021354",463,463,0,0
"E00021355",300,300,0,0
"E00021357",412,412,0,0
"E00021359",369,369,0,0
"E00021360",450,450,0,0
"E00021361",371,371,0,0
"E00021363",389,389,0,0
"E00021364",570,570,0,0
"E00021365",282,282,0,0
"E00021366",371,371,0,0
