"GeographyCode","KS405EW0001","KS405EW0002","KS405EW0003","KS405EW0004","KS405EW0005","KS405EW0006","KS405EW0007","KS405EW0008","KS405EW0009","KS405EW0010","KS405EW0011","KS405EW0012","KS405EW0013","KS405EW0014","KS405EW0015","KS405EW0016","KS405EW0017","KS405EW0018","KS405EW0019","KS405EW0020","KS405EW0021","KS405EW0022","KS405EW0023","KS405EW0024","KS405EW0025","KS405EW0026"
"E01004197",4,44,0,0,0,0,0,0,0,8,0,0,4,32,0,0,0,0,0,0,0,18.1818181818182,0,0,9.09090909090909,72.7272727272727
"E01004198",2,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"E01004199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01004200",3,172,0,0,0,0,0,0,0,0,0,0,168,4,0,0,0,0,0,0,0,0,0,0,97.6744186046512,2.32558139534884
"E01004201",3,23,0,0,0,0,0,0,0,5,6,0,12,0,0,0,0,0,0,0,0,21.7391304347826,26.0869565217391,0,52.1739130434783,0
"E01004202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01004203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01004204",2,44,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"E01004205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01004206",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100
"E01004207",2,74,0,0,0,0,0,0,0,5,0,0,69,0,0,0,0,0,0,0,0,6.75675675675676,0,0,93.2432432432432,0
"E01004208",3,134,0,0,0,0,0,0,0,5,0,0,129,0,0,0,0,0,0,0,0,3.73134328358209,0,0,96.2686567164179,0
"E01004209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01004211",1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"E01004212",4,176,0,0,0,0,0,0,0,0,0,0,174,2,0,0,0,0,0,0,0,0,0,0,98.8636363636364,1.13636363636364
"E01004214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01004215",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
