"GeographyCode","KS608EW0001","KS608EW0002","KS608EW0003","KS608EW0004","KS608EW0005","KS608EW0006","KS608EW0007","KS608EW0008","KS608EW0009","KS608EW0010","KS608EW0011","KS608EW0012","KS608EW0013","KS608EW0014","KS608EW0015","KS608EW0016","KS608EW0017","KS608EW0018","KS608EW0019"
"E02000864",3592,288,743,653,380,285,311,321,172,439,8.01781737193764,20.684855233853,18.1792873051225,10.5790645879733,7.93429844097996,8.65812917594655,8.93652561247216,4.78841870824053,12.2216035634744
"E02000865",3133,266,734,639,313,185,223,286,150,337,8.49026492180019,23.4280242578998,20.3957867858283,9.99042451324609,5.90488349824449,7.11777848707309,9.12863070539419,4.787743376955,10.7564634535589
"E02000866",4982,526,1395,1067,485,265,285,338,183,438,10.5580088317945,28.0008028904055,21.4171015656363,9.73504616619831,5.31914893617021,5.72059413890004,6.78442392613408,3.67322360497792,8.79164993978322
"E02000867",5514,534,1596,1184,561,279,345,403,162,450,9.68443960826986,28.9445048966268,21.4726151614073,10.1741022850925,5.05984766050054,6.25680087051142,7.30866884294523,2.9379760609358,8.16104461371055
"E02000868",3496,268,962,881,301,244,191,245,102,302,7.66590389016018,27.5171624713959,25.2002288329519,8.60983981693364,6.97940503432494,5.46338672768879,7.00800915331808,2.91762013729977,8.63844393592677
"E02000869",2874,289,712,714,222,178,188,208,102,261,10.0556715379262,24.7738343771747,24.8434237995825,7.72442588726514,6.19345859429367,6.54140570633264,7.23729993041058,3.54906054279749,9.08141962421712
"E02000870",3072,235,709,647,337,204,219,229,129,363,7.64973958333333,23.0794270833333,21.0611979166667,10.9700520833333,6.640625,7.12890625,7.45442708333333,4.19921875,11.81640625
"E02000871",3328,226,543,495,408,300,282,401,174,499,6.79086538461538,16.3161057692308,14.8737980769231,12.2596153846154,9.01442307692308,8.47355769230769,12.0492788461538,5.22836538461539,14.9939903846154
"E02000872",3880,391,1051,994,339,203,176,280,117,329,10.0773195876289,27.0876288659794,25.6185567010309,8.73711340206185,5.2319587628866,4.5360824742268,7.21649484536082,3.01546391752577,8.47938144329897
"E02000873",3261,266,758,547,268,221,254,354,132,461,8.15700705305121,23.244403557191,16.7739957068384,8.21833793314934,6.7770622508433,7.78902177246243,10.8555657773689,4.04783808647654,14.1367678626188
"E02000874",2716,191,477,491,260,208,221,360,151,357,7.03240058910162,17.5625920471281,18.0780559646539,9.57290132547865,7.65832106038292,8.13696612665685,13.2547864506627,5.55964653902798,13.1443298969072
"E02000875",3673,277,760,579,369,325,267,383,207,506,7.54151919411925,20.6915328069698,15.7636809147836,10.0462836918051,8.84835284508576,7.26926218350123,10.4274435066703,5.63572011979308,13.776204737272
"E02000876",3262,305,792,671,328,186,179,328,116,357,9.35009196811772,24.2795830778663,20.570202329859,10.0551808706315,5.70202329858982,5.48743102391171,10.0551808706315,3.55610055180871,10.9442060085837
"E02000877",3758,241,743,563,357,317,322,439,202,574,6.4129856306546,19.7711548696115,14.9813730707823,9.49973390101118,8.43533794571581,8.56838744012773,11.6817456093667,5.37519957424162,15.2740819584886
