"GeographyCode","KS607EW0001","KS607EW0002","KS607EW0003","KS607EW0004","KS607EW0005","KS607EW0006","KS607EW0007","KS607EW0008","KS607EW0009","KS607EW0010","KS607EW0011","KS607EW0012","KS607EW0013","KS607EW0014","KS607EW0015","KS607EW0016","KS607EW0017","KS607EW0018","KS607EW0019","KS607EW0020","KS607EW0021","KS607EW0022","KS607EW0023","KS607EW0024","KS607EW0025","KS607EW0026","KS607EW0027","KS607EW0028","KS607EW0029","KS607EW0030","KS607EW0031","KS607EW0032","KS607EW0033","KS607EW0034","KS607EW0035","KS607EW0036","KS607EW0037"
"E00021141",41,0,0,0,0,0,0,5,0,1,1,1,2,4,2,2,11,11,1,0,0,0,0,0,0,12.1951219512195,0,2.4390243902439,2.4390243902439,2.4390243902439,4.8780487804878,9.75609756097561,4.8780487804878,4.8780487804878,26.8292682926829,26.8292682926829,2.4390243902439
"E00021143",61,0,0,1,0,0,1,8,1,4,7,3,3,10,1,1,7,8,6,0,0,1.63934426229508,0,0,1.63934426229508,13.1147540983607,1.63934426229508,6.55737704918033,11.4754098360656,4.91803278688525,4.91803278688525,16.3934426229508,1.63934426229508,1.63934426229508,11.4754098360656,13.1147540983607,9.83606557377049
"E00021145",71,0,0,1,0,0,0,11,2,3,4,1,0,10,1,3,11,17,7,0,0,1.40845070422535,0,0,0,15.4929577464789,2.8169014084507,4.22535211267606,5.63380281690141,1.40845070422535,0,14.0845070422535,1.40845070422535,4.22535211267606,15.4929577464789,23.943661971831,9.85915492957746
"E00021146",114,0,0,3,0,0,2,17,1,17,13,4,0,19,5,3,9,9,12,0,0,2.63157894736842,0,0,1.75438596491228,14.9122807017544,0.87719298245614,14.9122807017544,11.4035087719298,3.50877192982456,0,16.6666666666667,4.3859649122807,2.63157894736842,7.89473684210526,7.89473684210526,10.5263157894737
"E00021147",46,0,0,0,0,0,0,5,0,0,4,2,2,6,2,4,7,10,4,0,0,0,0,0,0,10.8695652173913,0,0,8.69565217391304,4.34782608695652,4.34782608695652,13.0434782608696,4.34782608695652,8.69565217391304,15.2173913043478,21.7391304347826,8.69565217391304
"E00021148",68,0,0,0,0,0,0,21,2,2,8,1,0,7,4,1,10,10,2,0,0,0,0,0,0,30.8823529411765,2.94117647058824,2.94117647058824,11.7647058823529,1.47058823529412,0,10.2941176470588,5.88235294117647,1.47058823529412,14.7058823529412,14.7058823529412,2.94117647058824
"E00021149",51,0,0,2,0,0,3,7,0,3,1,2,1,7,4,2,6,8,5,0,0,3.92156862745098,0,0,5.88235294117647,13.7254901960784,0,5.88235294117647,1.96078431372549,3.92156862745098,1.96078431372549,13.7254901960784,7.84313725490196,3.92156862745098,11.7647058823529,15.6862745098039,9.80392156862745
"E00021150",62,0,0,3,0,0,1,9,2,3,5,4,1,3,3,4,11,6,7,0,0,4.83870967741935,0,0,1.61290322580645,14.5161290322581,3.2258064516129,4.83870967741935,8.06451612903226,6.45161290322581,1.61290322580645,4.83870967741935,4.83870967741935,6.45161290322581,17.741935483871,9.67741935483871,11.2903225806452
"E00021151",41,0,0,0,0,0,0,6,1,6,2,2,0,2,1,3,8,5,5,0,0,0,0,0,0,14.6341463414634,2.4390243902439,14.6341463414634,4.8780487804878,4.8780487804878,0,4.8780487804878,2.4390243902439,7.31707317073171,19.5121951219512,12.1951219512195,12.1951219512195
"E00021152",67,0,0,1,0,0,1,5,0,2,4,1,3,8,4,5,13,14,6,0,0,1.49253731343284,0,0,1.49253731343284,7.46268656716418,0,2.98507462686567,5.97014925373134,1.49253731343284,4.47761194029851,11.9402985074627,5.97014925373134,7.46268656716418,19.4029850746269,20.8955223880597,8.95522388059701
