"GeographyCode","QS414EW0001","QS414EW0002","QS414EW0003","QS414EW0004","QS414EW0005"
"E00021251",292,15,112,59,106
"E00021252",267,22,129,36,80
"E00021253",304,16,110,45,133
"E00021254",237,26,99,49,63
"E00021255",221,25,71,70,55
"E00021256",242,24,116,84,18
"E00021257",242,29,115,48,50
"E00021258",360,17,143,89,111
"E00021259",399,26,132,82,159
"E00021260",320,20,122,56,122
"E00021261",278,16,119,81,62
"E00021262",305,26,73,41,165
"E00021263",401,46,208,88,59
"E00021266",281,21,135,37,88
"E00021267",329,26,158,67,78
"E00021268",253,22,94,54,83
"E00021271",392,48,157,70,117
"E00021272",221,15,97,38,71
"E00021273",285,22,92,68,103
"E00021274",549,26,179,105,239
"E00021275",259,20,113,34,92
"E00021277",249,28,104,59,58
"E00021278",199,18,75,24,82
"E00021279",444,9,169,99,167
"E00021280",287,21,144,37,85
"E00021281",531,37,196,120,178
"E00021282",407,28,166,70,143
"E00021285",123,13,71,6,33
"E00021286",230,23,101,37,69
"E00021287",278,13,106,18,141
"E00021288",239,28,121,57,33
"E00021289",330,13,69,63,185
"E00021290",342,12,141,45,144
"E00021291",374,29,186,0,159
"E00021292",312,32,97,67,116
"E00021294",578,32,119,98,329
"E00021295",379,25,164,80,110
"E00021296",341,26,159,53,103
"E00021297",415,33,178,90,114
"E00021298",417,40,212,96,69
"E00021299",438,26,163,105,144
"E00021300",488,48,267,120,53
"E00021301",522,26,116,97,283
"E00021302",463,31,210,68,154
"E00021303",349,20,95,50,184
"E00021304",351,17,147,93,94
"E00021305",255,39,115,58,43
"E00021306",264,33,154,39,38
"E00021307",456,33,230,96,97
"E00021308",432,28,190,80,134
"E00021309",189,19,82,24,64
"E00021310",259,28,140,43,48
"E00021311",335,22,115,52,146
"E00021312",316,26,113,106,71
"E00021313",484,25,219,74,166
"E00021314",370,28,157,124,61
"E00021315",138,3,94,0,41
"E00021316",322,34,96,111,81
"E00021317",328,27,180,51,70
"E00021318",303,21,153,53,76
"E00021319",330,24,122,55,129
"E00021320",317,24,135,86,72
"E00021321",302,19,109,62,112
"E00021322",315,25,113,36,141
"E00021323",374,22,125,91,136
"E00021324",380,30,206,61,83
"E00021325",413,19,128,81,185
"E00021326",433,23,93,67,250
"E00021327",397,35,181,115,66
"E00021328",434,23,107,77,227
"E00021329",398,18,161,44,175
"E00021330",334,13,118,70,133
"E00021331",200,20,55,30,95
"E00021332",491,17,82,101,291
"E00021333",351,27,83,38,203
"E00021334",377,19,109,70,179
"E00021335",564,39,168,148,209
"E00021336",300,10,62,38,190
"E00021337",339,10,64,104,161
"E00021338",452,13,74,116,249
"E00021339",331,11,154,41,125
"E00021340",383,21,164,54,144
"E00021342",342,20,42,65,215
"E00021344",534,35,93,106,300
"E00021345",348,27,69,61,191
"E00021346",341,26,79,54,182
"E00021347",408,18,87,77,226
"E00021349",399,11,115,59,214
"E00021350",354,18,76,73,187
"E00021351",381,14,87,51,229
"E00021352",284,19,102,37,126
"E00021353",308,11,75,44,178
"E00021354",463,13,111,84,255
"E00021355",300,28,145,28,99
"E00021357",412,17,77,63,255
"E00021359",369,21,64,60,224
"E00021360",450,15,46,82,307
"E00021361",371,15,104,141,111
"E00021363",389,37,83,82,187
"E00021364",570,31,115,107,317
"E00021365",282,12,109,38,123
"E00021366",371,26,97,53,195
"E00021367",318,19,139,61,99
"E00021368",399,29,88,54,228
"E00021369",232,6,32,42,152
"E00021370",616,27,107,149,333
"E00021371",199,4,17,74,104
"E00021372",385,23,108,103,151
"E00021374",420,23,93,54,250
"E00021375",389,41,82,55,211
"E00021376",384,25,91,56,212
"E00021377",586,43,154,103,286
"E00021378",424,31,132,72,189
"E00021379",283,25,114,53,91
"E00021380",232,17,108,17,90
"E00021381",410,16,100,95,199
"E00021382",411,12,74,59,266
"E00021383",523,34,124,97,268
"E00021384",220,19,122,40,39
"E00021385",433,39,114,92,188
"E00021386",360,24,103,99,134
"E00021387",664,53,171,162,278
"E00021388",330,19,110,73,128
"E00021391",492,13,100,120,259
"E00021392",369,48,111,78,132
"E00021393",423,26,123,96,178
"E00021394",358,14,89,61,194
"E00021395",336,20,62,50,204
"E00021396",351,32,96,70,153
"E00021397",566,34,127,139,266
"E00021398",474,32,144,95,203
"E00021399",371,43,186,53,89
"E00021400",394,19,120,112,143
"E00021402",276,17,107,41,111
"E00021404",256,33,136,47,40
"E00021405",429,29,116,109,175
"E00021406",371,25,107,74,165
"E00021407",540,28,127,134,251
"E00021408",340,47,153,54,86
"E00021409",274,31,151,51,41
"E00021410",316,18,114,79,105
"E00021411",389,25,120,82,162
"E00021412",440,19,72,102,247
"E00021413",413,15,103,41,254
"E00021414",402,8,79,62,253
"E00021415",379,22,94,63,200
"E00021416",369,22,97,101,149
"E00021417",275,22,77,43,133
"E00021418",213,32,111,42,28
"E00021419",445,17,62,61,305
"E00021420",285,26,126,35,98
"E00021421",448,20,150,84,194
"E00021422",209,15,64,22,108
"E00021423",417,23,125,58,211
"E00021424",212,30,120,32,30
"E00021425",232,43,117,31,41
"E00021426",349,16,70,75,188
"E00021427",229,37,106,25,61
"E00021428",393,24,103,78,188
"E00021429",141,11,63,33,34
"E00021430",331,24,71,33,203
"E00021431",319,23,87,80,129
"E00021432",387,33,112,51,191
"E00021433",624,39,245,102,238
"E00021434",421,10,114,78,219
"E00021437",318,21,90,59,148
"E00021438",210,22,95,39,54
"E00021439",236,12,71,43,110
"E00021440",451,23,99,80,249
"E00021441",358,25,139,108,86
"E00021442",335,30,120,88,97
"E00021443",247,14,131,31,71
"E00021444",325,29,120,63,113
"E00021445",422,14,68,102,238
"E00021446",448,9,52,58,329
"E00021447",266,27,105,51,83
"E00021448",337,33,99,61,144
"E00021449",333,34,128,56,115
"E00021450",187,15,85,39,48
"E00021451",400,25,91,51,233
"E00021452",212,34,87,30,61
"E00021453",310,18,150,85,57
"E00021454",357,19,92,68,178
"E00021455",346,25,117,66,138
"E00021458",259,17,116,34,92
"E00021459",256,17,112,15,112
"E00021460",385,35,132,70,148
"E00021461",250,11,112,40,87
"E00021462",314,25,100,64,125
"E00021463",338,28,120,38,152
"E00021464",279,26,103,50,100
"E00021465",416,25,89,85,217
"E00021466",382,46,138,69,129
"E00021467",371,29,94,35,213
"E00021468",265,15,95,30,125
"E00021469",446,31,126,72,217
"E00021470",282,37,107,41,97
"E00021471",373,27,108,53,185
"E00021473",299,13,71,36,179
"E00021474",402,21,114,81,186
"E00021475",377,21,105,71,180
"E00021476",406,25,112,91,178
"E00021477",460,19,137,138,166
"E00021478",333,28,122,57,126
"E00021479",411,33,176,82,120
"E00021480",303,24,117,46,116
"E00021481",413,20,124,106,163
"E00021482",455,26,198,77,154
"E00021483",600,33,207,105,255
"E00021484",364,21,183,85,75
"E00021485",330,25,84,59,162
"E00021486",387,23,122,89,153
"E00021487",220,22,46,29,123
"E00021488",444,23,133,34,254
"E00021489",346,16,80,67,183
"E00021490",306,21,63,31,191
"E00021491",285,14,57,47,167
"E00021492",372,17,72,41,242
"E00021493",481,13,58,90,320
"E00021494",546,25,171,104,246
"E00021495",609,18,127,107,357
"E00021496",360,13,65,77,205
"E00021497",517,15,52,137,313
"E00021498",389,16,86,60,227
"E00021499",306,16,144,74,72
"E00021500",310,24,139,51,96
"E00021501",292,16,102,63,111
"E00021502",375,20,112,74,169
"E00021503",393,9,62,59,263
"E00021504",399,22,94,52,231
"E00021505",296,15,58,70,153
"E00021506",317,19,95,33,170
"E00021507",376,12,149,53,162
"E00021508",358,28,107,50,173
"E00021509",499,48,138,100,213
"E00021510",240,27,102,46,65
"E00021511",205,35,98,30,42
"E00021516",252,20,94,64,74
"E00021517",304,19,96,89,100
"E00021518",337,29,123,76,109
"E00021519",463,44,201,107,111
"E00021520",216,18,106,50,42
"E00021521",259,24,85,96,54
"E00021522",468,29,123,101,215
"E00021524",590,41,200,190,159
"E00021525",308,28,132,36,112
"E00021526",342,40,168,46,88
"E00021527",317,31,151,62,73
"E00021528",259,27,78,65,89
"E00021529",192,18,91,26,57
"E00021531",597,28,168,115,286
"E00021532",318,39,163,58,58
"E00021533",242,29,106,36,71
"E00021534",225,9,77,22,117
"E00021535",286,26,146,40,74
"E00021536",282,23,132,58,69
"E00021537",339,48,179,79,33
"E00021538",684,68,363,156,97
"E00021539",252,25,138,23,66
"E00021541",229,25,123,33,48
"E00021542",218,25,88,58,47
"E00021543",270,34,153,45,38
"E00021544",180,18,88,50,24
"E00021546",196,15,86,33,62
"E00021547",278,19,102,16,141
"E00021549",386,23,104,72,187
"E00021550",402,22,116,72,192
"E00021552",241,16,93,53,79
"E00021553",349,31,79,62,177
"E00021554",259,25,122,39,73
"E00021555",447,23,130,106,188
"E00021556",285,37,131,38,79
"E00021557",340,35,139,59,107
"E00021559",338,50,143,84,61
"E00021560",431,32,117,69,213
"E00021561",278,16,102,47,113
"E00021562",372,20,114,67,171
"E00021563",391,21,123,68,179
"E00021564",313,30,109,43,131
"E00021565",207,18,67,17,105
"E00021566",446,22,217,55,152
"E00021567",351,27,173,50,101
"E00021569",302,31,130,62,79
"E00021572",359,31,97,78,153
"E00021574",267,18,91,53,105
"E00021577",291,14,88,66,123
"E00021579",362,16,56,58,232
"E00021580",423,12,92,67,252
"E00021582",401,16,79,100,206
"E00021583",434,24,118,49,243
"E00021584",302,19,104,78,101
"E00021585",590,22,86,166,316
"E00021586",455,23,66,84,282
"E00021587",396,30,82,61,223
"E00021588",333,19,101,54,159
"E00021590",376,21,117,73,165
"E00021591",461,13,57,79,312
"E00021592",315,22,112,47,134
"E00021593",225,11,114,7,93
"E00021594",336,26,108,45,157
"E00021595",354,17,138,43,156
"E00021596",381,39,132,96,114
"E00021597",374,21,75,75,203
"E00021598",260,31,150,55,24
"E00021599",326,46,152,59,69
"E00021600",308,50,169,54,35
"E00021601",230,32,107,44,47
"E00021602",368,30,187,60,91
"E00021603",184,24,69,22,69
"E00021604",356,31,120,60,145
"E00021605",289,41,146,50,52
"E00021606",282,61,144,27,50
"E00021607",262,19,94,31,118
"E00021608",217,22,114,43,38
"E00021610",323,34,133,37,119
"E00021611",397,29,127,124,117
"E00021612",214,29,116,6,63
"E00021613",188,23,111,6,48
"E00021614",263,40,131,20,72
"E00021615",218,13,123,6,76
"E00021616",438,19,95,81,243
"E00021617",166,16,98,12,40
"E00021618",282,9,54,40,179
"E00021619",463,32,113,104,214
"E00021620",246,20,88,36,102
"E00021621",333,24,67,71,171
"E00021622",247,22,108,59,58
"E00021623",189,20,52,23,94
"E00021624",292,37,173,39,43
"E00021625",443,53,242,64,84
"E00021626",329,34,175,43,77
"E00021627",372,21,204,35,112
"E00021628",214,43,85,50,36
"E00021629",229,39,107,25,58
"E00021630",262,19,97,47,99
"E00021631",305,40,126,97,42
"E00021632",229,34,129,43,23
"E00021633",214,30,108,19,57
"E00021634",283,24,126,38,95
"E00021635",227,28,108,41,50
"E00021636",335,16,115,55,149
"E00021637",507,35,136,74,262
"E00021639",347,9,66,78,194
"E00021640",397,23,117,56,201
"E00021641",415,26,119,113,157
"E00021642",335,24,68,33,210
"E00021643",246,13,76,27,130
"E00021644",327,24,142,67,94
"E00021646",498,16,103,74,305
"E00021648",202,29,114,18,41
"E00021649",434,15,82,72,265
"E00021650",265,14,107,45,99
"E00021651",251,26,116,43,66
"E00021652",276,44,117,47,68
"E00021653",547,15,102,57,373
"E00021654",379,13,99,50,217
"E00021655",274,6,56,27,185
"E00021656",386,43,194,55,94
"E00021657",204,29,86,30,59
"E00021658",177,35,114,21,7
"E00021659",335,14,120,65,136
"E00021660",278,17,109,52,100
"E00021661",480,31,205,103,141
"E00021662",566,30,186,79,271
"E00021663",236,17,108,9,102
"E00021665",473,27,88,81,277
"E00021666",559,45,173,106,235
"E00021667",490,14,92,47,337
"E00021668",499,44,203,98,154
"E00021669",488,11,86,78,313
"E00021670",402,18,72,60,252
"E00021671",351,17,57,67,210
"E00021672",416,20,153,84,159
"E00021673",374,13,88,41,232
"E00021674",378,22,112,43,201
"E00021675",518,21,91,76,330
"E00021676",293,22,143,32,96
"E00021677",336,10,75,74,177
"E00021678",438,38,183,96,121
"E00021679",150,15,48,23,64
"E00021680",494,34,229,102,129
"E00021681",262,32,121,34,75
"E00021682",545,22,164,89,270
"E00021683",509,20,109,88,292
"E00021685",568,55,208,72,233
"E00021686",330,19,170,53,88
"E00021687",435,20,197,79,139
"E00021688",381,22,116,38,205
"E00021689",271,27,173,20,51
"E00021690",445,26,184,50,185
"E00021691",315,26,104,60,125
"E00021692",271,50,142,29,50
"E00021693",430,25,166,71,168
"E00021694",454,22,144,46,242
"E00021695",372,23,190,44,115
"E00021696",522,34,127,105,256
"E00021697",305,28,123,55,99
"E00021698",340,38,176,54,72
"E00021699",390,34,148,60,148
"E00021700",511,31,201,109,170
"E00021701",442,46,214,93,89
"E00021702",370,40,88,64,178
"E00021703",315,20,120,63,112
"E00021704",375,25,136,67,147
"E00021705",431,39,165,82,145
"E00021706",338,14,104,83,137
"E00021707",377,12,131,54,180
"E00021708",298,33,134,70,61
"E00021709",324,24,80,45,175
"E00021710",313,31,108,63,111
"E00021711",471,33,197,62,179
"E00021712",297,19,133,57,88
"E00021713",295,11,83,22,179
"E00021714",209,8,81,55,65
"E00021715",357,12,123,63,159
"E00021716",280,24,154,16,86
"E00021717",253,9,98,47,99
"E00021718",361,26,124,77,134
"E00021719",163,11,53,36,63
"E00021722",342,11,158,68,105
"E00021723",269,36,82,67,84
"E00021724",260,28,95,69,68
"E00021725",232,23,120,49,40
"E00021726",268,15,67,35,151
"E00021727",249,9,89,37,114
"E00021728",253,21,113,34,85
"E00021729",190,19,70,31,70
"E00021730",370,26,141,54,149
"E00021731",396,20,111,92,173
"E00021732",268,14,88,55,111
"E00021733",525,31,226,104,164
"E00021734",599,27,129,87,356
"E00021735",481,24,106,90,261
"E00021736",492,24,72,111,285
"E00021737",283,18,77,65,123
"E00021738",332,14,96,43,179
"E00021739",273,12,111,43,107
"E00021740",393,34,106,29,224
"E00021741",223,20,112,32,59
"E00021742",547,19,195,123,210
"E00021743",313,16,124,55,118
"E00021744",568,27,223,97,221
"E00021745",233,14,64,36,119
"E00021746",233,23,123,18,69
"E00021748",534,28,159,72,275
"E00021750",449,3,83,81,282
"E00021752",422,17,144,67,194
"E00021753",282,21,79,31,151
"E00021754",204,21,74,36,73
"E00021755",358,34,131,74,119
"E00021756",217,11,75,37,94
"E00021757",248,9,66,44,129
"E00021758",322,25,91,87,119
"E00021759",369,22,64,58,225
"E00021760",351,7,75,31,238
"E00021761",209,12,77,50,70
"E00021762",306,20,77,84,125
"E00021763",394,22,105,101,166
"E00021764",467,13,163,153,138
"E00021766",413,15,115,83,200
"E00021767",233,27,99,29,78
"E00167078",270,14,114,19,123
"E00167079",222,17,112,36,57
"E00167080",390,42,99,136,113
"E00167081",279,32,121,54,72
"E00167082",309,13,153,43,100
"E00167083",343,10,95,77,161
"E00167084",231,17,105,33,76
"E00167085",267,21,115,40,91
"E00167086",368,17,131,78,142
"E00167087",282,20,129,44,89
"E00167088",210,17,86,19,88
"E00167089",171,9,97,26,39
"E00167090",195,10,102,35,48
"E00167091",331,24,170,74,63
"E00167092",294,26,147,63,58
"E00167093",196,11,63,37,85
"E00167094",280,8,108,44,120
"E00167095",286,14,107,66,99
"E00167096",131,17,45,21,48
"E00167097",259,25,109,42,83
"E00167098",131,10,64,13,44
"E00167099",110,18,60,6,26
"E00167100",519,30,296,106,87
"E00167101",256,24,124,28,80
"E00167102",300,12,116,38,134
"E00167103",206,21,102,18,65
"E00167104",216,36,127,19,34
"E00167105",479,15,75,127,262
"E00167106",314,33,156,70,55
"E00167107",238,14,84,33,107
"E00167108",400,30,171,69,130
"E00167109",261,20,92,46,103
"E00167110",293,20,100,54,119
"E00167111",282,20,116,46,100
"E00167112",795,49,343,66,337
"E00167113",473,39,104,162,168
"E00167114",464,23,121,148,172
"E00167115",727,54,254,118,301
"E00167116",280,21,110,36,113
"E00167117",133,5,74,31,23
"E00167118",244,29,119,37,59
"E00167119",305,33,117,53,102
"E00167120",283,14,85,33,151
"E00167121",265,37,141,51,36
"E00167122",202,32,107,19,44
"E00167123",347,22,86,120,119
"E00167124",308,13,115,52,128
"E00167125",173,18,88,22,45
"E00167126",367,28,185,61,93
"E00167127",265,30,124,65,46
"E00167128",276,16,76,62,122
"E00167129",615,60,245,78,232
"E00167130",834,76,332,124,302
"E00167131",145,6,69,9,61
"E00167132",393,51,200,9,133
"E00167133",175,20,70,33,52
"E00167134",222,32,78,30,82
"E00167135",269,23,126,72,48
"E00167136",178,8,47,48,75
"E00167137",222,23,108,34,57
"E00167138",230,20,98,40,72
"E00167139",305,15,141,13,136
"E00167140",246,17,93,34,102
"E00167141",313,33,138,55,87
"E00167142",453,45,245,103,60
"E00167143",337,27,86,84,140
"E00167144",428,17,79,86,246
"E00167145",196,25,93,45,33
"E00167146",300,41,142,55,62
"E00167147",277,20,57,72,128
"E00167148",188,23,85,9,71
"E00167149",167,16,75,37,39
"E00167150",366,24,170,63,109
"E00167151",423,45,186,68,124
"E00167152",164,25,79,0,60
"E00167153",402,9,73,125,195
"E00167154",205,26,117,32,30
"E00167155",310,21,183,51,55
"E00167156",336,8,86,54,188
"E00167157",317,44,145,30,98
"E00167158",257,34,148,25,50
"E00167159",211,28,111,22,50
"E00167160",316,20,97,85,114
"E00167161",312,24,76,76,136
"E00167162",337,29,144,39,125
"E00167163",260,32,138,19,71
"E00167164",118,12,38,28,40
"E00167165",228,27,132,27,42
"E00167166",464,10,267,115,72
"E00167167",267,13,129,53,72
"E00167168",281,27,107,60,87
"E00167169",282,19,113,34,116
"E00167170",171,26,67,53,25
"E00167171",211,7,48,24,132
"E00167172",174,16,85,26,47
"E00167173",473,25,78,124,246
"E00167174",240,40,122,30,48
"E00167175",212,54,81,38,39
"E00167176",332,25,183,33,91
"E00167177",264,16,123,40,85
"E00167178",321,19,149,29,124
"E00167179",240,6,120,28,86
"E00167180",311,13,98,67,133
"E00167181",160,10,48,49,53
"E00167182",149,11,39,24,75
"E00167183",139,10,55,40,34
"E00167184",175,10,80,33,52
"E00167185",247,24,111,49,63
"E00167186",243,28,130,44,41
"E00167187",288,29,123,44,92
"E00167188",304,31,162,75,36
"E00167189",273,31,130,102,10
"E00167190",210,17,105,38,50
"E00167191",216,13,119,15,69
"E00167192",230,7,110,46,67
"E00167193",220,19,114,28,59
"E00167194",287,12,96,49,130
"E00167195",189,14,77,24,74
"E00167196",204,11,66,57,70
"E00167197",246,11,122,42,71
"E00167198",535,34,156,113,232
"E00167199",171,12,84,45,30
"E00167200",218,22,148,18,30
"E00167201",319,35,121,69,94
"E00167202",197,14,73,22,88
"E00167203",384,26,98,98,162
"E00167204",239,24,128,48,39
"E00167205",326,25,78,48,175
"E00167206",387,29,83,83,192
"E00167207",335,13,96,109,117
"E00167208",266,17,176,23,50
"E00167209",376,21,154,72,129
"E00167210",141,15,61,21,44
"E00167211",378,27,116,56,179
"E00167212",282,12,68,52,150
"E00167213",397,10,75,47,265
"E00167214",362,11,109,60,182
"E00167215",327,36,107,50,134
"E00167216",379,9,80,72,218
"E00167217",278,13,77,29,159
"E00167218",303,17,87,72,127
"E00167219",307,9,66,60,172
"E00167220",228,26,112,32,58
"E00167221",419,14,110,109,186
"E00167222",322,5,55,58,204
"E00167223",393,10,91,67,225
"E00167224",351,21,76,104,150
"E00167225",402,1,56,87,258
"E00167226",226,14,110,33,69
"E00167227",336,22,97,58,159
"E00167228",292,26,97,56,113
"E00167229",341,37,83,86,135
"E00167230",196,16,98,30,52
"E00167231",260,29,69,65,97
"E00167232",200,34,100,12,54
"E00167233",213,18,56,39,100
"E00167234",378,13,97,101,167
"E00167235",462,20,107,57,278
"E00167236",180,13,95,30,42
"E00167237",192,23,116,26,27
"E00167238",349,13,78,48,210
"E00167239",188,12,74,42,60
"E00167240",481,15,84,71,311
"E00167241",380,25,78,35,242
"E00167242",191,57,100,24,10
"E00167243",283,14,120,32,117
"E00167244",255,16,124,39,76
"E00167245",302,14,99,67,122
"E00167246",226,24,95,46,61
"E00167247",171,12,76,34,49
"E00167248",369,30,170,16,153
"E00167249",352,35,175,12,130
"E00167250",428,6,55,143,224
"E00167251",309,54,210,29,16
"E00167252",381,21,86,73,201
"E00167253",310,11,123,48,128
"E00167254",254,17,130,41,66
"E00167255",382,14,93,66,209
"E00167256",280,9,99,54,118
"E00167257",367,36,122,83,126
"E00167258",393,7,79,65,242
"E00167259",255,14,34,42,165
"E00167260",474,17,102,69,286
"E00167261",401,27,155,69,150
"E00167262",91,18,50,19,4
"E00167263",192,6,102,25,59
"E00167264",287,18,106,49,114
"E00167265",328,19,136,51,122
"E00167266",315,26,144,61,84
