"GeographyCode","CT00100001","CT00100002","CT00100003","CT00100004","CT00100005","CT00100006","CT00100007","CT00100008","CT00100009","CT00100010","CT00100011","CT00100012","CT00100013","CT00100014","CT00100015","CT00100016","CT00100017","CT00100018","CT00100019","CT00100020","CT00100021","CT00100022","CT00100023","CT00100024","CT00100025","CT00100026","CT00100027","CT00100028","CT00100029","CT00100030","CT00100031","CT00100032","CT00100033","CT00100034","CT00100035","CT00100036","CT00100037","CT00100038","CT00100039","CT00100040","CT00100041","CT00100042","CT00100043","CT00100044","CT00100045","CT00100046","CT00100047","CT00100048","CT00100049","CT00100050","CT00100051","CT00100052","CT00100053","CT00100054","CT00100055","CT00100056","CT00100057","CT00100058","CT00100059","CT00100060","CT00100061","CT00100062","CT00100063","CT00100064","CT00100065","CT00100066","CT00100067","CT00100068","CT00100069","CT00100070","CT00100071","CT00100072","CT00100073","CT00100074","CT00100075","CT00100076","CT00100077","CT00100078","CT00100079","CT00100080","CT00100081","CT00100082","CT00100083","CT00100084","CT00100085","CT00100086","CT00100087","CT00100088","CT00100089","CT00100090","CT00100091","CT00100092","CT00100093","CT00100094","CT00100095"
"E00021209",246,33,3,0,0,0,1,0,1,3,1,167,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021210",289,46,4,0,5,1,0,5,0,3,0,198,1,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"E00021211",372,90,6,0,4,2,3,1,0,3,3,157,1,5,24,5,1,4,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,10,0,2,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,17,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
"E00021212",270,31,1,0,1,0,2,0,3,10,7,152,2,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"E00021213",415,44,4,1,7,0,7,1,0,1,5,284,1,0,3,9,0,6,0,0,0,1,0,0,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"E00021214",511,114,6,0,4,10,1,9,1,20,17,191,44,6,8,4,0,9,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,3,2,0,1,0,0,9,0,0,1,0,0,0,0,2,1,0,10,0,5,0,0,0,0,6,0,0,2,1,0,2,0,0,0,4,1,2,0,0,0,0
"E00021215",454,173,11,0,13,5,2,15,3,26,7,28,49,0,10,4,0,9,1,0,0,0,0,0,7,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,7,3,5,4,0,1,0,9,0,0,1,0,0,3,0,0,1,0,0,0,0,4,1,0,25,0,3,0,0,0,0,0,1,0,2,0,1,2,3,0,0,8,0,0,0,0,0,0
"E00021216",326,67,6,0,0,5,7,8,1,10,6,92,4,0,22,6,2,15,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,7,1,0,0,0,0,0,6,0,0,1,0,0,5,0,0,1,1,2,0,0,0,4,0,9,0,4,0,0,0,0,6,3,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0
"E00021217",524,112,7,0,3,4,0,5,2,12,12,160,39,0,9,12,1,8,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,2,0,7,0,14,0,1,1,0,5,1,0,2,0,0,5,0,3,1,1,0,0,2,4,7,1,22,0,5,0,0,0,0,13,6,0,1,1,0,1,4,0,0,4,0,0,0,0,0,0
"E00021218",491,208,7,0,6,0,5,10,6,25,4,32,25,2,18,20,0,6,0,0,0,0,0,1,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,9,0,4,0,0,1,0,7,2,0,0,0,0,1,0,0,0,1,1,0,4,3,13,1,19,0,19,0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,1,0,0,0,0,0
"E00021219",250,155,2,0,1,1,2,2,0,3,1,31,16,1,4,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"E00021220",348,130,10,0,6,6,0,3,0,39,3,12,28,0,12,4,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,4,0,0,0,0,0,15,0,2,0,1,3,0,2,3,0,3,0,0,1,2,1,0,0,0,0,0,2,8,0,20,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00021223",388,162,16,0,7,5,0,3,0,14,7,38,17,0,8,6,3,4,0,0,0,0,0,0,6,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,2,0,0,4,0,4,1,0,3,0,0,2,0,0,0,2,0,0,0,1,9,0,20,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0
"E00021224",409,139,4,0,9,7,1,2,1,17,7,67,31,3,22,1,1,5,0,0,0,0,0,0,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,2,3,0,1,0,0,8,1,0,0,0,0,2,1,1,0,0,0,0,0,2,16,0,11,0,5,0,0,0,0,4,0,0,1,0,0,2,0,0,0,6,0,0,0,0,2,0
"E00021225",292,145,3,0,5,3,2,1,2,27,0,27,13,1,6,3,0,2,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,4,1,3,0,10,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0,0,0
"E00021227",269,151,2,0,6,1,0,7,1,8,3,26,9,1,7,1,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"E00021228",359,164,9,0,5,3,0,2,0,13,0,79,17,1,9,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,9,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,11,0,8,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0
"E00021229",309,81,3,0,3,7,1,2,0,4,3,149,5,1,13,6,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00021230",248,127,5,0,5,1,0,6,0,11,0,19,14,1,1,0,0,1,1,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,6,0,3,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,5,0,12,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0
"E00021231",210,142,4,0,0,5,4,0,0,5,0,10,6,0,6,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"E00021235",368,18,4,0,1,0,0,1,0,4,3,251,11,0,23,13,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,8,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"E00021236",324,60,6,0,5,2,1,1,0,14,4,113,18,0,24,10,0,4,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,2,5,0,0,1,2,0,10,0,7,4,0,0,0,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"E00021238",398,143,10,0,8,1,2,6,0,34,4,3,67,2,8,3,0,5,0,0,0,0,0,0,8,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,7,1,2,0,0,1,0,13,0,0,9,0,0,0,5,0,1,0,0,0,0,4,5,2,12,0,11,3,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0
"E00021239",286,68,7,0,1,0,4,8,0,57,11,1,52,0,2,3,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,9,0,0,0,0,0,6,1,4,0,1,1,0,3,2,0,2,0,0,1,0,0,0,0,0,0,0,5,2,0,19,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
"E00021240",304,145,15,0,6,1,2,4,2,29,0,11,10,0,5,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,7,0,0,5,0,4,1,0,1,0,0,3,0,0,0,0,0,0,0,4,3,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"E00021241",274,124,7,0,5,1,1,4,0,16,4,12,26,0,4,1,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,3,0,2,1,0,2,0,0,6,0,1,0,0,0,0,0,2,7,0,10,0,11,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,0,0,0,0,0
"E00021243",398,127,4,0,4,4,0,7,0,13,7,120,7,0,32,6,3,0,1,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,9,1,0,0,0,1,0,6,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0,7,0,2,0,0,2,0,0,6,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0
"E00021244",254,93,8,0,0,6,5,3,1,2,4,57,3,0,16,15,0,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0
"E00021245",246,113,2,0,5,16,1,2,0,6,0,38,12,0,13,3,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00021246",517,173,4,0,2,2,0,7,3,7,1,186,16,0,16,3,1,0,0,0,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,5,0,0,4,4,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,11,0,13,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,3,0,0,0,0,2,0
"E00021247",402,104,0,1,3,10,2,3,2,3,3,170,22,0,34,2,0,0,0,7,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,9,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
"E00021248",380,89,1,0,3,3,7,6,0,7,0,141,6,1,34,18,0,8,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,9,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0
"E00021249",329,168,0,0,1,8,7,2,0,1,2,85,9,0,20,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"E00021251",292,104,5,0,4,1,1,0,0,3,1,100,11,0,9,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,1,0,0,0,0,3,1,0,0,0,0,1,0,0,2,0,0,0,0,3,2,0,3,0,3,0,0,0,0,4,5,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
"E00021252",267,96,2,0,1,2,0,1,2,30,2,3,33,2,8,0,1,7,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,7,1,0,2,0,0,0,4,0,0,1,0,0,2,0,1,0,0,0,0,0,6,11,0,14,0,6,1,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0
"E00021253",304,100,3,0,11,11,3,8,0,8,1,96,5,0,8,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,6,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"E00021254",237,69,8,0,6,3,2,4,2,26,2,5,38,0,9,1,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,3,0,1,0,0,5,2,0,0,0,0,0,2,0,4,0,16,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0
"E00021255",221,82,2,0,10,0,1,5,1,36,0,3,26,0,3,3,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,7,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,1,0,1,1,8,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"E00021256",242,75,8,0,11,1,5,2,1,17,9,11,20,3,12,2,0,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,11,0,0,0,0,1,2,2,0,0,0,0,0,8,0,0,0,0,0,0,1,1,9,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0
"E00021257",242,107,3,0,0,3,2,13,0,13,0,20,10,0,3,4,0,1,0,0,0,0,0,0,1,8,0,0,0,2,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,7,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"E00021258",360,176,0,0,1,6,2,3,0,5,1,103,10,0,7,5,2,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
"E00021259",399,165,0,0,5,0,5,6,2,19,18,71,12,0,12,6,0,12,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,4,1,0,1,0,6,0,0,0,0,0,0,0,2,1,4,0,15,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,11,0,0,0,0,0,0
"E00021260",320,137,7,0,1,3,0,2,0,1,0,69,3,1,20,23,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,12,0,2,0,0,0,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"E00021261",278,139,7,0,1,2,5,3,0,9,0,38,1,0,27,4,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"E00021262",305,119,4,0,1,11,3,0,1,6,0,94,2,0,8,19,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
"E00021263",401,253,9,1,1,2,3,3,2,2,0,52,3,1,16,13,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,3,0,0,2,0,1,2,2,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0
"E00021266",281,172,6,0,5,8,2,1,0,3,0,14,6,0,16,10,0,1,0,0,0,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021267",329,143,9,0,2,0,2,3,3,4,0,74,0,1,21,22,3,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,5,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"E00021268",253,94,4,0,5,3,6,4,1,1,1,68,1,0,11,6,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,1,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,10,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"E00021271",392,208,8,0,0,12,0,6,0,5,0,54,1,0,30,24,0,9,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,2,4,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0
"E00021272",221,85,9,1,3,1,2,6,0,8,2,69,1,0,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"E00021273",286,157,4,0,1,4,0,2,2,4,5,63,2,0,1,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0
"E00021274",549,246,8,0,0,7,7,8,8,9,5,119,8,0,42,19,7,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,5,10,0,1,0,0,0,1,0,1,11,0,4,0,0,0,0
"E00021275",259,120,3,0,3,10,0,6,1,0,3,47,4,0,13,10,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,7,0,0,0,0,0,0,5,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"E00021277",249,133,3,0,1,7,1,3,2,1,4,40,1,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
"E00021278",199,70,5,0,6,5,6,5,0,0,0,56,10,0,5,7,1,3,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"E00021279",444,178,7,0,0,9,0,3,0,2,0,153,2,1,21,32,3,7,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
"E00021280",287,134,4,0,1,1,3,5,0,4,4,41,5,0,17,7,0,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,1,1,0,0,0,2,0,0,2,0,0,4,0,0,0,0,2,0,0,2,4,0,6,0,4,0,0,0,0,9,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
"E00021281",531,254,7,0,8,6,4,5,1,8,5,108,4,0,18,26,0,2,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,1,0,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,21,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"E00021282",407,174,11,1,5,14,2,1,7,11,4,75,15,0,17,15,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,6,0,0,0,0,0,0,10,0,0,2,0,1,0,2,0,0,2,0,3,0,0,0,0
"E00021285",123,62,2,0,1,0,0,3,2,1,1,13,7,0,6,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00021286",230,136,4,0,2,3,1,0,0,9,0,21,6,0,3,9,0,3,0,0,0,0,0,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021287",278,173,5,0,0,3,2,13,0,12,0,1,5,0,2,3,0,2,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,3,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"E00021288",239,155,2,0,3,3,1,8,2,16,2,0,0,0,3,0,0,4,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,10,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021289",330,87,3,0,0,8,4,4,0,0,2,141,1,0,31,15,0,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,3,0,2,0,0,0,0,3,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"E00021290",342,122,2,0,4,7,1,0,5,3,0,111,0,0,18,14,0,5,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,0,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
"E00021291",374,226,16,0,4,1,2,6,1,7,2,6,8,0,1,7,1,4,2,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,0,0,1,0,4,4,0,2,0,0,3,0,0,0,0,0,0,0,5,5,0,20,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,0
"E00021292",312,119,4,2,2,6,1,3,0,1,3,101,6,3,6,8,0,3,0,1,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
