"GeographyCode","KS301EW0001","KS301EW0002","KS301EW0003","KS301EW0004","KS301EW0005","KS301EW0006","KS301EW0007","KS301EW0008","KS301EW0009","KS301EW0010","KS301EW0011","KS301EW0012","KS301EW0013","KS301EW0014","KS301EW0015","KS301EW0016","KS301EW0017","KS301EW0018","KS301EW0019","KS301EW0020","KS301EW0021","KS301EW0022","KS301EW0023","KS301EW0024","KS301EW0025","KS301EW0026","KS301EW0027","KS301EW0028","KS301EW0029","KS301EW0030","KS301EW0031"
"E02000864",8297,796,727,6774,448,450,4859,3785,2747,1106,469,190,7559,390,135,213,9.59382909485356,8.76220320597806,81.6439676991684,5.39954200313366,5.42364710136194,58.5633361455948,45.618898397011,33.1083524165361,13.3301193202362,5.65264553453055,2.28998433168615,91.1052187537664,4.70049415451368,1.62709413040858,2.56719296131132
"E02000865",7051,611,585,5855,361,417,4257,3314,2328,875,399,135,6446,327,136,142,8.66543752659197,8.2966955041838,83.0378669692242,5.11984115728265,5.91405474400794,60.3744149765991,47.0004254715643,33.0165933910084,12.4095872925826,5.65877180541767,1.91462203942703,91.4196567862714,4.63764005105659,1.92880442490427,2.01389873776769
"E02000866",9662,655,644,8363,373,408,6384,4972,3115,1039,403,133,8934,438,125,165,6.77913475470917,6.66528669012627,86.5555785551646,3.86048437176568,4.22272821362037,66.0732767542952,51.4593251914717,32.2397019250673,10.7534671910578,4.17097909335541,1.37652659904782,92.4653280894225,4.5332229352101,1.29372800662389,1.70772096874353
"E02000867",9761,538,598,8625,333,408,6890,5132,3250,898,360,121,9132,355,113,161,5.51173035549636,6.12642147320971,88.3618481712939,3.41153570330909,4.17989960045077,70.5870300174163,52.5765802684151,33.2957688761397,9.19987706177646,3.68814670628009,1.23962708738859,93.5559881159717,3.63692244647065,1.15766827169347,1.64942116586415
"E02000868",6632,457,425,5750,257,295,4599,3488,2025,716,292,111,6203,220,82,127,6.89083232810615,6.40832328106152,86.7008443908323,3.8751507840772,4.4481302774427,69.3455971049457,52.5934861278649,30.5337756332931,10.7961399276236,4.40289505428227,1.67370325693607,93.5313630880579,3.31724969843185,1.23642943305187,1.91495778045838
"E02000869",5705,516,440,4749,297,298,3645,2734,1862,682,306,121,5212,293,79,121,9.04469763365469,7.7125328659071,83.2427695004382,5.20595968448729,5.22348816827344,63.8913234005259,47.9228746713409,32.638036809816,11.954425942156,5.36371603856266,2.12094653812445,91.3584574934268,5.13584574934268,1.38475021910605,2.12094653812445
"E02000870",6477,505,505,5467,277,336,4055,3145,2117,789,319,107,5934,292,97,154,7.79681951520766,7.79681951520766,84.4063609695847,4.27667129844064,5.18758684576193,62.6061448201328,48.5564304461942,32.6848849776131,12.1815655396017,4.92511965416088,1.65199938243014,91.6164891153312,4.50825999691215,1.49760691678246,2.37764397097422
"E02000871",8591,598,630,7363,351,459,5013,3973,2944,1091,420,163,7856,373,159,203,6.96077290187405,7.33325573274357,85.7059713653824,4.08567105109999,5.3428006052846,58.3517634734024,46.2460714701432,34.2684204399953,12.6993365149575,4.88883715516238,1.89733441974159,91.4445349784658,4.34175299732278,1.8507740658829,2.36293795832848
"E02000872",7501,513,531,6457,314,373,5064,3812,2442,782,355,110,7019,266,80,136,6.83908812158379,7.07905612584989,86.0818557525663,4.18610851886415,4.97267031062525,67.5109985335289,50.8198906812425,32.5556592454339,10.4252766297827,4.73270230635915,1.46647113718171,93.5741901079856,3.54619384082122,1.06652446340488,1.81309158778829
"E02000873",8713,486,559,7668,265,384,6003,4538,2902,804,352,117,8104,352,104,153,5.57787214507058,6.41570067714909,88.0064271777803,3.04143234247676,4.40720762079651,68.897050384483,52.0830942270171,33.3065534259153,9.22759095604269,4.03994031906347,1.34282107196144,93.010444163893,4.03994031906347,1.19361873063239,1.75599678641111
"E02000874",7129,588,523,6018,374,390,4340,3396,2403,821,369,140,6531,336,100,162,8.24800112217702,7.33623229064385,84.4157665871791,5.24617758451396,5.47061298919905,60.8781035208304,47.6364146444102,33.7073923411418,11.5163417029036,5.17604152054987,1.96380979099453,91.6117267498948,4.71314349838687,1.40272127928181,2.27240847243653
"E02000875",9440,680,664,8096,472,485,5619,4481,3187,1129,456,187,8627,468,130,215,7.20338983050847,7.03389830508475,85.7627118644068,5,5.13771186440678,59.5233050847458,47.4682203389831,33.760593220339,11.9597457627119,4.83050847457627,1.98093220338983,91.3877118644068,4.95762711864407,1.3771186440678,2.27754237288136
"E02000876",7037,543,481,6013,374,359,4782,3382,2363,779,375,138,6501,311,96,129,7.7163564018758,6.83529913315333,85.4483444649709,5.31476481455166,5.10160579792525,67.9550945004974,48.0602529486997,33.5796504192127,11.0700582634645,5.32897541566008,1.96106295296291,92.3831178058832,4.41949694472076,1.36421770640898,1.83316754298707
"E02000877",9803,716,661,8426,420,470,5895,4875,3171,1130,431,196,9042,431,161,169,7.30388656533714,6.74283382637968,85.9532796082832,4.28440273385698,4.79445067836377,60.1346526573498,49.7296745894114,32.3472406406202,11.5270835458533,4.39661328164848,1.99938794246659,92.2370702846067,4.39661328164848,1.64235438131184,1.72396205243293
"E02000878",10286,665,731,8890,414,538,7353,5379,3209,1030,472,196,9597,389,136,164,6.4650981917169,7.10674703480459,86.4281547734785,4.02488819755007,5.23041026638149,71.4855142912697,52.2943807116469,31.197744507097,10.0136107330352,4.5887614232938,1.90550262492709,93.3015749562512,3.78183939335018,1.32218549484737,1.59440015555123
"E02000879",7634,788,615,6231,376,394,4538,3540,2503,965,450,176,6915,376,139,204,10.3222425988997,8.05606497249149,81.6216924286089,4.92533403196227,5.16112129944983,59.4445899921404,46.3714959392193,32.7875294734084,12.6408173958606,5.89468168718889,2.30547550432277,90.581608593136,4.92533403196227,1.82080167670946,2.6722556981923
"E02000880",5776,446,439,4891,254,303,3639,2752,1952,670,290,112,5281,270,83,142,7.72160664819945,7.60041551246537,84.6779778393352,4.39750692520776,5.24584487534626,63.0020775623269,47.6454293628809,33.7950138504155,11.5997229916898,5.0207756232687,1.93905817174515,91.430055401662,4.67451523545706,1.43698060941828,2.4584487534626
"E02000881",6909,533,528,5848,346,374,3810,3200,2343,879,359,128,6286,336,118,169,7.71457519177884,7.64220581849761,84.6432189897236,5.00796063106093,5.41322912143581,55.1454624402953,46.3163988999855,33.9122883195831,12.7225358228398,5.19612100159213,1.85265595599942,90.9827760891591,4.86322188449848,1.70791720943697,2.44608481690549
"E02000882",8604,717,696,7191,418,472,4810,4135,2803,1012,487,167,7734,491,152,227,8.33333333333333,8.08926080892608,83.5774058577406,4.85820548582055,5.48582054858205,55.9042305904231,48.0590423059042,32.5778707577871,11.7619711761971,5.66015806601581,1.94095769409577,89.8884239888424,5.70664807066481,1.76662017666202,2.63830776383078
"E02000883",7950,745,706,6499,458,460,4246,3579,2637,1081,461,192,7237,340,151,222,9.37106918238994,8.88050314465409,81.748427672956,5.76100628930818,5.78616352201258,53.4088050314465,45.0188679245283,33.1698113207547,13.5974842767296,5.79874213836478,2.41509433962264,91.0314465408805,4.27672955974843,1.89937106918239,2.79245283018868
"E02000884",9086,495,521,8070,272,389,6733,4880,2878,844,362,122,8378,420,141,147,5.44794188861985,5.73409641206251,88.8179616993176,2.99361655293859,4.28131190843055,74.1030156284394,53.7090028615452,31.6751045564605,9.28901606867709,3.98415144177856,1.34272507153863,92.2077922077922,4.62249614791988,1.55183799251596,1.61787365177196
"E02000885",6895,664,601,5630,373,418,3889,3005,2363,944,422,161,6232,354,127,182,9.63016678752719,8.71646120377085,81.653372008702,5.40971718636693,6.06236403190718,56.4031907179115,43.5823060188542,34.2712110224801,13.6910804931109,6.12037708484409,2.33502538071066,90.384336475707,5.13415518491661,1.84191443074692,2.63959390862944
"E02000886",7326,450,451,6425,287,305,5008,3810,2427,665,308,116,6823,279,99,125,6.14250614250614,6.15615615615616,87.7013377013377,3.91755391755392,4.16325416325416,68.3592683592684,52.006552006552,33.1285831285831,9.07725907725908,4.2042042042042,1.58340158340158,93.1340431340431,3.80835380835381,1.35135135135135,1.70625170625171
"E02000887",8660,641,654,7365,360,463,5010,4061,2956,1083,423,137,7972,347,137,204,7.40184757505774,7.55196304849885,85.0461893764434,4.15704387990762,5.34642032332564,57.8521939953811,46.8937644341801,34.1339491916859,12.5057736720554,4.88452655889146,1.58198614318707,92.0554272517321,4.00692840646651,1.58198614318707,2.35565819861432
"E02000888",8215,418,463,7334,272,340,5477,4400,2603,802,308,102,7659,326,91,139,5.08825319537432,5.63603164942179,89.2757151552039,3.31101643335362,4.13877054169203,66.6707242848448,53.5605599513086,31.6859403530128,9.76262933657943,3.7492391965916,1.24163116250761,93.2318928788801,3.96835057821059,1.10772976262934,1.69202678027998
"E02000889",6616,377,406,5833,252,294,4597,3421,2210,633,261,91,6159,300,68,89,5.69830713422007,6.136638452237,88.1650544135429,3.80894800483676,4.44377267230955,69.4830713422007,51.7079806529625,33.403869407497,9.5677146311971,3.94498186215236,1.37545344619105,93.0925030229746,4.53446191051995,1.02781136638452,1.34522370012092
"E02000890",5795,252,256,5287,139,170,4508,3370,1821,408,142,54,5398,261,68,68,4.34857635893011,4.41760138050043,91.2338222605695,2.39861949956859,2.93356341673857,77.7911993097498,58.153580672994,31.4236410698878,7.04055220017256,2.45038826574633,0.93183779119931,93.1492666091458,4.50388265746333,1.17342536669543,1.17342536669543
"E02000891",12678,490,551,11637,315,410,9388,7196,4096,964,316,106,11927,465,118,168,3.86496292790661,4.34611137403376,91.7889256980596,2.48461902508282,3.23394857233002,74.0495346269128,56.7597412841142,32.3079350055214,7.6037229846979,2.49250670452753,0.836094021138981,94.0763527370248,3.66777094178893,0.930746174475469,1.32513014671084
"E02000893",6783,510,453,5820,304,306,4360,3372,2240,770,302,99,6239,315,103,126,7.5187969924812,6.67846085802742,85.8027421494914,4.48179271708683,4.51127819548872,64.2783429161138,49.7125165855816,33.0237358101135,11.3519091847265,4.45230723868495,1.45953118089341,91.9799498746867,4.64396284829721,1.51850213769718,1.85758513931889
"E02000894",10137,363,419,9355,233,305,7740,5789,3305,731,234,78,9576,370,66,125,3.58094110683634,4.13337279273947,92.2856861004242,2.29851040741837,3.00877971786525,76.3539508730394,57.1076255302358,32.6033343198185,7.21120647134261,2.30837525895235,0.769458419650784,94.4658182894348,3.64999506757423,0.651080201242971,1.23310644174805
"E02006853",7064,325,361,6378,189,264,5039,3950,2222,611,204,77,6648,253,71,92,4.60079275198188,5.11041902604757,90.2887882219705,2.67553793884485,3.73725934314836,71.3335220838052,55.9173272933182,31.4552661381653,8.64949037372594,2.88788221970555,1.09003397508494,94.1109852774632,3.58154020385051,1.00509626274066,1.30237825594564
"E02006854",5883,177,221,5485,115,174,4629,3602,1785,329,121,46,5579,187,45,72,3.0086690464049,3.7565867754547,93.2347441781404,1.9547849736529,2.95767465578786,78.6843447220806,61.2272650008499,30.3416624171341,5.59238483766786,2.05677375488696,0.781913989461159,94.8325684174741,3.17865034846167,0.764915859255482,1.22386537480877
