"GeographyCode","KS611EW0001","KS611EW0002","KS611EW0003","KS611EW0004","KS611EW0005","KS611EW0006","KS611EW0007","KS611EW0008","KS611EW0009","KS611EW0010","KS611EW0011","KS611EW0012","KS611EW0013","KS611EW0014","KS611EW0015","KS611EW0016","KS611EW0017","KS611EW0018","KS611EW0019","KS611EW0020","KS611EW0021","KS611EW0022","KS611EW0023","KS611EW0024","KS611EW0025","KS611EW0026","KS611EW0027","KS611EW0028","KS611EW0029","KS611EW0030","KS611EW0031"
"E01004197",1853,191,31,160,490,186,120,93,172,126,234,186,48,241,241,0,10.307609282245,1.67296276308689,8.63464651915812,26.4436049649217,10.0377765785213,6.47598488936859,5.01888828926066,9.28224500809498,6.79978413383702,12.6281705342688,10.0377765785213,2.59039395574744,13.0059363194819,13.0059363194819,0
"E01004198",1159,81,11,70,229,119,73,72,139,108,208,166,42,130,130,0,6.98878343399482,0.94909404659189,6.03968938740293,19.7584124245039,10.267471958585,6.29853321829163,6.21225194132873,11.993097497843,9.3183779119931,17.946505608283,14.3226919758412,3.62381363244176,11.2165660051769,11.2165660051769,0
"E01004199",1107,53,10,43,185,104,73,71,126,112,235,200,35,148,148,0,4.7877145438121,0.903342366757001,3.8843721770551,16.7118337850045,9.39476061427281,6.59439927732611,6.41373080397471,11.3821138211382,10.1174345076784,21.2285456187895,18.06684733514,3.1616982836495,13.3694670280036,13.3694670280036,0
"E01004200",1380,186,27,159,345,110,76,42,95,58,91,74,17,377,377,0,13.4782608695652,1.95652173913044,11.5217391304348,25,7.97101449275362,5.50724637681159,3.04347826086957,6.88405797101449,4.20289855072464,6.59420289855072,5.36231884057971,1.23188405797101,27.3188405797101,27.3188405797101,0
"E01004201",1184,142,14,128,295,131,79,48,130,72,148,117,31,139,139,0,11.9932432432432,1.18243243243243,10.8108108108108,24.9155405405405,11.0641891891892,6.6722972972973,4.05405405405405,10.9797297297297,6.08108108108108,12.5,9.88175675675676,2.61824324324324,11.7398648648649,11.7398648648649,0
"E01004202",1406,217,28,189,395,124,107,45,101,81,179,144,35,157,157,0,15.4338549075391,1.99146514935989,13.4423897581792,28.0938833570412,8.81934566145092,7.61024182076814,3.20056899004267,7.18349928876245,5.76102418207681,12.7311522048364,10.2418207681366,2.48933143669986,11.1664295874822,11.1664295874822,0
"E01004203",1424,177,17,160,366,157,79,83,136,110,137,111,26,179,179,0,12.4297752808989,1.1938202247191,11.2359550561798,25.7022471910112,11.0252808988764,5.54775280898876,5.82865168539326,9.55056179775281,7.7247191011236,9.62078651685393,7.79494382022472,1.82584269662921,12.5702247191011,12.5702247191011,0
"E01004204",1145,81,11,70,193,102,77,65,125,111,227,189,38,164,164,0,7.07423580786026,0.960698689956332,6.11353711790393,16.8558951965066,8.90829694323144,6.72489082969432,5.67685589519651,10.9170305676856,9.6943231441048,19.825327510917,16.5065502183406,3.31877729257642,14.3231441048035,14.3231441048035,0
"E01004205",1541,69,11,58,217,131,85,78,195,120,368,311,57,278,278,0,4.47761194029851,0.713822193380921,3.76378974691759,14.0817650876055,8.50097339390006,5.51589876703439,5.06164828033744,12.6541207008436,7.78715120051914,23.8805970149254,20.1817001946788,3.69889682024659,18.040233614536,18.040233614536,0
"E01004206",1131,52,5,47,150,110,60,71,123,109,236,206,30,220,220,0,4.59770114942529,0.442086648983201,4.15561450044209,13.262599469496,9.72590627763041,5.30503978779841,6.27763041556145,10.8753315649867,9.63748894783378,20.8664898320071,18.2139699381079,2.6525198938992,19.4518125552608,19.4518125552608,0
"E01004207",1100,72,12,60,177,93,66,66,111,83,146,123,23,286,286,0,6.54545454545455,1.09090909090909,5.45454545454545,16.0909090909091,8.45454545454546,6,6,10.0909090909091,7.54545454545455,13.2727272727273,11.1818181818182,2.09090909090909,26,26,0
"E01004208",1721,270,33,237,421,140,100,72,95,67,157,123,34,399,399,0,15.6885531667635,1.91748983149332,13.7710633352702,24.4625217896572,8.13480534572923,5.81057524694945,4.1836141778036,5.52004648460198,3.89308541545613,9.12260313771063,7.14700755374782,1.97559558396281,23.1841952353283,23.1841952353283,0
"E01004209",951,44,5,39,154,93,44,72,115,76,224,189,35,129,129,0,4.6267087276551,0.525762355415352,4.10094637223975,16.1934805467928,9.77917981072555,4.6267087276551,7.57097791798107,12.0925341745531,7.99158780231335,23.5541535226078,19.8738170347003,3.68033648790747,13.5646687697161,13.5646687697161,0
"E01004211",1307,200,23,177,399,127,92,42,94,55,133,107,26,165,165,0,15.3022188217291,1.75975516449885,13.5424636572303,30.5279265493497,9.71690895179801,7.03902065799541,3.21346595256312,7.1920428462127,4.20811017597552,10.1759755164499,8.1866870696251,1.98928844682479,12.6243305279265,12.6243305279265,0
"E01004212",1451,136,15,121,248,107,88,62,110,76,164,141,23,460,460,0,9.37284631288767,1.03376981392143,8.33907649896623,17.091660923501,7.37422467263956,6.06478290833908,4.27291523087526,7.58097863542385,5.23776705720193,11.302549965541,9.71743625086147,1.58511371467953,31.7022742935906,31.7022742935906,0
"E01004214",1163,61,6,55,162,121,90,76,150,136,218,164,54,149,149,0,5.24505588993981,0.515907136715391,4.72914875322442,13.9294926913156,10.4041272570937,7.73860705073087,6.53482373172829,12.8976784178848,11.6938950988822,18.7446259673259,14.1014617368874,4.64316423043852,12.8116938950989,12.8116938950989,0
