"GeographyCode","CT00100001","CT00100002","CT00100003","CT00100004","CT00100005","CT00100006","CT00100007","CT00100008","CT00100009","CT00100010","CT00100011","CT00100012","CT00100013","CT00100014","CT00100015","CT00100016","CT00100017","CT00100018","CT00100019","CT00100020","CT00100021","CT00100022","CT00100023","CT00100024","CT00100025","CT00100026","CT00100027","CT00100028","CT00100029","CT00100030","CT00100031","CT00100032","CT00100033","CT00100034","CT00100035","CT00100036","CT00100037","CT00100038","CT00100039","CT00100040","CT00100041","CT00100042","CT00100043","CT00100044","CT00100045","CT00100046","CT00100047","CT00100048","CT00100049","CT00100050","CT00100051","CT00100052","CT00100053","CT00100054","CT00100055","CT00100056","CT00100057","CT00100058","CT00100059","CT00100060","CT00100061","CT00100062","CT00100063","CT00100064","CT00100065","CT00100066","CT00100067","CT00100068","CT00100069","CT00100070","CT00100071","CT00100072","CT00100073","CT00100074","CT00100075","CT00100076","CT00100077","CT00100078","CT00100079","CT00100080","CT00100081","CT00100082","CT00100083","CT00100084","CT00100085","CT00100086","CT00100087","CT00100088","CT00100089","CT00100090","CT00100091","CT00100092","CT00100093","CT00100094","CT00100095"
"E01004262",1742,583,24,1,27,3,10,18,2,60,34,496,110,5,53,20,2,19,6,1,0,0,1,0,3,14,0,0,2,0,0,1,2,0,3,0,0,1,0,1,0,26,0,0,1,0,0,14,6,6,0,2,3,0,18,3,1,6,1,0,5,3,0,4,0,6,0,4,8,16,1,29,0,11,0,0,0,0,7,10,1,8,6,0,9,9,0,0,12,3,1,0,0,0,0
"E01004263",1419,591,26,0,4,20,9,7,8,11,8,470,18,2,58,20,9,25,2,1,0,0,0,0,9,0,0,0,0,5,0,0,0,0,3,0,0,0,1,0,1,3,0,0,4,2,0,13,6,1,1,0,0,0,14,0,0,2,0,2,7,0,0,1,3,0,0,6,3,1,0,26,0,7,0,0,0,0,3,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0
"E01004264",1537,178,3,0,21,10,7,18,3,22,31,945,31,0,61,21,0,5,3,0,0,0,0,0,4,6,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,5,0,0,0,0,0,9,2,0,0,0,1,0,12,1,0,0,0,0,8,4,0,0,0,0,0,2,3,10,0,24,0,8,2,0,0,0,19,14,0,2,0,0,2,17,1,0,14,0,0,2,0,0,0
"E01004266",1545,809,32,2,18,20,7,19,9,7,5,345,20,1,37,25,1,11,1,0,0,1,0,0,12,4,0,0,2,5,0,0,0,2,0,0,0,2,0,2,0,3,2,1,2,4,0,23,0,2,1,0,0,0,19,2,0,0,0,1,1,0,1,0,0,0,0,1,3,5,1,35,0,13,0,0,0,0,3,6,0,1,0,0,0,9,3,0,4,0,0,0,0,0,0
"E01004267",1767,669,33,20,5,33,5,13,7,42,7,474,39,1,103,65,3,25,1,0,4,1,0,0,16,5,0,0,0,15,0,0,2,5,0,0,0,0,0,4,8,2,0,0,2,0,0,10,0,7,0,0,5,0,13,4,0,3,0,3,5,0,0,0,1,2,0,1,4,8,0,36,0,11,1,0,0,0,15,3,0,2,0,3,0,5,0,0,14,0,2,0,0,0,0
"E01004268",1784,395,24,2,15,30,6,11,4,25,23,776,40,3,100,90,1,25,4,1,0,1,0,0,9,5,1,0,0,9,0,0,0,3,0,2,0,0,0,0,1,6,0,0,4,0,0,17,2,13,0,1,2,0,12,0,0,3,0,4,3,0,2,10,1,0,0,0,2,15,0,28,0,4,0,0,0,0,13,3,0,8,0,1,0,7,0,0,14,3,0,0,0,0,0
"E01004269",1975,548,18,0,13,25,6,23,4,48,22,697,58,7,107,68,2,23,0,1,1,6,0,0,12,19,0,0,0,9,0,0,0,7,0,3,0,0,0,1,1,15,0,0,0,0,0,12,6,7,0,1,4,0,37,6,0,6,0,0,8,2,0,0,2,1,2,1,8,14,1,46,0,22,0,0,0,0,11,1,0,12,0,1,0,6,0,0,14,0,0,0,0,0,0
"E01004270",2236,845,31,2,39,19,4,19,3,73,14,570,49,2,106,38,3,21,3,1,0,0,0,0,11,12,0,0,3,12,0,1,0,9,0,0,0,3,0,0,0,15,1,0,1,2,0,31,4,4,2,0,4,0,30,20,0,2,0,0,11,4,3,2,1,3,0,2,9,15,1,91,1,46,0,0,0,0,6,5,0,3,2,0,3,5,1,0,9,0,0,1,2,1,0
"E01004271",1589,299,15,0,8,16,3,15,5,28,10,794,33,4,111,64,1,10,0,0,5,0,1,0,2,4,3,0,1,3,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,11,15,3,2,0,0,0,6,1,0,2,0,0,5,1,0,1,0,0,0,1,1,7,2,23,0,26,0,0,0,0,17,1,0,7,0,0,3,3,0,0,10,0,0,0,0,0,0
"E01004272",2099,267,16,1,11,47,7,10,3,23,32,1319,15,2,102,55,10,4,0,1,0,0,0,0,3,5,0,0,0,9,0,0,1,1,6,0,0,0,0,0,0,5,0,0,1,1,3,17,0,0,3,1,4,0,17,0,0,0,0,4,4,0,0,0,0,3,0,5,2,2,0,21,1,9,0,2,0,0,18,19,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0
"E01004273",1904,211,12,4,14,22,6,24,6,21,23,1151,20,1,128,65,5,22,1,0,1,0,0,0,6,15,1,0,1,16,0,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,12,2,0,0,0,0,0,10,2,1,1,4,0,9,2,1,0,2,0,0,4,3,3,0,20,0,6,0,0,0,0,10,5,0,0,1,0,0,11,0,0,9,1,1,0,0,0,0
"E01004274",1973,469,12,0,16,32,2,34,4,74,23,734,122,2,91,47,2,16,7,0,0,0,0,0,11,9,1,0,0,7,0,0,0,1,2,0,0,1,0,1,3,15,1,0,0,1,0,38,8,7,2,0,3,0,17,2,0,1,0,2,14,5,0,0,0,0,0,0,5,29,2,38,0,21,0,0,0,0,1,2,0,1,0,0,0,4,4,0,23,0,0,2,0,2,0
"E01004275",1879,925,30,1,23,24,15,31,4,72,17,180,92,7,48,24,0,5,0,0,0,0,0,0,23,18,1,0,0,7,0,0,0,4,0,1,0,0,0,0,0,21,1,0,0,0,0,48,10,11,1,0,3,1,9,5,0,6,0,1,15,1,3,0,3,0,0,0,8,24,1,71,0,32,0,0,0,0,6,0,0,2,1,1,10,20,2,0,7,0,1,2,0,0,0
"E01004276",2024,882,41,1,29,10,12,24,3,183,24,38,142,3,41,20,1,21,1,0,0,3,0,4,35,17,0,0,1,0,0,0,0,5,0,0,0,0,0,2,1,30,0,3,0,0,0,72,5,8,0,1,5,1,35,8,0,5,0,0,13,0,0,0,10,0,0,0,25,48,0,121,0,34,0,0,0,0,0,0,0,9,2,0,12,21,0,0,7,0,2,0,0,3,0
"E01004277",1630,533,28,0,23,10,13,24,9,116,30,17,259,4,30,5,1,20,1,0,0,0,0,0,41,7,1,0,0,0,0,1,2,6,2,4,0,0,1,2,1,47,1,0,2,2,0,31,10,19,0,0,5,1,32,11,0,8,0,3,7,3,0,0,1,1,0,3,52,11,1,134,0,17,1,0,3,0,0,0,0,5,0,0,2,19,0,0,5,1,1,0,0,0,0
"E01004280",1879,560,26,0,26,18,3,35,10,87,2,487,83,0,75,58,17,26,4,0,2,0,0,0,13,13,1,0,3,2,0,0,0,6,4,3,1,1,0,1,0,21,0,0,0,0,0,31,0,32,0,1,0,0,12,2,0,8,3,2,19,0,1,3,1,1,1,7,6,24,0,50,0,15,0,0,1,0,8,7,0,7,0,1,0,23,6,0,18,1,0,0,0,0,0
"E01004281",1770,535,38,0,51,7,9,26,3,157,10,111,252,8,51,12,0,20,2,2,0,1,0,2,38,18,0,0,0,0,0,0,0,6,0,0,0,0,0,6,2,13,5,0,0,0,0,79,2,12,1,0,1,2,34,7,0,4,0,0,21,3,0,0,3,0,0,5,12,29,0,85,0,48,1,1,0,1,1,0,1,1,1,0,4,7,0,0,12,2,5,0,0,0,0
"E01004283",2317,643,38,0,28,11,9,25,3,30,19,1062,39,8,56,46,3,34,1,0,0,0,0,0,12,9,1,0,0,5,0,0,0,6,0,0,0,0,1,0,1,7,0,0,2,0,0,17,6,2,1,0,2,0,22,6,0,1,3,0,7,0,0,2,3,1,0,0,6,13,0,53,0,22,0,0,0,0,22,0,0,6,0,0,1,11,0,0,5,6,0,0,0,0,0
"E01004284",2302,545,24,0,16,31,10,28,7,62,32,1009,36,1,121,51,7,18,2,0,0,0,0,1,16,5,2,0,2,4,0,0,1,3,2,0,0,0,0,1,0,6,0,0,2,0,0,31,43,1,3,3,1,0,15,3,0,0,0,0,8,0,0,3,3,0,0,2,10,10,0,47,0,36,0,0,0,0,11,12,0,5,0,0,1,4,1,0,3,1,0,0,0,0,0
"E01004285",2318,336,10,1,10,19,25,18,2,39,15,1496,10,4,86,36,4,27,0,1,0,0,0,0,6,9,1,0,2,11,0,0,0,0,9,0,0,0,0,1,1,4,0,0,0,2,0,24,0,0,4,0,0,1,8,2,0,3,0,0,6,9,0,0,5,0,0,1,2,4,0,20,0,13,0,0,0,0,22,2,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0
"E01004286",2364,664,23,1,16,31,7,27,4,40,14,1149,40,0,63,43,3,13,0,0,0,0,0,0,12,6,3,0,0,13,1,0,0,1,0,1,0,0,0,3,0,6,0,0,2,0,0,24,7,1,0,0,2,2,12,0,4,0,2,0,12,4,0,0,2,0,0,2,6,9,2,28,0,14,0,0,1,0,22,6,0,0,0,0,1,6,0,0,6,0,2,0,0,1,0
"E01004287",2171,514,29,1,28,26,13,19,6,41,29,992,24,1,62,40,4,35,2,7,0,0,0,0,11,10,0,0,0,18,0,0,0,7,1,0,1,0,0,0,0,8,0,0,3,0,0,25,7,2,1,0,2,0,15,1,0,2,1,6,13,4,0,19,2,0,0,7,2,10,0,40,0,14,1,0,0,0,23,2,0,8,0,1,0,17,4,0,7,0,2,0,0,0,1
"E01004288",1620,396,10,0,6,28,3,21,1,10,4,890,20,0,30,51,4,6,0,0,0,4,0,0,2,2,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,12,7,0,2,0,1,0,4,1,0,2,1,0,4,0,0,6,2,0,0,0,0,3,1,25,0,6,0,0,2,0,26,2,0,0,0,0,0,6,0,0,1,0,1,0,0,1,0
"E01004289",1844,554,22,1,15,20,11,16,6,32,28,758,22,3,74,45,0,48,0,0,0,0,0,1,5,6,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,2,0,0,3,3,0,21,3,0,1,0,1,0,21,4,0,4,0,1,9,1,0,4,4,0,0,1,4,7,0,41,0,15,0,0,0,0,5,2,0,1,0,0,3,6,0,0,3,0,0,0,0,0,0
"E01004290",1302,569,16,0,19,8,10,26,5,25,18,269,31,7,29,22,1,21,3,1,0,0,0,0,16,5,0,0,0,2,0,0,0,2,0,0,0,0,1,0,4,3,0,0,3,0,0,31,0,5,1,1,3,0,15,4,0,3,0,2,14,0,0,3,2,0,1,0,5,13,1,43,0,13,0,0,1,1,3,5,0,4,0,1,4,2,0,0,0,0,3,2,0,0,0
"E01004291",1844,968,50,0,35,4,5,28,1,29,13,200,35,0,23,14,1,12,4,0,0,0,0,0,44,4,1,0,1,0,0,0,0,4,0,2,0,0,0,4,0,18,0,0,0,0,0,50,4,12,1,0,9,1,24,8,0,4,0,2,23,3,1,0,2,0,0,4,24,19,2,116,0,18,0,0,1,0,0,0,0,4,0,0,1,6,0,0,3,0,0,2,0,0,0
"E01004292",1738,811,41,0,37,5,9,42,6,73,9,140,71,1,27,6,0,15,3,0,0,0,0,0,46,2,0,0,0,2,0,0,1,2,0,0,0,0,0,9,0,24,1,0,0,1,0,45,4,13,0,0,3,0,44,10,0,10,0,0,15,3,0,0,1,0,0,1,18,35,1,112,0,19,0,0,2,1,2,0,0,2,0,1,3,0,1,0,5,1,2,0,0,0,0
"E01004293",2125,1061,45,14,43,11,7,25,5,56,3,181,80,1,27,21,0,17,2,0,1,0,0,0,36,5,2,0,1,0,0,0,0,2,0,0,0,0,0,4,0,31,2,0,0,0,0,49,8,15,1,0,4,0,46,14,1,4,0,0,10,1,0,0,1,0,0,3,28,18,4,182,0,19,1,0,6,0,3,0,0,7,0,1,0,8,1,0,3,1,0,2,0,0,1
"E01004294",1757,678,50,0,28,20,12,30,6,53,7,338,63,1,47,22,2,26,0,4,0,0,2,0,32,6,0,0,1,3,0,2,0,3,1,5,2,1,0,0,1,8,1,0,0,0,0,36,5,11,4,1,1,0,30,11,0,4,0,4,7,0,0,0,2,0,0,5,9,27,3,98,0,25,0,0,3,0,0,0,0,1,1,1,0,1,1,0,9,0,0,1,0,1,0
"E01004295",1516,205,15,1,12,6,7,9,5,26,21,938,12,4,73,17,1,21,1,0,1,1,0,0,7,2,0,0,4,6,0,0,0,0,2,0,0,0,0,2,1,3,0,0,0,0,0,14,7,4,0,0,2,0,9,0,0,1,0,0,1,0,0,1,2,0,0,1,1,10,0,25,1,10,0,0,0,0,3,6,0,1,0,0,2,7,3,0,0,1,1,0,0,0,0
"E01004296",1605,487,39,0,17,18,9,30,2,41,11,624,21,3,39,25,5,18,0,1,0,0,0,0,13,12,1,0,0,1,0,1,0,1,0,1,0,0,0,2,0,19,0,0,0,0,0,17,2,5,2,0,1,0,11,4,3,2,0,0,4,0,0,5,4,0,0,0,8,17,0,44,0,14,0,0,2,0,2,0,0,3,0,1,0,11,1,0,0,0,0,1,0,0,0
"E01004297",1826,967,48,2,22,16,4,31,4,48,7,158,38,1,23,33,0,8,0,10,0,0,0,0,33,6,0,0,0,1,0,0,0,3,0,0,0,0,2,2,0,38,1,0,1,1,0,48,2,18,0,0,3,0,25,3,0,3,0,0,1,5,2,0,0,0,0,1,33,18,3,104,0,26,0,0,0,0,4,0,0,5,0,0,3,5,0,0,3,1,1,0,0,0,1
"E01004298",1637,326,25,1,22,9,11,21,3,24,9,831,23,2,72,36,3,14,0,3,0,0,0,0,5,0,0,0,1,10,0,0,0,4,3,0,0,0,0,0,1,6,0,0,0,0,0,13,8,1,0,1,0,0,11,6,0,2,0,2,3,0,0,0,10,1,0,3,4,4,1,48,1,13,0,0,1,0,22,0,0,3,0,0,0,6,3,0,4,0,0,1,0,0,0
"E01004300",1349,324,21,0,3,10,11,13,4,20,11,649,13,1,72,9,3,11,0,0,0,0,0,0,8,7,0,0,0,5,0,0,1,3,0,1,0,0,0,0,0,3,0,0,2,0,0,12,7,2,2,0,2,0,8,0,0,2,3,6,5,2,1,0,0,2,0,0,1,1,0,32,0,7,0,0,2,0,20,10,0,3,0,0,4,5,3,0,1,1,0,0,0,0,0
"E01004301",1324,202,18,0,13,3,1,19,0,12,19,821,2,5,45,9,7,11,0,0,0,0,0,0,6,8,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,1,0,24,2,0,0,0,1,0,15,0,0,0,0,0,1,2,0,0,0,0,0,0,6,2,0,24,0,6,0,0,0,0,5,7,0,0,0,0,5,11,1,0,0,1,0,0,0,0,0
"E01004302",1987,166,12,0,13,16,8,14,3,37,18,1274,27,2,97,19,0,29,0,0,0,2,0,3,12,13,0,0,1,9,0,0,0,4,0,4,0,0,0,0,1,8,0,0,0,0,0,25,10,11,0,0,2,0,19,1,1,0,0,0,8,1,0,1,0,0,0,3,5,9,2,35,0,12,0,0,0,0,15,9,0,3,0,0,2,12,0,1,7,0,1,0,0,0,0
"E01004303",2362,751,44,1,36,34,11,18,5,46,19,760,55,3,137,70,12,11,0,2,1,3,0,0,20,12,11,0,0,19,0,0,0,11,1,0,0,0,0,2,1,7,0,0,0,0,0,33,5,13,1,1,3,0,20,11,0,4,0,0,5,3,0,1,4,0,0,3,4,29,1,59,1,18,0,0,1,0,20,7,0,1,1,0,1,7,0,0,1,0,0,0,0,1,0
"E01004304",1957,298,22,0,23,8,6,13,9,38,41,1098,34,6,57,44,4,42,3,0,3,1,1,1,8,12,1,0,0,6,0,0,0,4,0,3,0,0,0,0,0,10,0,0,0,2,0,22,2,0,0,0,2,0,8,3,0,0,2,2,5,2,0,1,1,0,0,0,3,5,6,42,0,16,0,0,0,0,19,1,0,2,0,0,0,9,1,0,5,0,0,0,0,0,0
"E01004305",1952,460,29,2,22,6,7,23,7,34,18,921,30,1,65,50,2,41,2,0,0,0,0,0,7,10,0,0,1,9,0,0,0,6,0,3,0,0,0,0,0,5,0,0,0,0,0,26,2,7,1,0,0,0,19,1,0,0,0,0,8,0,0,0,0,1,0,2,5,11,3,47,0,18,0,0,2,0,6,5,0,1,0,0,0,14,2,0,8,0,2,0,0,0,0
"E01004306",1799,517,41,3,21,5,10,21,6,24,37,706,24,3,43,19,2,24,0,0,0,4,0,0,29,3,0,0,0,1,0,0,2,3,0,1,0,3,0,1,0,0,0,0,0,0,0,13,3,1,2,0,4,0,31,6,0,3,0,4,17,3,1,1,0,0,0,0,14,3,0,113,0,5,0,0,0,0,9,2,0,1,0,0,0,7,0,0,0,0,3,0,0,0,0
"E01004307",2186,733,54,1,64,13,9,32,7,75,19,227,105,9,45,18,3,26,2,1,0,0,0,1,40,8,0,0,1,2,0,1,1,8,0,0,0,0,1,1,0,24,1,0,6,2,0,75,5,31,4,4,3,1,78,21,0,13,0,1,33,0,2,1,0,0,0,0,74,28,1,200,0,23,1,0,3,0,1,1,0,4,1,0,9,18,1,1,5,0,2,1,0,0,0
"E01004308",1478,347,19,6,16,2,12,14,3,36,18,713,13,10,30,2,0,2,0,0,0,0,0,0,28,1,0,0,0,2,0,0,0,13,0,1,0,0,0,0,0,4,0,0,2,0,0,20,4,5,1,0,3,0,28,5,0,4,0,0,3,0,0,6,2,0,0,0,5,6,1,65,0,7,0,0,0,0,5,6,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0
"E01004309",2852,643,28,3,36,19,12,32,3,55,46,1300,34,0,134,36,3,39,1,1,0,0,0,1,33,4,0,0,0,5,0,0,0,4,2,0,0,0,0,0,0,19,0,0,5,0,0,47,5,12,6,1,3,2,19,9,1,7,2,2,20,2,0,6,5,0,0,7,17,7,1,123,0,9,0,0,1,0,22,6,0,3,1,1,0,5,1,1,0,0,0,0,0,0,0
"E01004310",1971,439,21,1,29,12,8,13,3,30,42,911,28,4,43,24,5,10,1,0,1,1,0,1,28,10,0,0,1,5,0,0,0,7,0,1,0,0,0,2,0,13,0,0,0,0,0,27,6,9,1,0,1,3,37,7,0,4,0,3,6,1,0,5,0,2,0,1,7,15,1,88,0,31,0,0,0,0,6,2,0,4,0,0,2,3,1,0,2,0,1,0,0,0,1
"E01004311",1518,569,47,0,19,20,11,8,3,19,4,457,29,0,65,27,0,8,0,0,4,0,0,1,17,7,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,8,1,0,0,0,0,31,2,1,0,2,4,1,19,6,0,11,0,3,6,0,0,0,1,0,0,0,10,1,0,46,0,2,0,0,0,0,23,0,0,1,2,0,0,6,1,0,6,1,1,0,0,0,0
"E01004312",1614,439,35,0,15,14,10,20,4,8,4,711,20,2,70,45,0,21,1,0,0,0,0,0,17,4,1,0,2,8,0,0,0,5,7,0,0,0,0,0,0,1,1,0,2,0,0,12,2,4,2,0,0,0,8,6,0,0,0,1,6,0,0,0,0,0,2,1,5,18,1,30,0,13,0,0,0,0,20,1,0,1,0,0,1,4,1,0,6,0,2,0,0,0,0
"E01004313",2043,649,32,0,36,13,10,32,7,11,8,705,39,2,84,40,0,30,2,0,0,1,0,1,35,9,0,0,0,9,0,0,0,0,1,0,0,0,0,5,0,17,0,0,4,0,0,25,2,9,0,0,3,1,17,17,0,2,0,2,14,0,0,0,3,1,0,2,10,9,0,85,0,13,0,0,0,0,24,0,0,0,0,0,0,10,0,0,10,1,1,0,0,0,0
"E01004314",1100,639,34,0,16,17,6,30,3,6,0,122,8,1,14,11,0,2,0,0,0,1,0,1,14,0,0,0,0,1,0,0,0,6,0,0,0,0,0,4,1,2,0,0,0,1,0,25,0,5,2,0,3,0,17,7,0,0,0,0,6,0,0,0,1,0,0,0,9,3,3,61,0,3,1,0,1,0,1,0,0,2,0,0,0,6,0,0,0,1,2,0,0,1,0
"E01004315",1628,614,40,0,35,21,13,26,2,18,14,401,20,4,54,37,0,10,2,0,0,0,0,1,24,1,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,4,3,0,0,1,0,34,4,3,3,1,8,2,30,1,0,2,0,0,13,0,0,4,2,0,0,5,24,4,0,79,1,14,0,0,0,0,10,0,0,0,0,0,7,13,2,0,7,0,2,0,0,1,0
"E01004316",1138,349,19,4,14,13,4,6,2,22,9,420,8,0,33,19,1,14,3,2,0,0,0,0,21,4,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,4,5,0,0,0,0,22,6,0,5,3,1,7,0,0,2,0,0,0,1,12,1,0,38,0,3,0,0,0,0,3,0,0,2,0,0,0,2,4,0,11,1,1,3,0,0,0
"E01004317",2706,1053,60,1,62,20,8,45,10,61,23,643,50,5,58,49,3,13,3,1,0,0,0,0,53,8,0,0,1,7,0,1,2,7,3,1,0,0,3,4,4,11,2,0,1,2,0,46,6,16,1,1,12,2,43,4,0,10,1,5,18,0,0,2,3,3,0,1,44,15,0,155,0,11,0,0,1,0,0,0,0,1,1,1,1,9,1,0,7,0,2,1,2,2,0
"E01004318",1459,466,26,1,15,12,28,11,2,12,7,422,18,16,142,35,0,17,1,0,0,0,0,0,10,4,0,0,0,17,0,0,0,20,1,1,0,1,0,2,3,0,0,0,0,0,0,32,6,3,0,0,5,1,10,1,0,0,0,1,5,0,1,2,1,0,0,0,7,6,2,39,0,13,1,0,0,0,10,9,0,0,0,0,1,9,1,0,2,0,1,0,0,0,0
"E01004319",1886,217,24,0,16,7,10,17,1,45,46,1182,22,4,63,11,0,10,1,1,2,0,0,0,6,3,0,0,1,2,0,0,0,3,3,4,0,0,0,1,0,8,0,0,0,0,0,21,2,2,0,1,0,0,18,1,0,6,0,0,1,2,0,3,5,0,0,2,3,8,2,41,0,26,0,0,0,0,11,2,0,0,0,0,0,1,0,0,15,2,1,0,0,0,0
"E01004321",1822,322,24,2,17,2,5,14,4,39,48,998,33,2,67,9,1,24,0,0,0,0,0,0,9,1,0,0,0,9,1,0,0,2,0,1,0,0,0,2,0,1,1,2,0,0,0,20,25,2,0,0,2,0,10,0,1,3,0,4,6,1,0,3,1,1,0,0,3,6,0,48,0,19,0,0,0,0,8,1,0,2,1,0,3,3,3,0,4,0,2,0,0,0,0
"E01004322",1292,344,20,1,11,10,4,21,7,51,49,398,29,2,66,17,0,26,0,0,1,0,0,0,10,4,0,0,0,2,0,0,0,5,0,2,0,0,0,0,3,5,0,0,0,0,0,15,27,4,0,0,4,0,11,2,0,0,0,0,6,28,0,5,1,0,0,10,5,4,1,38,0,7,0,0,4,0,15,2,0,5,2,2,0,2,0,0,3,0,1,0,0,0,0
"E01004323",1466,411,26,1,25,14,7,10,6,22,15,700,8,2,17,11,1,22,0,0,0,0,0,1,12,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,19,2,1,0,0,2,1,19,2,0,2,0,10,3,1,0,0,0,0,0,0,7,2,0,41,0,10,0,0,0,0,8,0,0,1,0,2,1,8,1,0,0,2,0,0,0,0,0
"E01004324",1574,281,16,0,16,11,3,9,7,31,11,947,16,0,53,12,2,9,1,0,0,0,0,0,4,5,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,17,1,2,1,0,1,0,18,1,0,0,0,1,3,0,0,4,1,0,0,3,10,5,0,27,0,12,0,0,0,0,10,0,0,0,0,2,1,5,2,0,7,0,0,0,1,0,0
"E01004325",2487,764,47,1,54,15,12,41,12,86,78,681,56,6,55,10,2,30,0,0,5,0,1,0,30,16,2,0,1,5,0,0,2,3,0,2,1,3,0,3,0,12,0,0,10,0,0,45,7,16,3,1,2,0,55,8,0,6,0,3,9,2,0,7,3,2,0,1,21,15,1,160,0,18,2,0,5,0,3,3,0,18,4,1,9,5,0,0,2,1,1,0,0,2,0
"E01004326",1444,377,18,1,30,6,5,23,2,26,22,522,25,3,55,14,1,25,1,0,0,9,1,0,15,3,4,0,0,7,0,0,0,3,0,4,0,0,0,2,2,7,0,0,0,0,0,18,16,1,0,3,1,0,27,6,0,1,0,5,14,0,0,5,0,0,0,0,6,9,0,57,0,22,0,0,0,0,21,0,0,3,1,0,2,5,2,0,5,0,1,0,0,0,0
"E01032764",1302,633,33,4,14,21,16,21,4,41,15,148,20,3,29,51,7,16,1,0,6,0,0,0,19,3,1,0,1,8,0,0,3,4,1,0,0,0,0,1,1,4,1,0,0,0,0,15,8,9,7,1,3,0,15,5,0,1,0,0,10,1,0,0,0,0,0,0,8,9,1,35,0,25,0,0,0,0,4,0,0,3,0,0,2,4,0,0,4,0,0,1,0,1,0
"E01032765",1488,718,29,0,7,61,8,28,5,57,5,211,41,5,62,66,1,5,2,0,0,1,0,0,9,1,1,0,0,9,0,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,20,1,3,0,0,2,0,12,0,0,0,0,0,17,0,1,0,1,0,0,7,3,4,0,32,0,14,0,1,0,0,6,2,0,1,0,0,2,9,2,0,1,0,4,1,1,2,1
"E01032766",1307,365,24,2,27,11,5,20,8,31,20,371,32,1,56,14,3,28,1,0,0,0,0,0,13,6,0,0,0,1,0,0,0,2,1,1,0,0,0,8,0,19,1,1,0,0,0,18,2,14,0,0,2,0,16,10,2,7,0,2,5,7,0,2,1,0,0,13,8,3,0,85,0,12,0,0,0,0,3,0,0,3,0,0,4,8,0,0,6,1,1,0,0,0,0
"E01032767",1584,586,35,3,35,3,5,18,5,72,30,132,85,5,22,11,1,56,0,1,0,2,0,0,40,2,0,0,0,0,0,0,0,2,2,0,0,1,0,11,1,11,0,0,4,1,0,34,5,17,0,1,11,1,38,7,0,5,0,0,15,1,0,0,1,0,0,2,18,17,0,171,0,24,1,1,5,1,0,0,0,13,0,0,1,5,0,0,3,0,4,0,0,0,0
"E01032768",1307,533,29,1,36,7,21,13,6,81,12,63,103,6,38,20,2,9,2,0,0,0,0,1,31,3,1,0,0,6,0,0,0,9,1,1,0,0,0,2,1,16,0,0,1,0,0,31,3,16,0,1,0,0,16,8,0,5,0,0,16,1,1,0,1,0,1,1,8,30,4,73,0,15,0,0,1,0,0,0,1,2,0,0,1,13,0,0,2,0,1,0,0,0,0
"E01032769",1235,425,26,0,17,15,9,21,1,94,10,263,68,1,25,14,1,3,0,0,0,0,0,3,12,4,0,0,0,6,0,1,0,2,0,0,0,0,1,2,1,10,1,0,0,0,0,30,2,11,0,1,2,0,10,17,0,0,0,0,8,2,1,1,0,0,0,0,11,14,0,48,0,9,0,0,3,0,1,0,1,3,0,0,3,12,0,0,7,0,0,0,0,2,0
"E01032770",1191,312,20,1,29,20,20,18,9,150,23,114,130,0,38,28,4,23,1,0,0,0,0,0,23,12,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,23,0,0,6,0,0,19,3,8,0,0,6,0,18,3,0,8,0,0,10,1,0,1,1,0,0,1,5,15,0,28,0,11,0,0,0,0,9,0,0,5,0,1,1,1,2,0,16,0,2,0,0,0,0
"E01032771",1104,236,13,0,27,10,10,25,3,64,20,241,104,4,32,20,0,27,1,2,0,0,0,1,9,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,13,0,0,1,0,0,18,2,8,1,0,1,1,11,7,0,6,4,0,5,0,0,0,1,0,0,8,22,17,2,60,0,7,1,0,0,1,19,2,0,2,2,0,6,16,0,0,4,0,1,1,0,0,0
"E01032772",1135,325,22,0,10,10,4,13,3,49,8,308,68,5,24,21,0,22,0,1,0,0,0,0,4,6,0,0,1,1,0,0,0,4,0,7,0,0,0,1,1,18,0,0,1,0,0,19,2,8,1,0,3,0,7,3,0,4,0,0,8,0,0,3,0,0,0,0,11,31,3,59,0,8,0,0,3,0,1,0,0,3,0,0,2,13,2,0,4,0,0,0,0,0,0
