"GeographyCode","QS112EW0001","QS112EW0002","QS112EW0003","QS112EW0004","QS112EW0005","QS112EW0006","QS112EW0007","QS112EW0008","QS112EW0009","QS112EW0010","QS112EW0011","QS112EW0012","QS112EW0013","QS112EW0014","QS112EW0015","QS112EW0016","QS112EW0017","QS112EW0018","QS112EW0019","QS112EW0020","QS112EW0021","QS112EW0022","QS112EW0023","QS112EW0024","QS112EW0025","QS112EW0026","QS112EW0027","QS112EW0028","QS112EW0029","QS112EW0030","QS112EW0031"
"E00021346",341,31,7,24,244,2,164,6,18,137,3,2,2,0,0,0,12,2,6,4,0,64,14,24,26,66,3,30,15,0,18
"E00021347",408,45,0,45,283,0,190,8,34,145,3,0,0,0,0,0,16,12,0,4,0,77,20,45,12,80,3,35,4,0,38
"E00021349",399,33,3,30,288,2,202,8,21,146,27,3,0,3,0,0,24,18,6,0,0,57,24,17,16,78,22,14,8,0,34
"E00021350",354,29,8,21,214,6,106,20,0,83,3,0,0,0,0,0,25,8,5,9,3,77,10,65,2,111,32,33,2,0,44
"E00021351",381,48,11,37,246,6,174,8,24,133,9,2,2,0,0,0,17,2,7,8,0,47,28,19,0,87,9,34,10,2,32
"E00021352",284,33,2,31,201,2,112,20,21,66,5,2,2,0,0,0,20,20,0,0,0,65,37,24,4,50,5,21,4,0,20
"E00021353",308,58,22,36,169,4,109,16,22,67,4,0,0,0,0,0,9,0,9,0,0,47,17,22,8,81,19,26,13,6,17
"E00021354",463,31,9,22,329,2,221,14,30,138,39,0,0,0,0,0,29,14,15,0,0,77,24,29,24,103,20,26,0,0,57
"E00021355",300,76,17,59,128,2,53,32,9,12,0,2,2,0,0,0,50,40,6,4,0,21,10,9,2,96,4,17,11,0,64
"E00021357",412,29,8,21,262,2,174,6,15,137,16,0,0,0,0,0,30,10,0,20,0,56,8,26,22,121,41,55,5,0,20
"E00021359",369,31,8,23,240,10,177,12,9,144,12,4,4,0,0,0,24,6,8,10,0,25,0,17,8,98,11,38,6,0,43
"E00021360",450,27,10,17,271,0,207,2,43,158,4,0,0,0,0,0,12,6,3,0,3,52,27,21,4,152,23,52,18,0,59
"E00021361",371,35,6,29,266,4,91,6,25,60,0,0,0,0,0,0,43,14,3,21,5,128,26,92,10,70,8,30,3,0,29
"E00021363",389,38,17,21,288,6,150,16,20,92,22,0,0,0,0,0,26,8,9,9,0,106,28,68,10,63,12,17,6,0,28
"E00021364",570,31,10,21,356,6,271,12,6,202,51,0,0,0,0,0,27,4,6,17,0,52,15,13,24,183,28,53,16,2,84
"E00021365",282,69,13,56,162,0,71,20,12,35,4,0,0,0,0,0,42,24,9,5,4,49,11,24,14,51,0,16,0,0,35
"E00021366",371,50,24,26,253,2,166,12,20,118,16,2,2,0,0,0,10,2,4,4,0,73,19,30,24,68,0,34,5,0,29
"E00021367",318,47,31,16,189,6,100,12,12,67,9,0,0,0,0,0,13,8,0,5,0,70,12,37,21,82,13,12,19,3,35
"E00021368",399,43,7,36,244,0,140,14,9,103,14,0,0,0,0,0,29,22,0,4,3,75,30,25,20,112,29,40,0,0,43
"E00021369",232,7,1,6,157,0,98,0,9,77,12,0,0,0,0,0,21,0,9,9,3,38,16,17,5,68,11,52,0,0,5
"E00021370",616,37,3,34,427,2,315,14,15,256,30,0,0,0,0,0,13,6,3,4,0,97,26,51,20,152,27,87,0,0,38
"E00021371",199,5,0,5,152,0,107,0,29,78,0,0,0,0,0,0,10,0,6,4,0,35,6,21,8,42,0,36,6,0,0
"E00021372",385,46,12,34,226,4,132,16,12,81,23,2,2,0,0,0,18,10,0,8,0,70,16,33,21,113,15,32,3,0,63
"E00021374",420,30,9,21,272,14,173,10,16,121,26,0,0,0,0,0,18,0,3,15,0,67,12,25,30,118,5,74,7,2,30
"E00021375",389,49,10,39,236,4,158,6,12,131,9,0,0,0,0,0,18,8,0,6,4,56,21,20,15,104,4,56,0,0,44
"E00021376",384,39,8,31,274,4,189,10,14,137,28,0,0,0,0,0,11,0,6,5,0,70,25,26,19,71,5,23,11,0,32
"E00021377",586,56,12,44,359,6,173,18,15,123,17,4,4,0,0,0,48,10,21,14,3,128,40,54,34,171,18,49,5,3,96
"E00021378",424,73,12,61,214,4,127,22,25,63,17,0,0,0,0,0,21,8,6,4,3,62,17,25,20,137,23,36,18,0,60
"E00021379",283,62,12,50,141,10,75,24,17,23,11,0,0,0,0,0,9,6,3,0,0,47,5,18,24,80,11,44,0,3,22
"E00021380",232,64,9,55,114,4,70,10,6,51,3,2,2,0,0,0,14,10,0,4,0,24,10,7,7,54,4,17,2,2,29
"E00021381",410,42,8,34,294,4,132,4,21,95,12,0,0,0,0,0,49,16,3,20,10,109,33,62,14,74,15,29,2,0,28
"E00021382",411,26,13,13,298,0,205,16,16,163,10,0,0,0,0,0,15,2,0,10,3,78,27,44,7,87,8,60,0,5,14
"E00021383",523,66,37,29,310,6,186,12,7,127,40,0,0,0,0,0,11,2,9,0,0,107,27,57,23,147,9,86,4,0,48
"E00021384",220,50,6,44,128,2,50,22,6,22,0,0,0,0,0,0,63,54,9,0,0,13,4,0,9,42,5,0,4,0,33
"E00021385",433,44,11,33,249,2,163,18,29,84,32,0,0,0,0,0,30,24,0,6,0,54,20,23,11,140,22,29,6,6,77
"E00021386",360,33,7,26,235,2,138,12,17,99,10,0,0,0,0,0,27,12,4,11,0,68,15,39,14,92,3,36,4,0,49
"E00021387",664,61,10,51,433,10,245,16,35,156,38,0,0,0,0,0,65,30,7,20,8,113,48,37,28,170,54,51,0,2,63
"E00021388",330,64,11,53,194,8,100,8,22,64,6,0,0,0,0,0,27,10,3,14,0,59,13,31,15,72,10,24,0,0,38
"E00021391",492,43,9,34,336,2,200,12,31,145,12,0,0,0,0,0,41,6,19,16,0,93,32,48,13,113,25,56,2,5,25
"E00021392",369,65,10,55,235,4,132,28,21,57,26,6,6,0,0,0,48,12,6,18,12,45,28,13,4,69,17,13,11,0,28
"E00021393",423,45,16,29,299,2,173,12,27,119,15,0,0,0,0,0,19,6,6,4,3,105,22,44,39,79,19,22,3,0,35
"E00021394",358,47,17,30,246,0,150,8,25,105,12,2,2,0,0,0,28,8,6,8,6,66,38,19,9,65,7,21,0,2,35
"E00021395",336,37,13,24,229,4,139,12,9,114,4,0,0,0,0,0,41,12,8,18,3,45,14,20,11,70,14,34,0,0,22
"E00021396",351,55,19,36,226,2,92,12,6,53,21,0,0,0,0,0,35,8,9,15,3,97,28,36,33,70,13,31,8,0,18
"E00021397",566,35,12,23,422,10,244,6,21,206,11,0,0,0,0,0,23,4,7,8,4,145,51,72,22,109,23,51,0,2,33
"E00021398",474,48,16,32,292,6,186,30,23,114,19,0,0,0,0,0,17,6,0,0,11,83,45,18,20,134,27,42,4,4,57
"E00021399",371,66,14,52,227,14,131,46,28,53,4,8,8,0,0,0,42,32,6,4,0,32,6,19,7,78,4,23,11,2,38
"E00021400",394,34,3,31,255,8,124,22,32,57,13,0,0,0,0,0,36,2,6,24,4,87,24,54,9,105,11,32,2,6,54
"E00021402",276,39,16,23,169,14,87,10,17,54,6,0,0,0,0,0,31,10,7,14,0,37,12,6,19,68,12,10,0,0,46
"E00021404",256,62,1,61,129,0,60,36,12,12,0,2,2,0,0,0,61,48,9,4,0,6,4,0,2,65,0,4,0,0,61
"E00021405",429,29,12,17,223,4,122,4,6,77,35,0,0,0,0,0,27,10,7,4,6,70,13,29,28,177,34,62,11,0,70
"E00021406",371,54,15,39,238,0,164,10,28,107,19,0,0,0,0,0,23,6,4,10,3,51,24,17,10,79,9,21,2,2,45
"E00021407",540,57,13,44,392,2,195,10,34,133,18,0,0,0,0,0,30,2,18,10,0,165,68,85,12,91,7,46,2,0,36
"E00021408",340,71,6,65,143,0,62,32,18,12,0,0,0,0,0,0,62,40,15,4,3,19,8,3,8,126,16,19,5,0,86
"E00021409",274,50,1,49,155,4,98,36,30,32,0,2,2,0,0,0,46,46,0,0,0,5,2,0,3,69,3,0,0,0,66
"E00021410",316,36,11,25,145,0,92,10,16,53,13,2,2,0,0,0,29,10,10,9,0,22,11,11,0,135,21,36,9,2,67
"E00021411",389,55,19,36,228,10,165,10,18,91,46,2,2,0,0,0,14,14,0,0,0,37,10,16,11,106,17,20,3,0,66
"E00021412",440,20,6,14,331,2,182,12,25,137,8,0,0,0,0,0,39,14,10,9,6,108,19,74,15,89,17,31,0,2,39
"E00021413",413,42,5,37,274,2,196,16,24,148,8,0,0,0,0,0,13,10,3,0,0,63,26,17,20,97,24,44,3,0,26
"E00021414",402,10,0,10,251,2,178,8,25,126,19,0,0,0,0,0,6,6,0,0,0,65,21,25,19,141,22,60,7,0,52
"E00021415",379,32,9,23,238,2,144,14,3,116,11,0,0,0,0,0,23,2,0,18,3,69,36,16,17,109,28,34,9,0,38
"E00021416",369,29,11,18,200,10,98,12,6,64,16,0,0,0,0,0,40,4,7,26,3,52,14,26,12,140,22,33,5,0,80
"E00021417",275,44,13,31,142,8,67,14,14,26,13,0,0,0,0,0,30,12,18,0,0,37,16,9,12,89,12,18,0,0,59
"E00021418",213,49,1,48,125,2,62,20,30,8,4,2,2,0,0,0,52,48,0,4,0,7,2,3,2,39,0,5,0,0,34
"E00021419",445,27,5,22,337,0,230,10,27,184,9,0,0,0,0,0,14,10,0,4,0,93,16,63,14,81,11,29,0,0,41
"E00021420",285,43,7,36,183,4,113,32,25,50,6,0,0,0,0,0,39,22,9,8,0,27,6,7,14,59,5,26,0,2,26
"E00021421",448,99,4,95,201,4,126,14,28,65,19,2,2,0,0,0,18,12,3,0,3,51,17,14,20,148,33,49,6,0,60
"E00021422",209,39,9,30,114,2,63,2,12,46,3,0,0,0,0,0,14,2,3,9,0,35,14,14,7,56,11,22,6,2,15
"E00021423",417,38,4,34,274,4,193,12,50,109,22,0,0,0,0,0,18,6,0,9,3,59,10,21,28,105,3,42,8,0,52
"E00021424",212,35,3,32,101,0,64,34,18,8,4,2,2,0,0,0,33,30,3,0,0,2,0,0,2,76,4,9,9,0,54
"E00021425",232,60,3,57,134,2,75,38,18,16,3,2,2,0,0,0,47,38,9,0,0,8,8,0,0,38,0,0,0,0,38
"E00021426",349,16,7,9,257,6,145,6,16,113,10,0,0,0,0,0,22,4,3,15,0,84,36,32,16,76,20,12,3,0,41
"E00021427",229,49,1,48,141,2,74,30,18,20,6,4,4,0,0,0,59,44,3,12,0,2,0,0,2,39,0,0,0,0,39
"E00021428",393,33,8,25,284,6,139,14,38,84,3,0,0,0,0,0,55,14,24,13,4,84,24,42,18,76,16,14,4,2,40
"E00021429",141,15,1,14,82,2,36,4,6,26,0,2,2,0,0,0,8,8,0,0,0,34,12,20,2,44,5,10,0,0,29
"E00021430",331,45,12,33,210,4,137,10,18,106,3,2,2,0,0,0,19,4,7,8,0,48,12,23,13,76,0,49,0,0,27
"E00021431",319,49,11,38,162,6,110,16,27,54,13,0,0,0,0,0,15,8,0,4,3,31,14,4,13,108,24,36,4,4,40
"E00021432",387,66,36,30,242,10,140,16,20,90,14,0,0,0,0,0,30,4,9,17,0,62,22,32,8,79,7,25,0,0,47
"E00021433",624,66,9,57,345,2,216,32,32,119,33,0,0,0,0,0,35,22,6,0,7,92,49,19,24,213,30,23,11,0,149
"E00021434",421,36,18,18,240,4,161,6,22,114,19,2,2,0,0,0,17,8,0,5,4,56,12,25,19,145,48,37,12,4,44
"E00021437",318,44,14,30,185,4,114,12,31,49,22,0,0,0,0,0,22,8,3,11,0,45,19,13,13,89,6,40,0,2,41
"E00021438",210,45,15,30,109,8,56,8,5,28,15,0,0,0,0,0,11,6,0,5,0,34,8,7,19,56,6,18,0,2,30
"E00021439",236,36,20,16,122,4,77,4,9,49,15,0,0,0,0,0,12,2,6,0,4,29,8,19,2,78,0,19,17,2,40
"E00021440",451,27,12,15,243,6,175,10,15,137,13,0,0,0,0,0,4,4,0,0,0,58,8,16,34,181,10,77,17,0,77
"E00021441",358,29,8,21,248,8,106,12,13,66,15,3,0,3,0,0,64,28,4,25,7,67,17,25,25,81,16,26,0,0,39
"E00021442",335,41,15,26,246,12,150,16,17,72,45,0,0,0,0,0,25,10,10,5,0,59,15,32,12,48,9,0,6,0,33
"E00021443",247,48,23,25,141,8,75,18,5,39,13,0,0,0,0,0,20,12,4,0,4,38,11,17,10,58,7,0,14,0,37
"E00021444",325,39,8,31,167,6,86,12,9,48,17,2,2,0,0,0,36,14,13,9,0,37,8,16,13,119,13,16,31,0,59
"E00021445",422,20,7,13,249,0,175,12,24,115,24,0,0,0,0,0,18,0,3,15,0,56,7,27,22,153,21,75,35,0,22
"E00021446",448,15,3,12,303,2,233,6,46,173,8,0,0,0,0,0,9,2,3,4,0,59,18,20,21,130,31,39,12,0,48
"E00021447",266,40,2,38,129,0,82,18,20,44,0,2,2,0,0,0,39,36,3,0,0,6,0,0,6,97,0,0,9,0,88
"E00021448",337,47,12,35,224,8,125,24,16,82,3,0,0,0,0,0,28,8,6,10,4,63,20,25,18,66,0,27,0,2,37
"E00021449",333,60,9,51,154,4,92,8,13,65,6,2,2,0,0,0,27,14,6,0,7,29,5,15,9,119,15,11,7,2,84
"E00021450",187,17,8,9,106,6,59,6,7,27,19,0,0,0,0,0,19,12,3,4,0,22,12,3,7,64,16,6,2,0,40
"E00021451",400,53,15,38,238,16,150,6,16,121,7,0,0,0,0,0,25,10,0,9,6,47,12,26,9,109,23,26,0,0,60
"E00021452",212,63,10,53,93,0,47,12,12,20,3,0,0,0,0,0,24,14,6,4,0,22,10,6,6,56,6,12,3,0,35
"E00021453",310,43,18,25,140,8,88,10,19,27,32,2,2,0,0,0,10,4,6,0,0,32,10,4,18,127,6,19,2,0,100
"E00021454",357,27,11,16,220,4,123,4,18,82,19,0,0,0,0,0,36,14,6,10,6,57,20,21,16,110,12,48,0,0,50
"E00021455",346,66,21,45,225,4,139,6,18,96,19,0,0,0,0,0,20,2,0,14,4,62,24,27,11,55,3,13,0,0,39
"E00021458",259,80,6,74,101,2,52,18,23,4,7,0,0,0,0,0,40,40,0,0,0,7,2,3,2,78,8,0,5,2,63
"E00021459",256,58,5,53,125,0,32,16,6,7,3,0,0,0,0,0,71,50,9,12,0,22,8,10,4,73,0,0,5,0,68
"E00021460",385,52,2,50,199,0,100,8,15,68,9,2,2,0,0,0,52,44,3,5,0,45,25,4,16,134,20,15,5,0,94
"E00021461",250,50,14,36,116,2,54,4,19,28,3,0,0,0,0,0,30,26,0,4,0,30,10,9,11,84,4,20,9,0,51
"E00021462",314,56,18,38,162,12,82,4,15,51,12,0,0,0,0,0,23,8,15,0,0,45,8,27,10,96,0,20,0,0,76
"E00021463",338,48,14,34,133,6,77,8,6,43,20,0,0,0,0,0,20,16,4,0,0,30,15,9,6,157,27,38,7,0,85
"E00021464",279,47,8,39,136,2,54,6,4,37,7,0,0,0,0,0,28,22,0,0,6,52,24,23,5,96,5,17,12,0,62
"E00021465",416,23,7,16,268,4,178,10,20,145,3,2,2,0,0,0,17,6,6,5,0,67,21,15,31,125,5,30,6,0,84
"E00021466",382,48,9,39,171,0,128,18,15,74,21,0,0,0,0,0,7,4,3,0,0,36,7,18,11,163,33,19,80,0,31
"E00021467",371,36,5,31,207,0,150,6,12,119,13,0,0,0,0,0,8,8,0,0,0,49,17,17,15,128,14,45,50,0,19
"E00021468",265,47,13,34,104,6,53,4,0,43,6,0,0,0,0,0,23,12,0,11,0,22,10,8,4,114,10,15,7,4,78
"E00021469",446,42,13,29,234,4,145,6,24,106,9,0,0,0,0,0,15,8,3,4,0,70,23,26,21,170,27,56,18,0,69
"E00021470",282,53,17,36,119,8,85,12,19,45,9,0,0,0,0,0,11,8,0,0,3,15,4,3,8,110,13,24,30,0,43
"E00021471",373,34,13,21,232,4,129,4,9,110,6,2,2,0,0,0,26,14,3,5,4,71,32,26,13,107,17,32,11,0,47
"E00021473",299,25,8,17,146,4,106,10,12,80,4,0,0,0,0,0,18,12,6,0,0,18,2,10,6,128,18,45,34,2,29
"E00021474",402,18,7,11,226,0,135,12,13,94,16,0,0,0,0,0,25,8,9,4,4,66,17,21,28,158,19,41,19,0,79
"E00021475",377,30,12,18,165,2,127,12,23,76,16,0,0,0,0,0,5,2,3,0,0,31,10,8,13,182,17,49,40,0,76
"E00021476",406,23,8,15,237,4,138,4,18,108,8,0,0,0,0,0,9,2,4,0,3,86,23,43,20,146,8,26,16,0,96
"E00021477",460,55,12,43,256,0,154,18,15,103,18,0,0,0,0,0,62,42,9,8,3,40,8,20,12,149,0,33,11,0,105
"E00021478",333,46,11,35,178,6,100,8,16,63,13,2,2,0,0,0,45,24,3,14,4,25,10,10,5,109,13,29,10,0,57
"E00021479",411,36,3,33,141,2,68,14,3,47,4,2,2,0,0,0,42,28,3,11,0,27,6,21,0,234,6,5,61,0,162
"E00021480",303,47,1,46,152,2,92,22,18,49,3,0,0,0,0,0,35,28,3,4,0,23,6,17,0,104,10,14,2,0,78
"E00021481",413,34,10,24,173,6,118,6,6,92,14,0,0,0,0,0,11,4,0,4,3,38,4,15,19,206,4,35,59,0,108
"E00021482",455,19,9,10,171,4,98,14,6,64,14,4,4,0,0,0,22,10,4,8,0,43,5,18,20,265,19,52,44,0,150
"E00021483",600,55,3,52,268,4,142,32,12,95,3,6,6,0,0,0,72,48,15,9,0,44,18,20,6,277,28,11,31,0,207
"E00021484",364,22,3,19,131,0,85,14,21,39,11,8,2,6,0,0,38,14,6,18,0,0,0,0,0,211,5,21,44,0,141
"E00021485",330,37,4,33,214,0,126,10,27,86,3,3,0,3,0,0,15,6,0,9,0,70,21,32,17,79,25,13,7,0,34
"E00021486",387,23,4,19,228,4,145,12,17,93,23,0,0,0,0,0,28,4,6,15,3,51,6,18,27,136,35,22,21,0,58
"E00021487",220,17,5,12,127,2,80,4,8,68,0,0,0,0,0,0,13,8,0,5,0,32,4,19,9,76,12,28,2,0,34
"E00021488",444,48,8,40,283,2,186,14,17,139,16,0,0,0,0,0,30,22,4,4,0,65,27,25,13,113,27,32,2,0,52
"E00021489",346,35,12,23,221,4,143,10,16,117,0,0,0,0,0,0,17,4,3,10,0,57,20,29,8,90,6,34,13,0,37
"E00021490",306,46,10,36,203,2,147,10,12,121,4,0,0,0,0,0,15,0,0,15,0,39,17,20,2,57,7,28,2,4,16
"E00021491",285,20,7,13,165,0,105,8,13,75,9,0,0,0,0,0,10,2,0,8,0,50,25,17,8,100,11,50,12,2,25
"E00021492",372,44,6,38,212,8,137,22,15,100,0,0,0,0,0,0,17,6,3,4,4,50,21,18,11,116,19,52,0,0,45
"E00021493",481,23,6,17,359,2,263,8,37,204,14,0,0,0,0,0,20,2,6,12,0,74,22,31,21,99,28,43,0,0,28
"E00021494",546,45,11,34,357,4,230,18,52,128,32,2,2,0,0,0,20,14,3,0,3,101,20,43,38,144,24,57,16,0,47
"E00021495",609,52,2,50,412,2,276,10,58,167,41,2,2,0,0,0,37,26,6,5,0,95,22,44,29,145,21,75,8,0,41
"E00021496",360,25,8,17,285,0,212,0,31,167,14,0,0,0,0,0,11,2,0,0,9,62,23,29,10,50,10,13,0,0,27
"E00021497",517,31,6,25,358,2,261,2,29,216,14,0,0,0,0,0,36,0,0,36,0,59,9,30,20,128,10,68,6,0,44
"E00021498",389,28,9,19,266,0,188,16,23,142,7,0,0,0,0,0,10,6,4,0,0,68,31,22,15,95,22,37,0,0,36
"E00021499",306,40,2,38,149,6,49,12,6,17,14,4,4,0,0,0,46,28,6,12,0,44,7,26,11,117,8,6,10,0,93
"E00021500",310,44,3,41,129,2,61,26,6,29,0,0,0,0,0,0,28,28,0,0,0,38,16,10,12,137,3,22,15,0,97
"E00021501",292,61,10,51,155,2,98,16,3,69,10,0,0,0,0,0,14,10,0,4,0,41,13,13,15,76,6,15,4,0,51
"E00021502",375,60,3,57,207,0,122,4,29,71,18,0,0,0,0,0,12,6,0,6,0,73,19,42,12,108,7,68,3,0,30
"E00021503",393,36,6,30,281,0,196,10,17,160,9,0,0,0,0,0,20,10,6,4,0,65,18,37,10,76,9,40,10,0,17
"E00021504",399,58,10,48,279,2,188,14,39,132,3,0,0,0,0,0,44,26,6,12,0,45,11,14,20,62,8,17,11,0,26
"E00021505",296,26,9,17,168,4,112,4,6,92,10,0,0,0,0,0,8,8,0,0,0,44,10,12,22,102,18,42,0,0,42
"E00021506",317,61,11,50,172,8,104,12,23,66,3,0,0,0,0,0,18,8,6,4,0,42,12,17,13,84,12,8,7,0,57
"E00021507",376,67,17,50,189,4,113,22,14,64,13,0,0,0,0,0,33,28,0,5,0,39,11,10,18,120,9,17,8,0,86
"E00021508",358,44,11,33,181,4,111,6,18,84,3,0,0,0,0,0,29,18,0,11,0,37,23,3,11,133,29,14,7,0,83
"E00021509",499,64,37,27,250,6,160,12,39,103,6,0,0,0,0,0,19,6,3,5,5,65,31,11,23,185,30,35,24,5,91
"E00021510",240,44,3,41,165,2,121,56,33,28,4,4,4,0,0,0,30,22,0,8,0,8,8,0,0,31,5,5,7,0,14
"E00021511",205,42,2,40,130,4,104,52,33,16,3,0,0,0,0,0,22,22,0,0,0,0,0,0,0,33,4,10,0,0,19
"E00021516",252,30,3,27,173,2,107,24,19,31,33,2,2,0,0,0,14,14,0,0,0,48,14,8,26,49,3,5,0,0,41
"E00021517",304,56,2,54,178,0,78,16,3,27,32,0,0,0,0,0,38,26,9,0,3,62,17,30,15,70,0,25,0,0,45
"E00021518",337,58,3,55,180,4,101,44,26,19,12,0,0,0,0,0,33,14,15,4,0,42,5,21,16,99,15,26,0,0,58
"E00021519",463,53,5,48,292,18,160,50,43,44,23,4,4,0,0,0,70,58,12,0,0,40,11,12,17,118,22,12,11,0,73
"E00021520",216,35,3,32,126,0,91,24,21,43,3,2,2,0,0,0,25,22,3,0,0,8,8,0,0,55,4,0,0,0,51
"E00021521",259,24,10,14,191,2,102,20,27,20,35,2,2,0,0,0,36,12,10,14,0,49,4,37,8,44,15,10,0,0,19
"E00021522",468,32,7,25,277,2,179,14,29,115,21,2,2,0,0,0,25,6,0,19,0,69,27,18,24,159,39,78,6,0,36
"E00021524",590,45,2,43,303,2,192,36,18,101,37,2,2,0,0,0,28,12,4,12,0,79,28,46,5,242,31,68,20,0,123
"E00021525",308,48,0,48,150,0,107,34,33,36,4,0,0,0,0,0,26,26,0,0,0,17,8,3,6,110,13,16,19,0,62
"E00021526",342,66,2,64,169,0,96,46,15,29,6,0,0,0,0,0,54,38,12,4,0,19,4,8,7,107,5,7,12,0,83
"E00021527",317,48,0,48,176,2,100,26,39,32,3,6,6,0,0,0,39,26,9,4,0,29,18,11,0,93,2,0,26,0,65
"E00021528",259,25,9,16,192,10,102,12,25,56,9,0,0,0,0,0,36,8,6,17,5,44,16,13,15,42,3,16,0,0,23
"E00021529",192,76,33,43,82,2,40,18,6,16,0,0,0,0,0,0,12,8,0,4,0,28,6,18,4,34,15,4,0,0,15
"E00021531",597,43,5,38,369,2,219,22,45,128,24,0,0,0,0,0,40,10,3,19,8,108,46,27,35,185,44,110,0,0,31
"E00021532",318,39,2,37,154,0,113,40,24,43,6,0,0,0,0,0,35,20,15,0,0,6,6,0,0,125,15,7,10,0,93
"E00021533",242,63,1,62,135,2,75,56,15,4,0,2,2,0,0,0,47,44,3,0,0,9,4,3,2,44,0,0,0,0,44
"E00021534",225,49,3,46,123,0,53,38,15,0,0,2,2,0,0,0,59,56,3,0,0,9,4,0,5,53,12,0,11,0,30
"E00021535",286,33,2,31,138,2,79,28,6,30,15,2,2,0,0,0,31,22,6,0,3,24,6,8,10,115,4,35,28,0,48
"E00021536",282,39,1,38,147,0,102,52,25,18,7,0,0,0,0,0,30,20,6,4,0,15,0,15,0,96,15,6,8,0,67
"E00021537",339,47,2,45,172,4,105,46,27,20,12,4,4,0,0,0,47,36,3,8,0,12,9,0,3,120,7,4,13,0,96
"E00021538",684,94,5,89,361,4,241,92,72,64,13,2,2,0,0,0,97,70,15,12,0,17,12,3,2,229,4,0,21,0,204
"E00021539",252,50,0,50,143,2,101,66,12,16,7,0,0,0,0,0,40,40,0,0,0,0,0,0,0,59,0,0,2,0,57
"E00021541",229,66,0,66,98,0,61,42,15,4,0,2,2,0,0,0,31,22,9,0,0,4,2,0,2,65,3,0,7,0,55
"E00021542",218,34,1,33,158,8,134,44,69,12,9,0,0,0,0,0,16,10,6,0,0,0,0,0,0,26,4,0,2,0,20
"E00021543",270,45,4,41,140,2,94,46,42,0,6,0,0,0,0,0,40,40,0,0,0,4,2,0,2,85,0,0,17,0,68
"E00021544",180,18,0,18,123,0,92,44,37,8,3,2,2,0,0,0,19,16,3,0,0,10,8,0,2,39,4,5,2,0,28
"E00021546",196,31,1,30,131,2,83,36,24,20,3,0,0,0,0,0,34,34,0,0,0,12,12,0,0,34,0,0,4,0,30
"E00021547",278,55,13,42,127,10,71,8,15,42,6,0,0,0,0,0,17,14,3,0,0,29,8,15,6,96,4,52,2,0,38
"E00021549",386,25,8,17,243,6,134,16,25,76,17,0,0,0,0,0,42,24,7,8,3,61,13,26,22,118,14,44,0,0,60
"E00021550",402,49,8,41,227,0,116,22,24,58,12,2,2,0,0,0,35,6,13,13,3,74,27,36,11,126,28,57,6,0,35
"E00021552",241,32,7,25,145,10,74,8,9,45,12,2,2,0,0,0,14,8,0,6,0,45,17,14,14,64,0,16,3,0,45
"E00021553",349,37,12,25,210,10,123,10,22,82,9,0,0,0,0,0,9,0,3,6,0,68,18,33,17,102,4,59,0,0,39
"E00021554",259,41,6,35,158,0,74,38,9,14,13,0,0,0,0,0,40,34,6,0,0,44,17,21,6,60,3,14,3,0,40
"E00021555",447,37,4,33,315,2,200,10,37,143,10,0,0,0,0,0,39,18,9,12,0,74,24,44,6,95,3,32,0,0,60
"E00021556",285,57,0,57,154,0,90,48,18,24,0,2,2,0,0,0,53,38,6,6,3,9,6,0,3,74,12,0,4,0,58
"E00021557",340,63,4,59,198,2,140,56,33,47,4,2,2,0,0,0,43,40,3,0,0,11,4,3,4,79,3,8,0,0,68
"E00021559",338,57,17,40,219,8,129,28,27,50,24,2,2,0,0,0,31,22,6,0,3,49,10,8,31,62,4,6,3,0,49
"E00021560",431,51,13,38,248,2,143,14,22,98,9,0,0,0,0,0,45,26,3,8,8,58,17,19,22,132,35,54,2,2,39
"E00021561",278,61,7,54,99,0,50,26,17,4,3,0,0,0,0,0,38,38,0,0,0,11,6,3,2,118,4,4,50,0,60
"E00021562",372,47,8,39,198,4,102,16,7,61,18,4,4,0,0,0,47,40,3,4,0,41,9,22,10,127,4,50,18,0,55
"E00021563",391,30,8,22,249,10,156,20,9,112,15,6,2,0,4,0,21,14,0,7,0,56,9,28,19,112,5,55,8,0,44
"E00021564",313,43,30,13,160,8,101,8,13,65,15,0,0,0,0,0,15,8,0,4,3,36,5,4,27,110,16,27,10,0,57
"E00021565",207,41,9,32,128,2,89,10,12,67,0,0,0,0,0,0,2,2,0,0,0,35,14,13,8,38,4,6,0,0,28
"E00021566",446,56,7,49,141,2,86,14,16,36,20,2,2,0,0,0,22,14,0,8,0,29,8,17,4,249,12,33,79,0,125
"E00021567",351,42,13,29,195,12,112,12,16,78,6,6,6,0,0,0,35,20,3,12,0,30,6,7,17,114,9,0,6,2,97
"E00021569",302,55,8,47,152,2,84,22,16,39,7,2,2,0,0,0,50,30,6,10,4,14,12,0,2,95,4,0,23,0,68
"E00021572",359,60,6,54,178,6,131,8,28,88,7,0,0,0,0,0,19,16,3,0,0,22,7,11,4,121,26,28,0,0,67
"E00021574",267,24,3,21,139,4,100,10,8,59,23,0,0,0,0,0,21,16,0,5,0,14,8,4,2,104,27,18,3,2,54
"E00021577",291,58,19,39,200,6,105,10,11,78,6,0,0,0,0,0,31,20,3,8,0,58,20,17,21,33,8,17,0,2,6
"E00021579",362,25,6,19,240,0,189,6,23,145,15,0,0,0,0,0,23,12,0,8,3,28,4,17,7,97,12,44,14,0,27
