"GeographyCode","QS202EW0001","QS202EW0002","QS202EW0003","QS202EW0004","QS202EW0005","QS202EW0006"
"E00021141",117,58,49,3,6,1
"E00021143",138,37,68,8,9,16
"E00021145",104,41,30,1,14,18
"E00021146",143,47,42,1,18,35
"E00021147",83,24,41,6,4,8
"E00021148",119,42,50,6,7,14
"E00021149",126,39,65,8,10,4
"E00021150",116,28,59,9,10,10
"E00021151",113,51,51,5,2,4
"E00021152",138,51,57,6,15,9
"E00021153",149,41,63,1,18,26
"E00021154",121,32,62,8,8,11
"E00021155",172,57,58,1,21,35
"E00021156",133,78,36,4,8,7
"E00021157",106,26,58,9,4,9
"E00021158",107,31,50,12,6,8
"E00021159",246,96,91,10,18,31
"E00021160",112,32,60,5,7,8
"E00021161",154,40,74,8,14,18
"E00021162",121,37,58,3,3,20
"E00021163",119,44,58,1,0,16
"E00021164",128,58,51,5,5,9
"E00021165",122,40,67,3,3,9
"E00021166",126,30,59,1,8,28
"E00021167",128,48,48,7,11,14
"E00021168",169,44,55,0,28,42
"E00021169",189,55,92,2,19,21
"E00021170",162,43,82,18,10,9
"E00021171",241,75,114,10,12,30
"E00021172",125,57,37,5,10,16
"E00021173",146,52,64,1,12,17
"E00021174",128,48,48,2,21,9
"E00021175",127,46,54,3,3,21
"E00021176",151,65,52,12,14,8
"E00021177",134,37,65,9,6,17
"E00021179",140,47,50,3,16,24
"E00021180",168,54,81,9,6,18
"E00021181",107,44,37,3,9,14
"E00021182",169,63,54,0,25,27
"E00021183",135,60,41,0,20,14
"E00021184",69,26,27,3,6,7
"E00021185",131,52,63,2,6,8
"E00021186",156,57,77,5,6,11
"E00021187",97,17,67,7,3,3
"E00021188",120,57,44,6,4,9
"E00021189",122,30,75,4,4,9
"E00021190",161,44,79,1,11,26
"E00021191",124,25,71,3,13,12
"E00021192",113,36,58,6,5,8
"E00021193",182,79,48,0,26,29
"E00021194",176,40,109,10,6,11
"E00021195",108,17,64,8,3,16
"E00021196",114,29,68,5,9,3
"E00021197",215,102,79,4,14,16
"E00021198",92,19,60,4,3,6
"E00021199",111,77,23,4,5,2
"E00021200",107,28,61,2,1,15
"E00021201",107,33,55,5,3,11
"E00021202",92,27,48,9,4,4
"E00021203",104,40,44,8,5,7
"E00021204",145,59,60,5,8,13
"E00021205",100,26,53,3,6,12
"E00021206",78,25,45,3,1,4
"E00021207",164,89,51,0,16,8
"E00021208",108,36,57,2,1,12
"E00021209",72,18,39,3,5,7
"E00021210",78,19,40,6,4,9
"E00021211",135,41,65,4,5,20
"E00021212",75,14,43,3,4,11
"E00021213",132,38,71,10,2,11
"E00021214",156,44,79,10,5,18
"E00021215",181,85,44,3,21,28
"E00021216",163,99,38,6,10,10
"E00021217",225,122,82,5,5,11
"E00021218",201,44,85,10,42,20
"E00021219",107,31,59,5,7,5
"E00021220",181,73,74,3,24,7
"E00021223",195,70,69,6,29,21
"E00021224",168,54,72,11,10,21
"E00021225",152,62,66,3,13,8
"E00021227",118,40,58,2,10,8
"E00021228",135,43,70,5,6,11
"E00021229",116,42,57,5,5,7
"E00021230",128,53,52,3,13,7
"E00021231",122,74,40,2,5,1
"E00021235",105,20,71,4,8,2
"E00021236",132,44,61,9,6,12
"E00021238",181,46,70,4,32,29
"E00021239",147,48,61,2,29,7
"E00021240",162,64,56,5,18,19
"E00021241",116,30,46,1,17,22
"E00021243",147,37,76,6,15,13
"E00021244",148,96,35,10,6,1
"E00021245",113,45,48,11,3,6
"E00021246",182,49,93,9,23,8
"E00021247",115,22,70,8,7,8
"E00021248",136,29,80,11,8,8
"E00021249",122,27,77,8,4,6
"E00021251",114,42,56,4,6,6
"E00021252",126,40,49,4,12,21
"E00021253",144,78,46,4,7,9
"E00021254",109,33,43,5,8,20
"E00021255",109,37,37,3,19,13
"E00021256",107,24,42,4,16,21
"E00021257",102,28,43,3,14,14
"E00021258",134,39,70,8,10,7
"E00021259",134,35,71,5,5,18
"E00021260",143,62,62,4,5,10
"E00021261",128,46,57,5,11,9
"E00021262",119,36,64,12,4,3
"E00021263",175,50,85,4,19,17
"E00021266",119,36,44,16,12,11
"E00021267",145,47,69,8,11,10
"E00021268",106,30,48,7,10,11
"E00021271",189,86,74,9,12,8
"E00021272",89,33,34,4,9,9
"E00021273",125,55,52,3,6,9
"E00021274",192,55,103,15,7,12
"E00021275",116,52,42,10,6,6
"E00021277",101,37,45,7,8,4
"E00021278",82,28,33,7,4,10
"E00021279",153,42,85,7,8,11
"E00021280",151,66,53,4,15,13
"E00021281",204,58,91,10,16,29
"E00021282",181,68,76,8,14,15
"E00021285",77,40,21,2,12,2
"E00021286",106,37,47,1,11,10
"E00021287",160,63,59,3,31,4
"E00021288",133,52,48,0,18,15
"E00021289",127,42,58,9,15,3
"E00021290",120,30,60,14,7,9
"E00021291",239,109,67,3,55,5
"E00021292",113,35,54,12,3,9
"E00021294",201,77,97,14,7,6
"E00021295",145,39,71,3,12,20
"E00021296",160,52,68,4,20,16
"E00021297",156,42,62,3,30,19
"E00021298",173,54,76,5,20,18
"E00021299",165,40,84,5,13,23
"E00021300",181,45,79,5,22,30
"E00021301",175,37,108,22,2,6
"E00021302",185,63,84,8,8,22
"E00021303",126,47,58,3,9,9
"E00021304",119,27,57,9,9,17
"E00021305",100,31,48,2,12,7
"E00021306",126,50,48,1,17,10
"E00021307",183,59,77,6,10,31
"E00021308",139,24,80,5,7,23
"E00021309",105,40,42,1,11,11
"E00021310",112,34,52,7,6,13
"E00021311",119,37,64,3,8,7
"E00021312",123,36,55,3,10,19
"E00021313",204,57,84,18,20,25
"E00021314",148,44,60,6,16,22
"E00021315",112,92,15,1,2,2
"E00021316",102,26,57,4,3,12
"E00021317",123,23,74,3,17,6
"E00021318",142,57,51,6,12,16
"E00021319",138,43,66,8,10,11
"E00021320",120,32,53,11,12,12
"E00021321",114,28,57,5,17,7
"E00021322",116,36,68,5,2,5
"E00021323",138,55,63,7,1,12
"E00021324",166,50,71,11,15,19
"E00021325",150,46,69,10,10,15
"E00021326",134,26,74,21,6,7
"E00021327",178,61,76,6,20,15
"E00021328",131,17,73,13,9,19
"E00021329",187,97,60,8,7,15
"E00021330",122,43,60,5,7,7
"E00021331",90,37,38,1,5,9
"E00021332",134,29,84,11,3,7
"E00021333",126,40,62,7,13,4
"E00021334",155,55,77,5,14,4
"E00021335",180,43,106,16,3,12
"E00021336",88,13,58,8,2,7
"E00021337",88,10,63,5,7,3
"E00021338",134,29,84,11,7,3
"E00021339",125,31,63,10,8,13
"E00021340",211,103,71,9,11,17
"E00021342",101,23,59,6,8,5
"E00021344",152,34,94,11,6,7
"E00021345",115,23,73,7,6,6
"E00021346",116,31,55,13,6,11
"E00021347",149,45,71,10,11,12
"E00021349",136,33,82,7,7,7
"E00021350",110,29,59,7,9,6
"E00021351",134,48,74,4,5,3
