"GeographyCode","KS609EW0001","KS609EW0002","KS609EW0003","KS609EW0004","KS609EW0005","KS609EW0006","KS609EW0007","KS609EW0008","KS609EW0009","KS609EW0010","KS609EW0011","KS609EW0012","KS609EW0013","KS609EW0014","KS609EW0015","KS609EW0016","KS609EW0017","KS609EW0018","KS609EW0019"
"E00021141",47,3,4,6,5,3,2,7,10,7,6.38297872340426,8.51063829787234,12.7659574468085,10.6382978723404,6.38297872340426,4.25531914893617,14.8936170212766,21.2765957446809,14.8936170212766
"E00021143",84,8,15,12,7,8,5,13,8,8,9.52380952380952,17.8571428571429,14.2857142857143,8.33333333333333,9.52380952380952,5.95238095238095,15.4761904761905,9.52380952380952,9.52380952380952
"E00021145",69,8,18,15,2,6,4,4,3,9,11.5942028985507,26.0869565217391,21.7391304347826,2.89855072463768,8.69565217391304,5.79710144927536,5.79710144927536,4.34782608695652,13.0434782608696
"E00021146",139,12,50,36,7,5,8,9,0,12,8.63309352517986,35.9712230215827,25.8992805755396,5.03597122302158,3.59712230215827,5.75539568345324,6.47482014388489,0,8.63309352517986
"E00021147",58,7,15,7,2,8,5,2,7,5,12.0689655172414,25.8620689655172,12.0689655172414,3.44827586206897,13.7931034482759,8.62068965517241,3.44827586206897,12.0689655172414,8.62068965517241
"E00021148",69,9,16,9,3,8,5,5,9,5,13.0434782608696,23.1884057971014,13.0434782608696,4.34782608695652,11.5942028985507,7.2463768115942,7.2463768115942,13.0434782608696,7.2463768115942
"E00021149",65,5,9,13,5,10,2,3,9,9,7.69230769230769,13.8461538461538,20,7.69230769230769,15.3846153846154,3.07692307692308,4.61538461538462,13.8461538461538,13.8461538461538
"E00021150",69,5,19,15,6,6,3,3,5,7,7.2463768115942,27.536231884058,21.7391304347826,8.69565217391304,8.69565217391304,4.34782608695652,4.34782608695652,7.2463768115942,10.1449275362319
"E00021151",50,3,4,10,4,6,4,5,5,9,6,8,20,8,12,8,10,10,18
"E00021152",64,3,5,20,3,9,3,7,8,6,4.6875,7.8125,31.25,4.6875,14.0625,4.6875,10.9375,12.5,9.375
"E00021153",131,12,30,43,5,13,4,5,8,11,9.16030534351145,22.9007633587786,32.824427480916,3.81679389312977,9.9236641221374,3.05343511450382,3.81679389312977,6.10687022900763,8.3969465648855
"E00021154",63,3,5,9,5,7,5,16,5,8,4.76190476190476,7.93650793650794,14.2857142857143,7.93650793650794,11.1111111111111,7.93650793650794,25.3968253968254,7.93650793650794,12.6984126984127
"E00021155",150,15,54,48,4,14,1,11,0,3,10,36,32,2.66666666666667,9.33333333333333,0.666666666666667,7.33333333333333,0,2
"E00021156",61,8,7,14,5,4,0,4,6,13,13.1147540983607,11.4754098360656,22.9508196721311,8.19672131147541,6.55737704918033,0,6.55737704918033,9.83606557377049,21.3114754098361
"E00021157",76,3,15,11,6,8,5,9,10,9,3.94736842105263,19.7368421052632,14.4736842105263,7.89473684210526,10.5263157894737,6.57894736842105,11.8421052631579,13.1578947368421,11.8421052631579
"E00021158",55,2,12,10,5,7,0,9,4,6,3.63636363636364,21.8181818181818,18.1818181818182,9.09090909090909,12.7272727272727,0,16.3636363636364,7.27272727272727,10.9090909090909
"E00021159",136,11,28,28,9,14,7,5,13,21,8.08823529411765,20.5882352941176,20.5882352941176,6.61764705882353,10.2941176470588,5.14705882352941,3.67647058823529,9.55882352941176,15.4411764705882
"E00021160",68,5,12,17,4,9,2,5,4,10,7.35294117647059,17.6470588235294,25,5.88235294117647,13.2352941176471,2.94117647058824,7.35294117647059,5.88235294117647,14.7058823529412
"E00021161",105,5,20,26,6,16,5,8,9,10,4.76190476190476,19.047619047619,24.7619047619048,5.71428571428571,15.2380952380952,4.76190476190476,7.61904761904762,8.57142857142857,9.52380952380952
"E00021162",105,8,15,26,7,13,1,13,6,16,7.61904761904762,14.2857142857143,24.7619047619048,6.66666666666667,12.3809523809524,0.952380952380952,12.3809523809524,5.71428571428571,15.2380952380952
