"GeographyCode","QS421EW0001","QS421EW0002","QS421EW0003","QS421EW0004","QS421EW0005","QS421EW0006","QS421EW0007","QS421EW0008","QS421EW0009","QS421EW0010","QS421EW0011","QS421EW0012","QS421EW0013","QS421EW0014","QS421EW0015","QS421EW0016","QS421EW0017","QS421EW0018","QS421EW0019","QS421EW0020","QS421EW0021","QS421EW0022","QS421EW0023","QS421EW0024","QS421EW0025","QS421EW0026","QS421EW0027","QS421EW0028","QS421EW0029","QS421EW0030","QS421EW0031","QS421EW0032","QS421EW0033","QS421EW0034","QS421EW0035"
"E02000864",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E02000865",74,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,20,6,0,0,0,16,0,0,0,0,0,0,4,0,0,0,12,0,32
"E02000866",52,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,40,0,0,0,0,14,10,16,0,0,0,0,0,3
"E02000867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02000868",216,44,0,0,0,0,0,0,0,0,0,0,0,0,44,0,44,0,0,0,0,168,0,0,0,0,168,0,0,0,0,0,0,0,4
"E02000869",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"E02000870",47,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,29,0,0,0,0,0,0,0,0,0,17,12,0,0
"E02000871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02000872",21,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,10,4,0,0,0,0,0,0,4,0,0,0,0,0,2
"E02000873",1246,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1237,0,0,0,0,1237,0,0,0,0,0,0,0,8
"E02000874",250,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,243,0,0,0,0,243,0,0,0,0,0,0,0,2
"E02000875",61,61,0,0,0,0,0,0,0,0,0,0,0,0,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02000876",137,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,129,0,0,0,0,110,0,0,0,0,19,0,0,1
"E02000877",55,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,0,1
"E02000878",835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,553,7,265,0,0,9,0,0,1
"E02000879",217,143,0,0,0,0,0,0,0,0,0,0,0,0,143,0,143,0,0,0,0,72,0,0,0,0,72,0,0,0,0,0,0,0,2
"E02000880",142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,132,0,0,0,0,0,6,0,4
"E02000881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02000882",41,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0
"E02000883",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,97,0,0,0,0,0,0
"E02000884",65,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,44,0,0,0,0,39,0,5,0,0,0,0,0,1
"E02000885",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,8,0,0,14,0,0,0
"E02000886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02000887",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,67,7,0,0,0,0,0,1
"E02000888",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0
"E02000889",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
"E02000890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02000891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02000893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02000894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02006853",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E02006854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
