"GeographyCode","QS114EW0001","QS114EW0002","QS114EW0003","QS114EW0004","QS114EW0005","QS114EW0006","QS114EW0007","QS114EW0008","QS114EW0009","QS114EW0010","QS114EW0011","QS114EW0012"
"E00021287",278,63,0,63,215,2,0,22,162,5,0,24
"E00021288",239,52,1,51,187,0,2,40,114,0,0,31
"E00021289",330,42,10,32,288,60,4,89,34,43,30,28
"E00021290",342,30,11,19,312,45,14,22,40,51,60,80
"E00021291",374,109,2,107,265,4,2,7,248,0,0,4
"E00021292",312,35,13,22,277,44,10,25,30,23,73,72
"E00021294",578,77,11,66,501,73,10,43,42,131,150,52
"E00021295",379,39,3,36,340,11,16,33,78,30,42,130
"E00021296",341,52,8,44,289,15,16,61,106,5,6,80
"E00021297",415,42,11,31,373,18,12,88,78,32,35,110
"E00021298",417,54,9,45,363,15,12,62,80,15,24,155
"E00021299",438,40,7,33,398,26,16,38,80,36,40,162
"E00021300",488,45,9,36,443,15,12,72,90,28,26,200
"E00021301",522,37,10,27,485,84,18,104,36,112,66,65
"E00021302",463,63,9,54,400,35,14,34,82,41,61,133
"E00021303",349,47,13,34,302,18,6,33,40,16,120,69
"E00021304",351,27,8,19,324,28,10,32,28,47,35,144
"E00021305",255,31,7,24,224,2,22,41,34,20,32,73
"E00021306",264,50,11,39,214,4,14,42,72,15,16,51
"E00021307",456,59,6,53,397,12,4,34,98,16,14,219
"E00021308",432,24,4,20,408,18,22,32,68,34,98,136
"E00021309",189,40,1,39,149,0,2,25,96,5,0,21
"E00021310",259,34,17,17,225,16,28,30,48,27,9,67
"E00021311",335,37,11,26,298,20,12,47,24,46,81,68
"E00021312",316,36,5,31,280,37,16,62,36,21,16,92
"E00021313",484,57,9,48,427,64,10,52,122,10,26,143
"E00021314",370,44,13,31,326,7,10,98,70,11,32,98
"E00021315",138,92,48,44,46,0,18,4,14,0,4,6
"E00021316",322,26,14,12,296,22,18,32,26,51,59,88
"E00021317",328,23,9,14,305,9,24,67,72,30,29,74
"E00021318",303,57,14,43,246,22,18,29,58,16,14,89
"E00021319",330,43,17,26,287,46,10,35,62,12,32,90
"E00021320",317,32,8,24,285,21,20,61,38,15,42,88
"E00021321",302,28,6,22,274,18,10,18,66,38,41,83
"E00021322",315,36,11,25,279,16,10,40,44,48,50,71
"E00021323",374,55,31,24,319,29,20,54,20,12,102,82
"E00021324",380,50,27,23,330,14,28,63,76,10,9,130
"E00021325",413,46,9,37,367,24,14,74,38,60,59,98
"E00021326",433,26,10,16,407,49,10,60,36,66,98,88
"E00021327",397,61,14,47,336,15,12,64,104,11,32,98
"E00021328",434,17,6,11,417,47,12,34,42,89,76,117
"E00021329",398,97,19,78,301,11,22,38,54,52,53,71
"E00021330",334,43,5,38,291,24,6,21,46,25,92,77
"E00021331",200,37,8,29,163,12,4,33,50,21,22,21
"E00021332",491,29,11,18,462,32,16,15,20,90,203,86
"E00021333",351,40,8,32,311,16,20,55,42,28,92,58
"E00021334",377,55,18,37,322,40,24,50,44,28,51,85
"E00021335",564,43,9,34,521,41,28,64,44,41,162,141
"E00021336",300,13,3,10,287,50,14,42,16,46,77,42
"E00021337",339,10,0,10,329,12,8,31,28,51,125,74
"E00021338",452,29,3,26,423,44,2,102,32,81,92,70
"E00021339",331,31,3,28,300,20,12,45,44,27,35,117
"E00021340",383,103,9,94,280,33,8,44,106,10,22,57
"E00021342",342,23,4,19,319,35,10,52,12,70,100,40
"E00021344",534,34,18,16,500,43,18,37,20,67,197,118
"E00021345",348,23,1,22,325,25,4,99,42,40,74,41
"E00021346",341,31,7,24,310,26,16,66,30,65,75,32
"E00021347",408,45,0,45,363,68,2,81,52,68,65,27
"E00021349",399,33,3,30,366,32,6,68,48,54,90,68
"E00021350",354,29,8,21,325,41,10,23,34,27,138,52
"E00021351",381,48,11,37,333,31,8,73,18,74,76,53
"E00021352",284,33,2,31,251,43,4,45,62,36,46,15
"E00021353",308,58,22,36,250,22,16,39,24,43,69,37
"E00021354",463,31,9,22,432,14,10,42,50,43,171,102
"E00021355",300,76,17,59,224,19,6,35,94,0,17,53
"E00021357",412,29,8,21,383,21,14,53,18,69,143,65
"E00021359",369,31,8,23,338,16,18,29,24,85,99,67
"E00021360",450,27,10,17,423,28,2,65,24,73,125,106
"E00021361",371,35,6,29,336,72,10,70,30,39,66,49
"E00021363",389,38,17,21,351,63,12,73,38,35,81,49
"E00021364",570,31,10,21,539,29,16,51,34,53,196,160
"E00021365",282,69,13,56,213,21,4,23,66,22,43,34
"E00021366",371,50,24,26,321,31,16,75,42,59,54,44
"E00021367",318,47,31,16,271,31,14,61,42,31,32,60
"E00021368",399,43,7,36,356,18,4,37,58,71,84,84
"E00021369",232,7,1,6,225,24,0,46,4,46,84,21
"E00021370",616,37,3,34,579,39,6,96,40,51,265,82
"E00021371",199,5,0,5,194,12,2,22,8,38,93,19
"E00021372",385,46,12,34,339,45,14,60,54,33,55,78
"E00021374",420,30,9,21,390,27,32,46,18,56,134,77
"E00021375",389,49,10,39,340,24,14,46,38,50,118,50
"E00021376",384,39,8,31,345,28,18,38,18,77,78,88
"E00021377",586,56,12,44,530,95,14,72,76,88,71,114
"E00021378",424,73,12,61,351,33,8,60,54,18,76,102
"E00021379",283,62,12,50,221,0,20,32,44,33,54,38
"E00021380",232,64,9,55,168,11,12,18,44,10,54,19
"E00021381",410,42,8,34,368,58,4,43,40,86,75,62
"E00021382",411,26,13,13,385,48,8,65,24,116,84,40
"E00021383",523,66,37,29,457,37,12,47,26,77,147,111
"E00021384",220,50,6,44,170,6,6,34,100,6,0,18
"E00021385",433,44,11,33,389,25,16,36,76,28,110,98
"E00021386",360,33,7,26,327,30,8,23,36,87,75,68
"E00021387",664,61,10,51,603,31,20,73,90,77,208,104
"E00021388",330,64,11,53,266,39,16,43,30,23,70,45
"E00021391",492,43,9,34,449,55,8,65,26,79,149,67
"E00021392",369,65,10,55,304,39,20,56,38,10,63,78
"E00021393",423,45,16,29,378,42,16,65,30,69,64,92
"E00021394",358,47,17,30,311,33,2,77,42,64,46,47
"E00021395",336,37,13,24,299,25,16,48,30,78,71,31
"E00021396",351,55,19,36,296,44,14,57,38,32,48,63
"E00021397",566,35,12,23,531,72,20,91,20,70,170,88
"E00021398",474,48,16,32,426,47,22,46,58,57,101,95
"E00021399",371,66,14,52,305,15,24,52,106,5,56,47
"E00021400",394,34,3,31,360,59,18,35,30,55,70,93
"E00021402",276,39,16,23,237,11,30,45,48,20,37,46
"E00021404",256,62,1,61,194,4,0,41,116,0,0,33
"E00021405",429,29,12,17,400,4,20,46,30,22,143,135
"E00021406",371,54,15,39,317,38,8,65,36,33,63,74
"E00021407",540,57,13,44,483,124,8,103,24,31,134,59
"E00021408",340,71,6,65,269,5,0,56,108,8,19,73
"E00021409",274,50,1,49,224,2,6,49,118,16,0,33
"E00021410",316,36,11,25,280,11,4,34,30,21,86,94
"E00021411",389,55,19,36,334,11,18,27,44,55,67,112
"E00021412",440,20,6,14,420,66,4,72,46,77,90,65
"E00021413",413,42,5,37,371,35,8,64,36,80,98,50
"E00021414",402,10,0,10,392,26,12,49,22,71,121,91
"E00021415",379,32,9,23,347,36,10,52,26,71,86,66
"E00021416",369,29,11,18,340,27,18,59,26,27,71,112
"E00021417",275,44,13,31,231,19,8,45,36,0,49,74
"E00021418",213,49,1,48,164,5,2,42,94,0,5,16
"E00021419",445,27,5,22,418,52,6,84,44,84,93,55
"E00021420",285,43,7,36,242,6,12,82,70,0,45,27
"E00021421",448,99,4,95,349,20,8,58,52,22,104,85
"E00021422",209,39,9,30,170,23,4,42,10,26,36,29
"E00021423",417,38,4,34,379,23,12,47,44,69,101,83
"E00021424",212,35,3,32,177,0,2,29,96,0,13,37
"E00021425",232,60,3,57,172,8,4,43,94,0,0,23
"E00021426",349,16,7,9,333,44,14,63,22,65,60,65
"E00021427",229,49,1,48,180,0,6,53,100,0,0,21
"E00021428",393,33,8,25,360,31,12,81,60,71,53,52
"E00021429",141,15,1,14,126,28,4,26,36,5,20,7
"E00021430",331,45,12,33,286,25,8,81,40,63,50,19
"E00021431",319,49,11,38,270,12,20,38,30,23,74,73
"E00021432",387,66,36,30,321,42,20,57,32,49,68,53
"E00021433",624,66,9,57,558,42,10,90,108,44,92,172
"E00021434",421,36,18,18,385,15,18,21,20,65,135,111
"E00021437",318,44,14,30,274,27,10,33,24,45,59,76
"E00021438",210,45,15,30,165,15,20,24,34,17,14,41
"E00021439",236,36,20,16,200,23,12,35,12,20,32,66
"E00021440",451,27,12,15,424,6,14,30,34,81,140,119
"E00021441",358,29,8,21,329,21,12,53,58,20,86,79
"E00021442",335,41,15,26,294,26,20,24,40,28,66,90
"E00021443",247,48,23,25,199,22,22,9,46,16,31,53
"E00021444",325,39,8,31,286,20,22,21,30,13,57,123
"E00021445",422,20,7,13,402,15,16,57,22,42,167,83
"E00021446",448,15,3,12,433,30,4,67,30,65,146,91
"E00021447",266,40,2,38,226,0,2,30,94,15,17,68
"E00021448",337,47,12,35,290,29,18,56,54,51,40,42
"E00021449",333,60,9,51,273,17,10,27,40,21,52,106
"E00021450",187,17,8,9,170,7,8,25,34,5,16,75
"E00021451",400,53,15,38,347,24,20,55,32,93,57,66
"E00021452",212,63,10,53,149,16,8,36,42,6,18,23
"E00021453",310,43,18,25,267,12,20,33,40,22,12,128
"E00021454",357,27,11,16,330,26,8,53,30,38,92,83
"E00021455",346,66,21,45,280,43,8,37,34,75,32,51
"E00021458",259,80,6,74,179,5,8,21,72,0,9,64
"E00021459",256,58,5,53,198,11,2,27,110,7,5,36
"E00021460",385,52,2,50,333,26,2,43,100,29,40,93
"E00021461",250,50,14,36,200,19,2,16,64,16,40,43
"E00021462",314,56,18,38,258,31,20,52,34,16,31,74
"E00021463",338,48,14,34,290,11,8,22,48,29,65,107
"E00021464",279,47,8,39,232,43,6,20,64,11,32,56
"E00021465",416,23,7,16,393,13,18,61,30,81,79,111
"E00021466",382,48,9,39,334,16,4,67,36,16,66,129
"E00021467",371,36,5,31,335,27,4,49,22,48,86,99
"E00021468",265,47,13,34,218,15,6,15,36,42,20,84
"E00021469",446,42,13,29,404,38,6,50,46,51,106,107
"E00021470",282,53,17,36,229,5,14,24,30,18,56,82
"E00021471",373,34,13,21,339,25,6,64,62,41,86,55
"E00021473",299,25,8,17,274,15,18,34,28,54,70,55
"E00021474",402,18,7,11,384,22,16,60,34,45,77,130
"E00021475",377,30,12,18,347,12,14,28,36,22,97,138
"E00021476",406,23,8,15,383,34,8,51,24,44,85,137
"E00021477",460,55,12,43,405,17,8,50,80,7,110,133
"E00021478",333,46,11,35,287,15,8,36,52,44,52,80
"E00021479",411,36,3,33,375,14,2,22,92,6,58,181
"E00021480",303,47,1,46,256,10,2,63,118,26,18,19
"E00021481",413,34,10,24,379,16,10,41,30,44,59,179
"E00021482",455,19,9,10,436,0,10,36,42,33,101,214
"E00021483",600,55,3,52,545,25,10,61,148,53,58,190
"E00021484",364,22,3,19,342,0,2,56,46,17,39,182
"E00021485",330,37,4,33,293,30,6,71,32,55,48,51
"E00021486",387,23,4,19,364,16,18,64,28,54,73,111
"E00021487",220,17,5,12,203,15,10,15,30,67,40,26
"E00021488",444,48,8,40,396,28,10,48,58,79,106,67
"E00021489",346,35,12,23,311,25,10,91,28,65,48,44
"E00021490",306,46,10,36,260,23,2,81,22,64,48,20
"E00021491",285,20,7,13,265,16,4,44,26,34,95,46
"E00021492",372,44,6,38,328,36,18,47,38,48,95,46
"E00021493",481,23,6,17,458,38,10,54,14,107,159,76
"E00021494",546,45,11,34,501,25,20,66,54,54,167,115
"E00021495",609,52,2,50,557,21,6,60,56,79,221,114
"E00021496",360,25,8,17,335,30,4,53,14,98,79,57
"E00021497",517,31,6,25,486,22,4,47,4,108,199,102
"E00021498",389,28,9,19,361,41,8,61,32,66,81,72
"E00021499",306,40,2,38,266,10,10,27,62,28,23,106
"E00021500",310,44,3,41,266,13,4,27,108,10,27,77
"E00021501",292,61,10,51,231,15,8,37,50,18,43,60
"E00021502",375,60,3,57,315,41,2,23,20,47,114,68
"E00021503",393,36,6,30,357,47,6,66,32,82,89,35
"E00021504",399,58,10,48,341,18,4,88,80,70,59,22
"E00021505",296,26,9,17,270,22,12,32,24,33,93,54
"E00021506",317,61,11,50,256,29,14,50,44,31,31,57
"E00021507",376,67,17,50,309,14,12,28,90,20,68,77
"E00021508",358,44,11,33,314,15,8,52,58,38,63,80
"E00021509",499,64,37,27,435,18,22,56,44,67,93,135
"E00021510",240,44,3,41,196,8,6,69,86,0,10,17
"E00021511",205,42,2,40,163,0,4,49,90,0,14,6
"E00021516",252,30,3,27,222,20,10,20,58,11,27,76
"E00021517",304,56,2,54,248,11,0,44,62,11,33,87
"E00021518",337,58,3,55,279,17,14,51,74,11,32,80
"E00021519",463,53,5,48,410,13,24,71,142,15,49,96
"E00021520",216,35,3,32,181,0,0,55,58,10,9,49
"E00021521",259,24,10,14,235,31,10,43,42,0,51,58
"E00021522",468,32,7,25,436,25,12,48,38,45,186,82
"E00021524",590,45,2,43,545,44,4,86,72,48,106,185
"E00021525",308,48,0,48,260,5,2,53,80,10,35,75
"E00021526",342,66,2,64,276,2,2,55,130,5,16,66
"E00021527",317,48,0,48,269,23,4,88,80,0,4,70
"E00021528",259,25,9,16,234,18,16,61,22,22,48,47
"E00021529",192,76,33,43,116,24,4,30,34,0,15,9
"E00021531",597,43,5,38,554,48,18,84,50,62,206,86
"E00021532",318,39,2,37,279,6,0,70,102,10,24,67
"E00021533",242,63,1,62,179,7,4,22,110,0,0,36
"E00021534",225,49,3,46,176,4,0,18,122,0,12,20
"E00021535",286,33,2,31,253,7,8,32,70,18,36,82
"E00021536",282,39,1,38,243,3,0,46,78,12,24,80
"E00021537",339,47,2,45,292,4,8,68,136,0,4,72
"E00021538",684,94,5,89,590,11,10,156,214,0,8,191
"E00021539",252,50,0,50,202,0,4,28,132,0,0,38
"E00021541",229,66,0,66,163,2,2,31,110,0,0,18
"E00021542",218,34,1,33,184,0,10,81,64,0,4,25
"E00021543",270,45,4,41,225,2,4,42,132,0,0,45
"E00021544",180,18,0,18,162,4,4,44,74,0,13,23
"E00021546",196,31,1,30,165,12,2,44,92,0,0,15
"E00021547",278,55,13,42,223,5,12,31,26,23,71,55
"E00021549",386,25,8,17,361,11,12,48,62,43,85,100
"E00021550",402,49,8,41,353,51,4,62,46,27,100,63
"E00021552",241,32,7,25,209,17,22,24,38,23,40,45
"E00021553",349,37,12,25,312,23,22,41,24,59,81,62
"E00021554",259,41,6,35,218,27,0,37,106,0,17,31
"E00021555",447,37,4,33,410,38,4,82,50,43,120,73
"E00021556",285,57,0,57,228,6,0,36,118,6,20,42
"E00021557",340,63,4,59,277,7,8,76,132,0,13,41
"E00021559",338,57,17,40,281,11,22,48,78,26,20,76
"E00021560",431,51,13,38,380,19,10,45,68,45,124,69
"E00021561",278,61,7,54,217,9,4,14,94,0,8,88
"E00021562",372,47,8,39,325,12,8,33,76,6,105,85
"E00021563",391,30,8,22,361,16,20,36,54,33,142,60
"E00021564",313,43,30,13,270,6,24,29,34,52,30,95
"E00021565",207,41,9,32,166,15,10,26,24,33,39,19
"E00021566",446,56,7,49,390,9,4,24,48,12,83,210
"E00021567",351,42,13,29,309,13,20,43,66,33,36,98
"E00021569",302,55,8,47,247,6,8,26,82,41,8,76
"E00021572",359,60,6,54,299,5,16,51,44,38,91,54
"E00021574",267,24,3,21,243,4,10,18,38,10,79,84
"E00021577",291,58,19,39,233,28,8,28,44,41,52,32
"E00021579",362,25,6,19,337,10,4,64,28,95,79,57
"E00021580",423,27,7,20,396,22,12,44,22,80,119,97
"E00021582",401,18,7,11,383,15,12,25,20,17,213,81
"E00021583",434,55,10,45,379,29,10,55,38,54,132,61
"E00021584",302,38,15,23,264,13,14,37,28,33,60,79
"E00021585",590,29,7,22,561,20,8,62,22,59,249,141
"E00021586",455,19,13,6,436,24,12,85,38,65,108,104
"E00021587",396,34,17,17,362,20,20,52,28,58,96,88
"E00021588",333,66,27,39,267,40,18,63,26,40,41,39
"E00021590",376,41,19,22,335,23,22,57,40,49,67,77
"E00021591",461,26,3,23,435,64,2,88,14,113,129,25
"E00021592",315,29,9,20,286,7,20,43,36,31,57,92
"E00021593",225,92,41,51,133,0,32,36,24,5,16,20
"E00021594",336,53,18,35,283,10,18,25,32,38,74,86
"E00021595",354,50,16,34,304,4,10,45,42,12,95,96
"E00021596",381,60,18,42,321,23,22,43,64,10,42,117
"E00021597",374,28,9,19,346,16,4,45,46,59,75,101
"E00021598",260,40,5,35,220,0,14,25,54,15,9,103
"E00021599",326,68,0,68,258,0,8,64,102,14,16,54
"E00021600",308,69,11,58,239,7,12,47,108,0,19,46
"E00021601",230,55,9,46,175,3,14,41,58,5,6,48
"E00021602",368,27,3,24,341,9,4,32,52,5,88,151
"E00021603",184,56,5,51,128,2,2,30,66,5,0,23
"E00021604",356,64,13,51,292,30,10,52,44,27,28,101
"E00021605",289,69,25,44,220,5,14,47,86,0,0,68
"E00021606",282,89,18,71,193,2,18,28,124,0,8,13
"E00021607",262,62,20,42,200,12,8,39,20,21,53,47
"E00021608",217,49,8,41,168,4,2,27,80,0,5,50
"E00021610",323,66,13,53,257,12,10,31,70,38,31,65
"E00021611",397,54,6,48,343,2,8,48,88,16,103,78
"E00021612",214,73,2,71,141,6,14,17,98,0,0,6
"E00021613",188,67,4,63,121,0,0,12,106,0,0,3
"E00021614",263,86,3,83,177,0,10,28,110,0,0,29
"E00021615",218,88,2,86,130,9,6,11,88,5,0,11
"E00021616",438,18,6,12,420,19,10,46,40,74,124,107
"E00021617",166,62,4,58,104,0,0,4,76,0,0,24
"E00021618",282,26,4,22,256,13,2,98,18,54,43,28
"E00021619",463,45,7,38,418,42,20,81,50,79,74,72
"E00021620",246,65,8,57,181,10,6,25,50,15,49,26
"E00021621",333,45,14,31,288,9,14,69,38,26,93,39
"E00021622",247,56,3,53,191,5,0,34,100,0,0,52
"E00021623",189,56,6,50,133,15,0,26,16,41,19,16
"E00021624",292,72,5,67,220,0,20,21,136,0,0,43
"E00021625",443,96,3,93,347,6,6,64,214,0,0,57
"E00021626",329,123,26,97,206,0,10,29,124,0,8,35
"E00021627",372,84,2,82,288,4,6,48,156,11,5,58
"E00021628",214,46,2,44,168,0,6,34,70,6,22,30
"E00021629",229,58,3,55,171,4,6,42,80,0,0,39
"E00021630",262,62,16,46,200,17,2,39,54,10,28,50
"E00021631",305,42,3,39,263,5,2,84,110,0,6,56
"E00021632",229,49,2,47,180,7,10,31,68,0,0,64
"E00021633",214,43,5,38,171,2,12,21,98,5,4,29
"E00021634",283,50,2,48,233,0,8,38,102,15,39,31
"E00021635",227,47,2,45,180,4,2,33,86,5,6,44
"E00021636",335,32,5,27,303,22,16,31,32,37,107,58
"E00021637",507,33,4,29,474,50,12,72,88,51,106,95
"E00021639",347,33,15,18,314,9,4,6,12,35,160,88
"E00021640",397,56,19,37,341,26,16,43,48,59,102,47
"E00021641",415,40,11,29,375,15,10,29,50,5,164,102
"E00021642",335,51,14,37,284,8,18,42,26,69,55,66
"E00021643",246,28,7,21,218,12,14,22,46,22,60,42
"E00021644",327,51,19,32,276,16,22,11,44,22,64,97
"E00021646",498,33,8,25,465,50,20,86,44,61,129,75
"E00021648",202,45,1,44,157,0,2,16,56,0,10,73
"E00021649",434,38,13,25,396,11,10,40,32,50,144,109
"E00021650",265,29,2,27,236,5,4,45,60,35,10,77
"E00021651",251,56,3,53,195,12,14,48,100,0,5,16
"E00021652",276,61,9,52,215,0,6,53,108,0,5,43
"E00021653",547,52,16,36,495,28,8,93,40,47,165,114
"E00021654",379,70,9,61,309,22,4,44,36,47,120,36
"E00021655",274,22,3,19,252,6,6,26,14,30,118,52
"E00021656",386,53,20,33,333,7,32,17,70,25,37,145
