"GeographyCode","QS412EW0001","QS412EW0002","QS412EW0003","QS412EW0004","QS412EW0005","QS412EW0006"
"E00021141",117,12,17,71,14,3
"E00021143",138,12,38,57,25,6
"E00021145",104,2,25,69,7,1
"E00021146",143,14,41,73,14,1
"E00021147",83,17,18,38,8,2
"E00021148",119,21,25,61,8,4
"E00021149",126,1,35,59,29,2
"E00021150",116,8,29,51,26,2
"E00021151",113,5,26,66,11,5
"E00021152",138,16,22,76,16,8
"E00021153",149,10,31,96,11,1
"E00021154",121,10,28,58,19,6
"E00021155",172,2,34,109,20,7
"E00021156",133,3,19,92,16,3
"E00021157",106,7,15,60,19,5
"E00021158",107,4,16,60,21,6
"E00021159",246,29,51,131,29,6
"E00021160",112,9,32,47,16,8
"E00021161",154,18,47,71,15,3
"E00021162",121,16,25,53,18,9
"E00021163",119,26,20,52,18,3
"E00021164",128,1,33,68,22,4
"E00021165",122,14,20,68,15,5
"E00021166",126,22,32,50,17,5
"E00021167",128,7,29,78,10,4
"E00021168",169,6,53,91,15,4
"E00021169",189,6,70,85,24,4
"E00021170",162,7,35,74,38,8
"E00021171",241,16,45,137,36,7
"E00021172",125,13,37,64,11,0
"E00021173",146,17,43,62,22,2
"E00021174",128,6,23,87,11,1
"E00021175",127,14,32,61,19,1
"E00021176",151,24,48,65,10,4
"E00021177",134,10,21,69,23,11
"E00021179",140,10,24,83,17,6
"E00021180",168,6,25,94,36,7
"E00021181",107,12,21,60,9,5
"E00021182",169,10,40,100,15,4
"E00021183",135,3,31,90,9,2
"E00021184",69,6,8,44,7,4
"E00021185",131,19,31,67,10,4
"E00021186",156,19,19,79,23,16
"E00021187",97,5,20,43,24,5
"E00021188",120,10,20,67,15,8
"E00021189",122,15,22,61,17,7
"E00021190",161,10,33,88,21,9
"E00021191",124,7,22,54,29,12
"E00021192",113,8,17,51,28,9
"E00021193",182,12,53,96,20,1
"E00021194",176,4,25,97,36,14
"E00021195",108,8,24,36,28,12
"E00021196",114,4,22,57,28,3
"E00021197",215,19,53,117,22,4
"E00021198",92,15,18,39,14,6
"E00021199",111,3,12,82,10,4
"E00021200",107,7,20,52,19,9
"E00021201",107,3,16,60,19,9
"E00021202",92,4,19,46,12,11
"E00021203",104,14,20,52,9,9
"E00021204",145,10,21,82,24,8
"E00021205",100,9,13,52,20,6
"E00021206",78,3,11,42,16,6
"E00021207",164,5,12,132,13,2
"E00021208",108,5,20,57,19,7
"E00021209",72,0,13,35,17,7
"E00021210",78,8,8,39,15,8
"E00021211",135,8,23,68,27,9
"E00021212",75,5,3,33,24,10
"E00021213",132,11,19,63,29,10
"E00021214",156,10,37,75,22,12
"E00021215",181,13,47,95,21,5
"E00021216",163,10,13,116,16,8
"E00021217",225,1,38,145,34,7
"E00021218",201,45,70,68,14,4
"E00021219",107,10,49,38,9,1
"E00021220",181,13,69,90,9,0
"E00021223",195,14,71,92,18,0
"E00021224",168,35,56,58,16,3
"E00021225",152,6,44,93,8,1
"E00021227",118,12,33,60,11,2
"E00021228",135,30,41,47,12,5
"E00021229",116,4,23,59,26,4
"E00021230",128,22,48,49,5,4
"E00021231",122,9,35,73,5,0
"E00021235",105,6,15,45,25,14
"E00021236",132,5,17,78,26,6
"E00021238",181,27,69,59,25,1
"E00021239",147,1,66,74,6,0
"E00021240",162,10,64,82,6,0
"E00021241",116,25,40,42,7,2
"E00021243",147,3,38,76,23,7
"E00021244",148,3,16,109,18,2
"E00021245",113,14,30,57,10,2
"E00021246",182,17,64,61,27,13
"E00021247",115,18,25,45,19,8
"E00021248",136,5,35,71,20,5
"E00021249",122,19,29,56,13,5
"E00021251",114,11,23,64,11,5
"E00021252",126,11,33,69,12,1
"E00021253",144,8,18,89,24,5
"E00021254",109,6,43,48,11,1
"E00021255",109,2,43,57,6,1
"E00021256",107,6,51,44,6,0
"E00021257",102,16,47,32,5,2
"E00021258",134,23,27,66,13,5
"E00021259",134,25,34,50,16,9
"E00021260",143,13,27,84,16,3
"E00021261",128,7,28,86,5,2
"E00021262",119,4,36,49,26,4
"E00021263",175,34,62,67,11,1
"E00021266",119,14,26,65,10,4
"E00021267",145,15,39,72,14,5
"E00021268",106,2,39,48,15,2
"E00021271",189,4,82,87,14,2
"E00021272",89,14,21,43,11,0
"E00021273",125,9,27,69,15,5
"E00021274",192,23,40,101,14,14
"E00021275",116,22,18,61,11,4
"E00021277",101,10,44,39,6,2
"E00021278",82,3,29,37,12,1
"E00021279",153,18,21,91,19,4
"E00021280",151,13,34,87,14,3
"E00021281",204,25,50,97,28,4
"E00021282",181,7,49,101,21,3
"E00021285",77,0,28,45,4,0
"E00021286",106,12,32,50,11,1
"E00021287",160,0,28,121,9,2
"E00021288",133,1,52,75,4,1
"E00021289",127,1,21,72,24,9
"E00021290",120,12,29,61,11,7
"E00021291",239,0,69,159,11,0
"E00021292",113,10,41,41,16,5
"E00021294",201,10,42,99,37,13
"E00021295",145,26,37,64,12,6
"E00021296",160,11,49,89,9,2
"E00021297",156,42,51,46,14,3
"E00021298",173,39,52,65,15,2
"E00021299",165,15,49,77,17,7
"E00021300",181,45,61,61,13,1
"E00021301",175,3,34,93,37,8
