"GeographyCode","KS606EW0001","KS606EW0002","KS606EW0003","KS606EW0004","KS606EW0005","KS606EW0006","KS606EW0007","KS606EW0008","KS606EW0009","KS606EW0010","KS606EW0011","KS606EW0012","KS606EW0013","KS606EW0014","KS606EW0015","KS606EW0016","KS606EW0017","KS606EW0018","KS606EW0019","KS606EW0020","KS606EW0021","KS606EW0022","KS606EW0023","KS606EW0024","KS606EW0025","KS606EW0026","KS606EW0027","KS606EW0028","KS606EW0029","KS606EW0030","KS606EW0031","KS606EW0032","KS606EW0033","KS606EW0034","KS606EW0035","KS606EW0036","KS606EW0037"
"E00021141",47,0,0,2,0,1,6,4,6,6,0,2,0,3,3,4,3,3,4,0,0,4.25531914893617,0,2.12765957446809,12.7659574468085,8.51063829787234,12.7659574468085,12.7659574468085,0,4.25531914893617,0,6.38297872340426,6.38297872340426,8.51063829787234,6.38297872340426,6.38297872340426,8.51063829787234
"E00021143",84,0,1,3,0,0,3,12,4,7,9,5,0,10,8,2,4,8,8,0,1.19047619047619,3.57142857142857,0,0,3.57142857142857,14.2857142857143,4.76190476190476,8.33333333333333,10.7142857142857,5.95238095238095,0,11.9047619047619,9.52380952380952,2.38095238095238,4.76190476190476,9.52380952380952,9.52380952380952
"E00021145",69,0,0,0,0,0,6,5,4,8,7,1,2,5,3,4,8,9,7,0,0,0,0,0,8.69565217391304,7.2463768115942,5.79710144927536,11.5942028985507,10.1449275362319,1.44927536231884,2.89855072463768,7.2463768115942,4.34782608695652,5.79710144927536,11.5942028985507,13.0434782608696,10.1449275362319
"E00021146",139,0,0,4,0,0,7,12,0,20,13,9,1,38,3,3,18,4,7,0,0,2.87769784172662,0,0,5.03597122302158,8.63309352517986,0,14.3884892086331,9.35251798561151,6.47482014388489,0.719424460431655,27.3381294964029,2.15827338129496,2.15827338129496,12.9496402877698,2.87769784172662,5.03597122302158
"E00021147",58,0,1,0,0,1,13,4,4,5,8,3,0,4,1,1,6,3,4,0,1.72413793103448,0,0,1.72413793103448,22.4137931034483,6.89655172413793,6.89655172413793,8.62068965517241,13.7931034482759,5.17241379310345,0,6.89655172413793,1.72413793103448,1.72413793103448,10.3448275862069,5.17241379310345,6.89655172413793
"E00021148",69,0,0,4,0,1,8,6,9,3,7,1,0,11,2,2,5,4,6,0,0,5.79710144927536,0,1.44927536231884,11.5942028985507,8.69565217391304,13.0434782608696,4.34782608695652,10.1449275362319,1.44927536231884,0,15.9420289855072,2.89855072463768,2.89855072463768,7.2463768115942,5.79710144927536,8.69565217391304
"E00021149",65,0,0,1,0,2,2,7,6,15,10,4,1,4,2,2,3,4,2,0,0,1.53846153846154,0,3.07692307692308,3.07692307692308,10.7692307692308,9.23076923076923,23.0769230769231,15.3846153846154,6.15384615384615,1.53846153846154,6.15384615384615,3.07692307692308,3.07692307692308,4.61538461538462,6.15384615384615,3.07692307692308
"E00021150",69,0,0,4,0,1,5,7,6,4,5,4,1,10,5,1,5,8,3,0,0,5.79710144927536,0,1.44927536231884,7.2463768115942,10.1449275362319,8.69565217391304,5.79710144927536,7.2463768115942,5.79710144927536,1.44927536231884,14.4927536231884,7.2463768115942,1.44927536231884,7.2463768115942,11.5942028985507,4.34782608695652
"E00021151",50,0,0,4,0,0,2,10,2,7,2,0,1,6,6,2,1,4,3,0,0,8,0,0,4,20,4,14,4,0,2,12,12,4,2,8,6
"E00021152",64,0,0,2,0,0,4,8,6,9,8,1,1,6,2,4,5,5,3,0,0,3.125,0,0,6.25,12.5,9.375,14.0625,12.5,1.5625,1.5625,9.375,3.125,6.25,7.8125,7.8125,4.6875
"E00021153",131,0,0,2,1,0,8,11,4,13,17,12,1,23,5,2,7,10,15,0,0,1.52671755725191,0.763358778625954,0,6.10687022900763,8.3969465648855,3.05343511450382,9.9236641221374,12.9770992366412,9.16030534351145,0.763358778625954,17.5572519083969,3.81679389312977,1.52671755725191,5.34351145038168,7.63358778625954,11.4503816793893
"E00021154",63,0,0,1,0,0,3,19,7,7,2,0,1,11,4,3,3,1,1,0,0,1.58730158730159,0,0,4.76190476190476,30.1587301587302,11.1111111111111,11.1111111111111,3.17460317460317,0,1.58730158730159,17.4603174603175,6.34920634920635,4.76190476190476,4.76190476190476,1.58730158730159,1.58730158730159
"E00021155",150,0,0,4,0,0,8,16,2,8,26,11,2,34,2,3,10,10,14,0,0,2.66666666666667,0,0,5.33333333333333,10.6666666666667,1.33333333333333,5.33333333333333,17.3333333333333,7.33333333333333,1.33333333333333,22.6666666666667,1.33333333333333,2,6.66666666666667,6.66666666666667,9.33333333333333
"E00021156",61,0,0,1,0,0,1,10,7,8,5,4,3,7,6,3,4,1,1,0,0,1.63934426229508,0,0,1.63934426229508,16.3934426229508,11.4754098360656,13.1147540983607,8.19672131147541,6.55737704918033,4.91803278688525,11.4754098360656,9.83606557377049,4.91803278688525,6.55737704918033,1.63934426229508,1.63934426229508
"E00021157",76,1,0,8,0,1,2,10,10,11,3,2,0,7,0,1,5,9,6,1.31578947368421,0,10.5263157894737,0,1.31578947368421,2.63157894736842,13.1578947368421,13.1578947368421,14.4736842105263,3.94736842105263,2.63157894736842,0,9.21052631578947,0,1.31578947368421,6.57894736842105,11.8421052631579,7.89473684210526
"E00021158",55,0,0,1,0,0,0,10,5,10,2,2,0,7,2,2,3,10,1,0,0,1.81818181818182,0,0,0,18.1818181818182,9.09090909090909,18.1818181818182,3.63636363636364,3.63636363636364,0,12.7272727272727,3.63636363636364,3.63636363636364,5.45454545454545,18.1818181818182,1.81818181818182
"E00021159",136,1,0,9,0,2,10,14,7,12,17,6,2,19,4,8,11,6,8,0.735294117647059,0,6.61764705882353,0,1.47058823529412,7.35294117647059,10.2941176470588,5.14705882352941,8.82352941176471,12.5,4.41176470588235,1.47058823529412,13.9705882352941,2.94117647058824,5.88235294117647,8.08823529411765,4.41176470588235,5.88235294117647
"E00021160",68,0,0,2,1,0,2,8,6,11,7,1,0,11,3,4,6,4,2,0,0,2.94117647058824,1.47058823529412,0,2.94117647058824,11.7647058823529,8.82352941176471,16.1764705882353,10.2941176470588,1.47058823529412,0,16.1764705882353,4.41176470588235,5.88235294117647,8.82352941176471,5.88235294117647,2.94117647058824
"E00021161",105,0,0,1,0,0,6,10,11,17,12,4,2,17,4,2,10,3,6,0,0,0.952380952380952,0,0,5.71428571428571,9.52380952380952,10.4761904761905,16.1904761904762,11.4285714285714,3.80952380952381,1.9047619047619,16.1904761904762,3.80952380952381,1.9047619047619,9.52380952380952,2.85714285714286,5.71428571428571
"E00021162",105,0,0,1,0,0,3,14,7,19,9,8,2,10,5,10,3,6,8,0,0,0.952380952380952,0,0,2.85714285714286,13.3333333333333,6.66666666666667,18.0952380952381,8.57142857142857,7.61904761904762,1.9047619047619,9.52380952380952,4.76190476190476,9.52380952380952,2.85714285714286,5.71428571428571,7.61904761904762
"E00021163",64,0,0,3,0,1,4,9,3,10,4,5,1,3,3,4,7,4,3,0,0,4.6875,0,1.5625,6.25,14.0625,4.6875,15.625,6.25,7.8125,1.5625,4.6875,4.6875,6.25,10.9375,6.25,4.6875
"E00021164",78,0,0,6,0,0,2,7,4,12,9,2,2,2,10,1,14,4,3,0,0,7.69230769230769,0,0,2.56410256410256,8.97435897435897,5.12820512820513,15.3846153846154,11.5384615384615,2.56410256410256,2.56410256410256,2.56410256410256,12.8205128205128,1.28205128205128,17.9487179487179,5.12820512820513,3.84615384615385
"E00021165",79,0,0,6,0,0,1,13,4,11,11,7,2,4,6,2,3,4,5,0,0,7.59493670886076,0,0,1.26582278481013,16.4556962025316,5.06329113924051,13.9240506329114,13.9240506329114,8.86075949367089,2.53164556962025,5.06329113924051,7.59493670886076,2.53164556962025,3.79746835443038,5.06329113924051,6.32911392405063
"E00021166",106,0,0,3,0,0,7,13,6,19,13,4,4,7,5,4,8,4,9,0,0,2.83018867924528,0,0,6.60377358490566,12.2641509433962,5.66037735849057,17.9245283018868,12.2641509433962,3.77358490566038,3.77358490566038,6.60377358490566,4.71698113207547,3.77358490566038,7.54716981132075,3.77358490566038,8.49056603773585
"E00021167",90,0,0,1,0,0,1,7,1,17,11,7,1,16,5,3,8,2,10,0,0,1.11111111111111,0,0,1.11111111111111,7.77777777777778,1.11111111111111,18.8888888888889,12.2222222222222,7.77777777777778,1.11111111111111,17.7777777777778,5.55555555555556,3.33333333333333,8.88888888888889,2.22222222222222,11.1111111111111
"E00021168",173,1,0,10,2,0,7,10,5,19,29,17,2,35,3,3,14,7,9,0.578034682080925,0,5.78034682080925,1.15606936416185,0,4.04624277456647,5.78034682080925,2.89017341040462,10.9826589595376,16.7630057803468,9.82658959537572,1.15606936416185,20.2312138728324,1.73410404624277,1.73410404624277,8.09248554913295,4.04624277456647,5.20231213872832
