"GeographyCode","KS103EW0001","KS103EW0002","KS103EW0003","KS103EW0004","KS103EW0005","KS103EW0006","KS103EW0007","KS103EW0008","KS103EW0009","KS103EW0010","KS103EW0011","KS103EW0012","KS103EW0013"
"E01004197",1906,1177,489,5,76,111,48,61.7523609653725,25.6558237145855,0.262329485834208,3.98740818467996,5.82371458551941,2.51836306400839
"E01004198",1242,671,379,5,40,76,71,54.0257648953301,30.5152979066023,0.402576489533011,3.22061191626409,6.11916264090177,5.71658615136876
"E01004199",1172,591,404,3,47,72,55,50.4266211604096,34.4709897610922,0.255972696245734,4.01023890784983,6.14334470989761,4.69283276450512
"E01004200",1399,1078,225,4,25,42,25,77.0550393137956,16.0829163688349,0.285918513223731,1.78699070764832,3.00214438884918,1.78699070764832
"E01004201",1245,746,327,6,43,72,51,59.9196787148594,26.2650602409639,0.481927710843374,3.45381526104418,5.78313253012048,4.09638554216868
"E01004202",1427,922,365,13,31,64,32,64.6110721793973,25.5781359495445,0.911002102312544,2.17238962859145,4.48493342676945,2.24246671338472
"E01004203",1466,954,327,6,31,91,57,65.075034106412,22.3055934515689,0.409276944065484,2.11459754433834,6.20736698499318,3.8881309686221
"E01004204",1287,620,410,10,41,80,126,48.1740481740482,31.8570318570319,0.777000777000777,3.18570318570319,6.21600621600622,9.79020979020979
"E01004205",1580,736,643,4,54,90,53,46.5822784810127,40.6962025316456,0.253164556962025,3.41772151898734,5.69620253164557,3.35443037974684
"E01004206",1184,610,389,8,40,81,56,51.5202702702703,32.8547297297297,0.675675675675676,3.37837837837838,6.84121621621622,4.72972972972973
"E01004207",1151,672,324,4,39,62,50,58.3840139009557,28.1494352736751,0.347523892267593,3.38835794960904,5.3866203301477,4.34404865334492
"E01004208",1746,1225,381,15,37,57,31,70.1603665521191,21.8213058419244,0.859106529209622,2.11912943871707,3.26460481099656,1.77548682703322
"E01004209",985,453,385,2,48,52,45,45.989847715736,39.0862944162437,0.203045685279188,4.87309644670051,5.27918781725888,4.56852791878173
"E01004211",1341,919,286,4,41,63,28,68.530947054437,21.3273676360925,0.298284862043251,3.05741983594333,4.69798657718121,2.08799403430276
"E01004212",1483,947,374,2,45,75,40,63.8570465273095,25.2191503708699,0.134861766689144,3.03438975050573,5.05731625084289,2.69723533378287
"E01004214",1208,567,409,2,59,120,51,46.9370860927152,33.8576158940397,0.165562913907285,4.8841059602649,9.93377483443709,4.22185430463576
"E01004215",2206,1209,718,10,67,114,88,54.8050770625567,32.5475974614687,0.453309156844968,3.03717135086129,5.16772438803264,3.98912058023572
"E01004216",1363,705,457,13,40,105,43,51.7241379310345,33.5289801907557,0.953778429933969,2.93470286133529,7.70359501100514,3.15480557593544
"E01004217",1429,648,546,10,51,104,70,45.3463960811756,38.2085374387684,0.699790062981106,3.56892932120364,7.2778166550035,4.89853044086774
"E01004218",1461,733,547,10,43,89,39,50.1711156741958,37.4401095140315,0.684462696783025,2.94318959616701,6.09171800136893,2.6694045174538
"E01004219",1755,934,628,12,56,75,50,53.2193732193732,35.7834757834758,0.683760683760684,3.19088319088319,4.27350427350427,2.84900284900285
"E01004221",1561,872,491,8,35,104,51,55.8616271620756,31.4541960281871,0.51249199231262,2.24215246636771,6.66239590006406,3.26713645099295
"E01004222",1932,1014,523,11,70,189,125,52.4844720496894,27.0703933747412,0.56935817805383,3.6231884057971,9.78260869565217,6.46997929606625
"E01004223",1675,877,484,3,75,132,104,52.3582089552239,28.8955223880597,0.17910447761194,4.47761194029851,7.88059701492537,6.2089552238806
"E01004224",1633,961,422,16,59,118,57,58.8487446417636,25.8420085731782,0.979791794243723,3.61298224127373,7.22596448254746,3.49050826699326
