"GeographyCode","QS402EW0001","QS402EW0002","QS402EW0003","QS402EW0004","QS402EW0005","QS402EW0006","QS402EW0007","QS402EW0008","QS402EW0009","QS402EW0010","QS402EW0011","QS402EW0012"
"E01004263",529,529,206,17,23,166,323,272,49,2,0,0
"E01004264",457,448,92,4,22,66,356,353,3,0,0,9
"E01004266",583,576,219,8,13,198,357,337,20,0,0,7
"E01004267",707,700,143,15,33,95,550,436,110,4,7,7
"E01004268",688,673,15,2,7,6,657,641,13,3,1,15
"E01004269",726,709,64,7,8,49,645,610,24,11,0,17
"E01004270",745,743,241,9,20,212,502,432,53,17,0,2
"E01004271",548,544,21,4,3,14,523,515,6,2,0,4
"E01004272",639,630,21,2,7,12,608,602,4,2,1,9
"E01004273",594,582,116,14,26,76,465,448,15,2,1,12
"E01004274",654,654,257,29,55,173,397,388,6,3,0,0
"E01004275",768,762,402,20,80,302,360,353,5,2,0,6
"E01004276",996,993,110,3,15,92,883,850,31,2,0,3
"E01004277",898,898,34,4,18,12,863,816,23,24,1,0
"E01004280",769,760,143,13,42,88,617,611,6,0,0,9
"E01004281",831,831,230,20,60,150,601,588,13,0,0,0
"E01004283",756,747,103,17,21,65,644,623,15,6,0,9
"E01004284",884,854,193,32,42,119,661,640,21,0,0,30
"E01004285",658,651,254,40,59,155,397,384,9,4,0,7
"E01004286",817,811,387,22,56,309,422,395,15,12,2,6
"E01004287",854,833,23,2,6,15,810,805,5,0,0,21
"E01004288",525,525,138,14,13,111,387,366,17,4,0,0
"E01004289",670,659,194,12,18,164,464,384,72,8,1,11
"E01004290",575,571,144,3,22,119,426,364,33,29,1,4
"E01004291",1051,1049,20,1,4,15,1029,931,88,10,0,2
"E01004292",818,818,351,9,46,296,467,458,7,2,0,0
"E01004293",1133,1133,94,1,19,74,1026,982,29,15,13,0
"E01004294",877,877,29,3,4,22,847,799,34,14,1,0
"E01004295",500,490,48,6,15,27,442,435,5,2,0,10
"E01004296",684,677,69,10,15,44,608,592,10,6,0,7
"E01004297",909,905,145,13,22,110,760,711,45,4,0,4
"E01004298",635,626,80,11,21,48,546,524,16,6,0,9
"E01004300",522,513,48,5,14,29,465,451,13,1,0,9
"E01004301",413,413,33,4,10,19,380,348,30,2,0,0
"E01004302",637,631,21,5,9,7,608,596,7,5,2,6
"E01004303",967,967,102,20,15,67,865,845,17,3,0,0
"E01004304",653,634,80,18,17,45,553,519,22,12,1,19
"E01004305",699,694,61,4,12,45,633,582,45,6,0,5
"E01004306",687,681,159,11,28,120,522,406,43,73,0,6
"E01004307",1014,1005,45,6,3,36,960,785,93,82,0,9
"E01004308",504,495,160,5,29,126,335,315,17,3,0,9
"E01004309",902,890,76,8,23,45,814,736,29,49,0,12
"E01004310",793,765,68,8,16,44,697,632,39,26,0,28
"E01004311",644,642,45,5,3,37,597,572,16,9,0,2
"E01004312",628,626,42,1,7,34,583,577,4,2,1,2
"E01004313",812,800,48,7,4,37,752,696,24,32,0,12
"E01004314",493,493,305,2,13,290,188,127,37,24,0,0
"E01004315",718,710,109,4,14,91,601,553,21,27,0,8
"E01004316",455,449,13,1,0,12,436,410,19,7,0,6
"E01004317",1193,1178,150,16,26,108,1028,858,94,76,0,15
"E01004318",630,608,21,2,2,17,587,539,18,30,0,22
"E01004319",595,590,57,2,17,38,533,490,32,11,0,5
"E01004321",711,707,100,11,23,66,607,509,67,31,0,4
"E01004322",502,497,22,2,6,14,475,448,18,9,0,5
"E01004323",480,478,170,14,22,134,308,258,40,10,0,2
"E01004324",485,467,60,4,15,41,407,392,13,2,0,18
"E01004325",1033,1025,68,2,13,53,957,847,62,48,0,8
"E01004326",623,619,9,1,2,6,610,564,14,32,0,4
"E01032764",643,637,94,13,17,64,543,512,24,7,0,6
"E01032765",645,637,145,5,29,111,492,486,5,1,0,8
"E01032766",601,600,40,3,11,26,560,498,45,17,0,1
"E01032767",767,767,32,7,7,18,735,608,81,46,0,0
"E01032768",696,696,21,1,3,17,674,669,4,1,1,0
"E01032769",593,590,38,4,12,22,552,514,22,16,0,3
"E01032770",572,569,34,6,9,19,535,530,5,0,0,3
"E01032771",546,544,17,3,5,9,525,514,4,7,2,2
"E01032772",544,534,74,15,30,29,460,457,0,3,0,10
"E01032773",852,836,5,0,1,4,831,820,4,7,0,16
"E01032774",583,572,49,6,6,37,522,518,3,1,1,11
"E01032775",600,593,6,0,3,3,587,587,0,0,0,7
"E01032776",631,620,8,1,3,4,612,608,2,2,0,11
"E01032777",514,510,16,2,3,11,494,487,6,1,0,4
"E01032778",564,553,40,2,6,32,513,507,4,2,0,11
"E01032779",565,562,3,0,1,2,559,558,0,1,0,3
"E01032780",647,645,46,3,8,35,571,562,7,2,28,2
"E01032781",771,771,7,2,0,5,764,759,4,1,0,0
"E01032782",776,771,24,5,4,15,745,739,1,5,2,5
"E01032783",661,661,155,11,26,118,505,498,7,0,1,0
"E01032784",692,690,74,4,13,57,616,599,15,2,0,2
"E01032785",616,608,17,1,2,14,590,584,2,4,1,8
"E01032786",674,658,22,4,3,15,635,606,19,10,1,16
"E01032787",793,770,95,8,21,66,675,653,19,3,0,23
