"GeographyCode","QS402EW0001","QS402EW0002","QS402EW0003","QS402EW0004","QS402EW0005","QS402EW0006","QS402EW0007","QS402EW0008","QS402EW0009","QS402EW0010","QS402EW0011","QS402EW0012"
"E01004197",964,964,108,3,28,77,856,705,120,31,0,0
"E01004198",606,599,73,6,13,54,526,505,12,9,0,7
"E01004199",574,564,18,2,1,15,546,534,7,5,0,10
"E01004200",585,579,100,5,13,82,479,370,84,25,0,6
"E01004201",619,615,134,10,11,113,481,393,85,3,0,4
"E01004202",713,698,35,5,11,19,663,605,46,12,0,15
"E01004203",689,672,43,4,8,31,629,576,16,37,0,17
"E01004204",631,631,41,9,12,20,590,570,19,1,0,0
"E01004205",688,674,90,11,24,55,584,572,9,3,0,14
"E01004206",554,544,30,3,4,23,514,501,10,3,0,10
"E01004207",515,503,105,13,12,80,398,321,74,3,0,12
"E01004208",788,779,106,7,9,90,673,585,58,30,0,9
"E01004209",466,463,8,1,3,4,455,440,9,6,0,3
"E01004211",720,697,96,7,19,70,600,481,58,61,1,23
"E01004212",720,698,53,6,12,35,645,610,29,6,0,22
"E01004214",665,663,18,2,4,12,645,640,3,2,0,2
"E01004215",1168,1156,148,12,33,103,1006,995,8,3,2,12
"E01004216",737,734,67,1,6,60,667,655,12,0,0,3
"E01004217",779,779,236,7,104,125,542,530,10,2,1,0
"E01004218",731,731,289,19,68,202,442,431,11,0,0,0
"E01004219",851,844,52,11,3,38,792,759,26,7,0,7
"E01004221",802,802,138,8,34,96,664,650,12,2,0,0
"E01004222",1048,1045,257,27,48,182,788,743,19,26,0,3
"E01004223",938,938,247,26,33,188,691,625,62,4,0,0
"E01004224",806,806,126,10,20,96,680,641,21,18,0,0
"E01004225",1147,1136,166,3,15,148,970,841,112,17,0,11
"E01004226",676,670,124,14,18,92,546,496,22,28,0,6
"E01004228",769,769,404,19,36,349,365,237,109,19,0,0
"E01004229",551,543,147,6,22,119,396,346,46,4,0,8
"E01004230",803,798,214,10,30,174,584,476,92,16,0,5
"E01004231",629,618,49,2,5,42,569,547,22,0,0,11
"E01004232",603,594,354,9,33,312,240,119,107,14,0,9
"E01004233",751,748,28,2,9,17,720,708,9,3,0,3
"E01004234",903,903,375,13,24,338,521,252,229,40,7,0
"E01004235",513,509,10,1,1,8,499,492,4,3,0,4
"E01004236",497,492,146,14,46,86,346,334,12,0,0,5
"E01004237",506,506,41,6,8,27,465,454,6,5,0,0
"E01004238",1058,1045,27,1,5,21,1018,1010,6,2,0,13
"E01004239",533,533,173,19,35,119,359,351,2,6,1,0
"E01004240",574,572,81,3,21,57,490,478,11,1,1,2
"E01004241",570,568,62,3,11,48,504,492,11,1,2,2
"E01004242",898,885,66,9,21,36,815,789,17,9,4,13
"E01004243",614,609,107,11,21,75,502,482,6,14,0,5
"E01004244",686,678,107,9,22,76,570,539,18,13,1,8
"E01004245",433,433,123,14,20,89,310,296,12,2,0,0
"E01004246",747,744,219,25,32,162,525,461,49,15,0,3
"E01004247",714,709,69,21,13,35,640,591,21,28,0,5
"E01004248",441,439,45,11,14,20,394,386,4,4,0,2
"E01004249",758,758,131,21,18,92,627,591,34,2,0,0
"E01004250",866,857,86,10,21,55,770,764,4,2,1,9
"E01004251",779,774,64,6,5,53,710,682,26,2,0,5
"E01004252",1107,1073,38,9,8,21,1030,969,50,11,5,34
"E01004253",829,818,96,12,28,56,722,712,9,1,0,11
"E01004254",1046,1042,76,3,13,60,966,927,24,15,0,4
"E01004255",647,642,47,8,15,24,595,572,14,9,0,5
"E01004256",611,604,125,13,30,82,479,473,5,1,0,7
"E01004257",618,608,77,11,11,55,531,508,20,3,0,10
"E01004258",713,711,55,2,4,49,656,639,14,3,0,2
"E01004259",812,806,45,6,9,30,761,713,29,19,0,6
"E01004260",636,628,19,0,5,14,609,589,3,17,0,8
"E01004261",550,519,66,6,7,53,452,437,14,1,1,31
"E01004262",495,486,101,11,10,80,384,336,35,13,1,9
