"GeographyCode","QS118EW0001","QS118EW0002","QS118EW0003","QS118EW0004","QS118EW0005","QS118EW0006","QS118EW0007","QS118EW0008","QS118EW0009","QS118EW0010","QS118EW0011","QS118EW0012"
"E01004197",473,234,56,25,29,33,23,8,44,15,6,470
"E01004198",297,144,24,20,23,24,9,5,35,10,3,324
"E01004199",352,117,31,24,34,27,31,10,43,30,5,525
"E01004200",256,172,16,6,9,7,9,5,16,16,0,189
"E01004201",296,121,33,20,27,22,20,9,27,16,1,347
"E01004202",375,226,25,13,18,25,15,10,29,13,1,314
"E01004203",345,192,19,14,12,22,21,8,37,17,3,348
"E01004204",309,145,25,12,34,20,13,8,31,16,5,339
"E01004205",425,142,46,29,37,46,25,11,51,35,3,599
"E01004206",287,113,30,12,26,23,21,15,24,19,4,361
"E01004207",273,127,27,12,19,17,14,8,29,17,3,314
"E01004208",334,217,27,8,13,18,8,1,23,15,4,270
"E01004209",287,102,34,13,20,24,17,5,42,29,1,416
"E01004211",291,205,24,13,13,9,7,5,8,5,2,147
"E01004212",313,160,25,15,17,22,20,6,30,18,0,328
"E01004214",391,138,38,22,38,57,26,13,35,22,2,531
"E01004215",638,346,64,34,31,40,29,7,50,36,1,607
"E01004216",379,210,53,16,21,36,14,6,17,4,2,283
"E01004217",434,238,58,17,27,41,18,3,23,9,0,340
"E01004218",433,242,51,15,39,30,26,4,17,9,0,320
"E01004219",524,234,59,30,41,40,22,9,62,27,0,596
"E01004221",441,260,38,18,17,37,16,12,27,13,3,357
"E01004222",554,256,61,24,49,28,29,11,61,30,5,616
"E01004223",506,249,56,44,34,43,25,13,29,13,0,452
"E01004224",431,237,30,23,30,24,18,5,29,33,2,418
"E01004225",520,386,62,15,4,25,10,3,13,2,0,217
"E01004226",408,187,39,31,28,34,21,4,48,16,0,457
"E01004228",419,244,38,14,28,35,19,8,19,11,3,321
"E01004229",341,175,37,11,24,23,19,9,24,18,1,328
"E01004230",458,227,52,29,45,27,15,6,35,20,2,436
"E01004231",391,153,36,24,32,39,23,9,49,22,4,521
"E01004232",309,185,26,10,18,21,17,4,17,10,1,245
"E01004233",376,169,45,17,21,19,14,12,55,22,2,479
"E01004234",517,304,40,18,23,47,27,17,31,9,1,405
"E01004235",311,93,43,34,27,29,17,6,43,16,3,431
"E01004236",363,123,37,14,33,29,20,14,48,40,5,558
"E01004237",258,118,30,12,13,34,11,7,23,9,1,286
"E01004238",603,252,94,37,33,61,22,5,55,39,5,741
"E01004239",381,166,25,24,31,29,21,11,47,24,3,494
"E01004240",405,143,24,24,31,36,29,12,59,43,4,620
"E01004241",359,126,37,23,28,35,17,16,42,30,5,519
"E01004242",512,188,54,30,23,69,28,21,60,36,3,720
"E01004243",414,170,43,17,29,34,13,11,57,38,2,575
"E01004244",393,146,32,23,32,38,21,13,42,43,3,567
"E01004245",336,76,28,26,32,40,18,18,57,34,7,615
"E01004246",448,225,40,22,26,41,21,5,39,28,1,488
"E01004247",433,170,43,26,36,51,29,8,39,27,4,533
"E01004248",302,91,18,19,31,31,24,5,52,24,7,498
"E01004249",464,180,42,21,37,42,28,19,52,36,7,646
"E01004250",553,204,63,35,52,52,34,12,67,31,3,721
"E01004251",449,184,55,36,28,36,21,5,56,25,3,560
"E01004252",602,265,74,43,41,46,35,13,56,24,5,681
"E01004253",525,187,69,29,38,57,40,21,48,32,4,712
"E01004254",498,353,63,17,5,22,12,4,10,11,1,246
"E01004255",346,154,35,28,25,24,14,8,33,21,4,392
"E01004256",416,172,55,28,26,36,24,10,40,24,1,482
"E01004257",452,153,43,27,45,52,23,12,50,37,10,644
"E01004258",380,238,34,19,12,32,10,10,15,7,3,259
"E01004259",337,192,36,18,21,20,12,5,23,10,0,271
"E01004260",377,152,38,24,28,28,23,13,45,23,3,480
"E01004261",254,98,26,17,8,23,22,8,32,17,3,374
"E01004262",240,110,25,11,19,20,8,8,16,21,2,279
"E01004263",304,133,15,13,39,21,20,6,28,25,4,372
"E01004264",325,128,32,20,19,26,19,8,48,23,2,466
"E01004266",337,167,27,17,33,24,18,10,21,18,2,336
"E01004267",353,184,29,10,23,27,15,9,23,28,5,367
"E01004268",380,159,33,22,18,43,19,11,40,32,3,490
"E01004269",372,161,37,19,32,34,18,9,46,16,0,440
"E01004270",378,192,33,12,24,32,18,11,33,16,7,392
"E01004271",350,109,44,10,25,51,25,8,56,21,1,525
"E01004272",454,134,50,23,31,41,35,14,83,39,4,751
"E01004273",434,156,42,24,41,42,23,12,46,46,2,616
"E01004274",446,176,66,21,42,43,22,13,34,26,3,514
"E01004275",481,267,59,20,26,42,20,7,26,12,2,388
"E01004276",508,376,67,12,12,30,8,0,0,3,0,179
"E01004277",425,305,68,17,5,26,3,0,1,0,0,152
"E01004280",445,208,58,12,34,51,16,7,35,19,5,468
