"GeographyCode","QS409EW0001","QS409EW0002","QS409EW0003","QS409EW0004","QS409EW0005"
"E00021141",117,64,37,15,1
"E00021143",138,63,59,12,4
"E00021145",104,66,35,2,1
"E00021146",143,69,71,2,1
"E00021147",83,50,30,3,0
"E00021148",119,63,47,7,2
"E00021149",126,56,44,17,9
"E00021150",116,61,39,12,4
"E00021151",113,67,32,11,3
"E00021152",138,73,48,13,4
"E00021153",149,67,78,4,0
"E00021154",121,50,53,14,4
"E00021155",172,78,84,6,4
"E00021156",133,79,40,9,5
"E00021157",106,45,39,20,2
"E00021158",107,43,45,14,5
"E00021159",246,141,92,10,3
"E00021160",112,51,37,19,5
"E00021161",154,78,68,7,1
"E00021162",121,51,52,12,6
"E00021163",119,54,53,11,1
"E00021164",128,73,41,11,3
"E00021165",122,57,46,13,6
"E00021166",126,51,64,6,5
"E00021167",128,68,49,10,1
"E00021168",169,71,88,4,6
"E00021169",189,90,77,21,1
"E00021170",162,70,66,21,5
"E00021171",241,110,101,25,5
"E00021172",125,80,41,4,0
"E00021173",146,79,55,10,2
"E00021174",128,71,55,2,0
"E00021175",127,74,42,9,2
"E00021176",151,104,41,4,2
"E00021177",134,52,56,18,8
"E00021179",140,64,66,6,4
"E00021180",168,77,67,19,5
"E00021181",107,67,32,6,2
"E00021182",169,79,86,2,2
"E00021183",135,91,40,3,1
"E00021184",69,31,29,5,4
"E00021185",131,80,42,6,3
"E00021186",156,68,48,26,14
"E00021187",97,38,38,15,6
"E00021188",120,56,55,6,3
"E00021189",122,39,65,13,5
"E00021190",161,64,71,15,11
"E00021191",124,42,56,11,15
"E00021192",113,44,47,15,7
"E00021193",182,102,75,2,3
"E00021194",176,65,75,33,3
"E00021195",108,31,54,16,7
"E00021196",114,39,48,24,3
"E00021197",215,120,76,12,7
"E00021198",92,29,46,10,7
"E00021199",111,74,29,2,6
"E00021200",107,42,46,14,5
"E00021201",107,40,49,13,5
"E00021202",92,41,30,15,6
"E00021203",104,59,33,9,3
"E00021204",145,65,64,10,6
"E00021205",100,35,43,15,7
"E00021206",78,32,29,15,2
"E00021207",164,98,59,5,2
"E00021208",108,44,50,9,5
"E00021209",72,21,35,8,8
"E00021210",78,24,37,13,4
"E00021211",135,62,53,12,8
