"GeographyCode","QS119EW0001","QS119EW0002","QS119EW0003","QS119EW0004","QS119EW0005","QS119EW0006"
"E02000864",3468,967,1138,909,407,47
"E02000865",2763,817,883,705,314,44
"E02000866",3829,1524,1240,710,316,39
"E02000867",4307,1402,1768,823,261,53
"E02000868",2618,910,926,519,230,33
"E02000869",2485,848,769,547,276,45
"E02000870",2560,757,890,614,265,34
"E02000871",3107,815,1111,755,367,59
"E02000872",3088,934,1149,644,304,57
"E02000873",2792,779,1031,642,300,40
"E02000874",2494,582,886,652,321,53
"E02000875",3437,885,1233,807,447,65
"E02000876",2750,795,986,595,331,43
"E02000877",3252,805,1113,857,408,69
"E02000878",3900,1309,1406,757,351,77
"E02000879",2855,754,989,714,346,52
"E02000880",2090,526,757,522,243,42
"E02000881",2379,529,831,661,309,49
"E02000882",2884,700,974,766,388,56
"E02000883",2880,591,964,849,411,65
"E02000884",3707,1188,1562,648,268,41
"E02000885",2509,488,893,719,341,68
"E02000886",3185,1282,1046,549,263,45
"E02000887",3165,741,1161,831,365,67
"E02000888",3306,1209,1211,586,258,42
"E02000889",2879,1195,968,476,209,31
"E02000890",3093,1668,1028,285,97,15
"E02000891",5742,2368,2230,818,270,56
"E02000893",2912,1154,932,552,249,25
"E02000894",4510,2200,1520,551,201,38
"E02006853",3320,1102,1398,587,203,30
"E02006854",2991,1320,1206,337,113,15
