"GeographyCode","KS102EW0001","KS102EW0002","KS102EW0003","KS102EW0004","KS102EW0005","KS102EW0006","KS102EW0007","KS102EW0008","KS102EW0009","KS102EW0010","KS102EW0011","KS102EW0012","KS102EW0013","KS102EW0014","KS102EW0015","KS102EW0016","KS102EW0017","KS102EW0018","KS102EW0019","KS102EW0020","KS102EW0021","KS102EW0022","KS102EW0023","KS102EW0024","KS102EW0025","KS102EW0026","KS102EW0027","KS102EW0028","KS102EW0029","KS102EW0030","KS102EW0031","KS102EW0032","KS102EW0033","KS102EW0034","KS102EW0035"
"E00021354",463,33,14,12,40,7,20,28,59,41,90,85,11,12,10,0,1,30.7343412526998,27,7.12742980561555,3.02375809935205,2.59179265658747,8.63930885529158,1.51187904967603,4.31965442764579,6.0475161987041,12.7429805615551,8.85529157667387,19.438444924406,18.3585313174946,2.37580993520518,2.59179265658747,2.15982721382289,0,0.215982721382289
"E00021355",300,24,3,3,3,1,1,4,53,48,100,30,8,10,9,3,0,33.0433333333333,30,8,1,1,1,0.333333333333333,0.333333333333333,1.33333333333333,17.6666666666667,16,33.3333333333333,10,2.66666666666667,3.33333333333333,3,1,0
"E00021357",412,41,28,14,35,10,16,14,34,42,96,46,5,17,12,2,0,28.6844660194175,26,9.95145631067961,6.79611650485437,3.39805825242718,8.49514563106796,2.42718446601942,3.88349514563107,3.39805825242718,8.25242718446602,10.1941747572816,23.3009708737864,11.1650485436893,1.21359223300971,4.12621359223301,2.9126213592233,0.485436893203883,0
"E00021359",369,44,31,16,30,2,8,9,39,39,86,33,3,14,11,3,1,27.4878048780488,25,11.9241192411924,8.40108401084011,4.3360433604336,8.13008130081301,0.5420054200542,2.1680216802168,2.4390243902439,10.5691056910569,10.5691056910569,23.3062330623306,8.94308943089431,0.813008130081301,3.7940379403794,2.9810298102981,0.813008130081301,0.2710027100271
"E00021360",450,44,33,15,42,7,13,16,47,37,119,49,4,8,10,6,0,27.6755555555556,25,9.77777777777778,7.33333333333333,3.33333333333333,9.33333333333333,1.55555555555556,2.88888888888889,3.55555555555556,10.4444444444444,8.22222222222222,26.4444444444444,10.8888888888889,0.888888888888889,1.77777777777778,2.22222222222222,1.33333333333333,0
"E00021361",371,50,31,10,30,8,12,11,32,46,89,32,3,8,8,1,0,25.7142857142857,25,13.4770889487871,8.35579514824798,2.69541778975741,8.08625336927224,2.15633423180593,3.23450134770889,2.96495956873315,8.62533692722372,12.3989218328841,23.989218328841,8.62533692722372,0.808625336927224,2.15633423180593,2.15633423180593,0.269541778975741,0
"E00021363",389,37,31,16,29,7,11,12,26,43,85,50,11,10,14,5,2,29.9845758354756,27,9.51156812339332,7.96915167095116,4.11311053984576,7.45501285347044,1.79948586118252,2.82776349614396,3.08483290488432,6.68380462724936,11.0539845758355,21.8508997429306,12.853470437018,2.82776349614396,2.5706940874036,3.59897172236504,1.2853470437018,0.51413881748072
"E00021364",570,38,29,23,51,10,22,19,67,37,134,80,23,22,10,4,1,31.0684210526316,28,6.66666666666667,5.08771929824561,4.03508771929825,8.94736842105263,1.75438596491228,3.85964912280702,3.33333333333333,11.7543859649123,6.49122807017544,23.5087719298246,14.0350877192982,4.03508771929825,3.85964912280702,1.75438596491228,0.701754385964912,0.175438596491228
"E00021365",282,15,11,6,17,4,6,7,18,26,102,41,13,10,3,2,1,33.5141843971631,32,5.31914893617021,3.90070921985816,2.12765957446809,6.02836879432624,1.41843971631206,2.12765957446809,2.4822695035461,6.38297872340426,9.21985815602837,36.1702127659575,14.5390070921986,4.60992907801418,3.54609929078014,1.06382978723404,0.709219858156028,0.354609929078014
"E00021366",371,39,21,21,25,4,9,9,24,37,86,44,16,15,12,6,3,31.3315363881402,29,10.5121293800539,5.66037735849057,5.66037735849057,6.73854447439353,1.07816711590297,2.42587601078167,2.42587601078167,6.46900269541779,9.97304582210243,23.1805929919137,11.8598382749326,4.31266846361186,4.04312668463612,3.23450134770889,1.61725067385445,0.808625336927224
"E00021367",318,32,19,9,11,4,6,6,42,43,53,40,4,14,23,7,5,34.2987421383648,28,10.062893081761,5.9748427672956,2.83018867924528,3.45911949685535,1.25786163522013,1.88679245283019,1.88679245283019,13.2075471698113,13.5220125786164,16.6666666666667,12.5786163522013,1.25786163522013,4.40251572327044,7.23270440251572,2.20125786163522,1.57232704402516
"E00021368",399,36,22,12,26,5,8,11,37,46,105,65,5,12,8,0,1,30.1829573934837,29,9.02255639097744,5.51378446115288,3.00751879699248,6.51629072681704,1.2531328320802,2.00501253132832,2.75689223057644,9.27318295739348,11.5288220551378,26.3157894736842,16.2907268170426,1.2531328320802,3.00751879699248,2.00501253132832,0,0.25062656641604
"E00021369",232,25,23,14,22,4,4,8,21,20,50,30,3,7,1,0,0,25.7068965517241,24,10.7758620689655,9.91379310344828,6.03448275862069,9.48275862068965,1.72413793103448,1.72413793103448,3.44827586206897,9.05172413793103,8.62068965517241,21.551724137931,12.9310344827586,1.29310344827586,3.01724137931034,0.431034482758621,0,0
"E00021370",616,58,42,31,55,14,37,32,46,55,128,85,14,12,5,2,0,26.9042207792208,23,9.41558441558442,6.81818181818182,5.03246753246753,8.92857142857143,2.27272727272727,6.00649350649351,5.19480519480519,7.46753246753247,8.92857142857143,20.7792207792208,13.7987012987013,2.27272727272727,1.94805194805195,0.811688311688312,0.324675324675325,0
"E00021371",199,21,17,12,22,6,12,8,22,12,42,22,2,0,1,0,0,23.4673366834171,20,10.5527638190955,8.5427135678392,6.03015075376884,11.0552763819095,3.01507537688442,6.03015075376884,4.02010050251256,11.0552763819095,6.03015075376884,21.105527638191,11.0552763819095,1.00502512562814,0,0.50251256281407,0,0
"E00021372",385,39,20,11,25,5,5,6,33,52,99,57,10,8,9,5,1,30.7948051948052,29,10.1298701298701,5.19480519480519,2.85714285714286,6.49350649350649,1.2987012987013,1.2987012987013,1.55844155844156,8.57142857142857,13.5064935064935,25.7142857142857,14.8051948051948,2.5974025974026,2.07792207792208,2.33766233766234,1.2987012987013,0.25974025974026
"E00021374",420,37,27,20,32,11,15,17,37,26,81,63,8,24,16,6,0,31.5619047619048,27,8.80952380952381,6.42857142857143,4.76190476190476,7.61904761904762,2.61904761904762,3.57142857142857,4.04761904761905,8.80952380952381,6.19047619047619,19.2857142857143,15,1.9047619047619,5.71428571428571,3.80952380952381,1.42857142857143,0
"E00021375",389,37,29,15,33,9,8,13,39,32,94,42,12,11,11,3,1,29.0334190231362,26,9.51156812339332,7.45501285347044,3.8560411311054,8.48329048843188,2.31362467866324,2.05655526992288,3.34190231362468,10.025706940874,8.22622107969152,24.1645244215938,10.7969151670951,3.08483290488432,2.82776349614396,2.82776349614396,0.77120822622108,0.25706940874036
"E00021376",384,37,12,17,43,5,18,14,39,22,83,52,13,13,13,0,3,30.5130208333333,26,9.63541666666667,3.125,4.42708333333333,11.1979166666667,1.30208333333333,4.6875,3.64583333333333,10.15625,5.72916666666667,21.6145833333333,13.5416666666667,3.38541666666667,3.38541666666667,3.38541666666667,0,0.78125
"E00021377",586,65,39,18,41,12,9,10,60,72,159,60,8,20,12,1,0,27.9641638225256,28,11.0921501706485,6.65529010238908,3.07167235494881,6.99658703071672,2.04778156996587,1.5358361774744,1.70648464163823,10.2389078498294,12.2866894197952,27.1331058020478,10.2389078498294,1.36518771331058,3.41296928327645,2.04778156996587,0.170648464163823,0
"E00021378",424,36,11,11,18,10,5,10,64,59,119,49,9,8,11,3,1,30.7429245283019,28,8.49056603773585,2.59433962264151,2.59433962264151,4.24528301886792,2.35849056603774,1.17924528301887,2.35849056603774,15.0943396226415,13.9150943396226,28.0660377358491,11.5566037735849,2.12264150943396,1.88679245283019,2.59433962264151,0.707547169811321,0.235849056603774
"E00021379",283,12,11,5,20,5,5,5,23,27,61,50,19,21,18,0,1,38.3321554770318,35,4.24028268551237,3.886925795053,1.76678445229682,7.06713780918728,1.76678445229682,1.76678445229682,1.76678445229682,8.12720848056537,9.54063604240283,21.5547703180212,17.6678445229682,6.71378091872792,7.42049469964664,6.36042402826855,0,0.353356890459364
"E00021380",329,13,5,6,14,3,9,13,25,30,74,67,13,25,20,11,1,41.048632218845,41,3.95136778115502,1.51975683890578,1.82370820668693,4.25531914893617,0.911854103343465,2.73556231003039,3.95136778115502,7.59878419452887,9.11854103343465,22.4924012158055,20.3647416413374,3.95136778115502,7.59878419452887,6.0790273556231,3.3434650455927,0.303951367781155
"E00021381",410,37,34,16,41,10,11,16,36,39,96,45,10,9,6,4,0,27.7731707317073,25,9.02439024390244,8.29268292682927,3.90243902439024,10,2.4390243902439,2.68292682926829,3.90243902439024,8.78048780487805,9.51219512195122,23.4146341463415,10.9756097560976,2.4390243902439,2.19512195121951,1.46341463414634,0.975609756097561,0
"E00021382",411,62,42,20,33,10,9,9,26,32,103,32,7,14,10,2,0,25.5644768856448,24,15.0851581508516,10.2189781021898,4.8661800486618,8.02919708029197,2.4330900243309,2.18978102189781,2.18978102189781,6.32603406326034,7.78588807785888,25.0608272506083,7.78588807785888,1.70316301703163,3.40632603406326,2.4330900243309,0.48661800486618,0
"E00021383",523,38,26,17,49,13,17,21,51,50,88,82,10,26,16,13,6,32.7629063097514,27,7.26577437858509,4.97131931166348,3.25047801147228,9.36902485659656,2.48565965583174,3.25047801147228,4.01529636711281,9.75143403441682,9.56022944550669,16.8260038240918,15.678776290631,1.91204588910134,4.97131931166348,3.05927342256214,2.48565965583174,1.1472275334608
"E00021384",220,13,3,2,3,0,0,0,14,38,88,42,6,6,4,1,0,36.0772727272727,36,5.90909090909091,1.36363636363636,0.909090909090909,1.36363636363636,0,0,0,6.36363636363636,17.2727272727273,40,19.0909090909091,2.72727272727273,2.72727272727273,1.81818181818182,0.454545454545455,0
"E00021385",433,27,24,12,26,3,10,8,61,67,108,54,5,8,18,1,1,30.4503464203233,27,6.23556581986143,5.54272517321016,2.77136258660508,6.00461893764434,0.69284064665127,2.3094688221709,1.84757505773672,14.0877598152425,15.473441108545,24.9422632794457,12.4711316397229,1.15473441108545,1.84757505773672,4.15704387990762,0.23094688221709,0.23094688221709
"E00021386",360,34,24,13,30,5,15,6,37,38,84,46,11,12,5,0,0,28.4111111111111,26,9.44444444444444,6.66666666666667,3.61111111111111,8.33333333333333,1.38888888888889,4.16666666666667,1.66666666666667,10.2777777777778,10.5555555555556,23.3333333333333,12.7777777777778,3.05555555555556,3.33333333333333,1.38888888888889,0,0
"E00021387",664,44,27,21,58,12,19,25,81,73,146,106,10,15,24,3,0,30.6882530120482,27,6.62650602409639,4.06626506024096,3.16265060240964,8.73493975903614,1.80722891566265,2.86144578313253,3.76506024096386,12.1987951807229,10.9939759036145,21.9879518072289,15.9638554216867,1.50602409638554,2.25903614457831,3.6144578313253,0.451807228915663,0
"E00021388",330,26,17,9,23,7,10,14,17,46,67,57,13,16,7,1,0,31.9757575757576,29,7.87878787878788,5.15151515151515,2.72727272727273,6.96969696969697,2.12121212121212,3.03030303030303,4.24242424242424,5.15151515151515,13.9393939393939,20.3030303030303,17.2727272727273,3.93939393939394,4.84848484848485,2.12121212121212,0.303030303030303,0
"E00021391",492,57,30,18,40,19,18,13,50,45,103,66,6,15,11,1,0,27.3434959349593,25,11.5853658536585,6.09756097560976,3.65853658536585,8.13008130081301,3.86178861788618,3.65853658536585,2.64227642276423,10.1626016260163,9.14634146341463,20.9349593495935,13.4146341463415,1.21951219512195,3.04878048780488,2.23577235772358,0.203252032520325,0
"E00021392",369,36,12,6,18,1,8,11,33,27,95,75,17,21,9,0,0,34.7425474254743,34,9.75609756097561,3.2520325203252,1.6260162601626,4.8780487804878,0.2710027100271,2.1680216802168,2.9810298102981,8.94308943089431,7.31707317073171,25.7452574525745,20.3252032520325,4.6070460704607,5.69105691056911,2.4390243902439,0,0
"E00021393",423,41,34,18,21,9,7,18,42,45,88,52,17,9,15,6,1,30.2127659574468,27,9.69267139479905,8.03782505910165,4.25531914893617,4.9645390070922,2.12765957446809,1.6548463356974,4.25531914893617,9.9290780141844,10.6382978723404,20.8037825059102,12.2931442080378,4.01891252955083,2.12765957446809,3.54609929078014,1.41843971631206,0.236406619385343
"E00021394",358,44,15,8,34,7,7,10,32,47,76,46,9,11,11,1,0,29.2346368715084,28,12.2905027932961,4.18994413407821,2.23463687150838,9.49720670391061,1.95530726256983,1.95530726256983,2.79329608938547,8.93854748603352,13.1284916201117,21.2290502793296,12.8491620111732,2.51396648044693,3.07262569832402,3.07262569832402,0.279329608938547,0
"E00021395",336,51,24,13,21,6,7,7,19,30,93,33,4,11,12,4,1,28.547619047619,28.5,15.1785714285714,7.14285714285714,3.86904761904762,6.25,1.78571428571429,2.08333333333333,2.08333333333333,5.65476190476191,8.92857142857143,27.6785714285714,9.82142857142857,1.19047619047619,3.27380952380952,3.57142857142857,1.19047619047619,0.297619047619048
"E00021396",351,38,17,16,16,5,11,6,18,36,84,50,16,19,15,4,0,33.4358974358974,32,10.8262108262108,4.84330484330484,4.55840455840456,4.55840455840456,1.42450142450142,3.13390313390313,1.70940170940171,5.12820512820513,10.2564102564103,23.9316239316239,14.2450142450142,4.55840455840456,5.41310541310541,4.27350427350427,1.13960113960114,0
"E00021397",566,47,45,23,76,10,24,25,43,42,121,58,12,13,21,4,2,28.1342756183746,24,8.30388692579505,7.95053003533569,4.06360424028269,13.4275618374558,1.76678445229682,4.24028268551237,4.41696113074205,7.59717314487632,7.42049469964664,21.3780918727915,10.2473498233216,2.12014134275618,2.29681978798587,3.71024734982332,0.706713780918728,0.353356890459364
"E00021398",474,48,19,15,24,6,13,12,46,56,121,60,11,26,15,2,0,31.4388185654008,29,10.126582278481,4.0084388185654,3.16455696202532,5.06329113924051,1.26582278481013,2.74261603375527,2.53164556962025,9.70464135021097,11.8143459915612,25.5274261603376,12.6582278481013,2.32067510548523,5.48523206751055,3.16455696202532,0.421940928270042,0
"E00021399",371,19,8,8,18,0,10,9,25,34,99,81,19,20,15,4,2,38.5148247978437,37,5.12129380053908,2.15633423180593,2.15633423180593,4.85175202156334,0,2.69541778975741,2.42587601078167,6.73854447439353,9.1644204851752,26.6846361185984,21.832884097035,5.12129380053908,5.39083557951483,4.04312668463612,1.07816711590297,0.539083557951483
"E00021400",394,44,26,8,28,8,8,12,37,49,106,34,5,13,9,7,0,29.002538071066,27,11.1675126903553,6.5989847715736,2.03045685279188,7.10659898477157,2.03045685279188,2.03045685279188,3.04568527918782,9.39086294416244,12.4365482233503,26.9035532994924,8.62944162436548,1.26903553299492,3.2994923857868,2.28426395939086,1.77664974619289,0
"E00021402",276,18,13,6,11,2,8,4,30,36,57,43,7,21,12,5,3,36.2173913043478,31.5,6.52173913043478,4.71014492753623,2.17391304347826,3.98550724637681,0.72463768115942,2.89855072463768,1.44927536231884,10.8695652173913,13.0434782608696,20.6521739130435,15.5797101449275,2.53623188405797,7.60869565217391,4.34782608695652,1.81159420289855,1.08695652173913
"E00021404",256,15,1,1,2,0,0,2,20,58,121,28,6,2,0,0,0,32.5625,31,5.859375,0.390625,0.390625,0.78125,0,0,0.78125,7.8125,22.65625,47.265625,10.9375,2.34375,0.78125,0,0,0
"E00021405",429,27,19,6,30,7,21,16,49,53,88,65,13,20,9,4,2,32.0745920745921,28,6.29370629370629,4.42890442890443,1.3986013986014,6.99300699300699,1.63170163170163,4.89510489510489,3.72960372960373,11.4219114219114,12.3543123543124,20.5128205128205,15.1515151515152,3.03030303030303,4.66200466200466,2.0979020979021,0.932400932400932,0.466200466200466
"E00021406",371,31,22,14,27,5,9,6,38,38,96,53,6,13,12,1,0,30.9272237196766,29,8.35579514824798,5.92991913746631,3.77358490566038,7.27762803234501,1.34770889487871,2.42587601078167,1.61725067385445,10.2425876010782,10.2425876010782,25.8760107816712,14.2857142857143,1.61725067385445,3.50404312668464,3.23450134770889,0.269541778975741,0
"E00021407",540,91,25,24,49,10,20,18,55,51,114,49,10,9,11,2,2,25.2574074074074,23,16.8518518518519,4.62962962962963,4.44444444444444,9.07407407407407,1.85185185185185,3.7037037037037,3.33333333333333,10.1851851851852,9.44444444444444,21.1111111111111,9.07407407407407,1.85185185185185,1.66666666666667,2.03703703703704,0.37037037037037,0.37037037037037
"E00021408",340,18,5,3,8,1,2,4,38,79,144,25,6,3,2,2,0,31.2852941176471,30,5.29411764705882,1.47058823529412,0.882352941176471,2.35294117647059,0.294117647058824,0.588235294117647,1.17647058823529,11.1764705882353,23.2352941176471,42.3529411764706,7.35294117647059,1.76470588235294,0.882352941176471,0.588235294117647,0.588235294117647,0
"E00021409",274,21,6,2,1,0,0,0,16,51,136,26,8,6,1,0,0,32.963503649635,33,7.66423357664234,2.18978102189781,0.72992700729927,0.364963503649635,0,0,0,5.83941605839416,18.6131386861314,49.6350364963504,9.48905109489051,2.91970802919708,2.18978102189781,0.364963503649635,0,0
"E00021410",316,20,9,10,19,4,14,11,42,44,62,49,10,12,9,1,0,31.6487341772152,28,6.32911392405063,2.84810126582278,3.16455696202532,6.0126582278481,1.26582278481013,4.43037974683544,3.48101265822785,13.2911392405063,13.9240506329114,19.620253164557,15.506329113924,3.16455696202532,3.79746835443038,2.84810126582278,0.316455696202532,0
"E00021411",389,24,14,4,28,2,8,10,28,55,90,65,15,21,23,2,0,35.6272493573265,32,6.16966580976864,3.59897172236504,1.02827763496144,7.19794344473008,0.51413881748072,2.05655526992288,2.5706940874036,7.19794344473008,14.1388174807198,23.1362467866324,16.7095115681234,3.8560411311054,5.39845758354756,5.91259640102828,0.51413881748072,0
"E00021412",514,50,27,16,53,8,17,14,53,46,127,76,11,6,5,5,0,28.4941634241245,26,9.72762645914397,5.25291828793774,3.11284046692607,10.3112840466926,1.55642023346304,3.30739299610895,2.72373540856031,10.3112840466926,8.94941634241245,24.7081712062257,14.7859922178988,2.14007782101167,1.16731517509728,0.972762645914397,0.972762645914397,0
"E00021413",413,44,22,19,37,9,8,8,36,43,114,54,4,10,4,0,1,27.634382566586,27,10.6537530266344,5.32687651331719,4.60048426150121,8.95883777239709,2.17917675544794,1.93704600484262,1.93704600484262,8.71670702179177,10.4116222760291,27.6029055690073,13.0750605326877,0.968523002421308,2.42130750605327,0.968523002421308,0,0.242130750605327
"E00021414",402,47,18,22,33,6,10,10,50,42,98,42,6,12,5,1,0,26.8582089552239,25,11.6915422885572,4.47761194029851,5.4726368159204,8.2089552238806,1.49253731343284,2.48756218905473,2.48756218905473,12.4378109452736,10.4477611940298,24.3781094527363,10.4477611940298,1.49253731343284,2.98507462686567,1.24378109452736,0.248756218905473,0
"E00021415",379,41,25,15,27,8,12,14,38,32,96,44,9,6,9,2,1,28.0079155672823,26,10.8179419525066,6.59630606860158,3.95778364116095,7.12401055408971,2.11081794195251,3.16622691292876,3.69393139841689,10.0263852242744,8.44327176781003,25.3298153034301,11.6094986807388,2.37467018469657,1.58311345646438,2.37467018469657,0.527704485488127,0.263852242744063
"E00021416",369,24,17,13,25,7,11,12,35,46,93,42,6,9,21,4,4,32.3333333333333,29,6.50406504065041,4.6070460704607,3.5230352303523,6.77506775067751,1.8970189701897,2.9810298102981,3.2520325203252,9.48509485094851,12.4661246612466,25.2032520325203,11.3821138211382,1.6260162601626,2.4390243902439,5.69105691056911,1.0840108401084,1.0840108401084
"E00021417",275,21,6,2,14,0,4,6,31,52,64,34,6,21,12,2,0,34.2,30,7.63636363636364,2.18181818181818,0.727272727272727,5.09090909090909,0,1.45454545454545,2.18181818181818,11.2727272727273,18.9090909090909,23.2727272727273,12.3636363636364,2.18181818181818,7.63636363636364,4.36363636363636,0.727272727272727,0
"E00021418",213,18,2,1,0,0,0,1,6,46,111,24,0,4,0,0,0,32.3474178403756,33,8.45070422535211,0.938967136150235,0.469483568075117,0,0,0,0.469483568075117,2.8169014084507,21.5962441314554,52.112676056338,11.2676056338028,0,1.87793427230047,0,0,0
"E00021419",446,49,41,17,50,5,16,8,35,52,114,32,5,14,7,1,0,25.414798206278,25,10.9865470852018,9.19282511210762,3.81165919282511,11.2107623318386,1.12107623318386,3.58744394618834,1.79372197309417,7.847533632287,11.6591928251121,25.5605381165919,7.17488789237668,1.12107623318386,3.1390134529148,1.5695067264574,0.224215246636771,0
"E00021420",285,28,14,2,8,1,7,6,13,31,101,43,12,14,4,1,0,33.8035087719298,34,9.82456140350877,4.91228070175439,0.701754385964912,2.80701754385965,0.350877192982456,2.45614035087719,2.10526315789474,4.56140350877193,10.8771929824561,35.4385964912281,15.0877192982456,4.21052631578947,4.91228070175439,1.40350877192982,0.350877192982456,0
"E00021421",448,30,9,10,32,6,8,21,51,57,102,91,15,8,8,0,0,32.125,29.5,6.69642857142857,2.00892857142857,2.23214285714286,7.14285714285714,1.33928571428571,1.78571428571429,4.6875,11.3839285714286,12.7232142857143,22.7678571428571,20.3125,3.34821428571429,1.78571428571429,1.78571428571429,0,0
"E00021422",209,30,13,7,12,1,4,3,18,27,52,19,8,6,8,1,0,28.9569377990431,28,14.3540669856459,6.2200956937799,3.34928229665072,5.74162679425837,0.478468899521531,1.91387559808612,1.43540669856459,8.61244019138756,12.9186602870813,24.8803827751196,9.09090909090909,3.82775119617225,2.87081339712919,3.82775119617225,0.478468899521531,0
"E00021423",417,29,30,17,32,7,6,17,46,38,105,53,15,13,7,2,0,29.6834532374101,28,6.95443645083933,7.19424460431655,4.07673860911271,7.67386091127098,1.67865707434053,1.43884892086331,4.07673860911271,11.031175059952,9.11270983213429,25.1798561151079,12.7098321342926,3.59712230215827,3.11750599520384,1.67865707434053,0.479616306954436,0
"E00021424",212,11,2,0,1,0,0,1,14,51,93,28,7,3,1,0,0,34.4056603773585,32,5.18867924528302,0.943396226415094,0,0.471698113207547,0,0,0.471698113207547,6.60377358490566,24.0566037735849,43.8679245283019,13.2075471698113,3.30188679245283,1.41509433962264,0.471698113207547,0,0
"E00021425",232,15,5,0,1,0,0,0,11,32,113,37,11,5,2,0,0,35.5172413793103,34.5,6.46551724137931,2.1551724137931,0,0.431034482758621,0,0,0,4.74137931034483,13.7931034482759,48.7068965517241,15.948275862069,4.74137931034483,2.1551724137931,0.862068965517241,0,0
"E00021426",349,38,23,18,24,11,10,8,32,41,73,37,7,15,10,2,0,28.5157593123209,26,10.8882521489971,6.59025787965616,5.15759312320917,6.87679083094556,3.15186246418338,2.86532951289398,2.29226361031519,9.16905444126074,11.7478510028653,20.9169054441261,10.6017191977077,2.00573065902579,4.29799426934097,2.86532951289398,0.573065902578797,0
"E00021427",229,19,2,1,1,0,0,0,21,30,99,34,15,7,0,0,0,35.1615720524017,33,8.29694323144105,0.873362445414847,0.436681222707424,0.436681222707424,0,0,0,9.1703056768559,13.1004366812227,43.2314410480349,14.8471615720524,6.55021834061135,3.05676855895197,0,0,0
"E00021428",393,39,25,14,31,11,8,12,32,52,106,37,5,10,10,1,0,27.7913486005089,27,9.9236641221374,6.36132315521628,3.56234096692112,7.88804071246819,2.79898218829517,2.03562340966921,3.05343511450382,8.14249363867684,13.2315521628499,26.972010178117,9.4147582697201,1.27226463104326,2.54452926208651,2.54452926208651,0.254452926208651,0
"E00021429",141,15,9,6,8,1,1,3,7,27,46,10,2,1,3,1,1,27.8652482269504,28,10.6382978723404,6.38297872340426,4.25531914893617,5.67375886524823,0.709219858156028,0.709219858156028,2.12765957446809,4.9645390070922,19.1489361702128,32.6241134751773,7.09219858156028,1.41843971631206,0.709219858156028,2.12765957446809,0.709219858156028,0.709219858156028
"E00021430",331,47,23,12,30,3,5,3,21,35,92,35,4,7,11,3,0,27.761329305136,27,14.1993957703927,6.94864048338369,3.62537764350453,9.06344410876133,0.906344410876133,1.51057401812689,0.906344410876133,6.34441087613293,10.5740181268882,27.7945619335347,10.5740181268882,1.20845921450151,2.11480362537764,3.32326283987915,0.906344410876133,0
"E00021431",319,19,12,6,21,3,8,6,35,40,77,42,14,17,13,5,1,34.8401253918495,31,5.95611285266458,3.76175548589342,1.88087774294671,6.58307210031348,0.940438871473354,2.50783699059561,1.88087774294671,10.9717868338558,12.5391849529781,24.1379310344828,13.166144200627,4.38871473354232,5.32915360501567,4.07523510971787,1.56739811912226,0.313479623824451
"E00021432",387,42,17,10,34,3,11,9,24,34,96,36,17,18,24,10,2,33.9741602067183,30,10.8527131782946,4.39276485788114,2.58397932816537,8.78552971576227,0.775193798449612,2.84237726098191,2.32558139534884,6.2015503875969,8.78552971576227,24.8062015503876,9.30232558139535,4.39276485788114,4.65116279069767,6.2015503875969,2.58397932816537,0.516795865633075
"E00021433",624,52,31,8,19,5,11,15,84,114,169,70,12,19,11,3,1,30.4391025641026,28,8.33333333333333,4.96794871794872,1.28205128205128,3.04487179487179,0.801282051282051,1.76282051282051,2.40384615384615,13.4615384615385,18.2692307692308,27.0833333333333,11.2179487179487,1.92307692307692,3.04487179487179,1.76282051282051,0.480769230769231,0.16025641025641
"E00021434",421,30,21,12,33,7,20,13,55,35,90,50,13,15,20,4,3,31.7173396674584,27,7.12589073634204,4.98812351543943,2.85035629453682,7.83847980997625,1.66270783847981,4.75059382422803,3.08788598574822,13.0641330166271,8.31353919239905,21.3776722090261,11.8764845605701,3.08788598574822,3.56294536817102,4.75059382422803,0.950118764845606,0.712589073634204
"E00021437",318,31,14,12,20,1,6,5,32,49,68,43,7,14,12,3,1,31.7830188679245,28.5,9.74842767295597,4.40251572327044,3.77358490566038,6.28930817610063,0.314465408805031,1.88679245283019,1.57232704402516,10.062893081761,15.4088050314465,21.3836477987421,13.5220125786164,2.20125786163522,4.40251572327044,3.77358490566038,0.943396226415094,0.314465408805031
"E00021438",210,6,12,2,12,4,4,2,12,24,46,39,10,20,12,4,1,40.552380952381,41,2.85714285714286,5.71428571428571,0.952380952380952,5.71428571428571,1.9047619047619,1.9047619047619,0.952380952380952,5.71428571428571,11.4285714285714,21.9047619047619,18.5714285714286,4.76190476190476,9.52380952380952,5.71428571428571,1.9047619047619,0.476190476190476
"E00021439",236,13,11,10,18,4,2,4,38,20,44,30,6,23,10,2,1,34.5889830508475,28,5.50847457627119,4.66101694915254,4.23728813559322,7.6271186440678,1.69491525423729,0.847457627118644,1.69491525423729,16.1016949152542,8.47457627118644,18.6440677966102,12.7118644067797,2.54237288135593,9.74576271186441,4.23728813559322,0.847457627118644,0.423728813559322
"E00021440",451,48,20,17,30,6,8,13,54,71,95,40,12,20,12,4,1,29.3924611973392,26,10.6430155210643,4.43458980044346,3.76940133037694,6.65188470066519,1.33037694013304,1.77383592017738,2.88248337028825,11.9733924611973,15.7427937915743,21.0643015521064,8.86917960088692,2.66075388026608,4.43458980044346,2.66075388026608,0.886917960088692,0.221729490022173
"E00021441",358,22,21,9,27,5,12,12,23,34,89,74,5,13,12,0,0,32.6508379888268,31,6.14525139664804,5.8659217877095,2.51396648044693,7.54189944134078,1.39664804469274,3.35195530726257,3.35195530726257,6.42458100558659,9.49720670391061,24.8603351955307,20.6703910614525,1.39664804469274,3.63128491620112,3.35195530726257,0,0
"E00021442",335,14,12,10,26,9,12,12,23,26,74,53,22,27,14,0,1,36.6865671641791,36,4.17910447761194,3.58208955223881,2.98507462686567,7.76119402985075,2.6865671641791,3.58208955223881,3.58208955223881,6.86567164179105,7.76119402985075,22.089552238806,15.8208955223881,6.56716417910448,8.05970149253731,4.17910447761194,0,0.298507462686567
"E00021443",265,11,5,2,15,3,5,9,26,32,38,43,14,14,29,13,6,43.0792452830189,37,4.15094339622642,1.88679245283019,0.754716981132076,5.66037735849057,1.13207547169811,1.88679245283019,3.39622641509434,9.81132075471698,12.0754716981132,14.3396226415094,16.2264150943396,5.28301886792453,5.28301886792453,10.9433962264151,4.90566037735849,2.26415094339623
