"GeographyCode","QS115EW0001","QS115EW0002","QS115EW0003","QS115EW0004","QS115EW0005","QS115EW0006","QS115EW0007","QS115EW0008","QS115EW0009","QS115EW0010","QS115EW0011","QS115EW0012"
"E00021141",117,58,28,30,59,3,6,6,5,5,19,15
"E00021143",138,37,16,21,101,14,6,12,21,10,14,24
"E00021145",104,41,6,35,63,1,5,11,24,1,5,16
"E00021146",143,47,3,44,96,1,2,4,55,0,1,33
"E00021147",83,24,5,19,59,10,5,13,15,1,4,11
"E00021148",119,42,12,30,77,7,8,7,22,3,5,25
"E00021149",126,39,8,31,87,15,4,12,19,13,12,12
"E00021150",116,28,8,20,88,10,10,6,28,8,10,16
"E00021151",113,51,16,35,62,10,6,6,12,6,9,13
"E00021152",138,51,11,40,87,9,7,11,20,9,15,16
"E00021153",149,41,4,37,108,0,8,4,53,1,5,37
"E00021154",121,32,4,28,89,6,2,14,15,13,18,21
"E00021155",172,57,2,55,115,2,1,4,74,5,1,28
"E00021156",133,78,24,54,55,3,2,11,30,4,3,2
"E00021157",106,26,3,23,80,12,3,12,13,11,13,16
"E00021158",107,31,11,20,76,15,4,11,8,8,19,11
"E00021159",246,96,37,59,150,6,20,16,44,5,14,45
"E00021160",112,32,9,23,80,4,6,9,20,10,12,19
"E00021161",154,40,6,34,114,13,8,17,30,5,4,37
"E00021162",121,37,12,25,84,3,3,12,18,5,12,31
"E00021163",119,44,16,28,75,3,6,3,17,7,12,27
"E00021164",128,58,21,37,70,7,4,14,18,6,8,13
"E00021165",122,40,9,31,82,9,6,8,17,5,13,24
"E00021166",126,30,13,17,96,5,6,6,19,13,11,36
"E00021167",128,48,9,39,80,5,4,6,34,6,12,13
"E00021168",169,44,2,42,125,1,1,4,79,2,0,38
"E00021169",189,55,3,52,134,8,11,16,58,4,15,22
"E00021170",162,43,7,36,119,17,4,22,23,14,14,25
"E00021171",241,75,5,70,166,9,8,19,60,15,24,31
"E00021172",125,57,6,51,68,3,3,12,24,2,8,16
"E00021173",146,52,14,38,94,7,6,12,28,8,11,22
"E00021174",128,48,2,46,80,1,0,6,62,0,0,11
"E00021175",127,46,10,36,81,3,1,9,35,4,5,24
"E00021176",151,65,10,55,86,10,13,10,34,4,5,10
"E00021177",134,37,12,25,97,12,7,11,12,11,18,26
"E00021179",140,47,4,43,93,3,1,4,51,0,11,23
"E00021180",168,54,6,48,114,19,6,14,25,10,10,30
"E00021181",107,44,5,39,63,1,0,7,30,1,4,20
"E00021182",169,63,1,62,106,5,1,10,57,0,4,29
"E00021183",135,60,1,59,75,1,0,3,58,1,1,11
"E00021184",69,26,1,25,43,2,0,5,19,3,4,10
"E00021185",131,52,11,41,79,7,3,11,32,2,9,15
"E00021186",156,57,14,43,99,7,12,12,16,2,25,25
"E00021187",97,17,5,12,80,9,5,23,13,14,5,11
"E00021188",120,57,27,30,63,3,3,5,15,0,13,24
"E00021189",122,30,12,18,92,6,5,9,15,3,21,33
"E00021190",161,44,10,34,117,2,3,10,42,5,14,41
"E00021191",124,25,0,25,99,0,4,15,32,5,24,19
"E00021192",113,36,16,20,77,9,7,12,9,8,12,20
"E00021193",182,79,1,78,103,0,0,4,75,0,2,22
"E00021194",176,40,2,38,136,18,3,24,29,12,21,29
"E00021195",108,17,6,11,91,1,4,4,9,13,23,37
"E00021196",114,29,5,24,85,3,6,17,10,16,20,13
"E00021197",215,102,7,95,113,7,4,10,60,6,5,21
"E00021198",92,19,7,12,73,4,2,15,11,5,17,19
"E00021199",111,77,7,70,34,11,0,5,10,1,3,4
