"GeographyCode","KS404EW0001","KS404EW0002","KS404EW0003","KS404EW0004","KS404EW0005","KS404EW0006","KS404EW0007","KS404EW0008","KS404EW0009","KS404EW0010","KS404EW0011","KS404EW0012"
"E01004264",457,306,126,20,5,0,181,66.9584245076586,27.5711159737418,4.37636761487965,1.09409190371991,0
"E01004266",583,328,212,30,6,7,336,56.2607204116638,36.3636363636364,5.14579759862779,1.02915951972556,1.20068610634648
"E01004267",707,424,257,24,2,0,311,59.97171145686,36.3507779349364,3.39462517680339,0.282885431400283,0
"E01004268",688,464,211,13,0,0,237,67.4418604651163,30.6686046511628,1.88953488372093,0,0
"E01004269",726,508,194,21,3,0,245,69.9724517906336,26.7217630853994,2.89256198347107,0.413223140495868,0
"E01004270",745,462,235,43,2,3,340,62.0134228187919,31.5436241610738,5.77181208053691,0.268456375838926,0.402684563758389
"E01004271",548,357,174,15,2,0,210,65.1459854014599,31.7518248175182,2.73722627737226,0.364963503649635,0
"E01004272",639,385,228,23,3,0,283,60.2503912363067,35.6807511737089,3.59937402190923,0.469483568075117,0
"E01004273",594,331,235,27,1,0,292,55.7239057239057,39.5622895622896,4.54545454545455,0.168350168350168,0
"E01004274",654,308,294,43,8,1,408,47.0948012232416,44.954128440367,6.57492354740061,1.22324159021407,0.152905198776758
"E01004275",768,394,308,47,14,5,467,51.3020833333333,40.1041666666667,6.11979166666667,1.82291666666667,0.651041666666667
"E01004276",996,430,472,85,8,1,670,43.1726907630522,47.3895582329317,8.53413654618474,0.803212851405622,0.100401606425703
"E01004277",898,508,324,56,6,4,472,56.5701559020045,36.0801781737194,6.23608017817372,0.66815144766147,0.44543429844098
"E01004280",769,406,321,37,3,2,420,52.7958387516255,41.7425227568271,4.81144343302991,0.390117035110533,0.260078023407022
"E01004281",831,482,299,45,5,0,404,58.0024067388688,35.9807460890493,5.41516245487365,0.601684717208183,0
"E01004283",756,499,207,48,2,0,309,66.005291005291,27.3809523809524,6.34920634920635,0.264550264550265,0
"E01004284",884,507,327,45,4,1,433,57.3529411764706,36.9909502262443,5.09049773755656,0.452488687782805,0.113122171945701
"E01004285",658,356,254,43,5,0,355,54.1033434650456,38.6018237082067,6.53495440729483,0.759878419452888,0
"E01004286",817,468,297,47,3,2,408,57.2827417380661,36.3525091799266,5.75275397796818,0.367197062423501,0.244798041615667
"E01004287",854,566,262,25,1,0,315,66.2763466042154,30.6791569086651,2.92740046838408,0.117096018735363,0
"E01004288",525,328,169,25,3,0,228,62.4761904761905,32.1904761904762,4.76190476190476,0.571428571428571,0
"E01004289",670,406,219,40,5,0,314,60.5970149253731,32.6865671641791,5.97014925373134,0.746268656716418,0
"E01004290",575,391,152,29,2,1,220,68,26.4347826086956,5.04347826086957,0.347826086956522,0.173913043478261
"E01004291",1051,542,427,72,3,7,612,51.569933396765,40.627973358706,6.85061845861085,0.285442435775452,0.666032350142721
"E01004292",818,371,383,57,6,1,520,45.3545232273839,46.8215158924205,6.96821515892421,0.733496332518337,0.122249388753056
"E01004293",1133,596,431,88,13,5,672,52.603706972639,38.0406001765225,7.76699029126214,1.14739629302736,0.441306266548985
"E01004294",877,552,277,40,5,3,385,62.9418472063854,31.5849486887115,4.56100342075257,0.570125427594071,0.342075256556442
"E01004295",500,328,154,16,2,0,192,65.6,30.8,3.2,0.4,0
"E01004296",684,401,253,24,4,2,324,58.6257309941521,36.9883040935673,3.50877192982456,0.584795321637427,0.292397660818713
"E01004297",909,404,415,82,6,2,605,44.4444444444444,45.6545654565457,9.02090209020902,0.66006600660066,0.22002200220022
"E01004298",635,459,156,18,1,1,199,72.2834645669291,24.5669291338583,2.83464566929134,0.15748031496063,0.15748031496063
"E01004300",522,335,167,16,3,1,212,64.176245210728,31.992337164751,3.06513409961686,0.574712643678161,0.191570881226054
"E01004301",413,248,146,16,3,0,187,60.0484261501211,35.3510895883777,3.87409200968523,0.726392251815981,0
"E01004302",637,445,168,20,3,1,221,69.8587127158556,26.3736263736264,3.13971742543171,0.470957613814757,0.156985871271586
"E01004303",967,571,332,60,2,2,470,59.0486039296794,34.3329886246122,6.2047569803516,0.206825232678387,0.206825232678387
"E01004304",653,457,171,19,6,0,227,69.9846860643185,26.1868300153139,2.90964777947933,0.918836140888208,0
"E01004305",699,442,218,37,2,0,298,63.2331902718169,31.1874105865522,5.29327610872675,0.286123032904149,0
"E01004306",687,492,170,18,4,3,233,71.6157205240175,24.745269286754,2.62008733624454,0.582241630276565,0.436681222707424
"E01004307",1014,761,210,26,7,10,328,75.0493096646943,20.7100591715976,2.56410256410256,0.690335305719921,0.986193293885602
"E01004308",504,345,135,20,4,0,187,68.4523809523809,26.7857142857143,3.96825396825397,0.793650793650794,0
"E01004309",902,677,195,27,3,0,258,75.0554323725055,21.6186252771619,2.99334811529933,0.332594235033259,0
"E01004310",793,598,176,15,4,0,218,75.4098360655738,22.1941992433796,1.89155107187894,0.504413619167718,0
"E01004311",644,469,156,17,2,0,196,72.8260869565217,24.223602484472,2.63975155279503,0.31055900621118,0
"E01004312",628,453,153,18,4,0,201,72.1337579617834,24.3630573248408,2.86624203821656,0.636942675159236,0
"E01004313",812,593,205,10,3,1,240,73.0295566502463,25.2463054187192,1.23152709359606,0.369458128078818,0.123152709359606
"E01004314",493,267,193,28,4,1,266,54.158215010142,39.1480730223124,5.67951318458418,0.811359026369168,0.202839756592292
"E01004315",718,497,196,19,4,2,255,69.2200557103064,27.2980501392758,2.64623955431755,0.557103064066852,0.278551532033426
"E01004316",455,334,102,19,0,0,140,73.4065934065934,22.4175824175824,4.17582417582418,0,0
"E01004317",1193,874,283,33,2,1,360,73.2606873428332,23.7217099748533,2.7661357921207,0.167644593461861,0.0838222967309304
"E01004318",630,447,171,11,1,0,196,70.9523809523809,27.1428571428571,1.74603174603175,0.158730158730159,0
"E01004319",595,406,163,22,4,0,219,68.2352941176471,27.3949579831933,3.69747899159664,0.672268907563025,0
"E01004321",711,525,157,28,1,0,216,73.8396624472574,22.0815752461322,3.93811533052039,0.140646976090014,0
"E01004322",502,379,112,8,2,1,138,75.4980079681275,22.3107569721116,1.59362549800797,0.398406374501992,0.199203187250996
"E01004323",480,300,143,31,6,0,223,62.5,29.7916666666667,6.45833333333333,1.25,0
"E01004324",485,312,147,24,1,1,202,64.3298969072165,30.3092783505155,4.94845360824742,0.206185567010309,0.206185567010309
"E01004325",1033,806,190,32,2,3,275,78.0251694094869,18.3930300096805,3.09777347531462,0.193610842207164,0.290416263310745
"E01004326",623,469,139,15,0,0,169,75.2808988764045,22.3113964686998,2.40770465489567,0,0
"E01032764",643,425,183,32,2,1,257,66.0964230171073,28.4603421461897,4.97667185069984,0.31104199066874,0.15552099533437
"E01032765",645,377,227,37,4,0,313,58.4496124031008,35.1937984496124,5.73643410852713,0.62015503875969,0
"E01032766",601,410,172,14,3,2,218,68.2196339434276,28.6189683860233,2.32945091514143,0.499168053244592,0.332778702163062
"E01032767",767,556,182,22,4,3,252,72.490221642764,23.728813559322,2.86831812255541,0.521512385919166,0.391134289439374
"E01032768",696,370,279,41,5,1,381,53.1609195402299,40.0862068965517,5.89080459770115,0.718390804597701,0.14367816091954
"E01032769",593,300,248,41,3,1,343,50.5902192242833,41.8212478920742,6.91399662731872,0.505902192242833,0.168634064080944
"E01032770",572,415,137,17,3,0,180,72.5524475524475,23.9510489510489,2.97202797202797,0.524475524475524,0
"E01032771",546,380,151,13,2,0,183,69.5970695970696,27.6556776556777,2.38095238095238,0.366300366300366,0
"E01032772",544,384,124,32,4,0,200,70.5882352941177,22.7941176470588,5.88235294117647,0.735294117647059,0
"E01032773",852,606,217,27,2,0,277,71.1267605633803,25.4694835680751,3.16901408450704,0.234741784037559,0
"E01032774",583,382,165,34,2,0,239,65.5231560891938,28.3018867924528,5.83190394511149,0.343053173241852,0
"E01032775",600,298,256,39,7,0,355,49.6666666666667,42.6666666666667,6.5,1.16666666666667,0
"E01032776",631,442,169,14,4,2,233,70.0475435816165,26.7828843106181,2.21870047543582,0.63391442155309,0.316957210776545
"E01032777",514,319,168,26,1,0,223,62.0622568093385,32.6848249027237,5.05836575875486,0.194552529182879,0
"E01032778",564,356,180,18,9,1,249,63.1205673758865,31.9148936170213,3.19148936170213,1.59574468085106,0.177304964539007
"E01032779",565,354,183,23,5,0,244,62.6548672566372,32.3893805309734,4.07079646017699,0.884955752212389,0
"E01032780",647,329,264,47,5,2,381,50.8500772797527,40.8037094281298,7.26429675425039,0.772797527047913,0.309119010819165
"E01032781",771,455,271,38,6,1,369,59.0142671854734,35.1491569390402,4.92866407263294,0.778210116731518,0.12970168612192
"E01032782",776,558,197,19,2,0,241,71.9072164948454,25.3865979381443,2.44845360824742,0.257731958762887,0
"E01032783",661,373,253,31,4,0,327,56.4296520423601,38.2753403933434,4.68986384266263,0.605143721633888,0
"E01032784",692,453,214,21,4,0,268,65.4624277456647,30.9248554913295,3.03468208092486,0.578034682080925,0
"E01032785",616,420,184,12,0,0,208,68.1818181818182,29.8701298701299,1.94805194805195,0,0
"E01032786",674,425,227,20,1,1,274,63.0563798219585,33.6795252225519,2.9673590504451,0.148367952522255,0.148367952522255
"E01032787",793,520,236,34,2,1,314,65.5737704918033,29.7604035308953,4.2875157629256,0.252206809583859,0.126103404791929
