"GeographyCode","QS612EW0001","QS612EW0002","QS612EW0003","QS612EW0004","QS612EW0005","QS612EW0006","QS612EW0007","QS612EW0008","QS612EW0009","QS612EW0010","QS612EW0011","QS612EW0012"
"E00021421",353,174,179,3,19,15,12,2,3,7,30,88
"E00021422",137,73,64,1,4,5,4,2,2,9,7,30
"E00021423",293,136,157,3,14,7,3,2,4,8,15,101
"E00021424",197,170,27,4,5,1,1,3,0,3,3,7
"E00021425",209,191,18,3,2,1,2,1,0,5,3,1
"E00021426",223,103,120,4,12,5,8,2,0,17,12,60
"E00021427",206,178,28,0,6,2,1,3,2,1,7,6
"E00021428",262,160,102,5,9,10,6,4,5,6,14,43
"E00021429",97,72,25,2,9,2,2,0,1,1,1,7
"E00021430",202,104,98,5,10,5,7,2,2,10,13,44
"E00021431",239,120,119,5,7,9,5,1,4,10,25,53
"E00021432",245,121,124,4,13,8,3,1,5,16,24,50
"E00021433",494,304,190,5,20,14,7,8,4,20,26,86
"E00021434",291,159,132,4,17,4,0,4,3,15,6,79
"E00021437",224,115,109,4,19,6,3,2,3,5,14,53
"E00021438",157,68,89,6,5,4,5,0,5,12,21,31
"E00021439",167,59,108,2,13,6,2,1,4,9,18,53
"E00021440",313,165,148,4,15,9,4,1,3,9,20,83
"E00021441",262,185,77,2,7,3,3,3,0,5,17,37
"E00021442",249,139,110,3,10,4,7,4,5,6,30,41
"E00021443",181,112,69,2,12,7,2,3,2,4,14,23
"E00021444",285,132,153,8,31,10,8,4,2,5,15,70
"E00021445",285,135,150,2,17,4,5,3,1,6,15,97
"E00021446",296,120,176,6,15,4,4,2,1,16,13,115
"E00021447",236,185,51,3,18,2,3,0,1,4,3,17
"E00021448",229,141,88,4,14,6,2,1,1,12,14,34
"E00021449",271,186,85,4,11,2,4,0,0,12,16,36
"E00021450",154,105,49,3,9,4,3,0,4,6,5,15
"E00021451",259,146,113,2,18,5,7,3,2,13,19,44
"E00021452",165,111,54,0,6,8,2,5,3,6,9,15
"E00021453",256,153,103,3,17,3,5,3,1,9,29,33
"E00021454",250,143,107,2,14,6,10,0,1,10,15,49
"E00021455",229,121,108,3,11,3,6,7,4,11,23,40
"E00021458",270,210,60,8,9,6,6,2,0,6,11,12
"E00021459",229,183,46,6,9,5,4,2,3,2,7,8
"E00021460",315,222,93,14,14,7,2,1,4,7,9,35
"E00021461",196,127,69,6,7,3,7,4,2,9,6,25
"E00021462",225,129,96,7,14,4,3,5,1,14,14,34
"E00021463",264,159,105,4,10,9,4,3,3,8,17,47
"E00021464",215,136,79,8,15,5,3,5,3,8,11,21
"E00021465",289,150,139,3,13,8,8,2,2,12,15,76
"E00021466",656,193,463,23,153,19,11,8,3,14,18,214
"E00021467",271,119,152,7,14,11,6,5,2,10,12,85
"E00021468",199,136,63,1,7,5,4,0,2,5,11,28
"E00021469",315,161,154,4,12,5,12,3,4,14,21,79
"E00021470",212,102,110,10,18,7,4,2,2,11,22,34
"E00021471",259,131,128,2,10,8,11,2,4,10,18,63
"E00021473",326,105,221,10,53,5,10,2,3,6,21,111
"E00021474",293,151,142,4,19,10,2,1,3,7,11,85
"E00021475",298,164,134,7,19,6,3,5,1,2,12,79
"E00021476",295,151,144,4,24,10,4,3,2,7,22,68
"E00021477",371,241,130,11,19,7,5,3,0,6,11,68
"E00021478",247,158,89,4,7,7,4,4,3,10,12,38
"E00021479",370,230,140,8,40,9,9,0,1,4,2,67
"E00021480",247,195,52,3,7,5,3,2,2,3,4,23
"E00021481",323,136,187,7,22,15,6,4,5,10,13,105
"E00021482",378,231,147,11,26,7,10,4,2,8,13,66
"E00021483",502,333,169,8,42,10,6,2,6,9,13,73
"E00021484",311,204,107,9,30,10,4,2,1,6,1,44
"E00021485",229,133,96,7,10,2,7,2,2,4,14,48
"E00021486",276,143,133,6,17,11,6,4,3,10,17,59
"E00021487",140,73,67,2,7,4,2,0,2,10,9,31
"E00021488",321,173,148,2,19,9,6,5,3,6,20,78
"E00021489",227,111,116,0,9,9,7,4,4,8,21,54
"E00021490",184,82,102,4,17,6,3,7,2,11,15,37
"E00021491",193,92,101,5,6,4,2,1,1,9,12,61
"E00021492",257,120,137,3,13,6,1,2,6,9,22,75
"E00021493",301,137,164,4,13,8,8,4,1,6,22,98
"E00021494",410,206,204,2,18,10,4,8,3,11,34,114
"E00021495",436,213,223,8,18,11,10,7,4,8,14,143
"E00021496",213,75,138,7,6,5,2,4,4,12,22,76
"E00021497",330,135,195,3,10,13,4,5,5,4,23,128
"E00021498",260,117,143,3,19,8,7,6,1,14,11,74
"E00021499",263,188,75,3,11,5,1,2,2,2,8,41
"E00021500",286,188,98,5,13,8,5,4,1,10,12,40
"E00021501",237,115,122,4,9,7,5,4,3,11,20,59
"E00021502",264,100,164,2,23,12,5,2,0,8,26,86
"E00021503",244,124,120,2,7,5,4,6,3,17,13,63
"E00021504",270,150,120,2,10,10,7,3,4,11,14,59
"E00021505",229,90,139,5,15,7,7,2,3,10,24,66
"E00021506",230,140,90,3,11,11,3,1,4,14,8,35
"E00021507",310,177,133,8,20,8,5,3,2,7,23,57
"E00021508",308,168,140,5,32,13,4,2,2,10,12,60
"E00021509",364,197,167,6,19,7,4,7,2,10,29,83
"E00021510",203,154,49,2,8,5,3,1,1,6,9,14
"E00021511",180,142,38,0,5,6,5,0,1,9,7,5
"E00021516",210,151,59,2,10,5,2,1,2,6,10,21
"E00021517",258,177,81,2,13,0,6,4,1,6,4,45
"E00021518",282,186,96,7,16,6,3,1,0,8,12,43
"E00021519",385,304,81,4,15,10,5,1,2,9,17,18
"E00021520",183,146,37,4,5,4,3,1,2,1,1,16
"E00021521",195,126,69,1,4,8,6,2,1,11,20,16
"E00021522",345,159,186,5,13,8,3,6,2,11,22,116
"E00021524",458,257,201,7,30,16,9,9,4,7,15,104
"E00021525",265,184,81,5,17,10,4,1,2,4,2,36
"E00021526",308,250,58,3,15,3,6,2,2,2,1,24
"E00021527",265,203,62,4,13,8,3,1,2,5,3,23
"E00021528",183,115,68,0,6,5,1,2,3,6,21,24
"E00021529",142,73,69,1,5,7,2,1,5,8,13,27
"E00021531",421,208,213,6,26,6,7,3,5,15,26,119
"E00021532",273,220,53,3,13,13,4,1,1,2,3,13
"E00021533",227,198,29,5,6,2,1,1,1,4,1,8
"E00021534",214,180,34,0,1,8,5,1,2,5,2,10
"E00021535",237,168,69,1,17,4,3,4,2,6,5,27
"E00021536",247,206,41,2,15,3,2,2,1,3,3,10
"E00021537",304,254,50,1,10,7,3,5,1,4,6,13
"E00021538",610,505,105,7,23,3,9,6,4,16,9,28
"E00021539",239,206,33,1,4,4,2,2,1,6,3,10
"E00021541",216,171,45,1,4,1,8,3,0,2,0,26
"E00021542",188,145,43,0,6,7,2,1,1,14,2,10
"E00021543",253,211,42,1,8,6,4,0,1,5,2,15
"E00021544",158,143,15,0,0,3,1,2,1,3,1,4
"E00021546",172,147,25,2,3,5,1,2,1,2,1,8
"E00021547",209,121,88,5,4,1,2,5,4,9,16,42
"E00021549",289,156,133,4,18,7,6,5,0,15,19,59
"E00021550",285,148,137,6,17,6,6,4,1,17,19,61
"E00021552",188,98,90,3,9,8,2,3,4,12,19,30
"E00021553",234,111,123,6,11,2,6,2,3,14,9,70
"E00021554",219,162,57,4,13,6,3,0,0,3,9,19
"E00021555",317,170,147,3,12,10,8,4,2,11,14,83
"E00021556",258,213,45,3,8,6,5,0,4,5,1,13
"E00021557",295,243,52,5,13,5,5,0,2,6,6,10
"E00021559",271,166,105,9,8,3,10,3,2,13,20,37
"E00021560",319,176,143,2,17,6,7,5,2,11,26,67
"E00021561",261,165,96,10,23,5,14,1,3,5,1,34
"E00021562",297,185,112,4,26,4,5,0,1,6,16,50
"E00021563",297,153,144,8,12,7,2,5,0,12,24,74
"E00021564",220,118,102,2,11,6,6,4,2,13,19,39
"E00021565",142,78,64,3,10,5,1,3,0,7,6,29
"E00021566",394,192,202,9,61,18,7,13,4,4,18,68
"E00021567",275,193,82,4,9,3,8,3,6,12,12,25
"E00021569",251,173,78,11,14,10,8,3,2,14,7,9
"E00021572",343,172,171,3,42,14,3,4,1,9,15,80
"E00021574",215,118,97,5,14,5,2,3,1,8,12,47
"E00021577",203,108,95,2,9,3,1,4,0,9,23,44
"E00021579",234,128,106,0,15,2,3,1,6,8,13,58
"E00021580",283,118,165,8,25,10,5,4,3,11,13,86
"E00021582",288,122,166,7,16,4,7,2,6,8,20,96
"E00021583",290,137,153,7,17,9,7,5,1,7,17,83
"E00021584",223,124,99,5,14,1,3,2,2,13,17,42
"E00021585",408,180,228,6,19,8,8,8,6,16,21,136
"E00021586",304,163,141,5,25,5,4,4,4,8,20,66
"E00021587",266,139,127,3,13,5,4,2,1,13,18,68
"E00021588",214,106,108,2,11,1,4,0,7,16,27,40
"E00021590",266,115,151,1,16,9,7,5,1,12,34,66
"E00021591",263,94,169,4,13,9,6,2,4,9,20,102
"E00021592",237,131,106,4,9,7,3,3,4,15,19,42
"E00021593",163,73,90,1,9,9,2,4,2,9,26,28
"E00021594",245,140,105,7,9,7,1,0,0,6,19,56
"E00021595",278,154,124,5,16,7,4,3,1,17,17,54
"E00021596",300,204,96,4,14,2,5,1,2,15,12,41
"E00021597",273,169,104,1,17,4,4,3,3,9,12,51
"E00021598",236,190,46,4,12,2,3,1,0,4,6,14
"E00021599",281,249,32,1,4,2,3,2,0,6,3,11
"E00021600",274,216,58,3,8,4,5,4,7,5,8,14
"E00021601",193,160,33,1,8,2,3,2,0,8,4,5
"E00021602",314,235,79,3,17,2,6,0,2,8,7,34
"E00021603",165,147,18,1,6,3,0,2,2,0,2,2
"E00021604",280,184,96,3,12,7,3,3,0,9,15,44
"E00021605",248,210,38,2,6,2,0,2,2,7,10,7
"E00021606",251,198,53,4,7,2,6,2,2,10,15,5
"E00021607",191,83,108,3,11,4,8,3,2,11,19,47
"E00021608",199,162,37,3,8,3,4,6,1,2,5,5
"E00021610",245,179,66,0,10,2,2,3,0,9,8,32
"E00021611",321,223,98,0,6,6,4,3,4,9,12,54
"E00021612",194,167,27,2,6,2,3,1,0,5,4,4
"E00021613",183,165,18,4,3,1,4,1,0,3,2,0
"E00021614",246,214,32,2,4,3,1,1,1,3,9,8
"E00021615",202,174,28,2,4,3,2,2,2,4,2,7
"E00021616",304,148,156,5,14,7,7,3,3,11,21,85
"E00021617",164,152,12,0,7,2,1,0,1,1,0,0
"E00021618",182,84,98,2,11,8,1,7,3,10,8,48
"E00021619",310,175,135,1,13,7,7,6,5,6,21,69
"E00021620",200,132,68,3,11,3,4,4,1,10,9,23
"E00021621",234,108,126,3,12,6,4,4,2,12,19,64
"E00021622",230,202,28,2,7,3,0,1,2,4,3,6
"E00021623",128,67,61,0,4,7,4,1,0,6,14,25
"E00021624",275,226,49,2,15,7,2,1,2,9,6,5
"E00021625",480,362,118,1,21,16,3,10,4,15,20,28
"E00021626",301,234,67,0,12,4,9,2,3,9,20,8
"E00021627",340,286,54,2,15,3,6,5,2,1,4,16
"E00021628",186,143,43,1,10,4,3,1,1,3,8,12
"E00021629",209,181,28,2,3,1,4,4,4,2,3,5
"E00021630",208,137,71,1,9,5,6,1,2,9,15,23
"E00021631",267,230,37,5,10,6,3,0,2,1,2,8
"E00021632",211,193,18,0,3,4,2,0,1,6,0,2
"E00021633",196,168,28,3,5,1,1,3,2,2,5,6
"E00021634",247,190,57,3,6,6,2,1,2,6,6,25
"E00021635",204,172,32,0,8,3,3,2,0,6,5,5
"E00021636",239,128,111,1,12,4,3,0,1,7,25,58
"E00021637",368,188,180,9,23,8,10,6,3,12,15,94
"E00021639",250,103,147,2,14,5,5,3,4,11,18,85
"E00021640",268,147,121,3,16,12,4,9,4,8,18,47
"E00021641",320,162,158,4,12,13,3,4,2,12,22,86
"E00021642",239,109,130,5,14,9,5,7,1,14,18,57
"E00021643",185,97,88,1,4,6,3,1,1,4,19,49
"E00021644",256,127,129,5,16,8,9,6,3,12,21,49
"E00021646",327,162,165,5,15,7,5,3,4,8,13,105
"E00021648",193,164,29,4,7,4,1,1,0,1,7,4
"E00021649",303,161,142,1,15,8,5,2,3,13,12,83
"E00021650",210,157,53,2,11,4,1,1,3,9,3,19
"E00021651",220,181,39,1,8,5,1,2,4,5,4,9
"E00021652",249,204,45,2,5,5,3,4,1,4,9,12
"E00021653",390,190,200,6,29,13,5,4,1,9,14,119
"E00021654",257,126,131,3,10,8,6,2,4,12,20,66
"E00021655",184,74,110,2,9,8,6,3,1,8,10,63
"E00021656",328,159,169,11,28,13,11,7,1,9,21,68
"E00021657",194,164,30,3,9,2,1,1,0,1,3,10
"E00021658",161,129,32,2,8,3,1,4,2,5,4,3
"E00021659",266,135,131,6,24,8,3,2,4,13,13,58
