"GeographyCode","KS401EW0001","KS401EW0002","KS401EW0003","KS401EW0004","KS401EW0005","KS401EW0006","KS401EW0007","KS401EW0008","KS401EW0009","KS401EW0010","KS401EW0011","KS401EW0012","KS401EW0013","KS401EW0014","KS401EW0015","KS401EW0016","KS401EW0017","KS401EW0018","KS401EW0019","KS401EW0020","KS401EW0021","KS401EW0022","KS401EW0023","KS401EW0024","KS401EW0025","KS401EW0026"
"E02000864",3525,3521,3,1,3530,3468,62,81,120,562,2559,128,80,0,99.886524822695,0.0851063829787234,0.0283687943262411,98.2436260623229,1.75637393767705,2.29461756373938,3.39943342776204,15.9206798866856,72.4929178470255,3.62606232294618,2.26628895184136,0
"E02000865",2785,2778,2,5,2799,2763,36,25,55,262,2169,235,53,0,99.7486535008977,0.0718132854578097,0.179533213644524,98.7138263665595,1.28617363344051,0.893176134333691,1.96498749553412,9.36048588781708,77.491961414791,8.39585566273669,1.89353340478742,0
"E02000866",3900,3894,2,4,3911,3829,82,54,133,1224,1822,571,100,7,99.8461538461539,0.0512820512820513,0.102564102564103,97.9033495269752,2.0966504730248,1.38072104321145,3.4006647916134,31.2963436461263,46.5865507542828,14.5998465865508,2.55689082076195,0.178982357453337
"E02000867",4555,4541,5,9,4587,4307,280,34,109,560,3609,241,34,0,99.6926454445664,0.109769484083425,0.197585071350165,93.8957924569435,6.10420754305646,0.741225201656856,2.37628079354698,12.2084150861129,78.6788750817528,5.2539786352736,0.741225201656856,0
"E02000868",2619,2612,0,7,2651,2618,33,24,45,153,2161,186,82,0,99.7327224131348,0,0.267277586865216,98.7551867219917,1.2448132780083,0.905318747642399,1.6974726518295,5.77140701622029,81.516408902301,7.01622029422859,3.0931723877782,0
"E02000869",2512,2504,3,5,2544,2485,59,13,33,444,1855,103,96,0,99.6815286624204,0.119426751592357,0.199044585987261,97.6808176100629,2.31918238993711,0.511006289308176,1.29716981132075,17.4528301886792,72.9166666666667,4.04874213836478,3.77358490566038,0
"E02000870",2580,2571,6,3,2592,2560,32,33,51,413,1951,105,39,0,99.6511627906977,0.232558139534884,0.116279069767442,98.7654320987654,1.23456790123457,1.27314814814815,1.96759259259259,15.9336419753086,75.2700617283951,4.05092592592593,1.50462962962963,0
"E02000871",3160,3151,6,3,3173,3107,66,41,95,261,2725,32,18,1,99.7151898734177,0.189873417721519,0.0949367088607595,97.9199495745351,2.08005042546486,1.2921525370312,2.9940119760479,8.2256539552474,85.8808698392688,1.00850929719508,0.567286479672234,0.0315159155373464
"E02000872",3128,3117,5,6,3152,3088,64,25,38,195,2608,158,127,1,99.6483375959079,0.159846547314578,0.191815856777494,97.9695431472081,2.03045685279188,0.793147208121827,1.20558375634518,6.18654822335025,82.741116751269,5.01269035532995,4.02918781725888,0.0317258883248731
"E02000873",2783,2758,16,9,2839,2792,47,29,46,233,2408,90,29,4,99.101688825009,0.574919151994251,0.323392022996766,98.3444874955971,1.65551250440296,1.02148643888693,1.62028883409651,8.2071151814019,84.8185980979218,3.17013032758013,1.02148643888693,0.140894681225784
"E02000874",2538,2521,2,15,2584,2494,90,28,52,186,2134,165,18,1,99.3301812450749,0.0788022064617809,0.591016548463357,96.5170278637771,3.48297213622291,1.08359133126935,2.01238390092879,7.19814241486068,82.5851393188855,6.38544891640867,0.696594427244582,0.0386996904024768
"E02000875",3494,3482,3,9,3522,3437,85,34,94,252,2927,181,19,15,99.6565540927304,0.0858614768174013,0.257584430452204,97.5865985235662,2.41340147643384,0.965360590573538,2.66893810335037,7.15502555366269,83.1061896649631,5.13912549687677,0.53946621237933,0.425894378194208
"E02000876",2788,2775,3,10,2833,2750,83,28,57,242,2239,165,101,1,99.5337159253945,0.107604017216643,0.358680057388809,97.0702435580657,2.92975644193434,0.988351570773032,2.01200141193082,8.54218143310978,79.0328273914578,5.82421461348394,3.56512530885987,0.0352982703847511
"E02000877",3387,3373,3,11,3418,3252,166,38,66,372,2789,116,35,2,99.5866548568054,0.0885739592559787,0.324771183938589,95.143358689292,4.85664131070802,1.11176126389702,1.93095377413692,10.8835576360445,81.5974253949678,3.39379754242247,1.02399063779988,0.0585137507314219
"E02000878",4074,4056,6,12,4123,3900,223,41,101,386,3073,266,256,0,99.5581737849779,0.147275405007364,0.294550810014728,94.5913170021829,5.40868299781712,0.994421537715256,2.44967256851807,9.36211496483143,74.5331069609508,6.45161290322581,6.20907106475867,0
"E02000879",2871,2861,5,5,2910,2855,55,40,71,369,2230,151,47,2,99.6516893068617,0.17415534656914,0.17415534656914,98.1099656357388,1.89003436426117,1.3745704467354,2.43986254295533,12.680412371134,76.6323024054983,5.18900343642612,1.61512027491409,0.0687285223367698
"E02000880",2125,2114,6,5,2144,2090,54,21,49,199,1729,92,54,0,99.4823529411765,0.282352941176471,0.235294117647059,97.4813432835821,2.51865671641791,0.979477611940299,2.28544776119403,9.28171641791045,80.6436567164179,4.2910447761194,2.51865671641791,0
"E02000881",2484,2482,1,1,2487,2379,108,71,86,374,1820,108,28,0,99.9194847020934,0.0402576489533011,0.0402576489533011,95.6574185765983,4.34258142340169,2.85484519501407,3.45798150381986,15.038198632891,73.1805388017692,4.34258142340169,1.12585444310414,0
"E02000882",2901,2890,7,4,2933,2884,49,108,173,701,1842,85,21,3,99.6208204067563,0.241296104791451,0.137883488452258,98.3293556085919,1.67064439140811,3.68223661779748,5.89839754517559,23.9004432321855,62.8025912035459,2.89805659734061,0.715990453460621,0.102284350494374
"E02000883",2917,2908,4,5,2935,2880,55,51,77,245,2449,52,59,2,99.6914638327048,0.137127185464518,0.171408981830648,98.1260647359455,1.87393526405451,1.73764906303237,2.62350936967632,8.34752981260647,83.4412265758092,1.7717206132879,2.01022146507666,0.0681431005110733
"E02000884",3923,3915,6,2,3934,3707,227,27,74,207,3154,315,157,0,99.796074432832,0.152944175375988,0.0509813917919959,94.2297915607524,5.77020843924759,0.686324351804779,1.88103711235384,5.2618200305033,80.172852058973,8.00711743772242,3.9908490086426,0
"E02000885",2540,2527,4,9,2574,2509,65,38,64,174,2155,108,34,1,99.488188976378,0.15748031496063,0.354330708661417,97.4747474747475,2.52525252525253,1.47630147630148,2.48640248640249,6.75990675990676,83.7218337218337,4.1958041958042,1.32090132090132,0.0388500388500388
"E02000886",3371,3365,3,3,3381,3185,196,19,37,191,3007,85,42,0,99.8220112726194,0.0889943636902996,0.0889943636902996,94.2028985507246,5.79710144927536,0.561963916001183,1.09435078379178,5.64921620822242,88.9381839692399,2.51404909790003,1.24223602484472,0
"E02000887",3171,3156,6,9,3218,3165,53,47,78,223,2725,124,16,5,99.526963103122,0.189214758751183,0.283822138126774,98.3530142945929,1.64698570540709,1.46053449347421,2.42386575512741,6.92977004350528,84.6799254195152,3.8533250466128,0.497203231821007,0.155376009944065
"E02000888",3495,3491,2,2,3501,3306,195,36,49,134,3158,88,33,3,99.8855507868383,0.0572246065808298,0.0572246065808298,94.4301628106255,5.56983718937446,1.02827763496144,1.39960011425307,3.82747786346758,90.2027992002285,2.51356755212796,0.942587832047986,0.0856898029134533
"E02000889",3006,3000,2,4,3017,2879,138,30,82,397,2419,61,27,1,99.8003992015968,0.0665335994677312,0.133067198935462,95.4259197878687,4.57408021213126,0.994365263506795,2.71793172025191,13.1587669870732,80.1789857474312,2.02187603579715,0.894928737156115,0.0331455087835598
"E02000890",3411,3409,1,1,3420,3093,327,17,47,211,2900,194,31,20,99.9413661682791,0.0293169158604515,0.0293169158604515,90.4385964912281,9.56140350877193,0.497076023391813,1.37426900584795,6.16959064327485,84.7953216374269,5.67251461988304,0.906432748538012,0.584795321637427
"E02000891",6321,6305,6,10,6357,5742,615,49,95,333,5742,81,26,31,99.7468754943838,0.094921689606075,0.158202816010125,90.3256252949505,9.67437470504955,0.770803838288501,1.49441560484505,5.23831996224634,90.3256252949505,1.27418593676262,0.408997955010225,0.487651407896807
