"GeographyCode","QS608EW0001","QS608EW0002","QS608EW0003","QS608EW0004","QS608EW0005","QS608EW0006","QS608EW0007","QS608EW0008","QS608EW0009","QS608EW0010","QS608EW0011","QS608EW0012","QS608EW0013","QS608EW0014","QS608EW0015","QS608EW0016","QS608EW0017","QS608EW0018","QS608EW0019","QS608EW0020","QS608EW0021","QS608EW0022","QS608EW0023","QS608EW0024","QS608EW0025","QS608EW0026","QS608EW0027","QS608EW0028","QS608EW0029","QS608EW0030","QS608EW0031","QS608EW0032","QS608EW0033","QS608EW0034","QS608EW0035","QS608EW0036","QS608EW0037","QS608EW0038","QS608EW0039","QS608EW0040","QS608EW0041","QS608EW0042","QS608EW0043","QS608EW0044","QS608EW0045","QS608EW0046","QS608EW0047","QS608EW0048","QS608EW0049","QS608EW0050","QS608EW0051","QS608EW0052","QS608EW0053","QS608EW0054","QS608EW0055"
"E00021164",248,10,2,0,2,8,8,0,0,0,55,45,35,7,3,0,8,2,19,10,3,6,0,48,24,24,0,24,24,0,17,8,9,9,0,27,4,22,1,0,0,0,0,39,0,6,11,22,0,32,30,2,1,1,0
"E00021165",305,29,8,0,8,21,9,7,5,0,65,41,37,2,2,0,20,4,33,19,7,7,0,38,6,6,0,32,32,0,16,8,8,8,0,47,22,22,0,3,0,0,0,15,2,2,7,4,0,56,36,20,6,6,0
"E00021166",358,21,2,0,2,19,9,0,7,3,77,56,37,9,10,0,9,12,22,9,4,1,8,17,12,12,0,5,5,0,60,54,6,6,0,49,10,26,5,2,0,6,0,59,24,4,5,26,0,35,29,6,18,18,0
"E00021167",286,42,8,0,8,34,27,2,2,3,66,49,21,10,15,3,17,0,28,25,2,1,0,13,7,7,0,6,6,0,31,9,22,22,0,29,16,11,1,0,0,1,0,28,15,11,1,1,0,43,28,15,6,6,0
"E00021168",371,105,5,0,5,100,62,27,7,4,129,102,69,13,16,4,18,9,41,28,3,7,3,13,5,5,0,8,8,0,16,6,10,10,0,27,11,8,0,5,0,3,0,8,4,0,3,1,0,9,5,4,23,23,0
"E00021169",445,62,8,0,8,54,36,7,10,1,129,93,55,8,26,4,15,21,33,15,15,2,1,44,11,11,0,33,33,0,23,9,14,14,0,58,26,16,8,4,0,1,3,35,9,5,20,1,0,50,30,20,11,11,0
"E00021170",445,31,0,0,0,31,27,4,0,0,64,44,31,5,7,1,18,2,39,14,23,2,0,28,1,1,0,27,27,0,46,24,22,19,3,97,36,49,0,4,0,5,3,45,2,3,28,12,0,70,50,20,25,25,0
"E00021171",628,26,0,0,0,26,9,11,6,0,135,90,58,2,30,0,29,16,47,30,10,3,4,69,18,18,0,51,51,0,73,54,19,19,0,70,9,41,9,4,0,7,0,76,18,25,20,13,0,101,75,26,31,31,0
"E00021172",259,45,11,0,11,34,13,18,0,3,88,58,44,1,10,3,26,4,22,14,6,2,0,30,1,1,0,29,29,0,2,2,0,0,0,26,8,6,3,4,0,3,2,14,1,0,7,6,0,11,8,3,21,21,0
"E00021173",345,51,8,0,8,43,22,12,4,5,106,72,50,4,18,0,27,7,24,12,9,3,0,45,16,16,0,29,29,0,23,11,12,10,2,22,2,11,0,9,0,0,0,13,6,0,7,0,0,43,35,8,18,18,0
"E00021174",226,50,5,0,5,45,27,13,5,0,119,104,54,11,31,8,7,8,21,12,3,6,0,22,2,2,0,20,20,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,5,5,5,0
"E00021175",270,38,0,0,0,38,25,9,4,0,75,64,42,11,11,0,5,6,25,12,13,0,0,17,6,6,0,11,11,0,31,15,16,16,0,43,4,22,4,11,0,2,0,14,11,0,1,2,0,21,18,3,6,6,0
"E00021176",268,41,13,0,13,28,13,10,2,3,65,53,38,6,9,0,12,0,33,21,12,0,0,24,11,11,0,13,13,0,14,8,6,6,0,27,5,20,0,0,0,2,0,30,8,13,3,6,0,28,25,3,6,6,0
"E00021177",392,16,0,0,0,16,8,5,2,1,50,35,27,0,3,5,6,9,34,18,12,4,0,60,11,11,0,49,49,0,38,22,16,16,0,45,15,20,2,5,0,3,0,70,10,26,14,20,0,67,52,15,12,12,0
"E00021179",320,91,9,0,9,82,42,34,3,3,61,48,44,2,0,2,13,0,14,8,6,0,0,37,18,18,0,19,19,0,4,4,0,0,0,19,4,15,0,0,0,0,0,27,6,12,6,3,0,25,17,8,42,42,0
"E00021180",429,20,3,0,3,17,14,3,0,0,65,53,37,6,10,0,11,1,38,24,6,2,6,25,11,11,0,14,14,0,53,34,19,19,0,70,37,24,0,0,0,6,3,44,22,0,11,11,0,72,48,24,42,42,0
"E00021181",221,35,9,0,9,26,15,6,2,3,46,42,21,6,14,1,3,1,20,12,1,7,0,30,5,5,0,25,25,0,3,3,0,0,0,27,1,15,5,0,0,6,0,17,0,7,8,2,0,27,23,4,16,16,0
"E00021182",338,62,2,0,2,60,26,23,6,5,138,117,79,18,15,5,12,9,29,12,14,3,0,31,10,10,0,21,21,0,3,3,0,0,0,30,18,12,0,0,0,0,0,5,1,0,0,0,4,23,17,6,17,17,0
"E00021183",229,48,6,2,4,42,25,16,0,1,93,69,42,6,19,2,20,4,24,14,4,6,0,23,6,6,0,17,17,0,7,2,5,5,0,12,8,3,0,1,0,0,0,5,5,0,0,0,0,4,1,3,13,13,0
"E00021184",167,19,3,0,3,16,9,3,3,1,56,46,37,0,9,0,10,0,19,5,14,0,0,17,1,1,0,16,16,0,8,8,0,0,0,25,16,1,4,4,0,0,0,1,0,0,0,1,0,8,8,0,14,14,0
"E00021185",283,38,0,0,0,38,11,17,10,0,74,44,32,6,6,0,20,10,35,14,15,6,0,17,0,0,0,17,17,0,40,28,12,12,0,38,18,12,0,7,0,1,0,23,3,1,9,10,0,13,7,6,5,5,0
"E00021186",399,20,2,0,2,18,10,5,3,0,36,35,28,6,1,0,1,0,24,11,8,5,0,38,26,26,0,12,12,0,64,40,24,24,0,43,9,21,5,1,0,7,0,74,23,31,10,10,0,78,45,33,22,21,1
"E00021187",288,13,1,0,1,12,11,0,1,0,56,52,30,4,18,0,2,2,19,16,3,0,0,22,2,2,0,20,20,0,50,28,22,22,0,35,9,26,0,0,0,0,0,38,23,1,10,4,0,45,37,8,10,10,0
"E00021188",262,7,3,0,3,4,3,0,1,0,35,25,12,4,9,0,5,5,15,7,3,5,0,40,24,24,0,16,16,0,16,12,4,4,0,37,12,10,10,4,0,1,0,48,19,9,14,6,0,22,21,1,42,42,0
"E00021189",360,15,2,0,2,13,8,5,0,0,48,33,29,0,4,0,10,5,35,18,13,4,0,24,8,8,0,16,16,0,38,25,13,13,0,44,15,21,8,0,0,0,0,40,15,12,4,9,0,76,61,15,40,37,3
"E00021190",435,57,9,0,9,48,30,14,4,0,131,83,58,6,12,7,33,15,17,17,0,0,0,30,13,13,0,17,17,0,27,18,9,9,0,50,19,22,6,0,0,2,1,39,26,3,1,9,0,59,41,18,25,25,0
"E00021191",378,43,0,0,0,43,17,17,0,9,68,48,31,8,9,0,16,4,31,15,12,0,4,55,9,9,0,46,46,0,31,7,24,24,0,39,10,23,2,0,0,4,0,33,9,13,0,11,0,71,52,19,7,7,0
"E00021192",299,13,6,0,6,7,6,1,0,0,47,45,37,0,8,0,1,1,22,4,16,0,2,27,4,4,0,23,23,0,41,24,17,17,0,51,14,21,5,6,0,5,0,34,8,11,15,0,0,44,42,2,20,20,0
"E00021193",322,99,17,0,17,82,45,34,1,2,124,98,84,10,4,0,19,7,14,10,1,3,0,15,0,0,0,15,15,0,14,11,3,3,0,5,1,0,2,0,0,0,2,9,9,0,0,0,0,6,5,1,36,36,0
"E00021194",551,29,0,0,0,29,13,10,6,0,102,65,52,4,5,4,29,8,56,41,14,1,0,48,13,13,0,35,35,0,37,29,8,8,0,101,20,61,10,0,0,9,1,67,9,22,27,9,0,81,57,24,30,30,0
"E00021195",371,6,0,0,0,6,5,0,1,0,52,24,15,6,3,0,23,5,51,20,19,12,0,49,11,11,0,38,38,0,55,32,23,23,0,53,18,18,13,2,0,2,0,41,4,18,10,9,0,61,51,10,3,3,0
"E00021196",364,34,4,0,4,30,19,11,0,0,48,32,19,0,13,0,14,2,30,12,18,0,0,32,5,5,0,27,27,0,48,18,30,30,0,46,12,22,5,1,0,5,1,48,17,6,17,8,0,61,27,34,17,17,0
"E00021197",396,77,11,0,11,66,41,20,2,3,100,83,51,12,15,5,17,0,51,13,31,6,1,44,3,3,0,41,41,0,10,4,6,6,0,34,8,20,3,0,0,3,0,17,5,0,9,3,0,25,20,5,38,38,0
"E00021198",296,14,0,0,0,14,11,3,0,0,55,27,21,3,3,0,24,4,39,12,24,3,0,25,12,12,0,13,13,0,35,13,22,22,0,34,1,32,0,1,0,0,0,29,5,10,12,2,0,59,42,17,6,6,0
"E00021199",174,22,3,0,3,19,15,4,0,0,25,21,18,0,1,2,2,2,22,15,6,0,1,13,2,2,0,11,11,0,6,3,3,3,0,18,3,14,0,0,0,1,0,25,7,0,14,4,0,39,27,12,4,4,0
"E00021200",302,8,1,0,1,7,6,1,0,0,51,33,31,2,0,0,16,2,15,8,4,3,0,40,1,1,0,39,39,0,49,24,25,25,0,56,29,11,6,1,0,9,0,16,8,4,0,4,0,40,36,4,27,27,0
"E00021201",295,34,4,0,4,30,11,8,8,3,59,50,42,0,8,0,2,7,30,7,22,1,0,35,6,6,0,29,29,0,15,14,1,0,1,37,14,17,6,0,0,0,0,31,22,1,5,3,0,43,39,4,11,11,0
"E00021202",268,18,6,0,6,12,6,6,0,0,38,25,23,2,0,0,1,12,20,4,12,4,0,21,15,15,0,6,6,0,33,16,17,17,0,45,17,23,5,0,0,0,0,46,15,12,9,10,0,35,24,11,12,12,0
"E00021203",213,16,0,0,0,16,3,4,9,0,36,21,19,0,2,0,4,11,13,13,0,0,0,29,5,5,0,24,24,0,8,8,0,0,0,40,6,23,0,0,0,10,1,29,11,11,6,1,0,20,13,7,22,22,0
"E00021204",385,32,0,0,0,32,8,21,3,0,55,47,40,2,5,0,7,1,27,11,4,12,0,28,9,9,0,19,19,0,34,25,9,9,0,60,22,16,11,3,2,6,0,64,13,26,9,16,0,74,58,16,11,11,0
"E00021205",312,8,5,0,5,3,0,3,0,0,37,16,15,0,1,0,11,10,38,20,17,1,0,26,0,0,0,26,26,0,33,28,5,5,0,30,7,13,5,1,0,4,0,43,1,9,10,23,0,82,62,20,15,15,0
"E00021206",221,7,1,0,1,6,2,4,0,0,37,19,14,5,0,0,7,11,33,20,13,0,0,22,5,5,0,17,17,0,16,16,0,0,0,26,3,15,3,0,4,1,0,38,4,16,8,10,0,31,27,4,11,11,0
"E00021207",226,60,10,0,10,50,32,12,4,2,96,77,54,7,14,2,16,3,16,10,3,3,0,14,2,2,0,12,12,0,5,5,0,0,0,13,5,6,0,0,0,2,0,11,8,0,0,3,0,5,5,0,6,6,0
"E00021208",282,18,5,0,5,13,7,1,5,0,30,25,17,3,5,0,1,4,24,21,2,1,0,26,14,14,0,12,12,0,28,28,0,0,0,54,25,20,7,0,0,2,0,31,12,9,2,8,0,46,27,19,25,25,0
"E00021209",232,7,0,0,0,7,7,0,0,0,52,25,25,0,0,0,7,20,19,12,3,4,0,7,0,0,0,7,7,0,29,17,12,12,0,36,6,17,6,0,0,7,0,32,6,0,8,18,0,40,30,10,10,10,0
"E00021210",272,12,1,0,1,11,7,3,1,0,52,36,14,13,9,0,11,5,21,3,18,0,0,51,12,12,0,39,39,0,35,17,18,17,1,44,21,10,13,0,0,0,0,12,6,4,1,1,0,35,35,0,10,10,0
"E00021211",357,23,6,0,6,17,9,7,1,0,74,55,35,8,11,1,14,5,51,27,20,4,0,40,11,11,0,29,29,0,40,19,21,21,0,42,12,21,0,9,0,0,0,24,10,1,10,3,0,47,35,12,16,16,0
"E00021212",255,7,4,0,4,3,0,3,0,0,28,17,12,4,1,0,11,0,21,0,15,6,0,43,18,18,0,25,25,0,27,18,9,9,0,41,22,14,0,0,0,5,0,42,6,17,0,19,0,41,36,5,5,5,0
"E00021213",384,27,0,0,0,27,13,6,4,4,60,42,27,11,4,0,18,0,25,19,6,0,0,41,5,5,0,36,36,0,38,12,26,26,0,81,19,32,23,0,0,7,0,32,11,8,6,7,0,69,44,25,11,11,0
"E00021214",412,35,6,0,6,29,17,12,0,0,101,68,65,2,1,0,20,13,24,8,11,5,0,23,13,11,2,10,10,0,56,27,29,29,0,47,14,33,0,0,0,0,0,30,5,8,7,10,0,55,36,19,41,41,0
"E00021215",334,60,7,0,7,53,27,16,10,0,95,70,46,13,7,4,24,1,40,19,17,4,0,38,10,10,0,28,28,0,20,15,5,5,0,18,7,9,0,0,0,2,0,7,7,0,0,0,0,8,2,6,48,48,0
"E00021216",314,17,0,0,0,17,2,13,2,0,43,34,28,2,4,0,9,0,14,6,8,0,0,39,13,13,0,26,26,0,31,21,10,10,0,56,26,17,6,1,0,3,3,31,11,0,8,12,0,61,55,6,22,22,0
"E00021217",438,21,6,0,6,15,14,1,0,0,54,42,31,0,11,0,6,6,39,19,17,3,0,34,7,7,0,27,27,0,33,22,11,11,0,50,22,27,0,1,0,0,0,32,23,0,4,5,0,56,33,23,119,119,0
"E00021218",466,165,22,0,22,143,54,65,19,5,121,70,39,22,5,4,43,8,33,21,6,3,3,44,10,10,0,34,34,0,18,14,4,4,0,36,21,13,0,0,0,2,0,15,10,4,0,1,0,17,10,7,17,17,0
"E00021219",206,24,3,0,3,21,11,4,6,0,46,27,19,5,3,0,17,2,25,18,7,0,0,30,21,21,0,9,9,0,31,16,15,15,0,15,6,7,2,0,0,0,0,18,4,0,7,7,0,14,13,1,3,3,0
"E00021220",336,130,14,0,14,116,53,55,3,5,103,72,55,14,1,2,23,8,36,22,7,5,2,11,3,3,0,8,8,0,5,5,0,0,0,11,0,8,0,2,0,1,0,9,4,0,1,4,0,17,17,0,14,14,0
"E00021223",382,146,24,1,23,122,50,52,17,3,104,69,39,19,9,2,26,9,35,14,17,4,0,32,11,11,0,21,21,0,18,14,4,4,0,2,0,1,0,0,0,1,0,14,12,0,1,1,0,22,16,6,9,9,0
"E00021224",378,74,20,2,18,54,26,17,5,6,86,63,33,18,11,1,19,4,30,22,7,1,0,40,11,11,0,29,29,0,28,13,15,15,0,42,8,22,7,5,0,0,0,19,11,0,0,8,0,43,31,12,16,16,0
"E00021225",246,65,10,0,10,55,22,27,4,2,33,19,14,2,3,0,9,5,25,15,9,1,0,20,0,0,0,20,20,0,25,20,5,4,1,16,7,7,0,1,0,1,0,27,6,0,13,8,0,29,24,5,6,6,0
"E00021227",249,63,13,0,13,50,24,17,5,4,53,29,22,2,0,5,15,9,49,27,19,0,3,20,4,4,0,16,16,0,21,4,17,17,0,11,3,3,2,0,0,3,0,15,6,0,8,1,0,5,4,1,12,12,0
"E00021228",312,34,19,7,12,15,10,3,0,2,38,18,14,0,2,2,15,5,38,18,16,4,0,42,17,17,0,25,25,0,36,15,21,21,0,37,6,25,2,0,0,4,0,38,9,0,20,9,0,37,23,14,12,12,0
"E00021229",294,34,1,0,1,33,18,15,0,0,30,8,6,2,0,0,15,7,40,10,27,3,0,27,12,12,0,15,15,0,44,32,12,12,0,52,18,16,8,0,0,10,0,12,1,0,4,6,1,42,34,8,13,13,0
"E00021230",221,55,11,0,11,44,24,10,10,0,75,50,33,10,5,2,20,5,21,13,8,0,0,23,13,13,0,10,10,0,10,0,10,10,0,15,2,4,0,0,0,3,6,9,2,0,2,5,0,9,4,5,4,4,0
"E00021231",176,37,12,0,12,25,11,9,5,0,41,27,17,6,4,0,14,0,22,14,6,0,2,15,8,8,0,7,7,0,12,8,4,4,0,21,7,10,0,3,0,1,0,16,3,1,10,2,0,11,10,1,1,1,0
"E00021235",348,3,0,0,0,3,2,1,0,0,32,28,24,0,1,3,0,4,14,5,7,2,0,45,15,15,0,30,30,0,51,23,28,28,0,56,6,29,6,6,1,6,2,61,21,18,4,18,0,75,53,22,11,11,0
"E00021236",315,31,2,0,2,29,13,13,3,0,93,47,22,21,4,0,35,11,17,12,0,3,2,32,14,14,0,18,18,0,31,22,9,9,0,46,16,23,0,5,0,2,0,26,10,7,5,4,0,29,19,10,10,10,0
"E00021238",390,157,35,0,35,122,74,39,7,2,145,106,69,20,6,11,27,12,19,8,6,4,1,12,5,5,0,7,7,0,3,0,3,3,0,16,2,10,0,0,0,4,0,11,1,0,7,3,0,11,2,9,16,16,0
"E00021239",285,120,25,0,25,95,55,31,4,5,104,66,42,11,10,3,35,3,21,21,0,0,0,16,5,5,0,11,11,0,7,4,3,3,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,9,9,0
"E00021240",296,126,21,0,21,105,39,47,10,9,103,66,56,4,3,3,30,7,22,14,2,5,1,12,5,5,0,7,7,0,9,8,1,0,1,5,0,1,0,2,0,2,0,4,0,0,0,4,0,8,3,5,7,7,0
"E00021241",261,84,7,0,7,77,28,39,10,0,74,47,30,5,8,4,22,5,19,15,4,0,0,24,7,7,0,17,17,0,27,23,4,0,4,4,2,2,0,0,0,0,0,1,0,1,0,0,0,2,2,0,26,26,0
"E00021243",384,32,8,0,8,24,13,11,0,0,63,32,19,11,2,0,28,3,44,23,19,0,2,69,0,0,0,69,69,0,23,16,7,7,0,38,10,10,4,0,0,14,0,42,3,0,13,26,0,65,30,35,8,8,0
"E00021244",206,15,1,0,1,14,8,4,2,0,36,18,17,0,1,0,4,14,15,11,4,0,0,21,4,4,0,17,17,0,9,6,3,3,0,26,4,19,0,0,0,3,0,38,6,8,14,10,0,46,28,18,0,0,0
"E00021245",211,11,1,0,1,10,3,7,0,0,29,19,9,10,0,0,6,4,31,17,14,0,0,20,3,3,0,17,17,0,19,13,6,5,1,24,7,7,2,1,0,4,3,19,7,4,1,7,0,46,28,18,12,12,0
"E00021246",480,45,5,0,5,40,13,21,4,2,74,50,32,9,6,3,18,6,53,21,26,3,3,37,14,14,0,23,23,0,56,22,34,23,11,90,10,41,12,13,0,14,0,50,8,12,20,10,0,69,46,23,6,6,0
"E00021247",382,8,0,0,0,8,2,6,0,0,60,46,40,6,0,0,11,3,25,13,3,7,2,52,10,10,0,42,42,0,40,5,35,35,0,67,13,44,0,4,0,2,4,51,24,10,11,6,0,74,41,33,5,5,0
"E00021248",369,22,0,0,0,22,19,3,0,0,76,55,44,9,0,2,15,6,28,14,14,0,0,49,19,19,0,30,30,0,45,24,21,18,3,62,18,39,0,0,0,5,0,31,17,5,5,4,0,47,20,27,9,9,0
"E00021249",307,7,0,0,0,7,6,0,1,0,35,22,18,4,0,0,8,5,37,15,18,4,0,49,0,0,0,49,49,0,38,20,18,18,0,57,11,38,0,0,0,8,0,31,12,4,4,11,0,45,33,12,8,8,0
"E00021251",261,23,2,0,2,21,8,13,0,0,31,23,21,2,0,0,8,0,29,18,3,6,2,14,4,4,0,10,10,0,23,19,4,4,0,44,31,9,2,2,0,0,0,21,0,10,6,5,0,71,37,34,5,5,0
"E00021252",260,75,6,0,6,69,30,34,4,1,97,61,39,13,9,0,25,11,23,12,10,0,1,19,2,2,0,17,17,0,20,20,0,0,0,11,2,6,0,3,0,0,0,3,2,0,0,1,0,4,0,4,8,8,0
"E00021253",291,31,2,0,2,29,13,12,4,0,44,32,26,3,3,0,9,3,25,16,5,0,4,50,5,5,0,45,45,0,30,20,10,10,0,34,17,9,0,0,0,3,5,27,7,1,7,12,0,42,20,22,8,8,0
"E00021254",236,66,17,0,17,49,22,22,2,3,82,48,30,12,2,4,33,1,17,13,3,0,1,25,4,4,0,21,21,0,10,5,5,5,0,13,0,7,0,0,0,6,0,2,0,0,2,0,0,7,0,7,14,14,0
"E00021255",221,79,9,0,9,70,34,29,7,0,103,78,40,21,12,5,25,0,11,7,3,0,1,8,3,3,0,5,5,0,11,7,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0
"E00021256",240,69,3,0,3,66,33,31,0,2,62,45,30,9,4,2,17,0,21,18,3,0,0,19,13,13,0,6,6,0,11,2,9,9,0,8,4,4,0,0,0,0,0,12,4,8,0,0,0,6,3,3,32,32,0
"E00021257",233,61,7,0,7,54,31,13,10,0,57,38,35,1,2,0,15,4,34,28,0,4,2,17,0,0,0,17,17,0,2,0,2,2,0,32,0,16,0,7,0,9,0,12,8,0,0,4,0,11,6,5,7,7,0
"E00021258",317,11,2,0,2,9,6,3,0,0,43,26,20,3,3,0,13,4,27,20,7,0,0,33,3,3,0,30,30,0,57,28,29,29,0,44,20,18,0,1,0,5,0,27,5,2,6,14,0,55,27,28,20,20,0
"E00021259",373,34,3,0,3,31,15,11,5,0,73,33,17,1,9,6,30,10,42,7,22,11,2,49,16,16,0,33,33,0,16,16,0,0,0,66,26,20,1,8,0,7,4,49,13,7,14,15,0,32,25,7,12,12,0
"E00021260",286,20,1,0,1,19,10,6,3,0,46,35,28,4,2,1,7,4,20,15,4,0,1,33,13,13,0,20,20,0,30,29,1,1,0,47,5,26,6,8,0,2,0,42,22,10,3,7,0,39,35,4,9,9,0
"E00021261",245,44,3,0,3,41,15,22,0,4,71,60,38,15,7,0,9,2,24,18,2,4,0,13,4,4,0,9,9,0,12,6,6,6,0,50,20,15,1,10,0,4,0,7,3,0,0,4,0,16,10,6,8,8,0
"E00021262",276,20,4,0,4,16,4,4,8,0,37,25,20,1,4,0,9,3,21,8,8,4,1,42,5,5,0,37,37,0,27,11,16,16,0,30,11,8,2,0,0,9,0,23,5,3,2,13,0,52,28,24,24,24,0
"E00021263",366,84,5,0,5,79,46,20,8,5,105,80,58,11,10,1,18,7,47,23,19,5,0,17,3,3,0,14,14,0,24,5,19,19,0,30,9,14,0,0,0,3,4,21,8,0,3,10,0,26,22,4,12,12,0
"E00021266",266,40,10,1,9,30,13,13,2,2,113,82,56,5,21,0,28,3,20,13,7,0,0,53,8,8,0,45,45,0,14,8,6,6,0,13,1,12,0,0,0,0,0,8,2,0,6,0,0,3,1,2,2,2,0
