"GeographyCode","QS117EW0001","QS117EW0002","QS117EW0003"
"E00021141",198,35,163
"E00021143",240,35,205
"E00021145",192,36,156
"E00021146",273,45,228
"E00021147",143,29,114
"E00021148",202,38,164
"E00021149",210,46,164
"E00021150",200,31,169
"E00021151",171,48,123
"E00021152",246,51,195
"E00021153",307,37,270
"E00021154",263,36,227
"E00021155",321,57,264
"E00021156",163,59,104
"E00021157",208,35,173
"E00021158",190,35,155
"E00021159",394,68,326
"E00021160",205,29,176
"E00021161",293,47,246
"E00021162",266,28,238
"E00021163",211,32,179
"E00021164",178,44,134
"E00021165",215,42,173
"E00021166",267,26,241
"E00021167",220,46,174
"E00021168",356,44,312
"E00021169",352,60,292
"E00021170",302,56,246
"E00021171",454,80,374
"E00021172",214,55,159
"E00021173",254,48,206
"E00021174",218,49,169
"E00021175",223,41,182
"E00021176",215,66,149
"E00021177",265,42,223
"E00021179",278,47,231
"E00021180",316,67,249
"E00021181",198,40,158
"E00021182",312,67,245
"E00021183",220,60,160
"E00021184",128,27,101
"E00021185",215,50,165
"E00021186",293,48,245
"E00021187",175,23,152
"E00021188",211,37,174
"E00021189",274,25,249
"E00021190",355,36,319
"E00021191",273,25,248
"E00021192",209,30,179
"E00021193",313,78,235
"E00021194",382,56,326
"E00021195",258,14,244
"E00021196",222,33,189
"E00021197",340,104,236
"E00021198",192,23,169
"E00021199",132,82,50
"E00021200",225,25,200
"E00021201",214,37,177
"E00021202",161,28,133
"E00021203",168,32,136
"E00021204",313,60,253
"E00021205",219,24,195
"E00021206",141,30,111
"E00021207",218,65,153
"E00021208",208,41,167
"E00021209",164,19,145
"E00021210",203,17,186
"E00021211",282,39,243
"E00021212",180,16,164
"E00021213",270,34,236
"E00021214",292,46,246
"E00021215",307,79,228
"E00021216",247,102,145
"E00021217",334,125,209
"E00021218",379,51,328
"E00021219",164,25,139
"E00021220",281,75,206
"E00021223",344,71,273
"E00021224",306,52,254
"E00021225",192,52,140
"E00021227",202,37,165
"E00021228",235,32,203
"E00021229",204,52,152
"E00021230",189,44,145
"E00021231",149,57,92
"E00021235",218,31,187
"E00021236",228,49,179
"E00021238",358,46,312
"E00021239",251,49,202
"E00021240",274,65,209
"E00021241",238,26,212
"E00021243",249,53,196
"E00021244",150,75,75
"E00021245",157,48,109
"E00021246",344,54,290
"E00021247",235,34,201
"E00021248",220,57,163
"E00021249",212,47,165
"E00021251",188,46,142
"E00021252",231,43,188
"E00021253",224,85,139
"E00021254",202,34,168
"E00021255",193,40,153
"E00021256",212,24,188
"E00021257",196,31,165
"E00021258",211,30,181
"E00021259",266,37,229
"E00021260",212,54,158
"E00021261",181,39,142
"E00021262",186,44,142
"E00021263",290,55,235
"E00021266",213,49,164
"E00021267",220,64,156
"E00021268",178,35,143
"E00021271",272,69,203
"E00021272",159,32,127
"E00021273",164,22,142
"E00021274",316,71,245
"E00021275",164,47,117
"E00021277",162,32,130
"E00021278",126,36,90
"E00021279",268,36,232
"E00021280",213,62,151
"E00021281",392,63,329
"E00021282",291,50,241
"E00021285",108,40,68
"E00021286",194,34,160
"E00021287",266,64,202
"E00021288",222,51,171
"E00021289",191,55,136
"E00021290",206,38,168
"E00021291",366,109,257
"E00021292",198,40,158
"E00021294",321,93,228
"E00021295",303,41,262
"E00021296",271,54,217
"E00021297",289,39,250
"E00021298",342,51,291
"E00021299",340,46,294
"E00021300",401,44,357
"E00021301",285,63,222
"E00021302",355,68,287
"E00021303",250,42,208
"E00021304",260,31,229
"E00021305",184,25,159
"E00021306",202,41,161
"E00021307",407,58,349
"E00021308",314,29,285
"E00021309",172,41,131
"E00021310",174,21,153
"E00021311",205,37,168
"E00021312",218,44,174
"E00021313",377,69,308
"E00021314",275,35,240
"E00021315",71,44,27
"E00021316",208,19,189
"E00021317",225,18,207
"E00021318",232,53,179
"E00021319",231,43,188
"E00021320",214,40,174
"E00021321",221,28,193
"E00021322",209,36,173
"E00021323",224,40,184
"E00021324",280,32,248
"E00021325",274,47,227
"E00021326",266,38,228
"E00021327",303,55,248
"E00021328",286,35,251
"E00021329",282,84,198
"E00021330",231,46,185
"E00021331",137,36,101
"E00021332",280,30,250
"E00021333",222,43,179
"E00021334",237,54,183
"E00021335",358,49,309
"E00021336",161,28,133
"E00021337",213,20,193
"E00021338",271,45,226
"E00021339",249,39,210
"E00021340",316,108,208
"E00021342",191,33,158
"E00021344",310,35,275
"E00021345",219,36,183
"E00021346",199,39,160
"E00021347",254,69,185
"E00021349",262,47,215
"E00021350",208,38,170
"E00021351",219,51,168
"E00021352",188,53,135
"E00021353",185,46,139
"E00021354",314,30,284
"E00021355",243,67,176
"E00021357",237,29,208
"E00021359",209,28,181
"E00021360",272,30,242
"E00021361",213,60,153
"E00021363",227,47,180
"E00021364",360,33,327
"E00021365",207,65,142
"E00021366",216,39,177
"E00021367",188,31,157
"E00021368",269,46,223
"E00021369",132,15,117
"E00021370",360,53,307
"E00021371",108,13,95
"E00021372",257,53,204
"E00021374",232,31,201
"E00021375",232,50,182
"E00021376",223,43,180
"E00021377",369,83,286
"E00021378",310,75,235
"E00021379",185,53,132
"E00021380",160,62,98
"E00021381",242,56,186
"E00021382",209,36,173
"E00021383",302,50,252
"E00021384",188,47,141
"E00021385",303,42,261
"E00021386",222,42,180
"E00021387",441,68,373
"E00021388",214,68,146
"E00021391",283,56,227
"E00021392",258,74,184
"E00021393",262,49,213
"E00021394",220,49,171
"E00021395",186,34,152
"E00021396",210,59,151
"E00021397",301,59,242
"E00021398",306,57,249
"E00021399",267,60,207
"E00021400",243,56,187
"E00021402",177,29,148
"E00021404",235,63,172
"E00021405",284,21,263
"E00021406",237,53,184
"E00021407",297,97,200
"E00021408",296,67,229
"E00021409",237,50,187
"E00021410",218,35,183
"E00021411",263,44,219
"E00021412",253,40,213
"E00021413",259,54,205
"E00021414",248,21,227
"E00021415",233,44,189
"E00021416",234,31,203
"E00021417",193,42,151
"E00021418",188,50,138
"E00021419",245,41,204
"E00021420",206,41,165
"E00021421",337,102,235
"E00021422",127,40,87
"E00021423",274,43,231
"E00021424",194,32,162
"E00021425",204,61,143
"E00021426",198,31,167
"E00021427",199,48,151
"E00021428",244,38,206
"E00021429",95,25,70
"E00021430",190,43,147
"E00021431",214,43,171
"E00021432",216,46,170
"E00021433",464,81,383
