"GeographyCode","QS118EW0001","QS118EW0002","QS118EW0003","QS118EW0004","QS118EW0005","QS118EW0006","QS118EW0007","QS118EW0008","QS118EW0009","QS118EW0010","QS118EW0011","QS118EW0012"
"E00021331",42,18,1,2,4,6,2,1,4,4,0,52
"E00021332",103,35,4,4,10,6,4,3,17,19,1,184
"E00021333",81,31,4,2,8,7,7,4,10,8,0,110
"E00021334",95,48,8,4,9,8,7,1,4,6,0,95
"E00021335",127,54,7,8,10,12,10,5,13,6,2,159
"E00021336",76,24,5,4,8,10,5,1,13,5,1,118
"E00021337",82,30,6,11,10,3,2,3,11,6,0,107
"E00021338",107,32,13,4,8,16,11,0,13,8,2,162
"E00021339",73,38,6,6,4,5,4,1,4,3,2,69
"E00021340",81,43,22,2,4,4,1,1,2,2,0,53
"E00021342",72,15,5,8,1,8,9,3,15,8,0,139
"E00021344",119,39,10,7,14,6,5,7,14,15,2,187
"E00021345",86,25,8,9,5,19,6,2,7,4,1,123
"E00021346",77,23,10,3,3,8,5,4,15,4,2,129
"E00021347",94,21,12,11,5,15,8,1,15,6,0,153
"E00021349",93,32,12,7,8,8,4,4,12,5,1,123
"E00021350",82,32,6,2,6,8,4,2,8,11,3,125
"E00021351",79,16,8,6,11,11,7,0,15,4,1,134
"E00021352",76,27,9,13,5,7,3,1,8,3,0,90
"E00021353",63,18,14,8,3,3,3,1,8,4,1,84
"E00021354",99,38,12,5,10,7,3,2,7,15,0,127
"E00021355",64,44,9,2,0,8,0,0,1,0,0,36
"E00021357",91,32,9,2,4,5,7,8,16,6,2,148
"E00021359",77,34,4,1,2,6,2,2,19,6,1,133
"E00021360",91,21,10,5,13,9,6,2,17,8,0,158
"E00021361",89,21,12,5,5,17,8,5,13,2,1,143
"E00021363",97,30,8,10,7,15,6,3,7,10,1,131
"E00021364",119,51,6,6,6,10,12,3,12,13,0,173
"E00021365",60,33,4,2,4,5,4,1,3,3,1,58
"E00021366",82,28,5,2,7,12,8,1,13,6,0,119
"E00021367",75,33,9,2,4,10,2,3,7,5,0,83
"E00021368",92,40,7,4,10,7,3,3,12,6,0,115
"E00021369",56,11,1,10,5,9,4,3,8,4,1,94
"E00021370",130,36,8,9,6,17,7,8,20,16,3,246
"E00021371",40,5,1,2,7,7,1,2,10,5,0,91
"E00021372",91,41,9,5,4,12,3,1,11,5,0,107
"E00021374",98,45,5,5,4,9,3,2,12,12,1,145
"E00021375",79,26,5,5,6,11,5,2,9,10,0,137
"E00021376",84,30,8,3,6,7,2,5,15,7,1,130
"E00021377",140,55,23,5,9,11,5,1,18,13,0,185
"E00021378",88,36,19,3,7,6,5,1,6,2,3,97
"E00021379",63,37,3,2,6,1,2,1,5,5,1,58
"E00021380",39,17,5,1,2,3,1,1,3,5,1,54
"E00021381",96,29,8,5,12,8,10,1,13,8,2,149
"E00021382",99,23,5,7,10,15,9,2,21,6,1,178
"E00021383",107,39,5,7,9,8,5,2,18,10,4,171
"E00021384",56,44,5,2,0,3,1,0,1,0,0,21
"E00021385",90,45,5,3,11,5,3,0,11,7,0,104
"E00021386",86,33,6,4,8,4,3,5,15,7,1,122
"E00021387",155,66,14,8,20,10,5,7,14,10,1,186
"E00021388",68,26,7,2,5,8,5,2,5,5,3,92
"E00021391",110,24,18,5,14,7,6,5,19,9,3,184
"E00021392",92,44,15,6,5,11,2,1,4,3,1,83
"E00021393",98,37,8,7,8,8,7,4,11,8,0,135
"E00021394",79,19,13,4,12,9,4,1,11,5,1,117
"E00021395",77,24,10,4,3,12,3,2,16,3,0,124
"E00021396",89,37,11,6,5,9,7,1,10,3,0,103
"E00021397",137,33,10,13,14,13,11,6,18,18,1,235
"E00021398",117,49,15,10,10,8,4,2,11,8,0,128
"E00021399",94,59,9,1,5,5,4,2,4,4,1,69
"E00021400",100,39,7,6,13,11,4,1,14,2,3,127
"E00021402",65,31,6,4,6,7,3,2,4,1,1,58
"E00021404",63,49,9,0,0,3,2,0,0,0,0,19
"E00021405",95,46,10,3,6,7,6,4,4,9,0,110
"E00021406",79,26,5,6,10,12,7,2,4,7,0,108
"E00021407",126,21,38,9,4,17,7,3,19,7,1,222
"E00021408",70,44,10,4,4,4,2,1,0,1,0,38
"E00021409",69,50,10,2,0,4,0,0,2,1,0,30
"E00021410",65,25,11,2,8,2,4,1,4,7,1,79
"E00021411",90,51,2,8,4,3,2,5,11,2,2,85
"E00021412",114,35,10,6,8,9,15,8,16,6,1,174
"E00021413",94,30,7,9,7,11,5,1,15,7,2,139
"E00021414",97,35,10,6,5,11,5,3,13,8,1,138
"E00021415",91,30,8,5,12,9,4,1,12,7,3,129
"E00021416",88,42,2,5,9,8,6,3,9,4,0,101
"E00021417",69,36,17,4,0,2,6,2,1,1,0,49
"E00021418",56,40,11,0,0,4,1,0,0,0,0,21
"E00021419",104,30,7,7,3,18,8,5,12,12,2,181
"E00021420",76,40,8,6,2,14,2,3,0,1,0,61
"E00021421",91,43,10,8,7,6,2,4,6,3,2,93
"E00021422",45,10,11,3,2,7,3,0,6,3,0,66
"E00021423",91,37,8,7,7,3,5,2,12,10,0,122
"E00021424",48,37,7,1,0,2,1,0,0,0,0,14
"E00021425",60,43,9,3,1,3,1,0,0,0,0,21
"E00021426",92,29,10,7,9,12,3,4,8,9,1,128
"E00021427",60,45,6,1,0,7,1,0,0,0,0,23
"E00021428",95,34,13,7,12,6,7,1,13,2,0,129
"E00021429",32,9,5,3,1,5,5,1,2,1,0,40
"E00021430",70,19,11,3,2,12,6,0,12,5,0,120
"E00021431",75,38,8,6,7,4,2,0,5,4,1,70
"E00021432",81,26,12,6,5,6,6,2,15,3,0,118
"E00021433",137,66,19,15,6,12,3,1,9,5,1,128
"E00021434",86,35,5,6,8,2,4,2,15,8,1,124
"E00021437",71,30,7,7,7,7,1,0,8,4,0,83
"E00021438",46,28,0,1,4,5,2,2,1,2,1,40
"E00021439",41,14,5,4,1,2,5,1,5,4,0,61
"E00021440",95,45,9,4,4,7,1,1,18,5,1,134
"E00021441",92,47,7,6,5,4,3,6,6,7,1,98
"E00021442",80,42,2,2,12,3,4,0,8,6,1,84
"E00021443",55,35,1,1,6,2,2,1,4,1,2,42
"E00021444",59,31,4,0,7,2,3,2,3,6,1,63
"E00021445",86,26,9,6,3,10,10,1,15,4,2,143
"E00021446",98,30,7,7,10,8,9,2,16,9,0,164
"E00021447",55,39,3,3,1,2,2,1,2,2,0,29
"E00021448",84,38,3,7,6,8,3,3,11,5,0,96
"E00021449",60,31,5,3,4,5,3,1,4,4,0,60
"E00021450",44,24,1,0,10,6,1,0,2,0,0,31
"E00021451",81,30,7,5,3,8,5,1,17,5,0,126
"E00021452",42,19,12,3,0,4,1,0,2,1,0,36
"E00021453",61,37,5,5,4,2,4,1,2,1,0,41
"E00021454",80,28,9,3,10,7,7,2,7,6,1,106
"E00021455",73,22,9,5,5,9,3,2,12,6,0,107
"E00021458",51,40,6,1,2,1,0,1,0,0,0,14
"E00021459",53,38,7,1,1,3,0,0,2,1,0,27
"E00021460",81,41,8,6,8,4,6,1,4,3,0,69
"E00021461",51,27,6,3,3,2,2,1,5,2,0,47
"E00021462",59,23,9,1,5,6,3,3,4,5,0,71
"E00021463",68,35,6,3,6,5,1,3,6,2,1,67
"E00021464",57,25,5,4,6,8,2,0,5,2,0,60
"E00021465",90,32,6,7,8,5,5,5,15,6,1,127
"E00021466",66,27,9,5,2,7,3,2,6,4,1,80
"E00021467",73,22,8,6,4,9,9,4,6,5,0,110
"E00021468",44,21,4,3,1,2,2,2,7,2,0,54
"E00021469",88,31,8,5,10,7,5,1,10,10,1,131
"E00021470",49,26,3,4,4,4,1,0,4,3,0,53
"E00021471",81,25,4,5,11,9,9,4,6,8,0,115
"E00021473",57,25,7,4,1,2,2,2,8,5,1,88
"E00021474",91,39,11,5,4,9,4,4,9,5,1,107
"E00021475",66,26,9,2,6,7,1,4,3,8,0,83
"E00021476",76,23,2,5,11,4,8,3,8,9,3,115
"E00021477",86,46,6,0,4,8,4,4,4,8,2,97
"E00021478",70,33,6,6,3,6,2,3,7,4,0,80
"E00021479",58,35,5,1,2,6,1,1,2,3,2,48
"E00021480",61,30,10,2,0,9,1,1,5,3,0,61
"E00021481",70,35,3,2,2,8,5,2,8,5,0,86
"E00021482",74,41,6,1,2,8,4,2,8,1,1,79
"E00021483",119,67,15,3,6,7,3,5,10,2,1,99
"E00021484",51,26,5,2,3,7,2,0,5,1,0,51
"E00021485",83,27,17,4,5,8,6,3,9,4,0,105
"E00021486",86,40,8,2,5,8,8,1,10,3,1,102
"E00021487",46,18,3,1,2,2,2,0,14,4,0,77
"E00021488",101,39,10,8,6,10,7,4,13,4,0,130
"E00021489",71,13,8,2,8,15,7,3,9,6,0,122
"E00021490",64,11,8,1,5,18,2,1,14,4,0,119
"E00021491",60,16,7,5,5,4,5,1,10,5,2,98
"E00021492",85,30,16,1,4,11,6,0,12,5,0,114
"E00021493",104,24,13,2,12,5,10,4,23,10,1,198
"E00021494",121,55,10,5,9,7,8,6,10,11,0,138
"E00021495",133,53,14,7,11,9,7,3,12,16,1,190
"E00021496",85,23,10,2,9,11,4,0,17,8,1,148
"E00021497",104,25,4,7,4,11,7,5,25,15,1,211
"E00021498",95,25,8,10,12,15,4,3,7,11,0,140
"E00021499",63,40,5,3,2,3,3,0,3,4,0,47
"E00021500",66,44,3,2,6,3,2,1,3,1,1,42
"E00021501",57,28,1,3,5,7,4,1,4,4,0,65
"E00021502",77,24,5,3,11,4,5,3,8,12,2,120
"E00021503",90,24,6,5,7,13,5,4,13,13,0,156
"E00021504",90,32,14,5,3,11,2,2,13,8,0,124
"E00021505",67,29,8,3,1,9,6,1,6,3,1,83
"E00021506",69,30,10,3,5,9,2,0,9,1,0,75
"E00021507",76,46,4,6,2,3,2,3,4,4,2,62
"E00021508",71,29,8,3,8,5,6,0,11,1,0,83
"E00021509",92,34,10,5,14,6,3,4,11,5,0,116
"E00021510",72,46,11,5,0,9,1,0,0,0,0,36
"E00021511",59,42,11,0,0,6,0,0,0,0,0,24
"E00021516",71,50,5,3,4,0,1,3,3,2,0,37
"E00021517",72,42,5,4,7,5,2,0,2,5,0,56
"E00021518",85,51,12,1,6,2,4,4,4,1,0,56
"E00021519",129,87,17,5,6,6,2,1,4,1,0,62
"E00021520",51,29,6,3,3,6,1,0,1,2,0,35
"E00021521",74,38,6,4,7,6,2,4,2,5,0,67
"E00021522",107,37,10,7,15,9,4,4,9,11,1,141
"E00021524",122,49,14,6,9,13,10,4,10,6,1,147
"E00021525",66,38,14,1,2,4,2,0,3,2,0,46
"E00021526",79,55,10,0,3,4,4,1,1,1,0,38
"E00021527",79,43,17,6,1,10,0,1,1,0,0,50
"E00021528",69,30,9,5,5,9,1,1,6,1,2,71
"E00021529",39,21,6,1,0,6,2,0,3,0,0,33
"E00021531",150,54,25,7,16,14,7,5,14,7,1,180
"E00021532",67,36,17,1,2,7,1,0,1,2,0,46
"E00021533",70,60,6,1,1,2,0,0,0,0,0,12
"E00021534",63,52,9,2,0,0,0,0,0,0,0,11
"E00021535",63,40,4,3,3,5,3,0,4,1,0,46
"E00021536",68,46,10,1,3,3,2,0,0,3,0,36
"E00021537",80,55,12,3,3,6,1,0,0,0,0,32
"E00021538",160,104,26,5,5,15,5,0,0,0,0,76
"E00021539",67,59,4,0,0,4,0,0,0,0,0,12
"E00021541",47,36,9,1,0,1,0,0,0,0,0,12
"E00021542",66,37,14,8,4,3,0,0,0,0,0,32
"E00021543",64,49,13,2,0,0,0,0,0,0,0,15
"E00021544",58,38,12,2,3,2,1,0,0,0,0,23
"E00021546",59,40,8,6,0,4,1,0,0,0,0,24
"E00021547",59,31,4,3,4,5,1,1,6,4,0,65
"E00021549",99,52,7,3,8,6,6,3,7,7,0,98
"E00021550",97,30,23,5,10,12,3,3,2,9,0,120
"E00021552",58,30,6,4,3,2,4,1,4,4,0,56
"E00021553",77,28,7,1,9,6,6,2,13,4,1,112
"E00021554",72,47,10,1,3,6,1,1,2,0,1,43
"E00021555",96,26,9,3,15,14,3,1,12,10,3,152
"E00021556",70,51,9,1,3,3,0,1,2,0,0,29
"E00021557",88,60,12,1,2,8,2,1,1,1,0,46
"E00021559",92,62,7,4,5,5,3,1,4,0,1,50
"E00021560",97,44,5,7,8,4,6,4,10,8,1,115
"E00021561",55,43,3,3,3,2,1,0,0,0,0,15
"E00021562",80,46,6,1,4,6,5,2,4,6,0,75
"E00021563",88,45,5,3,1,6,5,5,7,11,0,109
"E00021564",69,39,1,3,7,4,2,0,7,6,0,65
"E00021565",39,13,2,2,4,6,2,1,7,2,0,57
"E00021566",65,36,2,5,6,5,2,2,3,4,0,59
"E00021567",71,41,5,3,2,5,3,3,5,4,0,65
"E00021569",57,35,4,6,3,2,0,0,6,1,0,44
"E00021572",66,26,3,5,6,6,3,3,9,5,0,86
"E00021574",53,28,1,2,6,3,1,3,3,6,0,59
"E00021577",68,29,4,6,6,1,8,2,8,3,1,85
"E00021579",71,19,7,2,3,13,4,2,16,5,0,130
"E00021580",86,30,7,2,6,9,6,1,13,11,1,138
"E00021582",90,39,7,2,6,4,8,4,8,11,1,126
"E00021583",84,26,7,2,8,13,5,2,10,10,1,144
"E00021584",68,29,5,2,12,4,6,2,4,3,1,77
"E00021585",126,43,11,6,14,13,6,1,19,13,0,193
"E00021586",108,43,8,3,5,13,11,2,11,9,3,146
"E00021587",84,33,4,4,7,8,4,6,10,8,0,120
"E00021588",71,24,8,3,1,17,4,3,5,6,0,94
"E00021590",81,34,6,5,6,5,4,4,12,4,1,103
"E00021591",102,13,10,4,6,12,13,7,22,15,0,223
"E00021592",71,37,2,0,7,6,5,3,8,2,1,75
"E00021593",39,25,3,0,1,6,1,2,1,0,0,26
"E00021594",66,33,2,5,5,2,3,2,8,6,0,74
"E00021595",68,30,10,3,6,4,4,3,5,3,0,73
"E00021596",87,55,5,5,2,6,5,3,5,1,0,63
"E00021597",83,37,8,2,6,6,4,2,13,5,0,107
"E00021598",47,33,7,1,2,1,0,1,2,0,0,22
"E00021599",71,44,10,1,3,9,0,2,2,0,0,47
"E00021600",75,53,5,2,3,3,4,4,0,1,0,35
"E00021601",52,37,6,1,0,4,2,0,0,2,0,25
"E00021602",69,37,11,7,1,4,0,3,5,1,0,55
"E00021603",42,31,6,1,0,3,0,0,1,0,0,16
"E00021604",81,42,12,2,5,8,1,2,5,3,1,72
"E00021605",67,50,11,3,0,3,0,0,0,0,0,20
"E00021606",67,58,4,1,0,2,2,0,0,0,0,16
"E00021607",50,18,7,3,5,3,2,2,5,5,0,66
"E00021608",41,27,4,3,4,0,2,1,0,0,0,17
"E00021610",70,43,9,2,2,5,0,0,6,2,1,59
"E00021611",98,54,10,1,11,6,2,3,5,4,2,82
"E00021612",57,49,2,4,0,1,1,0,0,0,0,10
"E00021613",44,40,4,0,0,0,0,0,0,0,0,4
"E00021614",61,53,2,1,1,3,1,0,0,0,0,12
"E00021615",50,41,1,3,1,3,0,0,0,1,0,14
"E00021616",92,40,3,7,4,10,3,3,16,6,0,133
"E00021617",27,26,0,0,0,0,0,1,0,0,0,2
"E00021618",63,12,15,4,1,15,3,1,8,4,0,104
"E00021619",102,37,13,2,2,15,4,4,21,4,0,153
"E00021620",47,23,6,4,1,4,1,2,4,2,0,43
"E00021621",66,22,6,2,4,13,5,2,7,4,1,95
"E00021622",56,44,8,0,2,2,0,0,0,0,0,15
"E00021623",35,8,4,0,5,2,5,1,7,3,0,63
"E00021624",65,58,4,1,2,0,0,0,0,0,0,7
"E00021625",98,74,18,1,1,3,1,0,0,0,0,28
"E00021626",63,52,7,0,1,0,2,1,0,0,0,14
"E00021627",67,48,10,2,0,4,0,0,2,1,0,30
"E00021628",60,45,4,0,3,3,3,0,2,0,0,28
"E00021629",56,40,8,3,2,3,0,0,0,0,0,19
"E00021630",55,28,8,6,2,3,2,2,4,0,0,44
"E00021631",78,49,17,0,3,8,0,0,1,0,0,39
"E00021632",44,32,6,1,0,4,1,0,0,0,0,17
"E00021633",65,56,3,0,2,2,1,0,1,0,0,15
"E00021634",78,54,11,0,3,1,1,2,3,3,0,41
"E00021635",55,40,9,0,1,3,1,0,1,0,0,21
"E00021636",79,34,9,4,9,3,4,3,7,6,0,97
"E00021637",123,52,11,8,12,13,7,1,14,4,1,150
"E00021639",66,28,8,0,6,2,2,2,13,3,2,104
"E00021640",87,36,7,2,2,7,9,3,13,8,0,121
"E00021641",90,40,10,5,6,10,5,5,5,3,1,101
"E00021642",69,31,10,3,1,4,3,1,14,2,0,86
"E00021643",60,34,2,0,5,4,4,1,5,5,0,66
"E00021644",82,51,5,3,7,2,3,4,4,3,0,60
"E00021646",114,40,18,5,2,14,6,1,15,12,1,175
"E00021648",41,33,3,0,2,1,1,1,0,0,0,11
"E00021649",75,29,3,2,4,5,5,3,16,7,1,132
"E00021650",47,25,4,0,1,8,1,1,4,3,0,52
"E00021651",78,57,12,1,2,5,1,0,0,0,0,27
"E00021652",72,55,8,3,0,4,1,0,0,1,0,24
"E00021653",112,36,16,5,8,13,7,4,14,8,1,165
"E00021654",74,22,10,4,7,2,3,4,11,10,1,127
"E00021655",54,17,6,2,5,4,4,3,10,3,0,91
"E00021656",76,50,4,2,8,2,2,1,4,3,0,46
"E00021657",60,50,7,0,2,0,0,1,0,0,0,11
"E00021658",44,33,6,1,0,3,1,0,0,0,0,15
"E00021659",59,24,6,1,5,8,6,1,5,3,0,73
